Entity,Year,Primary adjusted enrolment ratio (Lee-Lee (2016)),Secondary adjusted enrolment ratio (Lee-Lee (2016)),Tertiary adjusted enrolment ratio (Lee-Lee (2016)),Share of no schooling (Lee-Lee (2016)),Share of primary schooling (Lee-Lee (2016)),Share of secondary schooling (Lee-Lee (2016)),Share of tertiary schooling (Lee-Lee (2016)),Total years of schooling (Lee-Lee (2016)),Years of primary schooling (Lee-Lee (2016)),Years of secondary schooling (Lee-Lee (2016)),Years of tertiary schooling (Lee-Lee (2016)),Male primary adjusted enrolment (Lee-Lee (2016)),Male secondary adjusted enrolment (Lee-Lee (2016)),Male tertiary adjusted enrolment (Lee-Lee (2016)),Female to male years schooling (Lee-Lee (2016)),Regional female to male years schooling (Lee-Lee (2016))
Czech Republic,1865,70.6,0.2,0.1,,,,,,,,,89.6,0.2,0.1, ,
Czech Republic,1870,72.6,0.2,0.1,36.7,63.1,0.1,0.1,3.14,3.12,0.01,0,90.6,0.3,0.2,0.649456522,
Czech Republic,1875,74.4,0.3,0.2,34.7,65,0.1,0.1,3.25,3.23,0.01,0,91.5,0.4,0.2,0.640826873,
Czech Republic,1880,76.2,0.4,0.2,32.7,66.9,0.2,0.2,3.36,3.34,0.02,0,92.3,0.6,0.3,0.646766169,
Czech Republic,1885,77.9,0.5,0.3,30.8,68.7,0.3,0.2,3.47,3.45,0.02,0.01,92.9,0.7,0.4,0.649880096,
Czech Republic,1890,79.5,0.7,0.3,29,70.4,0.3,0.3,3.59,3.55,0.03,0.01,93.5,1,0.5,0.656612529,
Czech Republic,1895,81,0.9,0.4,27.2,72,0.5,0.3,3.7,3.66,0.03,0.01,94,1.2,0.6,0.659192825,
Czech Republic,1900,82.4,1.2,0.5,25.5,73.5,0.6,0.4,3.82,3.77,0.04,0.01,94.5,1.6,0.8,0.667391304,
Czech Republic,1905,83.8,1.6,0.6,21,77.1,1.4,0.5,4.13,4.03,0.08,0.02,94.9,2.1,1,0.712809917,
Czech Republic,1910,85.1,2.1,0.8,17.4,79.8,2.2,0.6,4.38,4.25,0.11,0.02,95.2,2.8,1.2,0.743083004,
Czech Republic,1915,86.3,2.8,1,14.5,81.9,2.9,0.7,4.61,4.44,0.15,0.02,95,3.6,1.6,0.774378585,
Czech Republic,1920,87.5,3.6,1.3,12.3,83.4,3.7,0.6,4.79,4.6,0.17,0.02,94.9,4.7,2,0.820415879,
Czech Republic,1925,79.1,4.2,1.2,9.4,83.8,6.1,0.7,5.13,4.83,0.27,0.02,75.7,5,1.6,0.824778761,
Czech Republic,1930,95.2,4,1.1,7.7,83.3,8.4,0.7,5.4,5.02,0.36,0.02,100,3.8,1.1,0.836148649,
Czech Republic,1935,94.2,5,1.5,5.8,82.5,10.8,0.9,5.7,5.2,0.47,0.03,100,4.5,1.6,0.839486356,
Czech Republic,1940,61,6.6,2.4,2.8,84,12.1,1.1,6.01,5.44,0.54,0.03,32.6,5.9,2.5,0.827534039,
Czech Republic,1945,97.9,8.1,3.2,1.1,83.3,14.2,1.5,6.3,5.62,0.63,0.04,100,6.9,2.8,0.834782609,
Czech Republic,1950,100,12.2,3.4,0.7,80.6,16.9,1.8,6.61,5.93,0.63,0.04,100,12.6,2.2,0.867977528,
Czech Republic,1955,100,23.1,6.2,0.6,78.6,18.7,2.1,6.78,6.01,0.72,0.05,100,23.9,6.4,0.872427984,
Czech Republic,1960,89.3,36,11,0.5,76.4,21,2.1,6.94,6.09,0.8,0.05,85.6,37.9,14.4,0.889039242,
Czech Republic,1965,95,37,14,0.8,64.9,30.9,3.3,7.65,6.33,1.23,0.08,96.9,31.2,17.2,0.87088916,
Czech Republic,1970,93.1,38,10,0.4,53.9,42.1,3.6,8.45,6.62,1.73,0.1,92.2,37,11.9,0.843478261,
Czech Republic,1975,94.1,44,12,0.3,46.6,47.8,5.3,9.07,6.84,2.08,0.14,93.1,44,14,0.859774821,
Czech Republic,1980,90.2,38,17.1,0.3,41.2,52.6,5.8,9.5,7.05,2.29,0.16,90.2,27.5,19.6,0.883283877,
Czech Republic,1985,97,38,16,1.1,39.7,48.7,10.4,9.86,7.19,2.37,0.3,97,27.5,18.4,0.923902439,
Czech Republic,1990,92.1,82.2,17.9,0.7,34.2,52.2,12.9,10.44,7.49,2.59,0.37,91.2,80.3,19.5,0.937790158,
Czech Republic,1995,92.1,86.3,20.6,0.5,12.9,74.7,11.9,12.23,8.39,3.48,0.36,91.2,84.3,22.5,0.968599034,
Czech Republic,2000,100,88,28,0.4,0.2,88.7,10.7,12.78,8.49,3.96,0.33,100,86.7,27,0.983695652,
Czech Republic,2005,98.9,94.1,49,0.1,0.5,88,11.4,12.81,8.51,3.96,0.35,99.7,93.8,45.2,0.988363072,
Czech Republic,2010,100,93.1,63,0.2,0.9,83.2,15.7,12.8,8.26,4.07,0.47,100,92.9,52.7,0.995323461,
Democratic Republic of Congo,1820,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1825,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1830,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1835,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1840,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1845,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1850,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1855,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1860,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1865,0,0,0,,,,,,,,,0,0,0, ,
Democratic Republic of Congo,1870,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Democratic Republic of Congo,1875,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Democratic Republic of Congo,1880,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Democratic Republic of Congo,1885,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Democratic Republic of Congo,1890,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Democratic Republic of Congo,1895,0.1,0,0,100,0,0,0,0.01,0,0,0,0.2,0,0,1,
Democratic Republic of Congo,1900,0.3,0,0,99.7,0.3,0,0,0.02,0.01,0,0,0.5,0,0,0.333333333,
Democratic Republic of Congo,1905,0.5,0,0,99.4,0.6,0,0,0.03,0.02,0,0,1.1,0,0,0.2,
Democratic Republic of Congo,1910,1,0,0,99.2,0.8,0.1,0,0.03,0.03,0,0,2,0,0,0.142857143,
Democratic Republic of Congo,1915,1.8,0,0,94,5.4,0.6,0,0.24,0.22,0.02,0,3.5,0,0,0.19047619,
Democratic Republic of Congo,1920,3,0,0,93.7,5.7,0.6,0,0.25,0.23,0.02,0,5.8,0,0,0.181818182,
Democratic Republic of Congo,1925,4.8,0,0,93.3,6.1,0.6,0,0.26,0.24,0.02,0,9.4,0,0,0.191489362,
Democratic Republic of Congo,1930,7.5,0,0,92.3,7.1,0.6,0,0.3,0.27,0.03,0,14.7,0,0,0.163636364,
Democratic Republic of Congo,1935,9.1,0,0,91.2,8.2,0.6,0,0.34,0.31,0.03,0,17.5,0,0,0.140625,
Democratic Republic of Congo,1940,10.6,0,0,89.3,10,0.7,0,0.41,0.38,0.03,0,20,0,0,0.128205128,
Democratic Republic of Congo,1945,25.9,0,0,87.8,11.4,0.8,0,0.49,0.46,0.03,0,50.5,0,0,0.117021277,
Democratic Republic of Congo,1950,41.2,0.6,0,84.8,14.3,1,0,0.62,0.58,0.04,0,80.5,1.2,0,0.108333333,
Democratic Republic of Congo,1955,46.3,1,0,81.4,17.2,1.3,0,0.72,0.67,0.05,0,89.8,1.8,0,0.123188406,
Democratic Republic of Congo,1960,43,2.7,0.1,77.6,20.5,1.8,0,0.89,0.81,0.08,0,57.3,4.5,0.2,0.144578313,
Democratic Republic of Congo,1965,50.1,4.4,0.2,73.5,23.9,2.5,0.1,1.08,0.97,0.11,0,56.3,7.2,0.4,0.180412371,
Democratic Republic of Congo,1970,63,8,0.7,68.9,27.4,3.6,0.2,1.32,1.16,0.16,0.01,76,12.5,1.3,0.236607143,
Democratic Republic of Congo,1975,63,14.2,1.3,63.2,31,5.4,0.4,1.65,1.41,0.23,0.01,71.4,21.4,2.4,0.301526718,
Democratic Republic of Congo,1980,66.9,32,1.2,56.7,33,9.8,0.5,2.16,1.76,0.39,0.02,71.7,47.2,1.9,0.352760736,
Democratic Republic of Congo,1985,63.7,50.7,1.5,51,30.9,17.4,0.7,2.87,2.17,0.68,0.02,74.3,89,2.8,0.357476636,
Democratic Republic of Congo,1990,54,21.4,2.1,46,32.3,20.7,1,3.32,2.43,0.86,0.03,61,29.4,3.7,0.43655914,
Democratic Republic of Congo,1995,61,22.4,2.4,43,34.6,21.2,1.3,3.53,2.57,0.92,0.04,71.9,30.8,4,0.45661157,
Democratic Republic of Congo,2000,44.8,26.1,1,43.9,33.6,21.2,1.2,3.52,2.55,0.93,0.04,45.5,31.8,0.6,0.49044586,
Democratic Republic of Congo,2005,78.2,29.7,5,43.1,33.5,22.4,1,3.63,2.62,0.97,0.03,86.1,32.7,8,0.504166667,
Democratic Republic of Congo,2010,88.5,33.3,7,42.9,31.7,24.4,0.9,3.79,2.7,1.06,0.03,95.4,33.7,11,0.555785124,
Denmark,1820,84.9,0,0,,,,,,,,,100,0.1,0, ,
Denmark,1825,86.3,0,0,,,,,,,,,100,0.1,0, ,
Denmark,1830,87.7,0,0,,,,,,,,,100,0.1,0, ,
Denmark,1835,88.9,0.1,0,,,,,,,,,100,0.1,0, ,
Denmark,1840,90,0.1,0,,,,,,,,,100,0.1,0, ,
Denmark,1845,91,0.1,0,,,,,,,,,100,0.2,0, ,
Denmark,1850,92,0.1,0,,,,,,,,,100,0.3,0, ,
Denmark,1855,92.8,0.2,0,,,,,,,,,100,0.3,0, ,
Denmark,1860,93.6,0.2,0,,,,,,,,,100,0.4,0, ,
Denmark,1865,94.3,0.3,0,,,,,,,,,100,0.6,0.1, ,
Denmark,1870,95,0.4,0,13.9,83.8,2.3,0,2.45,2.35,0.11,0,100,0.7,0.1,0.97188755,
Denmark,1875,97.5,0.5,0.1,12.9,84.6,2.4,0,2.5,2.39,0.11,0,100,1,0.1,1.02016129,
Denmark,1880,100,0.7,0.1,12,85.4,2.6,0.1,2.56,2.43,0.12,0,100,1.2,0.1,1.060483871,
Denmark,1885,100,0.9,0.1,10.9,86.1,3,0.1,2.63,2.48,0.14,0,100,1.6,0.2,1.104417671,
Denmark,1890,100,1.2,0.1,9.7,86.8,3.4,0.1,2.71,2.54,0.16,0,100,2.1,0.2,1.156,
Denmark,1895,100,1.2,0.1,8.7,87.5,3.7,0.1,2.78,2.59,0.18,0,100,2.1,0.2,1.177165354,
Denmark,1900,100,1.2,0.1,7.8,88.2,3.9,0.1,2.84,2.65,0.19,0,100,2,0.1,1.19379845,
Denmark,1905,100,2.7,0.1,7,88.8,4.1,0.1,2.91,2.7,0.21,0,100,5,0.2,1.144444444,
Denmark,1910,100,3.9,0.2,6,86.3,7.6,0.1,3.17,2.79,0.38,0,100,7.2,0.3,1.041935484,
Denmark,1915,100,4.1,0.2,5.1,84.5,10.3,0.2,3.39,2.88,0.51,0,100,7.4,0.3,0.873626374,
Denmark,1920,100,4.9,0.2,4.3,82.3,13.3,0.2,3.64,2.97,0.67,0,100,8.8,0.3,0.954423592,
Denmark,1925,100,5.9,0.8,3.6,79.2,16.9,0.3,3.93,3.06,0.86,0.01,100,10.4,1.1,0.948019802,
Denmark,1930,100,5.8,0.8,2.9,76,20.1,1,4.26,3.15,1.08,0.03,100,9.8,1,0.95194508,
Denmark,1935,100,6.9,1,2.4,72.7,23.3,1.6,4.59,3.24,1.31,0.05,100,11.5,1.2,0.951167728,
Denmark,1940,100,7.6,1.1,2,69.6,26.2,2.2,4.89,3.32,1.51,0.06,100,12.2,1.2,0.946322068,
Denmark,1945,100,18.8,2.6,2.6,62.5,32.2,2.8,5.34,3.37,1.88,0.08,100,24,3.8,0.902135231,
Denmark,1950,100,30.2,3.4,2.4,57.9,36.3,3.3,5.63,3.47,2.05,0.11,100,36.9,5.1,0.906937394,
Denmark,1955,100,29.6,3.3,2.9,73.9,17.7,5.4,4.78,3.34,1.27,0.17,100,35.3,4.7,0.806390977,
Denmark,1960,100,51.4,10.4,2.8,65.7,25.2,6.3,5.3,3.4,1.69,0.2,100,66.9,14.1,0.795952782,
Denmark,1965,98,65.6,13.7,2.5,55.3,34,8.2,6.06,3.52,2.29,0.25,96.1,86.1,17.3,0.845454545,
Denmark,1970,96,61.7,18.3,1.4,45.8,41.6,11.2,7.19,4,2.85,0.34,95,68.5,22.5,0.853470437,
Denmark,1975,100,63.2,29.4,1.8,36.3,49.6,12.2,8.01,4.37,3.26,0.38,100,64,31.9,0.877192982,
Denmark,1980,96,83,28.6,2.3,27.7,56,14.1,8.85,4.74,3.67,0.44,97,82.8,28.6,0.89614561,
Denmark,1985,98,83,29.1,2.5,22.3,57.2,18,9.59,5.07,3.95,0.57,98,82.1,28.7,0.902874133,
Denmark,1990,96,87,36.5,0.1,14.9,67.7,17.2,10.48,5.45,4.46,0.57,96,86.1,34.1,0.949767442,
Denmark,1995,100,96.7,45,0.1,9.9,70.5,19.4,11.04,5.66,4.75,0.64,100,95.8,39.2,0.964412811,
Denmark,2000,100,100,57,1.3,4.8,70.8,23.1,11.5,5.77,4.99,0.75,100,100,48.2,0.981050818,
Denmark,2005,99,100,80,2.4,2.2,68.6,26.8,11.81,5.88,5.05,0.88,99,100,67.3,0.993248945,
Denmark,2010,100,100,74,2.9,0.8,69,27.3,11.97,6.04,5.03,0.91,100,100,61.4,1.010075567,
Dominican Republic,1820,0.2,0,0,,,,,,,,,0.2,0,0, ,
Dominican Republic,1825,0.2,0,0,,,,,,,,,0.2,0,0, ,
Dominican Republic,1830,0.3,0,0,,,,,,,,,0.3,0,0, ,
Dominican Republic,1835,0.3,0,0,,,,,,,,,0.3,0,0, ,
Dominican Republic,1840,0.4,0,0,,,,,,,,,0.4,0,0, ,
Dominican Republic,1845,0.5,0,0,,,,,,,,,0.5,0,0, ,
Dominican Republic,1850,0.7,0,0,,,,,,,,,0.8,0,0, ,
Dominican Republic,1855,1.9,0,0,,,,,,,,,3,0,0, ,
Dominican Republic,1860,3.2,0,0,,,,,,,,,5.2,0,0, ,
Dominican Republic,1865,4.4,0,0,,,,,,,,,7.4,0,0, ,
Dominican Republic,1870,5.9,0,0,98.3,1.7,0,0,0.07,0.07,0,0,10,0,0,0.363636364,
Dominican Republic,1875,7.5,0,0,97.4,2.6,0,0,0.1,0.1,0,0,12.7,0,0,0.333333333,
Dominican Republic,1880,8.5,0,0,96.4,3.6,0,0,0.14,0.14,0,0,14,0,0,0.272727273,
Dominican Republic,1885,8.3,0,0,95.3,4.7,0,0,0.19,0.18,0,0,12.8,0,0,0.24137931,
Dominican Republic,1890,9.1,0,0,94.3,5.7,0,0,0.22,0.22,0,0,13.4,0,0,0.257142857,
Dominican Republic,1895,10.8,0,0,93.5,6.5,0,0,0.26,0.25,0,0,15.6,0,0,0.282051282,
Dominican Republic,1900,12.5,0,0,92.6,7.4,0,0,0.29,0.29,0,0,17.5,0,0,0.295454545,
Dominican Republic,1905,12.2,0,0,83,16.5,0.4,0.1,0.7,0.67,0.03,0,15.3,0,0,0.707317073,
Dominican Republic,1910,12.5,0,0,74.6,24.4,0.8,0.3,1.06,1,0.05,0.01,13.7,0,0,0.843478261,
Dominican Republic,1915,12.6,0,0,69.1,29.4,1.2,0.3,1.3,1.22,0.07,0.01,11.3,0,0,0.904411765,
Dominican Republic,1920,45.7,0.8,0,62.9,35.7,1,0.4,1.53,1.45,0.07,0.01,72.9,1.7,0,1.224637681,
Dominican Republic,1925,37,0.7,0,55.7,42.3,1.6,0.4,1.85,1.74,0.1,0.01,52.3,1.4,0,1.055555556,
Dominican Republic,1930,30.8,0.6,0,46.9,50.9,1.8,0.5,2.21,2.08,0.11,0.01,36.2,1.2,0,0.892703863,
Dominican Republic,1935,30.6,1.3,0.1,44.7,52.8,1.9,0.5,2.3,2.17,0.12,0.02,31,1,0.2,0.949152542,
Dominican Republic,1940,35.5,1.5,0.3,45.4,51.7,2.3,0.6,2.3,2.15,0.14,0.02,35.5,1.2,0.4,1.076576577,
Dominican Republic,1945,52.6,2,0.4,43.8,52.9,2.5,0.7,2.39,2.22,0.15,0.02,58.2,1.9,0.7,1.138392857,
Dominican Republic,1950,52,2.8,0.5,41,55.4,2.9,0.7,2.53,2.34,0.17,0.02,45.7,2.6,0.9,1.134453782,
Dominican Republic,1955,84.5,2.8,0.7,39.7,56.6,2.9,0.8,2.58,2.39,0.17,0.02,98.9,2.7,1,1.097165992,
Dominican Republic,1960,53.7,5.5,1.3,34.6,61.5,3.2,0.8,2.78,2.58,0.19,0.02,54.6,5.5,1.9,1.010830325,
Dominican Republic,1965,47.7,9.4,2.2,32.6,56.4,9.6,1.3,3.15,2.62,0.5,0.03,48.5,9.7,3,0.929447853,
Dominican Republic,1970,54.8,16.5,6.3,31,50.1,17,2,3.74,2.81,0.87,0.05,57.8,17.2,7.1,0.932642487,
Dominican Republic,1975,57,27.3,10,27.5,48.6,20.9,3,4.3,3.13,1.1,0.07,61.6,32.9,11.1,0.898454746,
Dominican Republic,1980,62.5,32.5,14,23.4,47,24.9,4.6,4.98,3.48,1.39,0.11,67.2,31.7,16,0.884469697,
Dominican Republic,1985,68,38.1,18,20,45.3,28,6.6,5.58,3.76,1.66,0.16,68,30.9,19.8,0.920689655,
Dominican Republic,1990,75,44.7,24.7,16.5,43.5,30.5,9.6,6.13,4.09,1.81,0.23,79.9,27.8,27.6,0.980613893,
Dominican Republic,1995,85.5,32.5,25,13,44.2,31,11.8,6.58,4.33,1.96,0.29,84.7,27,26,1.016845329,
Dominican Republic,2000,100,57.2,29,10.3,43,32.4,14.3,7.03,4.53,2.15,0.35,100,51,25.5,1.040638607,
Dominican Republic,2005,96.5,66.6,33,8.2,40.9,34.2,16.7,7.54,4.73,2.4,0.41,97.2,65.9,25,1.058743169,
Dominican Republic,2010,99.2,69.7,40.9,6.5,31.5,49.9,12.2,8.12,5.02,2.8,0.3,100,68.6,34.9,1.088688946,
Eastern Europe,1870,,,,,,,,,,,,,,,,67.97205
Eastern Europe,1875,,,,,,,,,,,,,,,,68.00023
Eastern Europe,1880,,,,,,,,,,,,,,,,68.99456
Eastern Europe,1885,,,,,,,,,,,,,,,,69.17495
Eastern Europe,1890,,,,,,,,,,,,,,,,70.70409
Eastern Europe,1895,,,,,,,,,,,,,,,,73.32612
Eastern Europe,1900,,,,,,,,,,,,,,,,68.64681
Eastern Europe,1905,,,,,,,,,,,,,,,,65.59886
Eastern Europe,1910,,,,,,,,,,,,,,,,67.64238
Eastern Europe,1915,,,,,,,,,,,,,,,,67.96551
Eastern Europe,1920,,,,,,,,,,,,,,,,71.04899
Eastern Europe,1925,,,,,,,,,,,,,,,,75.63246
Eastern Europe,1930,,,,,,,,,,,,,,,,79.10544
Eastern Europe,1935,,,,,,,,,,,,,,,,81.43148
Eastern Europe,1940,,,,,,,,,,,,,,,,80.83611
Eastern Europe,1945,,,,,,,,,,,,,,,,81.20117
Eastern Europe,1950,,,,,,,,,,,,,,,,81.39036
Eastern Europe,1955,,,,,,,,,,,,,,,,82.2713
Eastern Europe,1960,,,,,,,,,,,,,,,,83.69839
Eastern Europe,1965,,,,,,,,,,,,,,,,83.16256
Eastern Europe,1970,,,,,,,,,,,,,,,,85.20955
Eastern Europe,1975,,,,,,,,,,,,,,,,88.23953
Eastern Europe,1980,,,,,,,,,,,,,,,,91.0499
Eastern Europe,1985,,,,,,,,,,,,,,,,92.59751
Eastern Europe,1990,,,,,,,,,,,,,,,,95.19833
Eastern Europe,1995,,,,,,,,,,,,,,,,99.5089
Eastern Europe,2000,,,,,,,,,,,,,,,,100.0765
Eastern Europe,2005,,,,,,,,,,,,,,,,100.8708
Eastern Europe,2010,,,,,,,,,,,,,,,,101.281
Ecuador,1820,1.1,0,0,,,,,,,,,2,0,0, ,
Ecuador,1825,1.5,0,0,,,,,,,,,2.6,0,0, ,
Ecuador,1830,1.9,0,0,,,,,,,,,3.3,0,0, ,
Ecuador,1835,2.4,0,0,,,,,,,,,4.2,0,0, ,
Ecuador,1840,3,0,0,,,,,,,,,5.3,0,0, ,
Ecuador,1845,3.8,0,0,,,,,,,,,6.7,0,0, ,
Ecuador,1850,4.8,0,0,,,,,,,,,8.4,0,0, ,
Ecuador,1855,6.1,0,0,,,,,,,,,10.6,0,0, ,
Ecuador,1860,7.6,0,0,,,,,,,,,13.3,0,0, ,
Ecuador,1865,9.6,0,0,,,,,,,,,16.5,0,0, ,
Ecuador,1870,11.9,0,0,95,5,0,0,0.19,0.19,0,0,20.5,0,0,0.1875,
Ecuador,1875,14.7,0,0,93.8,6.2,0,0,0.24,0.23,0,0,25.1,0,0.1,0.175,
Ecuador,1880,18.1,0,0,92.2,7.8,0,0,0.3,0.29,0,0,30.6,0,0.1,0.183673469,
Ecuador,1885,22,0,0.1,90.4,9.6,0,0,0.37,0.36,0,0,37,0,0.1,0.180327869,
Ecuador,1890,26.6,0,0.1,88.1,11.9,0.1,0,0.45,0.45,0,0,41.5,0,0.1,0.184210526,
Ecuador,1895,26.5,0,0.1,85.5,14.5,0.1,0,0.56,0.55,0,0,37,0,0.2,0.195652174,
Ecuador,1900,26.5,0,0.1,78,21.1,0.7,0.2,0.9,0.85,0.04,0.01,32.5,0,0.2,0.417322835,
Ecuador,1905,26.5,0,0.1,75.2,23.6,1,0.3,1.04,0.97,0.06,0.01,28,0,0.3,0.478571429,
Ecuador,1910,34.2,0.3,0.2,72.2,25.2,2.4,0.3,1.25,1.12,0.12,0.01,38.9,0.6,0.3,0.736111111,
Ecuador,1915,22.7,0.3,0.2,68.7,28.2,2.8,0.3,1.42,1.26,0.14,0.01,12.9,0.6,0.3,0.775,
Ecuador,1920,34.1,0.6,0.2,65.3,31.2,3.1,0.4,1.58,1.41,0.16,0.01,32.7,1.1,0.4,0.795454545,
Ecuador,1925,39.5,0.5,0.3,63.7,32.4,3.5,0.5,1.68,1.49,0.18,0.01,40.6,1.1,0.5,0.861878453,
Ecuador,1930,45,0.7,0.3,60,35.7,3.8,0.5,1.86,1.64,0.2,0.02,48.6,1.3,0.5,0.846534653,
Ecuador,1935,51.7,1.3,0.4,55.4,39.8,4.2,0.6,2.08,1.84,0.22,0.02,58.9,2.7,0.6,0.816593886,
Ecuador,1940,57.7,1.3,0.4,52.5,42.3,4.6,0.6,2.23,1.97,0.24,0.02,68,2.6,0.7,0.788,
Ecuador,1945,63.8,2.6,0.6,48.8,45.4,5.1,0.7,2.43,2.15,0.26,0.02,77,5.2,1.1,0.770909091,
Ecuador,1950,58.5,4.5,0.8,45.4,47.9,5.9,0.8,2.62,2.29,0.31,0.02,63.6,5.1,1.4,0.764309764,
Ecuador,1955,68.1,6.1,1,38.9,52.6,7.5,1,2.93,2.51,0.39,0.03,71.4,6.9,1.6,0.808641975,
Ecuador,1960,66.6,8.4,2.6,32.3,57.1,9.4,1.2,3.29,2.77,0.48,0.04,68.5,8.8,4.2,0.843137255,
Ecuador,1965,73,11.9,3.3,29.2,57.5,11.5,1.8,4,3.34,0.61,0.05,74,11.9,5.1,0.851851852,
Ecuador,1970,79,15.4,7.9,26.6,57.1,13.9,2.5,4.55,3.73,0.75,0.07,80,12.6,10.9,0.862985685,
Ecuador,1975,78,28,26.9,23.8,55.2,17.7,3.3,5.07,4.02,0.95,0.09,78,29,45.5,0.889925373,
Ecuador,1980,86.2,36.4,36.5,17.6,48.6,26.2,7.5,6.35,4.53,1.6,0.22,86.8,32.4,45.3,0.918429003,
Ecuador,1985,87,38.5,33.1,16.8,43.7,28.9,10.6,6.76,4.51,1.94,0.31,84.6,32.7,40.5,0.921875,
Ecuador,1990,88.5,39.2,20,15,40.3,32.4,12.3,7.23,4.65,2.22,0.37,87.6,33.3,17.1,0.93708166,
Ecuador,1995,92,48.1,22,16,38.8,31.3,13.8,7.32,4.61,2.29,0.42,92,47.2,21,0.965100671,
Ecuador,2000,100,56.4,27.7,16.9,37.5,30.6,15.1,7.41,4.61,2.35,0.46,100,56,26,0.982620321,
Ecuador,2005,100,60.6,33.3,11.1,44.3,31,13.6,7.7,4.94,2.35,0.41,100,60.2,31,0.990956072,
Ecuador,2010,100,81.7,39,5.7,50.6,33.7,10,8.02,5.27,2.43,0.31,100,80.9,36.1,1.00877193,
Egypt,1820,0.1,0,0,,,,,,,,,0.1,0,0, ,
Egypt,1825,0.1,0,0,,,,,,,,,0.1,0,0, ,
Egypt,1830,0.1,0,0,,,,,,,,,0.2,0,0, ,
Egypt,1835,0.1,0,0,,,,,,,,,0.2,0,0, ,
Egypt,1840,0.2,0,0,,,,,,,,,0.3,0,0, ,
Egypt,1845,0.2,0,0,,,,,,,,,0.4,0,0, ,
Egypt,1850,0.3,0,0,,,,,,,,,0.6,0,0, ,
Egypt,1855,0.5,0,0,,,,,,,,,0.8,0,0, ,
Egypt,1860,0.6,0,0,,,,,,,,,1,0,0, ,
Egypt,1865,0.8,0,0,,,,,,,,,1.4,0,0, ,
Egypt,1870,1.1,0,0,99.6,0.3,0,0,0.02,0.02,0,0,1.9,0.1,0,0.333333333,
Egypt,1875,1.5,0,0,99.5,0.4,0,0,0.02,0.02,0,0,2.5,0.1,0,0.25,
Egypt,1880,2,0.1,0,99.4,0.6,0,0,0.03,0.03,0,0,3.3,0.1,0,0.2,
Egypt,1885,2.6,0.1,0,99.1,0.8,0.1,0,0.04,0.03,0,0,4.5,0.1,0,0.166666667,
Egypt,1890,3.5,0.1,0,98.8,1.1,0.1,0,0.05,0.05,0,0,5.9,0.2,0,0.25,
Egypt,1895,4.7,0.2,0,98.5,1.4,0.1,0,0.07,0.06,0.01,0,7.9,0.3,0,0.181818182,
Egypt,1900,6.2,0.2,0,98,1.9,0.2,0,0.09,0.08,0.01,0,10.4,0.4,0,0.2,
Egypt,1905,8.2,0.3,0,97.3,2.5,0.2,0,0.12,0.11,0.01,0,13.7,0.5,0,0.15,
Egypt,1910,10.8,0.4,0,96.4,3.3,0.3,0,0.16,0.14,0.01,0,18,0.7,0,0.153846154,
Egypt,1915,18.7,2.8,0,95.3,4.1,0.6,0,0.22,0.19,0.03,0,30.2,4.7,0,0.162162162,
Egypt,1920,15.7,5.3,0.1,94.3,4.2,1.3,0.1,0.31,0.25,0.06,0,20.8,9.1,0.1,0.169811321,
Egypt,1925,19.1,7.7,0.2,93.5,4.1,2.1,0.3,0.41,0.3,0.1,0.01,24.1,13.5,0.3,0.176470588,
Egypt,1930,32.8,9,0.2,93.6,3.3,2.8,0.4,0.46,0.31,0.13,0.01,47.4,15.7,0.3,0.197368421,
Egypt,1935,45.6,9.2,0.4,95.8,2.2,1.6,0.4,0.3,0.2,0.09,0.01,69.1,15.3,0.7,0.109090909,
Egypt,1940,47.4,6.6,0.4,95.3,2.3,1.9,0.5,0.36,0.23,0.11,0.02,69.5,9.6,0.5,0.107692308,
Egypt,1945,41.8,8.4,0.6,93.7,4,1.6,0.6,0.42,0.3,0.11,0.02,55.3,12,1,0.131578947,
Egypt,1950,43.7,14.9,2.1,92.9,3.9,2.1,1.1,0.54,0.35,0.15,0.04,55.9,23.4,3.1,0.172043011,
Egypt,1955,39.7,14,3.5,90.7,5.3,2.5,1.5,0.7,0.46,0.19,0.05,48.4,21.7,5.7,0.226086957,
Egypt,1960,60,14,4.9,88.6,6.8,2.8,1.8,0.85,0.57,0.23,0.06,72,19.9,8.1,0.259259259,
Egypt,1965,69,22,6.8,85.1,8.9,3.7,2.3,1.11,0.75,0.3,0.07,81,30.5,10.7,0.327380952,
