Entity,Year,Fertilizer consumption (FAO (2017) & Federico (2008))
Arab World,2013,74.88089612
Arab World,2014,76.92618974
Argentina,2002,30.2339387
Argentina,2003,41.84670629
Argentina,2004,45.30911454
Argentina,2005,36.40231021
Argentina,2006,41.41125839
Argentina,2007,49.25671781
Argentina,2008,35.21496838
Argentina,2009,22.98477779
Argentina,2010,39.18080093
Argentina,2011,41.71741317
Argentina,2012,35.30910097
Argentina,2013,36.14567118
Argentina,2014,35.95382653
Armenia,2002,34.52307692
Armenia,2003,22.9978022
Armenia,2004,31.65054945
Armenia,2005,22.69230769
Armenia,2006,27.8449989
Armenia,2007,15.33289095
Armenia,2008,18.15053286
Armenia,2009,29.66622163
Armenia,2010,24.20289855
Armenia,2011,27.36865539
Armenia,2012,33.70428189
Armenia,2013,45.19634092
Armenia,2014,42.26815642
Australia,2002,47.57003285
Australia,2003,46.20960884
Australia,2004,50.93940473
Australia,2005,44.85445933
Australia,2006,43.46012784
Australia,2007,46.81468056
Australia,2008,42.60442484
Australia,2009,36.25043844
Australia,2010,46.31648186
Australia,2011,45.27874491
Australia,2012,46.61972279
Australia,2013,49.20000433
Australia,2014,54.18585088
Austria,2002,234.0238267
Austria,2003,297.138468
Austria,2004,131.3427101
Austria,2005,135.7159412
Austria,2006,130.6992448
Austria,2007,110.2667151
Austria,2008,110.0452885
Austria,2009,83.40626372
Austria,2010,108.4873149
Austria,2011,103.3892321
Austria,2012,103.6823851
Austria,2013,103.7742817
Austria,2014,103.9431827
Azerbaijan,2002,10.43378871
Azerbaijan,2003,7.642099538
Azerbaijan,2004,11.9747922
Azerbaijan,2005,13.36046007
Azerbaijan,2006,13.33894531
Azerbaijan,2007,10.63754045
Azerbaijan,2008,20.9375336
Azerbaijan,2009,13.41141942
Azerbaijan,2010,9.954885622
Azerbaijan,2011,15.57458769
Azerbaijan,2012,17.97026571
Azerbaijan,2013,17.60349037
Azerbaijan,2014,26.25071373
Bahrain,2002,8964.5
Bahrain,2003,103.5294118
Bahrain,2005,2906.666667
Bahrain,2006,9436.551724
Bahrain,2007,798.5714286
Bahrain,2008,1993.333333
Bahrain,2009,947.7941176
Bahrain,2010,1721.25
Bahrain,2011,1178.125
Bahrain,2012,1553.125
Bahrain,2013,1606.25
Bahrain,2014,1318.75
Bangladesh,2002,188.6391615
Bangladesh,2003,160.2668935
Bangladesh,2004,170.6713742
Bangladesh,2005,197.7487043
Bangladesh,2006,193.1901015
Bangladesh,2007,184.4110798
Bangladesh,2008,200.0640779
Bangladesh,2009,188.8528733
Bangladesh,2010,212.9639327
Bangladesh,2011,255.764522
Bangladesh,2012,260.4432855
Bangladesh,2013,254.6001563
Bangladesh,2014,279.2202373
Barbados,2002,45.85714286
Barbados,2003,79.71428571
Barbados,2004,214.2307692
Barbados,2005,109.0769231
Barbados,2006,139
Barbados,2007,133.6153846
Barbados,2008,135.1538462
Barbados,2009,77
Barbados,2010,135.0833333
Barbados,2011,96.27272727
Barbados,2012,173.5454545
Barbados,2013,109.7272727
Barbados,2014,46.63636364
Belarus,2002,135.9864672
Belarus,2003,135.6257856
Belarus,2004,146.9178082
Belarus,2005,167.7011909
Belarus,2006,231.967509
Belarus,2007,218.3547744
Belarus,2008,237.4184191
Belarus,2009,281.1147186
Belarus,2010,270.4607046
Belarus,2011,303.8885874
Belarus,2012,271.3871786
Belarus,2013,255.6687715
Belarus,2014,214.9382716
Belgium,1900,15.3
Belgium,1913,35.5
Belgium,1922,85.9
Belgium,1957,196.1
Belgium,1999,369.4
Belgium,2002,327.8918269
Belgium,2003,313.8371257
Belgium,2004,339.8559524
Belgium,2005,329.143535
Belgium,2006,316.4524941
Belgium,2007,316.3933254
Belgium,2008,328.9123223
Belgium,2009,246.25
Belgium,2010,279.1702638
Belgium,2011,286.1963636
Belgium,2012,294.0373599
Belgium,2013,286.6139706
Belgium,2014,287.1566707
Belize,2002,367.7285714
Belize,2003,382.3714286
Belize,2004,78.65714286
Belize,2005,81
Belize,2006,89.25714286
Belize,2007,60.87142857
Belize,2008,49.75714286
Belize,2009,121.4383562
Belize,2010,58.01333333
Belize,2011,234.7066667
Belize,2012,137.0384615
Belize,2013,172.7820513
Belize,2014,159.0897436
Benin,2002,16.36666667
Benin,2003,0.802264151
Benin,2004,0.052727273
Benin,2005,0.454074074
Benin,2006,0.0132
Benin,2007,0.2456
Benin,2008,0.308076923
Benin,2009,6.67755102
Benin,2010,8.99015748
Benin,2011,4.302325581
Benin,2012,9.905555556
Benin,2013,4.778888889
Benin,2014,12.20518519
Bhutan,2002,9.756756757
Bhutan,2003,9.891891892
Bhutan,2004,7.398734177
Bhutan,2005,7.556886228
Bhutan,2006,7.620621282
Bhutan,2007,9.009537784
Bhutan,2008,11.66
Bhutan,2009,23.96
Bhutan,2010,10.03976143
Bhutan,2011,13.05389222
Bhutan,2012,10.68862275
Bhutan,2013,15.18962076
Bhutan,2014,15.1497006
Bolivia,2002,4.042727273
Bolivia,2003,3.675583381
Bolivia,2004,5.064263761
Bolivia,2005,6.472937467
Bolivia,2006,3.963636364
Bolivia,2007,5.88731719
Bolivia,2008,4.708860759
Bolivia,2009,5.155365963
Bolivia,2010,7.255527112
Bolivia,2011,8.017058552
Bolivia,2012,8.081978475
Bolivia,2013,9.958371247
Bolivia,2014,9.070318614
Bosnia and Herzegovina,2002,32.69809428
Bosnia and Herzegovina,2003,17.65683382
Bosnia and Herzegovina,2004,58.442607
Bosnia and Herzegovina,2005,24.63707317
Bosnia and Herzegovina,2006,15.48393379
Bosnia and Herzegovina,2007,21.30039139
Bosnia and Herzegovina,2008,11.87103175
Bosnia and Herzegovina,2009,72.71213641
Bosnia and Herzegovina,2010,81.52988048
Bosnia and Herzegovina,2011,103.3781095
Bosnia and Herzegovina,2012,98.59521436
Bosnia and Herzegovina,2013,91.56732673
Bosnia and Herzegovina,2014,109.1562809
Botswana,2009,48.60443038
Botswana,2010,83.12741313
Botswana,2011,29.67901235
Botswana,2012,54.83508772
Botswana,2013,81.3898917
Botswana,2014,58.27819549
Brazil,2002,120.8408396
Brazil,2003,152.3052418
Brazil,2004,150.9459511
Brazil,2005,120.1003514
Brazil,2006,124.0318675
Brazil,2007,165.1697374
Brazil,2008,141.838605
Brazil,2009,118.2567433
Brazil,2010,156.1898725
Brazil,2011,183.014805
Brazil,2012,181.7328081
Brazil,2013,175.6601467
Brazil,2014,175.1958959
Brunei,2002,336
Brunei,2003,102
Brunei,2004,151.5
Brunei,2005,308.5
Brunei,2006,66
Brunei,2007,377
Brunei,2008,112.6666667
Brunei,2009,103
Brunei,2010,431.75
Brunei,2011,117.5
Brunei,2012,113.5
Brunei,2013,44.6
Brunei,2014,141.8
Bulgaria,2002,113.7684054
Bulgaria,2003,147.327415
Bulgaria,2004,80.85179596
Bulgaria,2005,74.23195714
Bulgaria,2006,73.93997446
Bulgaria,2007,102.0094003
Bulgaria,2008,111.2428756
Bulgaria,2009,104.600445
Bulgaria,2010,97.05335844
Bulgaria,2011,133.0824615
Bulgaria,2012,121.7901718
Bulgaria,2013,136.3354412
Bulgaria,2014,133.0803213
Burkina Faso,2002,0.427659574
Burkina Faso,2003,10.39137255
Burkina Faso,2004,12.54065217
Burkina Faso,2005,15.24367347
Burkina Faso,2006,13.40425532
Burkina Faso,2007,10.10102041
Burkina Faso,2008,9.5345
Burkina Faso,2009,9.451929825
Burkina Faso,2010,9.4285
Burkina Faso,2011,10.70245614
Burkina Faso,2012,10.99766667
Burkina Faso,2013,15.28290323
Burkina Faso,2014,15.77083333
Burundi,2002,1.343813387
Burundi,2003,0.304040404
Burundi,2004,1.111675127
Burundi,2005,3.546025105
Burundi,2006,3.343333333
Burundi,2007,2.018823529
Burundi,2008,2.171111111
Burundi,2009,1.861052632
Burundi,2010,3.627368421
Burundi,2011,5.635
Burundi,2012,5.699090909
Burundi,2013,7.3675
Burundi,2014,10.88
Cambodia,2002,5.825675676
Cambodia,2003,3.857837838
Cambodia,2004,5.365945946
Cambodia,2005,8.105135135
Cambodia,2006,8.002702703
Cambodia,2007,8.99027027
Cambodia,2008,7.641351351
Cambodia,2009,10.09567568
Cambodia,2010,12.11789474
Cambodia,2011,16.28421053
Cambodia,2012,17.90684211
Cambodia,2013,15.50631579
Cambodia,2014,29.73421053
Cameroon,2002,9.768624161
Cameroon,2003,8.155201342
Cameroon,2004,11.06275168
Cameroon,2005,7.998993795
Cameroon,2006,9.032198558
Cameroon,2007,8.622840852
Cameroon,2008,6.557437531
Cameroon,2009,7.002850914
Cameroon,2010,9.239032258
Cameroon,2011,11.03596774
Cameroon,2012,9.977903226
Cameroon,2013,6.674032258
Cameroon,2014,9.328709677
Canada,2002,57.63016664
Canada,2003,58.92761065
Canada,2004,54.63277483
Canada,2005,61.82127866
Canada,2006,46.99494591
Canada,2007,68.60414475
Canada,2008,63.96407104
Canada,2009,62.20875736
Canada,2010,69.17558817
Canada,2011,84.07826755
Canada,2012,77.99880474
Canada,2013,88.71196349
Canada,2014,89.43390199
Caribbean small states,2002,108.3950131
Caribbean small states,2003,84.66580311
Caribbean small states,2004,73.01572739
Caribbean small states,2005,57.69193385
Caribbean small states,2006,87.64091742
Caribbean small states,2007,47.93180196
Caribbean small states,2008,114.6178747
Caribbean small states,2009,58.02754821
Caribbean small states,2010,81.27398206
Caribbean small states,2011,75.46217331
Caribbean small states,2012,85.28314917
Caribbean small states,2013,76.83333333
Caribbean small states,2014,71.43283582
Central African Republic,2011,0.417777778
Central African Republic,2012,0.281111111
Central African Republic,2013,0.281111111
Central African Republic,2014,0.281111111
Central Europe and the Baltics,2002,91.30267906
Central Europe and the Baltics,2003,102.4526747
Central Europe and the Baltics,2004,100.5654141
Central Europe and the Baltics,2005,106.6059681
Central Europe and the Baltics,2006,108.3578432
Central Europe and the Baltics,2007,120.1232188
Central Europe and the Baltics,2008,112.6179625
Central Europe and the Baltics,2009,96.5654751
Central Europe and the Baltics,2010,113.3360107
Central Europe and the Baltics,2011,115.1908884
Central Europe and the Baltics,2012,119.8946019
Central Europe and the Baltics,2013,122.8298941
Central Europe and the Baltics,2014,137.4369712
Chile,2002,307.7733333
Chile,2003,330.1426667
Chile,2004,491.3526667
Chile,2005,434.7613793
Chile,2006,475.8140741
Chile,2007,534.1006339
Chile,2008,687.2400915
Chile,2009,612.4167939
Chile,2010,373.2486231
Chile,2011,492.5611238
Chile,2012,411.0795012
Chile,2013,428.2024446
Chile,2014,343.3400558
China,2002,377.4581659
China,2003,393.9572068
China,2004,413.7240143
China,2005,423.4091759
China,2006,452.0460902
China,2007,469.352445
China,2008,482.8807947
China,2009,498.8500743
China,2010,515.4089722
China,2011,533.4067781
China,2012,549.1219789
China,2013,557.0492811
China,2014,565.2546831
Colombia,2002,309.0022614
Colombia,2003,324.809629
Colombia,2004,320.9629133
Colombia,2005,445.1332675
Colombia,2006,571.2496062
Colombia,2007,544.2912913
Colombia,2008,486.731694
Colombia,2009,497.268169
Colombia,2010,585.1917187
Colombia,2011,745.2969735
Colombia,2012,747.1153359
Colombia,2013,648.6373365
Colombia,2014,708.6043457
Congo,2004,2.651020408
Congo,2005,0.065306122
Congo,2006,0.053061224
Congo,2007,0.359183673
Congo,2008,0.746938776
Congo,2009,4.578
Congo,2010,0.541176471
Congo,2011,1.31509434
Congo,2012,2.737735849
Congo,2013,3.667272727
Congo,2014,1.943636364
Costa Rica,2002,537.01
Costa Rica,2003,847.2904762
Costa Rica,2004,726.6952381
Costa Rica,2005,980.8761905
Costa Rica,2006,826.7047619
Costa Rica,2007,790.195
Costa Rica,2008,707.48
Costa Rica,2009,753.2363636
Costa Rica,2010,544.9911111
Costa Rica,2011,712.5431034
Costa Rica,2012,744.5043103
Costa Rica,2013,699.887931
Costa Rica,2014,870.4739336
Cote d'Ivoire,2002,31.01892857
Cote d'Ivoire,2003,29.34535714
Cote d'Ivoire,2004,27.21892857
Cote d'Ivoire,2005,17.78035714
Cote d'Ivoire,2006,22.7725
Cote d'Ivoire,2007,23.99
Cote d'Ivoire,2008,18.21172414
Cote d'Ivoire,2009,15.30758621
Cote d'Ivoire,2010,32.08586207
Cote d'Ivoire,2011,19.40275862
Cote d'Ivoire,2012,25.47862069
Cote d'Ivoire,2013,36.13137931
Cote d'Ivoire,2014,40.20655172
Croatia,2002,256.988345
Croatia,2003,292.8020833
Croatia,2004,312.5844156
Croatia,2005,294.5085911
Croatia,2006,380.7877412
Croatia,2007,410.0633803
Croatia,2008,495.2283025
Croatia,2009,164.6792583
Croatia,2010,297.3098187
Croatia,2011,311.0114866
Croatia,2012,290.1070168
Croatia,2013,234.890461
Croatia,2014,250.9948352
Cuba,2002,38.104792
Cuba,2003,16.50266525
Cuba,2004,18.53022126
Cuba,2005,22.38017429
Cuba,2006,32.11942763
Cuba,2007,35.69913238
Cuba,2008,43.57806533
Cuba,2009,17.60330818
Cuba,2010,29.89332151
Cuba,2011,42.02155847
Cuba,2012,47.4381958
Cuba,2013,43.01089918
Cuba,2014,58.21243523
Cyprus,2002,159.65
Cyprus,2003,158.2321429
Cyprus,2004,131.4070796
Cyprus,2005,108.9756098
Cyprus,2006,109.026087
Cyprus,2007,109.8360656
Cyprus,2008,112.0145631
Cyprus,2009,181.4499425
Cyprus,2010,202.7723971
Cyprus,2011,151.202381
Cyprus,2012,223.974359
Cyprus,2013,201.1083123
Cyprus,2014,175.8646617
Czech Republic,2002,81.67915763
Czech Republic,2003,91.57430965
Czech Republic,2004,87.00808458
Czech Republic,2005,89.55500156
Czech Republic,2006,94.27357901
Czech Republic,2007,100.1696401
Czech Republic,2008,87.26411543
Czech Republic,2009,88.51698113
Czech Republic,2010,95.84578997
Czech Republic,2011,100.5764855
Czech Republic,2012,127.6651885
Czech Republic,2013,128.2530962
Czech Republic,2014,128.8113268
Democratic Republic of Congo,2003,0.275223881
Democratic Republic of Congo,2004,0.208208955
Democratic Republic of Congo,2005,0.067761194
Democratic Republic of Congo,2006,0.454925373
Democratic Republic of Congo,2007,0.634776119
Democratic Republic of Congo,2008,0.940296296
Democratic Republic of Congo,2009,0.797201767
Democratic Republic of Congo,2010,1.104117647
Democratic Republic of Congo,2011,1.010428571
Democratic Republic of Congo,2012,0.658873239
Democratic Republic of Congo,2013,1.198028169
Democratic Republic of Congo,2014,2.553380282
Denmark,1913,17.9
Denmark,1922,16.2
Denmark,1937,53.8
Denmark,1957,118
Denmark,1999,162.7
Denmark,2002,97.55843585
Denmark,2003,136.4002648
Denmark,2004,144.7844866
Denmark,2005,137.1170669
Denmark,2006,138.5811674
Denmark,2007,142.4119688
Denmark,2008,147.6761032
Denmark,2009,102.9181407
Denmark,2010,113.7121024
Denmark,2011,112.8487395
Denmark,2012,112.4313482
Denmark,2013,116.6227779
Denmark,2014,120.5028783
Dominica,2002,86.6
Dominica,2003,148.2
Dominica,2004,198.6
Dominica,2005,207.8
Dominica,2006,134.2
Dominica,2007,276
Dominica,2008,44.6
Dominica,2009,58.16666667
Dominica,2010,52.16666667
Dominica,2011,150.1666667
Dominica,2012,97.66666667
Dominica,2013,116
Dominica,2014,78.83333333
Dominican Republic,2002,73.39309577
Dominican Republic,2003,52.24268293
Dominican Republic,2004,59.17317073
Dominican Republic,2005,58.2402439
Dominican Republic,2006,80.46707317
Dominican Republic,2007,94.75731707
Dominican Republic,2008,80.39875
Dominican Republic,2009,80.56
Dominican Republic,2010,107.00625
Dominican Republic,2011,94.15625
Dominican Republic,2012,74.46375
Dominican Republic,2013,79.7825
Dominican Republic,2014,88.16875
Early-demographic dividend,2002,83.07619121
Early-demographic dividend,2003,88.28387228
Early-demographic dividend,2004,94.83050939
Early-demographic dividend,2005,99.37279898
Early-demographic dividend,2006,105.1071892
Early-demographic dividend,2007,108.9080784
Early-demographic dividend,2008,109.5142911
Early-demographic dividend,2009,115.3671491
Early-demographic dividend,2010,122.1714076
Early-demographic dividend,2011,124.4121647
Early-demographic dividend,2012,118.9803024
Early-demographic dividend,2013,117.2444628
Early-demographic dividend,2014,123.3712421
East Asia & Pacific,2002,246.1488782
East Asia & Pacific,2003,258.3475183
East Asia & Pacific,2004,268.3237929
East Asia & Pacific,2005,269.5404826
East Asia & Pacific,2006,282.7520069
East Asia & Pacific,2007,301.163994
East Asia & Pacific,2008,301.1211566
East Asia & Pacific,2009,302.5462364
East Asia & Pacific,2010,319.3575395
East Asia & Pacific,2011,321.4796444
East Asia & Pacific,2012,329.5842384
East Asia & Pacific,2013,337.0272957
East Asia & Pacific,2014,344.279284
East Asia & Pacific (IDA & IBRD),2002,289.8164583
East Asia & Pacific (IDA & IBRD),2003,304.4950492
East Asia & Pacific (IDA & IBRD),2004,316.6184083
East Asia & Pacific (IDA & IBRD),2005,319.1561107
East Asia & Pacific (IDA & IBRD),2006,338.8721237
East Asia & Pacific (IDA & IBRD),2007,356.0467638
East Asia & Pacific (IDA & IBRD),2008,360.5210687
East Asia & Pacific (IDA & IBRD),2009,369.2214698
East Asia & Pacific (IDA & IBRD),2010,383.039721
East Asia & Pacific (IDA & IBRD),2011,393.1213592
East Asia & Pacific (IDA & IBRD),2012,401.1811013
East Asia & Pacific (IDA & IBRD),2013,410.1637021
East Asia & Pacific (IDA & IBRD),2014,419.2958072
Ecuador,2002,167.6220588
Ecuador,2003,156.8221709
Ecuador,2004,217.5293657
Ecuador,2005,150.8294753
Ecuador,2006,207.7899432
Ecuador,2007,199.1062762
Ecuador,2008,214.1197411
Ecuador,2009,187.2786393
Ecuador,2010,252.070971
Ecuador,2011,275.355196
Ecuador,2012,253.8722885
Ecuador,2013,229.1340034
Ecuador,2014,361.9632505
Egypt,2002,432.5326975
Egypt,2003,627.7505162
Egypt,2004,557.5939292
Egypt,2005,672.8833398
Egypt,2006,492.1232246
Egypt,2007,521.7874415
Egypt,2008,696.5931113
Egypt,2009,502.8252427
Egypt,2010,602.9864253
Egypt,2011,602.8668091
Egypt,2012,590.5797101
Egypt,2013,614.6493791
Egypt,2014,662.5318352
El Salvador,2002,71.64057971
El Salvador,2003,78.18649046
El Salvador,2004,86.69740634
El Salvador,2005,130.6011396
El Salvador,2006,108.7731788
El Salvador,2007,152.6095238
El Salvador,2008,127.8989751
El Salvador,2009,117.3215339
El Salvador,2010,179.3551263
El Salvador,2011,186.7843705
El Salvador,2012,168.9305556
El Salvador,2013,159.2013699
El Salvador,2014,123.1
Eritrea,2002,6.236654804
Eritrea,2003,1.628140704
Eritrea,2004,0.005016722
Eritrea,2005,2.316129032
Eritrea,2006,0.01641791
Eritrea,2007,3.489552239
Eritrea,2009,2.782608696
Eritrea,2010,0.417391304
Eritrea,2011,0.82173913
Eritrea,2012,1.343478261
Eritrea,2013,0.769565217
Eritrea,2014,0.676811594
Estonia,2002,44.01401565
Estonia,2003,71.64954128
Estonia,2004,84.3096476
Estonia,2005,60.95133491
Estonia,2006,75.65372921
Estonia,2007,75.87185049
Estonia,2008,100.3629977
Estonia,2009,69.41314554
Estonia,2010,68.38914729
Estonia,2011,71.51802657
Estonia,2012,81.07010475
Estonia,2013,83.12450562
Estonia,2014,86.11788304
Ethiopia,2002,17.01248351
Ethiopia,2003,5.702324305
Ethiopia,2004,10.30928502
Ethiopia,2005,10.90251891
Ethiopia,2006,11.13100926
Ethiopia,2007,16.03989172
Ethiopia,2008,17.20020579
Ethiopia,2009,17.66231718
Ethiopia,2010,21.84709921
Ethiopia,2011,20.81905063
Ethiopia,2012,23.75765672
Ethiopia,2013,19.24710629
Ethiopia,2014,25.96858258
Euro area,2002,197.1271819
Euro area,2003,203.7634005
Euro area,2004,196.308806
Euro area,2005,179.3853897
Euro area,2006,174.5193983
Euro area,2007,186.9710044
Euro area,2008,143.9685112
Euro area,2009,128.8163039
Euro area,2010,156.0045426
Euro area,2011,147.6470965
Euro area,2012,150.5182232
Euro area,2013,155.5115755
Euro area,2014,164.7904748
Europe & Central Asia,2002,70.05733308
Europe & Central Asia,2003,72.29637201
Europe & Central Asia,2004,71.16795141
Europe & Central Asia,2005,69.11753005
Europe & Central Asia,2006,72.69467647
Europe & Central Asia,2007,77.53161248
Europe & Central Asia,2008,67.51236974
Europe & Central Asia,2009,65.79110483
Europe & Central Asia,2010,73.03658677
Europe & Central Asia,2011,72.59283815
Europe & Central Asia,2012,74.16781683
Europe & Central Asia,2013,76.02016633
Europe & Central Asia,2014,78.29130677
Europe & Central Asia (excluding high income),2002,24.23426912
Europe & Central Asia (excluding high income),2003,24.62751978
Europe & Central Asia (excluding high income),2004,25.14443363
Europe & Central Asia (excluding high income),2005,26.17230532
Europe & Central Asia (excluding high income),2006,33.09241281
Europe & Central Asia (excluding high income),2007,35.27945517
Europe & Central Asia (excluding high income),2008,35.39311667
Europe & Central Asia (excluding high income),2009,38.37238065
Europe & Central Asia (excluding high income),2010,38.87913977
Europe & Central Asia (excluding high income),2011,41.09017695
Europe & Central Asia (excluding high income),2012,41.66136981
Europe & Central Asia (excluding high income),2013,42.7116526
Europe & Central Asia (excluding high income),2014,41.20102583
Europe & Central Asia (IDA & IBRD),2002,28.94117684
Europe & Central Asia (IDA & IBRD),2003,29.83210707
Europe & Central Asia (IDA & IBRD),2004,30.35893072
Europe & Central Asia (IDA & IBRD),2005,32.75533812
Europe & Central Asia (IDA & IBRD),2006,39.28128577
Europe & Central Asia (IDA & IBRD),2007,42.16879264
Europe & Central Asia (IDA & IBRD),2008,41.28027028
Europe & Central Asia (IDA & IBRD),2009,43.62081721
Europe & Central Asia (IDA & IBRD),2010,45.08832855
Europe & Central Asia (IDA & IBRD),2011,46.85403419
Europe & Central Asia (IDA & IBRD),2012,47.67727263
Europe & Central Asia (IDA & IBRD),2013,48.6115563
Europe & Central Asia (IDA & IBRD),2014,49.48791056
European Union,2002,166.6097845
European Union,2003,174.3766475
European Union,2004,168.0101608
European Union,2005,160.1795772
European Union,2006,156.8278606
European Union,2007,168.9981178
European Union,2008,138.3825399
European Union,2009,124.6654794
European Union,2010,147.0321974
European Union,2011,142.2607747
European Union,2012,144.7744689
European Union,2013,149.921372
European Union,2014,160.0687958
Fiji,2002,71.48235294
Fiji,2003,19.25294118
Fiji,2004,45.28823529
Fiji,2005,39.17647059
Fiji,2006,25.12352941
Fiji,2007,23.9408284
Fiji,2008,41.12426036
Fiji,2009,21.80787589
Fiji,2010,16.35151515
Fiji,2011,35.48484848
Fiji,2012,24.1030303
Fiji,2013,23.45454545
Fiji,2014,29.98787879
Finland,2002,136.1425786
Finland,2003,118.3860331
Finland,2004,132.7455307
Finland,2005,134.2173038
Finland,2006,134.4954656
Finland,2007,123.5029025
Finland,2008,130.5807623
Finland,2009,107.9838817
Finland,2010,124.079741
Finland,2011,80.23194846
Finland,2012,79.95731626
Finland,2013,86.14315903
Finland,2014,92.23955532
Fragile and conflict affected situations,2012,18.02917949
Fragile and conflict affected situations,2013,17.60421784
Fragile and conflict affected situations,2014,16.39018617
France,1913,19.7
France,1922,25.3
France,1937,40.6
France,1957,69.3
France,1999,235
France,2002,211.2837819
France,2003,223.3639157
France,2004,212.1080139
France,2005,192.4625631
France,2006,190.3825727
France,2007,209.3381895
France,2008,152.4465342
France,2009,120.563425
France,2010,150.5379576
France,2011,141.2993039
France,2012,136.9801495
France,2013,140.6113943
France,2014,151.4618913
French Polynesia,2002,333.6666667
French Polynesia,2003,285
French Polynesia,2004,319
French Polynesia,2005,251.3333333
French Polynesia,2006,262
French Polynesia,2007,279.6666667
French Polynesia,2008,307.3333333
French Polynesia,2009,272.4
French Polynesia,2010,326.4
French Polynesia,2011,305.2
French Polynesia,2012,220.4
French Polynesia,2013,225.2
French Polynesia,2014,196
Gabon,2002,5.578461538
Gabon,2003,3.612307692
Gabon,2004,5.107692308
Gabon,2005,8.344615385
Gabon,2006,8.458461538
Gabon,2007,9.058461538
Gabon,2008,10.51692308
Gabon,2009,12.02153846
Gabon,2010,3.16
Gabon,2011,5.649230769
Gabon,2012,9.883076923
Gabon,2013,10.08923077
Gabon,2014,11.41538462
Gambia,2003,9.403333333
Gambia,2004,8.090322581
Gambia,2005,9.756923077
Gambia,2006,10.82593857
Gambia,2007,8.97689769
Gambia,2008,4.260752688
Gambia,2009,6.343457944
Gambia,2010,7.3
Gambia,2011,10.27555556
Gambia,2012,6.004545455
Gambia,2013,0.586363636
Gambia,2014,5.597727273
Georgia,2002,33.04130163
Georgia,2003,14.36907731
Georgia,2004,31.46681416
Georgia,2005,53.28723404
Georgia,2006,47.52813853
Georgia,2007,41.33909287
Georgia,2008,37.53159041
Georgia,2009,43.24666667
Georgia,2010,33.65301205
Georgia,2011,114.4607356
Georgia,2012,134.35
Georgia,2013,163.1108647
Georgia,2014,151.1531729
Germany,1880,3.1
Germany,1900,15.6
Germany,1913,42
Germany,1922,72.7
Germany,1937,143.9
Germany,1957,150.9
Germany,1999,240.9
Germany,2002,220.0740395
Germany,2003,219.6980638
Germany,2004,215.1258195
Germany,2005,208.7570565
Germany,2006,194.4190123
Germany,2007,221.871769
Germany,2008,159.5827187
Germany,2009,181.4143993
Germany,2010,211.5968259
Germany,2011,191.4869895
Germany,2012,198.9215819
Germany,2013,203.4691815
Germany,2014,217.6648976
Ghana,2002,3.745515427
Ghana,2003,6.838948626
Ghana,2004,13.2005
Ghana,2005,5.99875
Ghana,2006,20.0597619
Ghana,2007,17.76
Ghana,2008,14.54955556
Ghana,2009,18.97956522
Ghana,2010,18.70021645
Ghana,2011,13.23050847
Ghana,2012,34.75765957
Ghana,2013,25.25914894
Ghana,2014,15.70212766
Greece,2002,156.3768863
Greece,2003,162.0903392
Greece,2004,176.4176493
