Entity,Year,Earthquake deaths (NGDC-NOAA)
Afghanistan,1542,0
Afghanistan,1551,0
Afghanistan,1556,0
Afghanistan,1560,0
Afghanistan,1561,0
Afghanistan,1564,0
Afghanistan,1568,0
Afghanistan,1570,0
Afghanistan,1575,0
Afghanistan,1579,0
Afghanistan,1584,0
Afghanistan,1586,0
Afghanistan,1587,0
Afghanistan,1596,0
Afghanistan,1597,0
Afghanistan,1600,0
Afghanistan,1601,0
Afghanistan,1604,0
Afghanistan,1605,0
Afghanistan,1606,0
Afghanistan,1609,0
Afghanistan,1611,0
Afghanistan,1613,0
Afghanistan,1616,0
Afghanistan,1618,0
Afghanistan,1619,0
Afghanistan,1622,0
Afghanistan,1626,0
Afghanistan,1627,0
Afghanistan,1628,0
Afghanistan,1631,0
Afghanistan,1633,0
Afghanistan,1634,0
Afghanistan,1636,0
Afghanistan,1638,0
Afghanistan,1640,0
Afghanistan,1644,0
Afghanistan,1645,0
Afghanistan,1647,0
Afghanistan,1649,0
Afghanistan,1652,0
Afghanistan,1654,0
Afghanistan,1657,0
Afghanistan,1659,0
Afghanistan,1660,0
Afghanistan,1662,0
Afghanistan,1664,0
Afghanistan,1666,0
Afghanistan,1667,0
Afghanistan,1668,0
Afghanistan,1672,0
Afghanistan,1673,0
Afghanistan,1674,0
Afghanistan,1677,0
Afghanistan,1679,0
Afghanistan,1680,0
Afghanistan,1683,0
Afghanistan,1687,0
Afghanistan,1688,0
Afghanistan,1692,0
Afghanistan,1693,0
Afghanistan,1694,0
Afghanistan,1695,0
Afghanistan,1700,0
Afghanistan,1703,0
Afghanistan,1704,0
Afghanistan,1707,0
Afghanistan,1709,0
Afghanistan,1711,0
Afghanistan,1713,0
Afghanistan,1714,0
Afghanistan,1716,0
Afghanistan,1718,0
Afghanistan,1721,0
Afghanistan,1725,0
Afghanistan,1726,0
Afghanistan,1727,0
Afghanistan,1730,0
Afghanistan,1732,0
Afghanistan,1736,0
Afghanistan,1737,0
Afghanistan,1738,0
Afghanistan,1739,0
Afghanistan,1746,0
Afghanistan,1748,0
Afghanistan,1750,0
Afghanistan,1751,0
Afghanistan,1754,0
Afghanistan,1755,0
Afghanistan,1757,0
Afghanistan,1758,0
Afghanistan,1761,0
Afghanistan,1762,0
Afghanistan,1763,0
Afghanistan,1765,0
Afghanistan,1766,0
Afghanistan,1770,0
Afghanistan,1771,0
Afghanistan,1773,0
Afghanistan,1780,0
Afghanistan,1781,0
Afghanistan,1782,0
Afghanistan,1783,0
Afghanistan,1784,0
Afghanistan,1785,0
Afghanistan,1786,0
Afghanistan,1787,0
Afghanistan,1788,0
Afghanistan,1790,0
Afghanistan,1791,0
Afghanistan,1792,0
Afghanistan,1793,0
Afghanistan,1797,0
Afghanistan,1799,0
Afghanistan,1802,0
Afghanistan,1804,0
Afghanistan,1808,0
Afghanistan,1810,0
Afghanistan,1811,0
Afghanistan,1812,0
Afghanistan,1814,0
Afghanistan,1815,0
Afghanistan,1816,0
Afghanistan,1818,0
Afghanistan,1819,0
Afghanistan,1820,0
Afghanistan,1821,0
Afghanistan,1822,0
Afghanistan,1825,0
Afghanistan,1827,0
Afghanistan,1828,0
Afghanistan,1829,0
Afghanistan,1830,0
Afghanistan,1831,0
Afghanistan,1833,0
Afghanistan,1834,0
Afghanistan,1835,0
Afghanistan,1837,0
Afghanistan,1839,0
Afghanistan,1840,0
Afghanistan,1842,0
Afghanistan,1843,0
Afghanistan,1844,0
Afghanistan,1845,0
Afghanistan,1846,0
Afghanistan,1847,0
Afghanistan,1848,0
Afghanistan,1850,0
Afghanistan,1851,0
Afghanistan,1852,0
Afghanistan,1853,0
Afghanistan,1854,0
Afghanistan,1855,0
Afghanistan,1856,0
Afghanistan,1857,0
Afghanistan,1858,0
Afghanistan,1859,0
Afghanistan,1861,0
Afghanistan,1862,0
Afghanistan,1863,0
Afghanistan,1864,0
Afghanistan,1865,0
Afghanistan,1866,0
Afghanistan,1867,0
Afghanistan,1868,0
Afghanistan,1869,0
Afghanistan,1870,0
Afghanistan,1872,0
Afghanistan,1874,0
Afghanistan,1875,0
Afghanistan,1877,0
Afghanistan,1878,0
Afghanistan,1879,0
Afghanistan,1880,0
Afghanistan,1881,0
Afghanistan,1882,0
Afghanistan,1883,0
Afghanistan,1884,0
Afghanistan,1885,0
Afghanistan,1886,0
Afghanistan,1887,0
Afghanistan,1888,0
Afghanistan,1889,0
Afghanistan,1890,0
Afghanistan,1891,0
Afghanistan,1893,0
Afghanistan,1894,0
Afghanistan,1895,0
Afghanistan,1896,0
Afghanistan,1897,0
Afghanistan,1898,0
Afghanistan,1899,0
Afghanistan,1900,0
Afghanistan,1901,0
Afghanistan,1902,0
Afghanistan,1903,0
Afghanistan,1904,0
Afghanistan,1905,0
Afghanistan,1906,0
Afghanistan,1907,0
Afghanistan,1908,0
Afghanistan,1909,0
Afghanistan,1910,0
Afghanistan,1911,0
Afghanistan,1912,0
Afghanistan,1913,0
Afghanistan,1914,0
Afghanistan,1915,0
Afghanistan,1916,0
Afghanistan,1917,0
Afghanistan,1918,0
Afghanistan,1920,0
Afghanistan,1922,0
Afghanistan,1923,0
Afghanistan,1924,0
Afghanistan,1925,0
Afghanistan,1926,0
Afghanistan,1927,0
Afghanistan,1928,0
Afghanistan,1929,0
Afghanistan,1930,0
Afghanistan,1931,0
Afghanistan,1932,0
Afghanistan,1933,0
Afghanistan,1934,0
Afghanistan,1935,0
Afghanistan,1936,0
Afghanistan,1937,0
Afghanistan,1938,0
Afghanistan,1939,0
Afghanistan,1940,0
Afghanistan,1941,0
Afghanistan,1942,0
Afghanistan,1943,0
Afghanistan,1944,0
Afghanistan,1945,0
Afghanistan,1946,0
Afghanistan,1947,0
Afghanistan,1948,0
Afghanistan,1949,0
Afghanistan,1950,0
Afghanistan,1951,0
Afghanistan,1952,0
Afghanistan,1953,0
Afghanistan,1954,0
Afghanistan,1955,0
Afghanistan,1956,0
Afghanistan,1957,0
Afghanistan,1958,0
Afghanistan,1959,0
Afghanistan,1960,0
Afghanistan,1961,0
Afghanistan,1962,0
Afghanistan,1963,0
Afghanistan,1964,0
Afghanistan,1965,0
Afghanistan,1966,0
Afghanistan,1967,0
Afghanistan,1968,0
Afghanistan,1969,0
Afghanistan,1970,0
Afghanistan,1971,0
Afghanistan,1972,0
Afghanistan,1973,0
Afghanistan,1974,0
Afghanistan,1975,0
Afghanistan,1976,0
Afghanistan,1977,0
Afghanistan,1978,0
Afghanistan,1979,0
Afghanistan,1980,0
Afghanistan,1981,0
Afghanistan,1982,500
Afghanistan,1983,26
Afghanistan,1984,1
Afghanistan,1985,5
Afghanistan,1986,0
Afghanistan,1987,0
Afghanistan,1988,0
Afghanistan,1989,0
Afghanistan,1990,54
Afghanistan,1991,848
Afghanistan,1992,0
Afghanistan,1993,0
Afghanistan,1994,0
Afghanistan,1995,0
Afghanistan,1996,0
Afghanistan,1997,0
Afghanistan,1998,7024
Afghanistan,1999,70
Afghanistan,2000,0
Afghanistan,2001,4
Afghanistan,2002,1166
Afghanistan,2003,0
Afghanistan,2004,5
Afghanistan,2005,5
Afghanistan,2006,0
Afghanistan,2007,0
Afghanistan,2008,0
Afghanistan,2009,24
Afghanistan,2010,11
Afghanistan,2011,0
Afghanistan,2012,75
Afghanistan,2013,18
Afghanistan,2014,0
Afghanistan,2015,403
Afghanistan,2016,6
Afghanistan,2017,0
Albania,-2000,0
Albania,-426,0
Albania,-186,0
Albania,-70,0
Albania,-33,0
Albania,-26,0
Albania,79,0
Albania,115,0
Albania,294,0
Albania,342,0
Albania,344,0
Albania,365,0
Albania,458,0
Albania,512,0
Albania,525,0
Albania,528,0
Albania,533,0
Albania,551,0
Albania,587,0
Albania,600,0
Albania,649,0
Albania,734,0
Albania,744,0
Albania,777,0
Albania,811,0
Albania,814,0
Albania,820,0
Albania,847,0
Albania,850,0
Albania,851,0
Albania,854,0
Albania,856,0
Albania,871,0
Albania,885,0
Albania,887,0
Albania,893,0
Albania,978,0
Albania,1000,0
Albania,1001,0
Albania,1008,0
Albania,1013,0
Albania,1026,0
Albania,1033,0
Albania,1037,0
Albania,1042,0
Albania,1057,0
Albania,1072,0
Albania,1101,0
Albania,1139,0
Albania,1143,0
Albania,1156,0
Albania,1157,0
Albania,1158,0
Albania,1169,0
Albania,1202,0
Albania,1209,0
Albania,1219,0
Albania,1222,0
Albania,1268,0
Albania,1269,0
Albania,1289,0
Albania,1290,0
Albania,1291,0
Albania,1293,0
Albania,1303,0
Albania,1305,0
Albania,1306,0
Albania,1310,0
Albania,1314,0
Albania,1319,0
Albania,1340,0
Albania,1341,0
Albania,1344,0
Albania,1349,0
Albania,1361,0
Albania,1372,0
Albania,1440,0
Albania,1456,0
Albania,1458,0
Albania,1463,0
Albania,1487,0
Albania,1490,0
Albania,1491,0
Albania,1494,0
Albania,1495,0
Albania,1498,0
Albania,1499,0
Albania,1500,0
Albania,1501,0
Albania,1502,0
Albania,1509,0
Albania,1511,0
Albania,1515,0
Albania,1531,0
Albania,1542,0
Albania,1551,0
Albania,1556,0
Albania,1560,0
Albania,1561,0
Albania,1564,0
Albania,1568,0
Albania,1570,0
Albania,1575,0
Albania,1579,0
Albania,1584,0
Albania,1586,0
Albania,1587,0
Albania,1596,0
Albania,1597,0
Albania,1600,0
Albania,1601,0
Albania,1604,0
Albania,1605,0
Albania,1606,0
Albania,1609,0
Albania,1611,0
Albania,1613,0
Albania,1616,0
Albania,1618,0
Albania,1619,0
Albania,1622,0
Albania,1626,0
Albania,1627,0
Albania,1628,0
Albania,1631,0
Albania,1633,0
Albania,1634,0
Albania,1636,0
Albania,1638,0
Albania,1640,0
Albania,1644,0
Albania,1645,0
Albania,1647,0
Albania,1649,0
Albania,1652,0
Albania,1654,0
Albania,1657,0
Albania,1659,0
Albania,1660,0
Albania,1662,0
Albania,1664,0
Albania,1666,0
Albania,1667,0
Albania,1668,0
Albania,1672,0
Albania,1673,0
Albania,1674,0
Albania,1677,0
Albania,1679,0
Albania,1680,0
Albania,1683,0
Albania,1687,0
Albania,1688,0
Albania,1692,0
Albania,1693,0
Albania,1694,0
Albania,1695,0
Albania,1700,0
Albania,1703,0
Albania,1704,0
Albania,1707,0
Albania,1709,0
Albania,1711,0
Albania,1713,0
Albania,1714,0
Albania,1716,0
Albania,1718,0
Albania,1721,0
Albania,1725,0
Albania,1726,0
Albania,1727,0
Albania,1730,0
Albania,1732,0
Albania,1736,0
Albania,1737,0
Albania,1738,0
Albania,1739,0
Albania,1746,0
Albania,1748,0
Albania,1750,0
Albania,1751,0
Albania,1754,0
Albania,1755,0
Albania,1757,0
Albania,1758,0
Albania,1761,0
Albania,1762,0
Albania,1763,0
Albania,1765,0
Albania,1766,0
Albania,1770,0
Albania,1771,0
Albania,1773,0
Albania,1780,0
Albania,1781,0
Albania,1782,0
Albania,1783,0
Albania,1784,0
Albania,1785,0
Albania,1786,0
Albania,1787,0
Albania,1788,0
Albania,1790,0
Albania,1791,0
Albania,1792,0
Albania,1793,0
Albania,1797,0
Albania,1799,0
Albania,1802,0
Albania,1804,0
Albania,1808,0
Albania,1810,0
Albania,1811,0
Albania,1812,0
Albania,1814,0
Albania,1815,0
Albania,1816,0
Albania,1818,0
Albania,1819,0
Albania,1820,0
Albania,1821,0
Albania,1822,0
Albania,1825,0
Albania,1827,0
Albania,1828,0
Albania,1829,0
Albania,1830,0
Albania,1831,0
Albania,1833,0
Albania,1834,0
Albania,1835,0
Albania,1837,0
Albania,1839,0
Albania,1840,0
Albania,1842,0
Albania,1843,0
Albania,1844,0
Albania,1845,0
Albania,1846,0
Albania,1847,0
Albania,1848,0
Albania,1850,0
Albania,1851,2400
Albania,1852,0
Albania,1853,0
Albania,1854,0
Albania,1855,0
Albania,1856,0
Albania,1857,0
Albania,1858,12
Albania,1859,0
Albania,1861,0
Albania,1862,0
Albania,1863,0
Albania,1864,0
Albania,1865,0
Albania,1866,80
Albania,1867,0
Albania,1868,0
Albania,1869,0
Albania,1870,0
Albania,1872,0
Albania,1874,0
Albania,1875,0
Albania,1877,0
Albania,1878,0
Albania,1879,0
Albania,1880,0
Albania,1881,0
Albania,1882,0
Albania,1883,0
Albania,1884,0
Albania,1885,0
Albania,1886,0
Albania,1887,0
Albania,1888,0
Albania,1889,0
Albania,1890,0
Albania,1891,0
Albania,1893,0
Albania,1894,0
Albania,1895,0
Albania,1896,0
Albania,1897,0
Albania,1898,0
Albania,1899,0
Albania,1900,0
Albania,1901,0
Albania,1902,0
Albania,1903,0
Albania,1904,0
Albania,1905,0
Albania,1906,0
Albania,1907,0
Albania,1908,0
Albania,1909,0
Albania,1910,0
Albania,1911,0
Albania,1912,0
Albania,1913,0
Albania,1914,0
Albania,1915,0
Albania,1916,0
Albania,1917,0
Albania,1918,0
Albania,1920,200
Albania,1922,0
Albania,1923,0
Albania,1924,0
Albania,1925,0
Albania,1926,0
Albania,1927,0
Albania,1928,0
Albania,1929,0
Albania,1930,0
Albania,1931,0
Albania,1932,0
Albania,1933,0
Albania,1934,0
Albania,1935,0
Albania,1936,0
Albania,1937,0
Albania,1938,0
Albania,1939,0
Albania,1940,0
Albania,1941,0
Albania,1942,43
Albania,1943,0
Albania,1944,0
Albania,1945,0
Albania,1946,0
Albania,1947,0
Albania,1948,0
Albania,1949,0
Albania,1950,0
Albania,1951,0
Albania,1952,0
Albania,1953,0
Albania,1954,0
Albania,1955,0
Albania,1956,0
Albania,1957,0
Albania,1958,0
Albania,1959,0
Albania,1960,0
Albania,1961,0
Albania,1962,0
Albania,1963,0
Albania,1964,0
Albania,1965,0
Albania,1966,0
Albania,1967,0
Albania,1968,0
Albania,1969,0
Albania,1970,0
Albania,1971,0
Albania,1972,0
Albania,1973,0
Albania,1974,0
Albania,1975,0
Albania,1976,0
Albania,1977,0
Albania,1978,0
Albania,1979,0
Albania,1980,0
Albania,1981,0
Albania,1982,0
Albania,1983,0
Albania,1984,0
Albania,1985,0
Albania,1986,0
Albania,1987,0
Albania,1988,0
Albania,1989,0
Albania,1990,0
Albania,1991,0
Albania,1992,0
Albania,1993,0
Albania,1994,0
Albania,1995,0
Albania,1996,0
Albania,1997,0
Albania,1998,0
Albania,1999,0
Albania,2000,0
Albania,2001,0
Albania,2002,0
Albania,2003,0
Albania,2004,0
Albania,2005,0
Albania,2006,0
Albania,2007,0
Albania,2008,0
Albania,2009,0
Albania,2010,0
Albania,2011,0
Albania,2012,0
Albania,2013,0
Albania,2014,0
Albania,2015,0
Albania,2016,0
Albania,2017,0
Algeria,-2000,0
Algeria,-426,0
Algeria,-186,0
Algeria,-70,0
Algeria,-33,0
Algeria,-26,0
Algeria,79,0
Algeria,115,0
Algeria,294,0
Algeria,342,0
Algeria,344,0
Algeria,365,0
Algeria,458,0
Algeria,512,0
Algeria,525,0
Algeria,528,0
Algeria,533,0
Algeria,551,0
Algeria,587,0
Algeria,600,0
Algeria,649,0
Algeria,734,0
Algeria,744,0
Algeria,777,0
Algeria,811,0
Algeria,814,0
Algeria,820,0
Algeria,847,0
Algeria,850,0
Algeria,851,0
Algeria,854,0
Algeria,856,0
Algeria,871,0
Algeria,885,0
Algeria,887,0
Algeria,893,0
Algeria,978,0
Algeria,1000,0
Algeria,1001,0
Algeria,1008,0
Algeria,1013,0
Algeria,1026,0
Algeria,1033,0
Algeria,1037,0
Algeria,1042,0
Algeria,1057,0
Algeria,1072,0
Algeria,1101,0
Algeria,1139,0
Algeria,1143,0
Algeria,1156,0
Algeria,1157,0
Algeria,1158,0
Algeria,1169,0
Algeria,1202,0
Algeria,1209,0
Algeria,1219,0
Algeria,1222,0
Algeria,1268,0
Algeria,1269,0
Algeria,1289,0
Algeria,1290,0
Algeria,1291,0
Algeria,1293,0
Algeria,1303,0
Algeria,1305,0
Algeria,1306,0
Algeria,1310,0
Algeria,1314,0
Algeria,1319,0
Algeria,1340,0
Algeria,1341,0
Algeria,1344,0
Algeria,1349,0
Algeria,1361,0
Algeria,1372,0
Algeria,1440,0
Algeria,1456,0
Algeria,1458,0
Algeria,1463,0
Algeria,1487,0
Algeria,1490,0
Algeria,1491,0
Algeria,1494,0
Algeria,1495,0
Algeria,1498,0
Algeria,1499,0
Algeria,1500,0
Algeria,1501,0
Algeria,1502,0
Algeria,1509,0
Algeria,1511,0
Algeria,1515,0
Algeria,1531,0
Algeria,1542,0
Algeria,1551,0
Algeria,1556,0
Algeria,1560,0
Algeria,1561,0
Algeria,1564,0
Algeria,1568,0
Algeria,1570,0
Algeria,1575,0
Algeria,1579,0
Algeria,1584,0
Algeria,1586,0
Algeria,1587,0
Algeria,1596,0
Algeria,1597,0
Algeria,1600,0
Algeria,1601,0
Algeria,1604,0
Algeria,1605,0
Algeria,1606,0
Algeria,1609,0
Algeria,1611,0
Algeria,1613,0
Algeria,1616,0
Algeria,1618,0
Algeria,1619,0
Algeria,1622,0
Algeria,1626,0
Algeria,1627,0
Algeria,1628,0
Algeria,1631,0
Algeria,1633,0
Algeria,1634,0
Algeria,1636,0
Algeria,1638,0
Algeria,1640,0
Algeria,1644,0
Algeria,1645,0
Algeria,1647,0
Algeria,1649,0
Algeria,1652,0
Algeria,1654,0
Algeria,1657,0
Algeria,1659,0
Algeria,1660,0
Algeria,1662,0
Algeria,1664,0
Algeria,1666,0
Algeria,1667,0
Algeria,1668,0
Algeria,1672,0
Algeria,1673,0
Algeria,1674,0
Algeria,1677,0
Algeria,1679,0
Algeria,1680,0
Algeria,1683,0
Algeria,1687,0
Algeria,1688,0
Algeria,1692,0
Algeria,1693,0
Algeria,1694,0
Algeria,1695,0
Algeria,1700,0
Algeria,1703,0
Algeria,1704,0
Algeria,1707,0
Algeria,1709,0
Algeria,1711,0
Algeria,1713,0
Algeria,1714,0
Algeria,1716,20000
Algeria,1718,0
Algeria,1721,0
Algeria,1725,0
Algeria,1726,0
Algeria,1727,0
Algeria,1730,0
Algeria,1732,0
Algeria,1736,0
Algeria,1737,0
Algeria,1738,0
Algeria,1739,0
Algeria,1746,0
Algeria,1748,0
Algeria,1750,0
Algeria,1751,0
Algeria,1754,0
Algeria,1755,0
Algeria,1757,0
Algeria,1758,0
Algeria,1761,0
Algeria,1762,0
Algeria,1763,0
Algeria,1765,0
Algeria,1766,0
Algeria,1770,0
Algeria,1771,0
Algeria,1773,0
Algeria,1780,0
Algeria,1781,0
Algeria,1782,0
Algeria,1783,0
Algeria,1784,0
Algeria,1785,0
Algeria,1786,0
Algeria,1787,0
Algeria,1788,0
Algeria,1790,3000
Algeria,1791,0
Algeria,1792,0
Algeria,1793,0
Algeria,1797,0
Algeria,1799,0
Algeria,1802,0
Algeria,1804,0
Algeria,1808,0
Algeria,1810,0
Algeria,1811,0
Algeria,1812,0
Algeria,1814,0
Algeria,1815,0
Algeria,1816,0
Algeria,1818,0
Algeria,1819,0
Algeria,1820,0
Algeria,1821,0
Algeria,1822,0
Algeria,1825,7000
Algeria,1827,0
Algeria,1828,0
Algeria,1829,0
Algeria,1830,0
Algeria,1831,0
Algeria,1833,0
Algeria,1834,0
Algeria,1835,0
Algeria,1837,0
Algeria,1839,0
Algeria,1840,0
Algeria,1842,0
Algeria,1843,0
Algeria,1844,0
Algeria,1845,0
Algeria,1846,0
Algeria,1847,0
Algeria,1848,0
Algeria,1850,0
Algeria,1851,0
Algeria,1852,0
Algeria,1853,0
Algeria,1854,0
Algeria,1855,0
Algeria,1856,3
Algeria,1857,0
Algeria,1858,0
Algeria,1859,0
Algeria,1861,0
Algeria,1862,0
Algeria,1863,0
Algeria,1864,0
Algeria,1865,0
Algeria,1866,0
Algeria,1867,70
Algeria,1868,0
Algeria,1869,40
Algeria,1870,0
Algeria,1872,0
Algeria,1874,0
Algeria,1875,0
Algeria,1877,0
Algeria,1878,0
Algeria,1879,0
Algeria,1880,0
Algeria,1881,0
Algeria,1882,0
Algeria,1883,0
Algeria,1884,0
Algeria,1885,33
Algeria,1886,0
Algeria,1887,20
Algeria,1888,0
Algeria,1889,0
Algeria,1890,0
Algeria,1891,36
Algeria,1893,0
Algeria,1894,0
Algeria,1895,0
Algeria,1896,0
Algeria,1897,0
Algeria,1898,0
Algeria,1899,0
Algeria,1900,0
Algeria,1901,0
Algeria,1902,0
Algeria,1903,0
Algeria,1904,0
Algeria,1905,0
Algeria,1906,0
Algeria,1907,0
Algeria,1908,0
Algeria,1909,0
Algeria,1910,12
Algeria,1911,0
Algeria,1912,0
Algeria,1913,0
Algeria,1914,0
Algeria,1915,0
Algeria,1916,0
Algeria,1917,0
Algeria,1918,0
Algeria,1920,0
Algeria,1922,0
Algeria,1923,0
Algeria,1924,0
Algeria,1925,0
Algeria,1926,0
Algeria,1927,0
Algeria,1928,0
Algeria,1929,0
Algeria,1930,0
Algeria,1931,0
Algeria,1932,0
Algeria,1933,0
Algeria,1934,0
Algeria,1935,0
Algeria,1936,0
Algeria,1937,0
Algeria,1938,0
Algeria,1939,0
Algeria,1940,0
Algeria,1941,0
Algeria,1942,0
Algeria,1943,0
Algeria,1944,0
Algeria,1945,0
Algeria,1946,264
Algeria,1947,3
Algeria,1948,0
Algeria,1949,0
Algeria,1950,0
Algeria,1951,0
Algeria,1952,0
Algeria,1953,0
Algeria,1954,1243
Algeria,1955,0
Algeria,1956,0
Algeria,1957,0
Algeria,1958,0
Algeria,1959,0
Algeria,1960,47
Algeria,1961,0
Algeria,1962,0
Algeria,1963,0
Algeria,1964,0
Algeria,1965,4
Algeria,1966,0
Algeria,1967,10
Algeria,1968,1
Algeria,1969,0
Algeria,1970,0
Algeria,1971,0
Algeria,1972,0
Algeria,1973,0
Algeria,1974,0
Algeria,1975,1
Algeria,1976,0
Algeria,1977,0
Algeria,1978,0
Algeria,1979,0
Algeria,1980,5000
Algeria,1981,0
Algeria,1982,0
Algeria,1983,0
Algeria,1984,0
Algeria,1985,6
Algeria,1986,0
Algeria,1987,1
Algeria,1988,0
Algeria,1989,0
Algeria,1990,0
Algeria,1991,0
Algeria,1992,0
Algeria,1993,0
Algeria,1994,171
Algeria,1995,0
Algeria,1996,0
Algeria,1997,0
Algeria,1998,0
Algeria,1999,24
Algeria,2000,0
Algeria,2001,0
Algeria,2002,0
Algeria,2003,2275
Algeria,2004,0
Algeria,2005,0
Algeria,2006,4
Algeria,2007,0
Algeria,2008,2
Algeria,2009,0
Algeria,2010,2
Algeria,2011,0
Algeria,2012,0
Algeria,2013,0
Algeria,2014,6
Algeria,2015,0
Algeria,2016,0
Algeria,2017,0
Argentina,-2000,0
Argentina,-426,0
Argentina,-186,0
Argentina,-70,0
Argentina,-33,0
Argentina,-26,0
Argentina,79,0
Argentina,115,0
Argentina,294,0
Argentina,342,0
Argentina,344,0
Argentina,365,0
Argentina,458,0
Argentina,512,0
Argentina,525,0
Argentina,528,0
Argentina,533,0
Argentina,551,0
Argentina,587,0
Argentina,600,0
Argentina,649,0
Argentina,734,0
Argentina,744,0
Argentina,777,0
Argentina,811,0
Argentina,814,0
Argentina,820,0
Argentina,847,0
Argentina,850,0
Argentina,851,0
Argentina,854,0
Argentina,856,0
Argentina,871,0
Argentina,885,0
Argentina,887,0
Argentina,893,0
Argentina,978,0
Argentina,1000,0
Argentina,1001,0
Argentina,1008,0
Argentina,1013,0
Argentina,1026,0
Argentina,1033,0
Argentina,1037,0
Argentina,1042,0
Argentina,1057,0
Argentina,1072,0
Argentina,1101,0
Argentina,1139,0
Argentina,1143,0
Argentina,1156,0
Argentina,1157,0
Argentina,1158,0
Argentina,1169,0
Argentina,1202,0
Argentina,1209,0
Argentina,1219,0
Argentina,1222,0
Argentina,1268,0
Argentina,1269,0
Argentina,1289,0
Argentina,1290,0
Argentina,1291,0
Argentina,1293,0
Argentina,1303,0
Argentina,1305,0
Argentina,1306,0
Argentina,1310,0
Argentina,1314,0
Argentina,1319,0
Argentina,1340,0
Argentina,1341,0
Argentina,1344,0
Argentina,1349,0
Argentina,1361,0
Argentina,1372,0
Argentina,1440,0
Argentina,1456,0
Argentina,1458,0
Argentina,1463,0
Argentina,1487,0
Argentina,1490,0
Argentina,1491,0
Argentina,1494,0
Argentina,1495,0
Argentina,1498,0
Argentina,1499,0
Argentina,1500,0
Argentina,1501,0
Argentina,1502,0
Argentina,1509,0
Argentina,1511,0
Argentina,1515,0
Argentina,1531,0
Argentina,1542,0
Argentina,1551,0
Argentina,1556,0
Argentina,1560,0
Argentina,1561,0
Argentina,1564,0
Argentina,1568,0
Argentina,1570,0
Argentina,1575,0
Argentina,1579,0
Argentina,1584,0
Argentina,1586,0
Argentina,1587,0
Argentina,1596,0
Argentina,1597,0
Argentina,1600,0
Argentina,1601,0
Argentina,1604,0
Argentina,1605,0
Argentina,1606,0
Argentina,1609,0
Argentina,1611,0
Argentina,1613,0
Argentina,1616,0
Argentina,1618,0
Argentina,1619,0
Argentina,1622,0
Argentina,1626,0
Argentina,1627,0
Argentina,1628,0
Argentina,1631,0
Argentina,1633,0
Argentina,1634,0
Argentina,1636,0
Argentina,1638,0
Argentina,1640,0
Argentina,1644,0
Argentina,1645,0
Argentina,1647,0
Argentina,1649,0
Argentina,1652,0
Argentina,1654,0
Argentina,1657,0
Argentina,1659,0
Argentina,1660,0
Argentina,1662,0
Argentina,1664,0
Argentina,1666,0
Argentina,1667,0
Argentina,1668,0
Argentina,1672,0
Argentina,1673,0
Argentina,1674,0
Argentina,1677,0
Argentina,1679,0
Argentina,1680,0
Argentina,1683,0
Argentina,1687,0
Argentina,1688,0
Argentina,1692,0
Argentina,1693,0
Argentina,1694,0
Argentina,1695,0
Argentina,1700,0
Argentina,1703,0
