Entity,Year,"Air pollution death rates (from ozone) per 100,000- IHME"
Bahamas,2010,0.251091592
Bahamas,2015,0.284303155
Bahrain,1990,1.125545441
Bahrain,1995,1.311549931
Bahrain,2000,1.335933302
Bahrain,2005,1.135064758
Bahrain,2010,0.713507734
Bahrain,2015,0.756597865
Bangladesh,1990,2.441145807
Bangladesh,1995,2.586730079
Bangladesh,2000,2.823348041
Bangladesh,2005,3.06315851
Bangladesh,2010,3.766884765
Bangladesh,2015,4.914773308
Barbados,1990,0.056359249
Barbados,1995,0.064876355
Barbados,2000,0.065603427
Barbados,2005,0.063205596
Barbados,2010,0.065366686
Barbados,2015,0.073603701
Belarus,1990,3.054210174
Belarus,1995,2.751110151
Belarus,2000,2.207106081
Belarus,2005,1.691860598
Belarus,2010,1.314458586
Belarus,2015,1.402605267
Belgium,1990,1.740170046
Belgium,1995,2.219496855
Belgium,2000,2.43431441
Belgium,2005,2.439491072
Belgium,2010,2.451972978
Belgium,2015,2.6688047
Belize,1990,0.245281967
Belize,1995,0.317207423
Belize,2000,0.321405673
Belize,2005,0.254517681
Belize,2010,0.262167009
Belize,2015,0.246531567
Benin,1990,1.101257476
Benin,1995,0.891825948
Benin,2000,0.796920449
Benin,2005,0.795414599
Benin,2010,0.827946769
Benin,2015,0.860004639
Bermuda,1990,1.219139631
Bermuda,1995,1.170457472
Bermuda,2000,1.203537795
Bermuda,2005,1.202604017
Bermuda,2010,1.194123251
Bermuda,2015,1.341391544
Bhutan,1990,1.985618292
Bhutan,1995,2.212071377
Bhutan,2000,2.254722494
Bhutan,2005,2.346125257
Bhutan,2010,2.788458369
Bhutan,2015,3.588212712
Bolivia,1990,0.544657041
Bolivia,1995,0.56081376
Bolivia,2000,0.588866806
Bolivia,2005,0.658127328
Bolivia,2010,0.862994966
Bolivia,2015,1.132596572
Bosnia and Herzegovina,1990,1.851431625
Bosnia and Herzegovina,1995,2.089496411
Bosnia and Herzegovina,2000,1.896105277
Bosnia and Herzegovina,2005,1.816772601
Bosnia and Herzegovina,2010,1.883542063
Bosnia and Herzegovina,2015,1.976703425
Botswana,1990,1.023209006
Botswana,1995,1.058180533
Botswana,2000,1.232845898
Botswana,2005,1.330522446
Botswana,2010,1.297874496
Botswana,2015,1.358484224
Brazil,1990,0.468338476
Brazil,1995,0.536720017
Brazil,2000,0.647439174
Brazil,2005,0.782203642
Brazil,2010,1.024170251
Brazil,2015,1.496024925
Brunei,1990,0.21353369
Brunei,1995,0.092232682
Brunei,2000,0.040456919
Brunei,2005,0.044803608
Brunei,2010,0.077183432
Brunei,2015,0.139803376
Bulgaria,1990,2.618008511
Bulgaria,1995,2.654058881
Bulgaria,2000,2.825950287
Bulgaria,2005,3.086152356
Bulgaria,2010,3.247549103
Bulgaria,2015,3.331559856
Burkina Faso,1990,0.269093516
Burkina Faso,1995,0.244798207
Burkina Faso,2000,0.220776815
Burkina Faso,2005,0.188420427
Burkina Faso,2010,0.180477446
Burkina Faso,2015,0.18623781
Burundi,1990,1.113351573
Burundi,1995,1.012002303
Burundi,2000,0.747648164
Burundi,2005,0.532599461
Burundi,2010,0.450981179
Burundi,2015,0.456861972
Cambodia,1990,0.126088833
Cambodia,1995,0.166399241
Cambodia,2000,0.229096258
Cambodia,2005,0.355395218
Cambodia,2010,0.518660909
Cambodia,2015,0.684411953
Cameroon,1990,1.054340464
Cameroon,1995,0.87067283
Cameroon,2000,0.826605537
Cameroon,2005,0.803881994
Cameroon,2010,0.733856086
Cameroon,2015,0.718067167
Canada,1990,1.556997086
Canada,1995,1.79025883
Canada,2000,1.864465048
Canada,2005,1.860048542
Canada,2010,1.829210305
Canada,2015,1.91542149
Cape Verde,1990,0.391301956
Cape Verde,1995,0.29804196
Cape Verde,2000,0.191697268
Cape Verde,2005,0.200220234
Cape Verde,2010,0.195616576
Cape Verde,2015,0.160229388
Central African Republic,1990,3.532288247
Central African Republic,1995,3.398062108
Central African Republic,2000,3.092738916
Central African Republic,2005,3.084287891
Central African Republic,2010,2.978346311
Central African Republic,2015,2.959856101
Chad,1990,0.494970254
Chad,1995,0.402492606
Chad,2000,0.409822951
Chad,2005,0.398764541
Chad,2010,0.40014188
Chad,2015,0.399364899
Chile,1990,0.472381362
Chile,1995,0.362999162
Chile,2000,0.392719994
Chile,2005,0.452602262
Chile,2010,0.530684565
Chile,2015,0.560964872
China,1990,6.201408542
China,1995,6.39429054
China,2000,6.150218542
China,2005,5.812124073
China,2010,4.856383021
China,2015,5.193730613
Colombia,1990,0.1307052
Colombia,1995,0.18647936
Colombia,2000,0.282689825
Colombia,2005,0.438014149
Colombia,2010,0.659069383
Colombia,2015,0.891991658
Comoros,1990,0.120573225
Comoros,1995,0.109876112
Comoros,2000,0.089301392
Comoros,2005,0.075363295
Comoros,2010,0.081211817
Comoros,2015,0.099039869
Congo,1990,1.797523873
Congo,1995,1.79461058
Congo,2000,1.546069507
Congo,2005,1.24643193
Congo,2010,1.200953466
Congo,2015,1.229168447
Costa Rica,1990,0.060370957
Costa Rica,1995,0.088925674
Costa Rica,2000,0.147989022
Costa Rica,2005,0.164345261
Costa Rica,2010,0.186827265
Costa Rica,2015,0.230814294
Cote d'Ivoire,1990,0.879450545
Cote d'Ivoire,1995,0.875588466
Cote d'Ivoire,2000,0.748972207
Cote d'Ivoire,2005,0.671869657
Cote d'Ivoire,2010,0.6247898
Cote d'Ivoire,2015,0.63656039
Croatia,1990,1.882966535
Croatia,1995,2.166909508
Croatia,2000,2.562570808
Croatia,2005,2.743182631
Croatia,2010,3.010880755
Croatia,2015,3.076614303
Cuba,1990,0.473203045
Cuba,1995,0.606540652
Cuba,2000,0.773392821
Cuba,2005,0.877727052
Cuba,2010,0.960024227
Cuba,2015,1.054247969
Cyprus,1990,2.997769298
Cyprus,1995,3.117669985
Cyprus,2000,2.834911356
Cyprus,2005,2.369752838
Cyprus,2010,2.244565258
Cyprus,2015,1.930205872
Czech Republic,1990,1.455216534
Czech Republic,1995,1.050543051
Czech Republic,2000,1.094832351
Czech Republic,2005,1.280229208
Czech Republic,2010,1.445966427
Czech Republic,2015,1.501909082
Democratic Republic of Congo,1990,0.930626447
Democratic Republic of Congo,1995,0.880799416
Democratic Republic of Congo,2000,0.898894814
Democratic Republic of Congo,2005,0.948784236
Democratic Republic of Congo,2010,1.014163263
Democratic Republic of Congo,2015,1.058734779
Denmark,1990,1.856215931
Denmark,1995,2.295692502
Denmark,2000,2.521065107
Denmark,2005,2.409341141
Denmark,2010,2.522675641
Denmark,2015,2.448310624
Djibouti,1990,0.201061152
Djibouti,1995,0.213646285
Djibouti,2000,0.235471202
Djibouti,2005,0.254521638
Djibouti,2010,0.279841197
Djibouti,2015,0.314600152
Dominica,1990,0.090435952
Dominica,1995,0.101602552
Dominica,2000,0.104383173
Dominica,2005,0.113036492
Dominica,2010,0.130653791
Dominica,2015,0.14983475
Dominican Republic,1990,0.10919041
Dominican Republic,1995,0.14051268
Dominican Republic,2000,0.163468144
Dominican Republic,2005,0.204220191
Dominican Republic,2010,0.23214036
Dominican Republic,2015,0.257030843
Ecuador,1990,0.002905864
Ecuador,1995,0.005017205
Ecuador,2000,0.013642811
Ecuador,2005,0.04266378
Ecuador,2010,0.102485763
Ecuador,2015,0.197096256
Egypt,1990,1.812855953
Egypt,1995,1.719058127
Egypt,2000,1.55898706
Egypt,2005,1.560335841
Egypt,2010,1.440323558
Egypt,2015,1.255799634
El Salvador,1990,0.438118877
El Salvador,1995,0.484723842
El Salvador,2000,0.471014982
El Salvador,2005,0.539335679
El Salvador,2010,0.621692334
El Salvador,2015,0.739139978
Equatorial Guinea,1990,1.399190205
Equatorial Guinea,1995,1.214557415
Equatorial Guinea,2000,0.917914986
Equatorial Guinea,2005,0.703856313
Equatorial Guinea,2010,0.650283164
Equatorial Guinea,2015,0.65569202
Eritrea,1990,0.249309892
Eritrea,1995,0.194916515
Eritrea,2000,0.181921814
Eritrea,2005,0.210389089
Eritrea,2010,0.242767965
Eritrea,2015,0.269222369
Estonia,1990,0.580501046
Estonia,1995,0.580376081
Estonia,2000,0.482618088
Estonia,2005,0.485903502
Estonia,2010,0.42885822
Estonia,2015,0.430971613
Ethiopia,1990,0.5111262
Ethiopia,1995,0.44696535
Ethiopia,2000,0.386579677
Ethiopia,2005,0.342522935
Ethiopia,2010,0.308627568
Ethiopia,2015,0.319115611
Fiji,1990,0.016911223
Fiji,1995,0.01539776
Fiji,2000,0.015882215
Fiji,2005,0.017812862
Fiji,2010,0.022063485
Fiji,2015,0.028301017
Finland,1990,0.668858638
Finland,1995,0.638568963
Finland,2000,0.677595881
Finland,2005,0.650024049
Finland,2010,0.66846992
Finland,2015,0.657924466
France,1990,1.971905112
France,1995,1.953998617
France,2000,1.724695903
France,2005,1.483152664
France,2010,1.419373166
France,2015,1.58080984
Gabon,1990,1.169612369
Gabon,1995,1.106669606
Gabon,2000,0.960855596
Gabon,2005,0.842569807
Gabon,2010,0.704204786
Gabon,2015,0.661477679
Gambia,1990,0.266363418
Gambia,1995,0.212910754
Gambia,2000,0.176922595
Gambia,2005,0.16194856
Gambia,2010,0.151475263
Gambia,2015,0.14496128
Georgia,1990,1.077584875
Georgia,1995,0.86379705
Georgia,2000,1.182440428
Georgia,2005,2.503644646
Georgia,2010,2.722575482
Georgia,2015,2.469223546
Germany,1990,1.992971193
Germany,1995,1.968837751
Germany,2000,1.975936175
Germany,2005,1.989745579
Germany,2010,2.219831367
Germany,2015,2.400939775
Ghana,1990,0.620223955
Ghana,1995,0.573972238
Ghana,2000,0.545131798
Ghana,2005,0.617323894
Ghana,2010,0.652421932
Ghana,2015,0.604896149
Greece,1990,2.680256875
Greece,1995,2.556027903
Greece,2000,2.64083028
Greece,2005,2.951721217
Greece,2010,4.359572267
Greece,2015,4.957028432
Greenland,1990,0.133256231
Greenland,1995,0.143382783
Greenland,2000,0.157572993
Greenland,2005,0.177310255
Greenland,2010,0.171479451
Greenland,2015,0.166535131
Grenada,1990,0.061204622
Grenada,1995,0.063139322
Grenada,2000,0.068789848
Grenada,2005,0.073954175
Grenada,2010,0.068308276
Grenada,2015,0.066715342
Guam,1990,0.026358381
Guam,1995,0.018249695
Guam,2000,0.016399655
Guam,2005,0.022169755
Guam,2010,0.039797982
Guam,2015,0.058327902
Guatemala,1990,0.313320766
Guatemala,1995,0.349359766
Guatemala,2000,0.343747729
Guatemala,2005,0.365917867
Guatemala,2010,0.410531766
Guatemala,2015,0.438646748
Guinea,1990,0.693106904
Guinea,1995,0.606017557
Guinea,2000,0.569638041
Guinea,2005,0.563525782
Guinea,2010,0.638451002
Guinea,2015,0.673446721
Guinea-Bissau,1990,0.785929387
Guinea-Bissau,1995,0.62028721
Guinea-Bissau,2000,0.506563401
Guinea-Bissau,2005,0.48938341
Guinea-Bissau,2010,0.505663184
Guinea-Bissau,2015,0.515490137
Guyana,1990,0.000374882
Guyana,1995,0.000497331
Guyana,2000,0.000568739
Guyana,2005,0.000713791
Guyana,2010,0.000865284
Guyana,2015,0.001152388
Haiti,1990,0.296644771
Haiti,1995,0.317578156
Haiti,2000,0.335589675
Haiti,2005,0.348734443
Haiti,2010,0.377490096
Haiti,2015,0.402341266
Honduras,1990,0.214884426
Honduras,1995,0.304699074
Honduras,2000,0.36743304
Honduras,2005,0.432694424
Honduras,2010,0.478514676
Honduras,2015,0.481403867
Hungary,1990,3.398446279
Hungary,1995,3.132289567
Hungary,2000,2.681970727
Hungary,2005,3.030895277
Hungary,2010,3.348298196
Hungary,2015,3.027777348
Iceland,1990,0.395522739
Iceland,1995,0.457558281
Iceland,2000,0.496475104
Iceland,2005,0.514536714
Iceland,2010,0.493168909
Iceland,2015,0.504694071
India,1990,4.993794937
India,1995,5.656319627
India,2000,6.337204104
India,2005,6.3775944
India,2010,7.164066483
India,2015,8.216546848
Indonesia,1990,0.703535807
Indonesia,1995,0.487440684
Indonesia,2000,0.30855233
Indonesia,2005,0.276995047
Indonesia,2010,0.352221309
Indonesia,2015,0.38814942
Iran,1990,0.621329446
Iran,1995,0.660075011
Iran,2000,0.75045823
Iran,2005,1.074585816
Iran,2010,1.255966527
Iran,2015,1.299388805
Iraq,1990,0.480520612
Iraq,1995,0.516428918
Iraq,2000,0.52454352
Iraq,2005,0.495233644
Iraq,2010,0.464318691
Iraq,2015,0.440707117
Ireland,1990,1.233135208
Ireland,1995,1.327680457
Ireland,2000,1.272492955
Ireland,2005,1.087317469
Ireland,2010,0.999326403
Ireland,2015,1.02655622
Israel,1990,1.898603841
Israel,1995,1.758797589
Israel,2000,1.916414294
Israel,2005,1.875651651
Israel,2010,1.714762948
Israel,2015,1.773532676
Italy,1990,4.029334013
Italy,1995,4.02718033
Italy,2000,4.184837599
Italy,2005,4.394378993
Italy,2010,4.301522131
Italy,2015,4.641672786
Jamaica,1990,0.192521202
Jamaica,1995,0.25094098
Jamaica,2000,0.329262662
Jamaica,2005,0.323126142
Jamaica,2010,0.355898374
Jamaica,2015,0.398466864
Japan,1990,0.974372961
Japan,1995,1.041849646
Japan,2000,1.082357903
Japan,2005,1.270649682
Japan,2010,1.528346911
Japan,2015,1.827423876
Jordan,1990,0.857418399
Jordan,1995,0.726655844
Jordan,2000,0.672245824
Jordan,2005,0.637983794
Jordan,2010,0.439068799
Jordan,2015,0.454051178
Kazakhstan,1990,1.628494101
Kazakhstan,1995,1.891758802
Kazakhstan,2000,1.518884437
Kazakhstan,2005,1.468504615
Kazakhstan,2010,1.34544407
Kazakhstan,2015,1.382330811
Kenya,1990,0.104226285
Kenya,1995,0.106554251
Kenya,2000,0.099939916
Kenya,2005,0.097468592
Kenya,2010,0.103855609
Kenya,2015,0.110930216
Kiribati,1990,0
Kiribati,1995,1.69793E-05
Kiribati,2000,1.25411E-05
Kiribati,2005,0
Kiribati,2010,0
Kiribati,2015,2.21312E-05
Kuwait,1990,0.112976716
Kuwait,1995,0.192062066
Kuwait,2000,0.184879571
Kuwait,2005,0.237710424
Kuwait,2010,0.196378619
Kuwait,2015,0.172629348
Kyrgyzstan,1990,4.627944509
Kyrgyzstan,1995,4.59804105
Kyrgyzstan,2000,3.716407446
Kyrgyzstan,2005,3.474695404
Kyrgyzstan,2010,2.633138865
Kyrgyzstan,2015,2.329829476
Laos,1990,0.549867673
Laos,1995,0.639722748
Laos,2000,0.718790716
Laos,2005,0.837636071
Laos,2010,1.008817071
Laos,2015,1.167391201
Latvia,1990,0.925780296
Latvia,1995,0.825043571
Latvia,2000,0.479265282
Latvia,2005,0.503780029
Latvia,2010,0.467376822
Latvia,2015,0.464635787
Lebanon,1990,1.32802088
Lebanon,1995,1.137811432
Lebanon,2000,1.003406669
Lebanon,2005,0.974137492
Lebanon,2010,1.077968136
Lebanon,2015,1.060885188
Lesotho,1990,1.303397676
Lesotho,1995,1.299827363
Lesotho,2000,1.493517448
Lesotho,2005,2.101138307
Lesotho,2010,2.065691478
Lesotho,2015,2.002755718
Liberia,1990,0.287338185
Liberia,1995,0.264955656
Liberia,2000,0.263167294
Liberia,2005,0.273714295
Liberia,2010,0.296606322
Liberia,2015,0.283727491
Libya,1990,0.415032673
Libya,1995,0.420555307
Libya,2000,0.464243476
Libya,2005,0.486424051
Libya,2010,0.513728537
Libya,2015,0.617936803
Lithuania,1990,1.786524263
Lithuania,1995,1.568650077
Lithuania,2000,1.152176173
Lithuania,2005,1.064803291
Lithuania,2010,0.905582692
Lithuania,2015,0.906608148
Luxembourg,1990,1.96193796
Luxembourg,1995,2.00363047
Luxembourg,2000,1.804087515
Luxembourg,2005,1.693845115
Luxembourg,2010,1.612593405
Luxembourg,2015,1.56074293
Macedonia,1990,1.682906441
Macedonia,1995,1.73054741
Macedonia,2000,1.560072997
Macedonia,2005,1.66952741
Macedonia,2010,1.59219162
Macedonia,2015,1.523846913
Madagascar,1990,0.112917633
Madagascar,1995,0.10366839
Madagascar,2000,0.103208993
Madagascar,2005,0.113488136
Madagascar,2010,0.127614874
Madagascar,2015,0.147581216
Malawi,1990,0.252543941
Malawi,1995,0.313850569
Malawi,2000,0.334472748
Malawi,2005,0.319996275
Malawi,2010,0.322456526
Malawi,2015,0.345601529
Malaysia,1990,0.476080868
Malaysia,1995,0.411746851
Malaysia,2000,0.318855859
Malaysia,2005,0.303521802
Malaysia,2010,0.382056396
Malaysia,2015,0.521068796
Maldives,1990,0.694289929
Maldives,1995,0.64582423
Maldives,2000,0.579906237
Maldives,2005,0.641328006
Maldives,2010,0.772676776
Maldives,2015,0.983120935
Mali,1990,0.591614798
Mali,1995,0.574066644
Mali,2000,0.476934338
Mali,2005,0.399235478
Mali,2010,0.373432908
Mali,2015,0.372681416
Malta,1990,2.088704787
Malta,1995,2.171856613
Malta,2000,2.202442738
Malta,2005,2.11302322
Malta,2010,2.111810136
Malta,2015,2.178621617
Marshall Islands,1990,0
Marshall Islands,1995,0
Marshall Islands,2000,0
Marshall Islands,2005,0
Marshall Islands,2010,0
Marshall Islands,2015,0
Mauritania,1990,0.182089661
Mauritania,1995,0.144657088
Mauritania,2000,0.111047734
Mauritania,2005,0.097622228
Mauritania,2010,0.093094121
Mauritania,2015,0.097581176
Mauritius,1990,0.075592243
Mauritius,1995,0.072768052
Mauritius,2000,0.081953391
Mauritius,2005,0.084221523
Mauritius,2010,0.098754947
Mauritius,2015,0.137190864
Mexico,1990,0.953983818
Mexico,1995,1.05515528
Mexico,2000,1.141056782
Mexico,2005,1.23871414
Mexico,2010,1.290240016
Mexico,2015,1.463580065
Micronesia (country),1990,6.10472E-05
Micronesia (country),1995,9.76551E-05
Micronesia (country),2000,1.24365E-05
Micronesia (country),2005,0.000350515
Micronesia (country),2010,0.00061808
Micronesia (country),2015,0.001870765
Moldova,1990,2.724953811
Moldova,1995,2.820020563
Moldova,2000,2.076760029
Moldova,2005,2.102013241
Moldova,2010,1.893344051
Moldova,2015,1.50277674
Mongolia,1990,0.438454572
Mongolia,1995,0.459803459
Mongolia,2000,0.397147778
Mongolia,2005,0.297316842
Mongolia,2010,0.252605832
Mongolia,2015,0.268761255
Montenegro,1990,0.510121527
Montenegro,1995,0.616315992
Montenegro,2000,0.652784502
Montenegro,2005,0.639888549
Montenegro,2010,0.599474561
Montenegro,2015,0.636248069
Morocco,1990,0.268878102
Morocco,1995,0.310375162
Morocco,2000,0.337151028
Morocco,2005,0.36689305
Morocco,2010,0.401499983
Morocco,2015,0.438809093
Mozambique,1990,0.145267859
Mozambique,1995,0.151082645
Mozambique,2000,0.183571569
Mozambique,2005,0.202060392
Mozambique,2010,0.238673965
Mozambique,2015,0.266304369
Myanmar,1990,2.52924965
Myanmar,1995,2.782691809
Myanmar,2000,3.003438724
Myanmar,2005,3.302128243
Myanmar,2010,3.750390169
Myanmar,2015,4.363940752
Namibia,1990,1.544856241
Namibia,1995,1.600867472
Namibia,2000,1.847945532
Namibia,2005,1.661218448
Namibia,2010,1.268808683
Namibia,2015,1.240946131
Nepal,1990,2.620844862
Nepal,1995,2.87631683
Nepal,2000,3.159701737
Nepal,2005,3.870854198
Nepal,2010,4.936205369
Nepal,2015,6.031118755
Netherlands,1990,1.194353899
Netherlands,1995,1.559125485
Netherlands,2000,1.88344311
Netherlands,2005,1.963942123
Netherlands,2010,2.084452353
Netherlands,2015,2.37537206
New Zealand,1990,0.021209046
New Zealand,1995,0.024826889
New Zealand,2000,0.028857113
New Zealand,2005,0.031972465
New Zealand,2010,0.036907105
New Zealand,2015,0.0443316
Nicaragua,1990,0.033682977
Nicaragua,1995,0.043436938
Nicaragua,2000,0.060684357
Nicaragua,2005,0.093275975
Nicaragua,2010,0.125627241
Nicaragua,2015,0.145174977
Niger,1990,0.314083877
Niger,1995,0.245451474
Niger,2000,0.20402083
Niger,2005,0.221894447
Niger,2010,0.249141976
Niger,2015,0.277944901
Nigeria,1990,0.668315488
Nigeria,1995,0.482551923
Nigeria,2000,0.41260264
Nigeria,2005,0.396723954
Nigeria,2010,0.330537478
Nigeria,2015,0.310901191
North Korea,1990,3.625297904
North Korea,1995,4.502300726
North Korea,2000,5.421869719
North Korea,2005,6.231866428
North Korea,2010,7.085429388
North Korea,2015,8.139103738
Northern Mariana Islands,1990,0.479481787
Northern Mariana Islands,1995,0.413949465
Northern Mariana Islands,2000,0.342018893
Northern Mariana Islands,2005,0.308081917
Northern Mariana Islands,2010,0.274009176
Northern Mariana Islands,2015,0.27250162
Norway,1990,0.620756373
Norway,1995,0.785949942
Norway,2000,1.009334392
Norway,2005,1.066595632
Norway,2010,1.110233097
Norway,2015,1.049101957
Oman,1990,0.283278246
Oman,1995,0.2701016
Oman,2000,0.324336611
Oman,2005,0.358684565
Oman,2010,0.487318721
Oman,2015,0.413674979
Pakistan,1990,1.480298852
Pakistan,1995,1.881979006
Pakistan,2000,2.162073361
Pakistan,2005,2.34713043
Pakistan,2010,2.490595762
Pakistan,2015,2.650563329
Palestine,1990,0.418855234
Palestine,1995,0.394482686
Palestine,2000,0.370119824
Palestine,2005,0.395161305
Palestine,2010,0.451256892
Palestine,2015,0.470402983
Panama,1990,0.056640295
Panama,1995,0.091952069
Panama,2000,0.133160199
Panama,2005,0.167805752
Panama,2010,0.213325734
Panama,2015,0.273703199
Papua New Guinea,1990,0.018469353
Papua New Guinea,1995,0.013289366
Papua New Guinea,2000,0.011018167
Papua New Guinea,2005,0.010157775
Papua New Guinea,2010,0.011361045
Papua New Guinea,2015,0.012843257
Paraguay,1990,0.177911045
Paraguay,1995,0.199068381
Paraguay,2000,0.25481454
Paraguay,2005,0.377243396
Paraguay,2010,0.568002679
Paraguay,2015,0.828488555
Peru,1990,0.055814928
Peru,1995,0.068063662
Peru,2000,0.083229105
Peru,2005,0.119931542
Peru,2010,0.187120043
Peru,2015,0.252585642
Philippines,1990,0.078400262
Philippines,1995,0.094697708
Philippines,2000,0.118755179
Philippines,2005,0.157494833
Philippines,2010,0.199521969
Philippines,2015,0.25413126
Poland,1990,1.511171649
Poland,1995,1.367666664
Poland,2000,1.350739149
Poland,2005,1.414540475
Poland,2010,1.492571209
Poland,2015,1.458188035
Portugal,1990,2.051431875
Portugal,1995,2.398009019
Portugal,2000,2.832630707
Portugal,2005,2.855822095
Portugal,2010,2.526899698
Portugal,2015,2.218017107
Puerto Rico,1990,0.268476174
Puerto Rico,1995,0.408363349
Puerto Rico,2000,0.477393496
Puerto Rico,2005,0.538403492
Puerto Rico,2010,0.580406458
Puerto Rico,2015,0.559482396
Qatar,1990,0.356303508
Qatar,1995,0.444112402
Qatar,2000,0.536042262
Qatar,2005,0.432178877
Qatar,2010,0.249593472
Qatar,2015,0.280494419
Russia,1990,0.974238083
Russia,1995,1.098292068
Russia,2000,1.068121583
Russia,2005,0.917692341
Russia,2010,0.73704723
Russia,2015,0.748514958
Rwanda,1990,0.554116832
Rwanda,1995,0.61997016
Rwanda,2000,0.611878249
Rwanda,2005,0.365758524
Rwanda,2010,0.371667329
Rwanda,2015,0.393015444
Saint Lucia,1990,0.109899952
Saint Lucia,1995,0.135741004
Saint Lucia,2000,0.153507995
Saint Lucia,2005,0.151197264
Saint Lucia,2010,0.139726433
Saint Lucia,2015,0.152109499
Saint Vincent and the Grenadines,1990,0.045854154
Saint Vincent and the Grenadines,1995,0.054777718
Saint Vincent and the Grenadines,2000,0.06446262
Saint Vincent and the Grenadines,2005,0.067692235
Saint Vincent and the Grenadines,2010,0.063063351
Saint Vincent and the Grenadines,2015,0.071431549
Samoa,1990,2.73313E-05
Samoa,1995,2.91169E-05
Samoa,2000,2.63166E-06
Samoa,2005,7.62336E-06
Samoa,2010,2.42589E-06
Samoa,2015,2.23867E-05
Sao Tome and Principe,1990,1.626316589
Sao Tome and Principe,1995,1.649045771
Sao Tome and Principe,2000,1.706177864
Sao Tome and Principe,2005,1.698973028
Sao Tome and Principe,2010,1.544745646
Sao Tome and Principe,2015,1.406058618
Saudi Arabia,1990,0.209419409
Saudi Arabia,1995,0.219718595
Saudi Arabia,2000,0.227632768
Saudi Arabia,2005,0.237139511
Saudi Arabia,2010,0.241584257
Saudi Arabia,2015,0.263771381
Senegal,1990,0.206855907
Senegal,1995,0.174063018
Senegal,2000,0.157305522
Senegal,2005,0.157746513
Senegal,2010,0.162180777
Senegal,2015,0.164471317
Serbia,1990,1.689692726
Serbia,1995,2.054785728
Serbia,2000,2.322714863
Serbia,2005,2.421298632
Serbia,2010,2.366867375
Serbia,2015,2.173643588
Seychelles,1990,0.002343257
Seychelles,1995,0.001584914
Seychelles,2000,0.001281517
Seychelles,2005,0.002019337
Seychelles,2010,0.002594131
Seychelles,2015,0.005041146
Sierra Leone,1990,0.610815914
Sierra Leone,1995,0.449645359
Sierra Leone,2000,0.410505254
Sierra Leone,2005,0.494118467
Sierra Leone,2010,0.513774285
Sierra Leone,2015,0.494971164
Singapore,1990,2.15078544
Singapore,1995,1.382619939
Singapore,2000,0.69170178
Singapore,2005,0.564754464
Singapore,2010,0.646853459
Singapore,2015,0.84432204
Slovakia,1990,0.973187707
Slovakia,1995,0.81426715
Slovakia,2000,0.954517236
Slovakia,2005,1.020990112
Slovakia,2010,1.075364435
Slovakia,2015,0.9914148
Slovenia,1990,2.474524263
Slovenia,1995,2.735504313
Slovenia,2000,2.660463178
Slovenia,2005,2.380786464
Slovenia,2010,2.136923831
Slovenia,2015,2.27143064
Solomon Islands,1990,0.000280177
Solomon Islands,1995,0.00013586
Solomon Islands,2000,7.91339E-05
Solomon Islands,2005,7.34239E-05
Solomon Islands,2010,0.000111137
Solomon Islands,2015,0.000144817
Somalia,1990,0.128740612
