Entity,Year,Annual productivity growth rate
Canada,1984,2.734216
Canada,1985,0.894262
Canada,1986,-0.837419
Canada,1987,0.484936
Canada,1988,0.977112
Canada,1989,0.246836
Canada,1990,-0.12233
Canada,1991,0.838414
Canada,1992,2.028227
Canada,1993,2.017703
Canada,1994,1.987016
Canada,1995,1.204897
Canada,1996,-0.227882
Canada,1997,2.513683
Canada,1998,1.780535
Canada,1999,2.479363
Canada,2000,3.028795
Canada,2001,1.272087
Canada,2002,1.53508
Canada,2003,0.069993
Canada,2004,0.662119
Canada,2005,2.381737
Canada,2006,1.13706
Canada,2007,0.156648
Canada,2008,-0.071872
Canada,2009,0.721419
Canada,2010,1.104578
Canada,2011,1.736016
Canada,2012,-0.113358
Canada,2013,1.415101
Canada,2014,2.209628
Canada,2015,-0.209866
Canada,2016,0.654519
Chile,1987,2.446232
Chile,1988,1.007429
Chile,1989,4.733124
Chile,1990,1.350455
Chile,1991,6.26259
Chile,1992,7.242347
Chile,1993,2.161116
Chile,1994,5.968473
Chile,1995,10.540313
Chile,1996,7.005066
Chile,1997,7.749181
Chile,1998,0.214658
Chile,1999,1.739198
Chile,2000,4.155858
Chile,2001,3.089662
Chile,2002,0.886879
Chile,2003,0.841237
Chile,2004,4.684806
Chile,2005,5.337027
Chile,2006,4.120536
Chile,2007,3.855323
Chile,2008,2.20316
Chile,2009,0.088363
Chile,2010,-0.55172
Chile,2011,2.299627
Chile,2012,4.949921
Chile,2013,-1.010171
Chile,2014,1.663856
Chile,2015,0.766905
Chile,2016,1.211786
Czech Republic,1994,2.771376
Czech Republic,1995,4.432343
Czech Republic,1996,3.983695
Czech Republic,1997,-0.171812
Czech Republic,1998,0.368852
Czech Republic,1999,2.784027
Czech Republic,2000,5.020297
Czech Republic,2001,7.567242
Czech Republic,2002,1.116314
Czech Republic,2003,5.030127
Czech Republic,2004,4.478922
Czech Republic,2005,4.508764
Czech Republic,2006,6.477012
Czech Republic,2007,4.301077
Czech Republic,2008,0.202647
Czech Republic,2009,-2.464602
Czech Republic,2010,2.151721
Czech Republic,2011,1.71025
Czech Republic,2012,0.425993
Czech Republic,2013,-0.06494
Czech Republic,2014,1.361827
Czech Republic,2015,5.043439
Czech Republic,2016,0.02423
Denmark,1971,5.07605
Denmark,1972,5.310771
Denmark,1973,5.454593
Denmark,1974,0.641056
Denmark,1975,4.109739
Denmark,1976,3.694256
Denmark,1977,3.706799
Denmark,1978,2.867729
Denmark,1979,3.442621
Denmark,1980,-0.771012
Denmark,1981,2.943585
Denmark,1982,2.7908
Denmark,1983,2.979307
Denmark,1984,3.022903
Denmark,1985,2.529
Denmark,1986,2.168032
Denmark,1987,2.030911
Denmark,1988,1.962436
Denmark,1989,2.093414
Denmark,1990,2.926287
Denmark,1991,2.613912
Denmark,1992,1.721759
Denmark,1993,1.910314
Denmark,1994,6.384319
Denmark,1995,1.488125
Denmark,1996,2.384147
Denmark,1997,0.724827
Denmark,1998,-0.115171
Denmark,1999,1.018526
Denmark,2000,2.316336
Denmark,2001,-0.353036
Denmark,2002,0.82216
Denmark,2003,1.650379
Denmark,2004,3.193238
Denmark,2005,1.368877
Denmark,2006,1.31789
Denmark,2007,0.184429
Denmark,2008,-1.48873
Denmark,2009,-0.921703
Denmark,2010,3.913555
Denmark,2011,0.346242
Denmark,2012,1.91125
Denmark,2013,0.786346
Denmark,2014,1.432372
Denmark,2015,0.483353
Denmark,2016,0.498301
Estonia,2001,6.128426
Estonia,2002,5.976373
Estonia,2003,4.86448
Estonia,2004,6.284274
Estonia,2005,5.777571
Estonia,2006,5.525714
Estonia,2007,7.682072
Estonia,2008,-3.74871
Estonia,2009,1.992563
Estonia,2010,5.133984
Estonia,2011,-1.341034
Estonia,2012,4.443447
Estonia,2013,1.751968
Estonia,2014,2.461139
Estonia,2015,-0.748711
Estonia,2016,1.572609
EU28,1996,1.256645
EU28,1997,2.247465
EU28,1998,1.377323
EU28,1999,2.067846
EU28,2000,3.016213
EU28,2001,1.954047
EU28,2002,1.648852
EU28,2003,1.391242
EU28,2004,1.667218
EU28,2005,1.096094
EU28,2006,1.617351
EU28,2007,1.020209
EU28,2008,-0.397344
EU28,2009,-1.386919
EU28,2010,3.043758
EU28,2011,1.446733
EU28,2012,0.91939
EU28,2013,0.994275
EU28,2014,0.637098
EU28,2015,1.348069
EU28,2016,0.573507
Finland,1971,4.900945
Finland,1972,7.639441
Finland,1973,5.889932
Finland,1974,3.215181
Finland,1975,2.807526
Finland,1976,1.429505
Finland,1977,2.541867
Finland,1978,3.592247
Finland,1979,6.180099
Finland,1980,3.5132
Finland,1981,-0.265122
Finland,1982,2.745813
Finland,1983,3.731255
Finland,1984,3.09259
Finland,1985,3.393871
Finland,1986,4.246662
Finland,1987,2.661491
Finland,1988,3.693044
Finland,1989,4.334435
Finland,1990,3.059443
Finland,1991,0.937738
Finland,1992,3.68142
Finland,1993,5.412252
Finland,1994,4.244017
Finland,1995,2.315728
Finland,1996,2.262547
Finland,1997,3.317524
Finland,1998,4.111409
Finland,1999,1.7383
Finland,2000,4.284005
Finland,2001,2.258982
Finland,2002,1.106372
Finland,2003,2.3589
Finland,2004,3.215693
Finland,2005,1.812703
Finland,2006,2.44256
Finland,2007,3.076342
Finland,2008,-1.064207
Finland,2009,-4.65572
Finland,2010,3.263344
Finland,2011,1.601988
Finland,2012,-1.562715
Finland,2013,0.601673
Finland,2014,0.046372
Finland,2015,0.074349
Finland,2016,1.560596
France,1971,4.876043
France,1972,6.623136
France,1973,5.613823
France,1974,4.991084
France,1975,1.09812
France,1976,1.95396
France,1977,4.602077
France,1978,5.08442
France,1979,3.01388
France,1980,1.58096
France,1981,2.278202
France,1982,6.585348
France,1983,2.40077
France,1984,2.392258
France,1985,3.986635
France,1986,2.086741
France,1987,0.903429
France,1988,3.140346
France,1989,3.477948
France,1990,2.275058
France,1991,1.190097
France,1992,2.29076
France,1993,0.874908
France,1994,1.962654
France,1995,2.392011
France,1996,1.028944
France,1997,1.638819
France,1998,2.392153
France,1999,1.355845
France,2000,2.591716
France,2001,1.830299
France,2002,2.881264
France,2003,0.503953
France,2004,1.053045
France,2005,0.819557
France,2006,2.385276
France,2007,-0.337876
France,2008,-0.776192
France,2009,-0.768099
France,2010,1.41071
France,2011,0.845141
France,2012,0.239
France,2013,1.324277
France,2014,0.826754
France,2015,0.814403
France,2016,0.982528
G7,1971,4.150109
G7,1972,4.837643
G7,1973,4.160588
G7,1974,1.711667
G7,1975,2.118417
G7,1976,3.418883
G7,1977,2.768909
G7,1978,2.90005
G7,1979,2.222381
G7,1980,0.836562
G7,1981,2.677875
G7,1982,0.940191
G7,1983,2.679436
G7,1984,2.58613
G7,1985,2.904523
G7,1986,2.034827
G7,1987,1.764985
G7,1988,2.4219
G7,1989,2.330576
G7,1990,2.557218
G7,1991,1.762787
G7,1992,2.817242
G7,1993,1.674273
G7,1994,1.745242
G7,1995,1.511194
G7,1996,1.966621
G7,1997,2.035826
G7,1998,1.896352
G7,1999,2.593678
G7,2000,2.860502
G7,2001,1.898719
G7,2002,2.201981
G7,2003,1.901544
G7,2004,2.091608
G7,2005,1.646606
G7,2006,1.00525
G7,2007,0.837455
G7,2008,0.25916
G7,2009,0.518499
G7,2010,2.504683
G7,2011,0.638043
G7,2012,0.361212
G7,2013,0.817246
G7,2014,0.637956
G7,2015,0.974061
G7,2016,0.277853
Germany,1971,4.364272
Germany,1972,4.983052
Germany,1973,5.100988
Germany,1974,4.037165
Germany,1975,3.762491
Germany,1976,4.662282
Germany,1977,4.118106
Germany,1978,3.087135
Germany,1979,2.863317
Germany,1980,0.841889
Germany,1981,1.662488
Germany,1982,1.034649
Germany,1983,3.281032
Germany,1984,2.641189
Germany,1985,2.307415
Germany,1986,1.515231
Germany,1987,1.367928
Germany,1988,2.579542
Germany,1989,3.48007
Germany,1990,3.533561
Germany,1991,3.476712
Germany,1992,2.534649
Germany,1993,1.852769
Germany,1994,2.713052
Germany,1995,1.923578
Germany,1996,1.955246
Germany,1997,2.645639
Germany,1998,1.167181
Germany,1999,1.365133
Germany,2000,2.528596
Germany,2001,2.685833
Germany,2002,1.227405
Germany,2003,0.810112
Germany,2004,0.996369
Germany,2005,1.515997
Germany,2006,1.92429
Germany,2007,1.516664
Germany,2008,0.187488
Germany,2009,-2.563785
Germany,2010,2.473452
Germany,2011,2.056115
Germany,2012,0.620573
Germany,2013,0.799818
Germany,2014,0.731196
Germany,2015,0.789606
Germany,2016,1.002117
Greece,1984,5.757728
Greece,1985,-0.843088
Greece,1986,0.749594
Greece,1987,-0.157482
Greece,1988,3.17157
Greece,1989,1.323237
Greece,1990,-0.202862
Greece,1991,3.413481
Greece,1992,-2.028421
Greece,1993,-3.374167
Greece,1994,1.789062
Greece,1995,2.053581
Greece,1996,3.515563
Greece,1997,4.968849
Greece,1998,-0.50061
Greece,1999,3.213899
Greece,2000,3.443101
Greece,2001,4.07792
Greece,2002,1.824336
Greece,2003,4.436506
Greece,2004,3.027007
Greece,2005,-2.83194
Greece,2006,4.298493
Greece,2007,2.593758
Greece,2008,-1.372078
Greece,2009,-2.600209
Greece,2010,-0.036735
Greece,2011,-3.2888
Greece,2012,-1.90544
Greece,2013,-0.82487
Greece,2014,1.706288
Greece,2015,-1.507296
Greece,2016,-0.656919
Hungary,1992,8.245522
Hungary,1993,6.075182
Hungary,1994,-1.863997
Hungary,1995,15.543497
Hungary,1996,0.234906
Hungary,1997,1.965703
Hungary,1998,2.662932
Hungary,1999,-0.470434
Hungary,2000,3.564578
Hungary,2001,6.067281
Hungary,2002,3.988883
Hungary,2003,5.271526
Hungary,2004,5.594741
Hungary,2005,4.653462
Hungary,2006,3.583189
Hungary,2007,0.542605
Hungary,2008,2.715414
Hungary,2009,-3.30099
Hungary,2010,12.448737
Hungary,2011,2.068799
Hungary,2012,-0.689621
Hungary,2013,1.301812
Hungary,2014,-0.975789
Hungary,2015,1.082485
Hungary,2016,-1.009415
Iceland,1971,10.0801
Iceland,1972,4.972196
Iceland,1973,4.931072
Iceland,1974,3.637491
Iceland,1975,0.139255
Iceland,1976,4.106195
Iceland,1977,11.00705
Iceland,1978,5.181218
Iceland,1979,4.936951
Iceland,1980,3.157028
Iceland,1981,-0.531204
Iceland,1982,-0.54093
Iceland,1983,-3.041283
Iceland,1984,2.820165
Iceland,1985,-0.279531
Iceland,1986,3.477254
Iceland,1987,2.705119
Iceland,1988,2.502125
Iceland,1989,2.009336
Iceland,1990,2.734729
Iceland,1991,-0.37818
Iceland,1992,-3.373894
Iceland,1993,0.633412
Iceland,1994,4.536369
Iceland,1995,-1.990564
Iceland,1996,3.536583
Iceland,1997,3.359687
Iceland,1998,3.490867
Iceland,1999,1.557145
Iceland,2000,-0.462465
Iceland,2001,1.489088
Iceland,2002,3.861284
Iceland,2003,4.251915
Iceland,2004,8.075774
Iceland,2005,3.861417
Iceland,2006,0.542399
Iceland,2007,6.01418
Iceland,2008,0.50839
Iceland,2009,3.764911
Iceland,2010,-2.422605
Iceland,2011,-0.402344
Iceland,2012,1.431868
Iceland,2013,1.451706
Iceland,2014,-0.649627
Iceland,2015,-0.160486
Iceland,2016,3.221986
Ireland,1971,3.036381
Ireland,1972,8.755555
Ireland,1973,3.825002
Ireland,1974,4.464813
Ireland,1975,6.968272
Ireland,1976,2.542927
Ireland,1977,6.295757
Ireland,1978,6.964127
Ireland,1979,-0.952877
Ireland,1980,5.966467
Ireland,1981,5.173556
Ireland,1982,3.058777
Ireland,1983,1.145759
Ireland,1984,7.230088
Ireland,1985,3.187407
Ireland,1986,-1.473931
Ireland,1987,5.079669
Ireland,1988,4.768535
Ireland,1989,5.562187
Ireland,1990,4.488412
Ireland,1991,4.03505
Ireland,1992,5.006617
Ireland,1993,2.50529
Ireland,1994,2.439334
Ireland,1995,4.931535
Ireland,1996,3.692496
Ireland,1997,7.276328
Ireland,1998,4.512361
Ireland,1999,4.499683
Ireland,2000,5.356596
Ireland,2001,3.100449
Ireland,2002,5.721413
Ireland,2003,2.178622
Ireland,2004,3.814798
Ireland,2005,0.617494
Ireland,2006,1.094957
Ireland,2007,1.552801
Ireland,2008,-2.224424
Ireland,2009,5.320563
Ireland,2010,6.724118
Ireland,2011,9.579674
Ireland,2012,0.310935
Ireland,2013,-1.547142
Ireland,2014,5.827113
Ireland,2015,21.79759
Ireland,2016,2.366617
Israel,1982,1.730839
Israel,1983,0.544638
Israel,1984,-0.812322
Israel,1985,3.416439
Israel,1986,2.717416
Israel,1987,4.145566
Israel,1988,1.875648
Israel,1989,-1.274091
Israel,1990,5.180994
Israel,1991,2.491071
Israel,1992,-0.570645
Israel,1993,-0.66006
Israel,1994,-1.361127
Israel,1995,-1.014583
Israel,1996,0.956139
Israel,1997,1.212577
Israel,1998,2.785343
Israel,1999,-0.150242
Israel,2000,4.025272
Israel,2001,0.903995
Israel,2002,-1.804727
Israel,2003,0.895882
Israel,2004,4.678313
Israel,2005,1.137859
Israel,2006,3.622571
Israel,2007,1.19008
Israel,2008,-0.354347
Israel,2009,-0.57266
Israel,2010,2.71342
Israel,2011,2.709168
Israel,2012,-0.305167
Israel,2013,2.039115
Israel,2014,1.42654
Israel,2015,0.292956
Israel,2016,0.25345
Italy,1971,4.44567
Italy,1972,4.961158
Italy,1973,6.494574
Italy,1974,5.560141
Italy,1975,-1.396418
Italy,1976,6.219201
Italy,1977,4.1591
Italy,1978,3.396121
Italy,1979,5.189319
Italy,1980,1.901039
Italy,1981,0.585723
Italy,1982,-0.401441
Italy,1983,0.883191
Italy,1984,3.806124
Italy,1985,2.025822
Italy,1986,1.69566
Italy,1987,1.91329
Italy,1988,2.888171
Italy,1989,3.556384
Italy,1990,0.96318
Italy,1991,0.046265
Italy,1992,1.399459
Italy,1993,1.891468
Italy,1994,4.200469
Italy,1995,2.96462
Italy,1996,0.132695
Italy,1997,1.843066
Italy,1998,-0.13069
Italy,1999,0.643892
Italy,2000,2.801162
Italy,2001,0.521005
Italy,2002,-0.804015
Italy,2003,-0.711288
Italy,2004,0.995661
Italy,2005,0.568507
Italy,2006,0.007487
Italy,2007,-0.081213
Italy,2008,-0.654717
Italy,2009,-2.177136
Italy,2010,2.249799
Italy,2011,0.492032
Italy,2012,-0.316343
Italy,2013,0.911141
Italy,2014,0.183492
Italy,2015,0.294075
Italy,2016,-0.737427
Japan,1971,4.151312
Japan,1972,8.385304
Japan,1973,6.941608
Japan,1974,2.162616
Japan,1975,4.56906
Japan,1976,2.355691
Japan,1977,3.104367
Japan,1978,4.54974
Japan,1979,4.263
Japan,1980,2.351951
Japan,1981,4.125404
Japan,1982,2.636185
Japan,1983,1.960158
Japan,1984,3.467331
Japan,1985,6.518072
Japan,1986,2.112885
Japan,1987,3.746104
Japan,1988,6.119479
Japan,1989,4.943618
Japan,1990,5.833405
Japan,1991,2.937583
Japan,1992,1.368307
Japan,1993,2.936465
Japan,1994,1.121643
Japan,1995,3.149914
Japan,1996,2.561754
Japan,1997,1.807445
Japan,1998,1.265417
Japan,1999,2.890795
Japan,2000,2.907634
Japan,2001,1.443372
Japan,2002,1.920229
Japan,2003,1.418434
Japan,2004,2.307037
Japan,2005,1.536323
Japan,2006,0.207977
Japan,2007,0.798449
Japan,2008,-0.16
Japan,2009,-1.111757
Japan,2010,3.267094
Japan,2011,0.233242
Japan,2012,0.934942
Japan,2013,2.065012
Japan,2014,0.038248
Japan,2015,1.452825
Japan,2016,0.393565
Latvia,1996,1.793934
Latvia,1997,4.329554
Latvia,1998,6.917512
Latvia,1999,4.493543
Latvia,2000,9.090596
Latvia,2001,4.16067
Latvia,2002,8.255342
Latvia,2003,8.323137
Latvia,2004,10.91038
Latvia,2005,8.161195
Latvia,2006,5.724939
Latvia,2007,7.550134
Latvia,2008,-8.751129
Latvia,2009,2.494602
Latvia,2010,3.824912
Latvia,2011,3.901849
Latvia,2012,3.482137
Latvia,2013,0.611032
Latvia,2014,2.73578
Latvia,2015,3.109323
Latvia,2016,2.098538
Lithuania,1996,4.316846
Lithuania,1997,7.286238
Lithuania,1998,5.457703
Lithuania,1999,4.229769
Lithuania,2000,1.393009
Lithuania,2001,11.642337
Lithuania,2002,4.694311
Lithuania,2003,9.118789
Lithuania,2004,2.415266
Lithuania,2005,6.898455
Lithuania,2006,8.018428
Lithuania,2007,7.17735
Lithuania,2008,2.395392
Lithuania,2009,-4.225338
Lithuania,2010,6.109558
Lithuania,2011,6.984069
Lithuania,2012,2.105715
Lithuania,2013,3.027573
Lithuania,2014,1.92833
Lithuania,2015,-0.665631
Lithuania,2016,-1.00424
Luxembourg,1971,-0.336009
Luxembourg,1972,4.973265
Luxembourg,1973,8.044977
Luxembourg,1974,2.746566
Luxembourg,1975,-6.234017
Luxembourg,1976,1.702846
Luxembourg,1977,3.106858
Luxembourg,1978,5.748396
Luxembourg,1979,2.820258
Luxembourg,1980,1.104438
Luxembourg,1981,0.585628
Luxembourg,1982,2.477126
Luxembourg,1983,3.671215
Luxembourg,1984,6.469476
Luxembourg,1985,0.978313
Luxembourg,1986,7.991016
Luxembourg,1987,1.303261
Luxembourg,1988,4.010401
Luxembourg,1989,6.858446
Luxembourg,1990,1.064682
Luxembourg,1991,5.596744
Luxembourg,1992,0.385033
Luxembourg,1993,1.959698
Luxembourg,1994,2.442238
Luxembourg,1995,2.454214
Luxembourg,1996,-1.610741
Luxembourg,1997,2.3396
Luxembourg,1998,1.89203
Luxembourg,1999,3.620198
Luxembourg,2000,2.120986
Luxembourg,2001,-1.998351
Luxembourg,2002,1.223832
Luxembourg,2003,-0.101658
Luxembourg,2004,1.295383
Luxembourg,2005,2.205342
Luxembourg,2006,1.138236
Luxembourg,2007,2.854857
Luxembourg,2008,-5.814533
Luxembourg,2009,-2.198032
Luxembourg,2010,2.984861
Luxembourg,2011,-0.303173
Luxembourg,2012,-2.262246
Luxembourg,2013,2.159961
Luxembourg,2014,2.751069
Luxembourg,2015,-0.553543
Luxembourg,2016,0.145118
Mexico,1992,0.514402
Mexico,1993,-1.953304
Mexico,1994,-0.713227
Mexico,1995,-6.03313
Mexico,1996,-0.404042
Mexico,1997,-1.22643
Mexico,1998,5.755469
Mexico,1999,-0.818021
Mexico,2000,7.547789
Mexico,2001,1.053185
Mexico,2002,-3.787818
Mexico,2003,3.071121
Mexico,2004,1.657883
Mexico,2005,-0.634442
Mexico,2006,3.724908
Mexico,2007,2.294002
Mexico,2008,-3.073315
Mexico,2009,0.551974
Mexico,2010,-4.902953
Mexico,2011,3.060017
Mexico,2012,0.759049
Mexico,2013,-0.424048
Mexico,2014,2.325486
Mexico,2015,0.232308
Mexico,2016,-0.207474
Netherlands,1971,5.130152
Netherlands,1972,3.210109
Netherlands,1973,6.633468
Netherlands,1974,6.801084
Netherlands,1975,3.367409
Netherlands,1976,5.00116
Netherlands,1977,3.088451
Netherlands,1978,2.793851
Netherlands,1979,1.249417
Netherlands,1980,1.54927
Netherlands,1981,-0.3381
Netherlands,1982,1.17232
Netherlands,1983,3.996108
Netherlands,1984,2.764309
Netherlands,1985,1.836684
Netherlands,1986,1.366769
Netherlands,1987,1.22643
Netherlands,1988,1.812885
Netherlands,1989,2.039129
Netherlands,1990,1.447354
Netherlands,1991,1.137356
Netherlands,1992,-0.120267
Netherlands,1993,1.534849
Netherlands,1994,1.756559
Netherlands,1995,-1.471679
Netherlands,1996,0.42781
Netherlands,1997,2.163137
Netherlands,1998,2.356468
Netherlands,1999,2.192854
Netherlands,2000,3.301662
Netherlands,2001,0.858475
Netherlands,2002,0.610421
Netherlands,2003,1.430249
Netherlands,2004,1.74202
Netherlands,2005,2.46191
Netherlands,2006,1.552061
Netherlands,2007,0.769427
Netherlands,2008,0.046702
Netherlands,2009,-2.389387
Netherlands,2010,2.141425
Netherlands,2011,0.712868
Netherlands,2012,-0.20272
Netherlands,2013,0.682799
Netherlands,2014,0.709455
Netherlands,2015,1.661092
Netherlands,2016,0.217553
New Zealand,1971,2.777346
New Zealand,1972,4.195071
New Zealand,1973,4.456141
New Zealand,1974,1.707295
New Zealand,1975,-3.222478
New Zealand,1976,-0.572978
New Zealand,1977,-5.189262
New Zealand,1978,1.075921
New Zealand,1979,1.047118
New Zealand,1980,1.466254
New Zealand,1981,4.082349
New Zealand,1982,0.853035
New Zealand,1983,4.67551
New Zealand,1984,1.55185
New Zealand,1985,-0.991781
New Zealand,1986,3.307775
New Zealand,1987,-4.934426
New Zealand,1988,5.78463
New Zealand,1989,4.570542
New Zealand,1990,3.542825
New Zealand,1991,-1.790746
New Zealand,1992,3.752533
New Zealand,1993,2.388272
New Zealand,1994,0.310298
New Zealand,1995,1.07834
New Zealand,1996,0.333264
New Zealand,1997,3.31226
New Zealand,1998,-1.601393
New Zealand,1999,1.039755
New Zealand,2000,2.994824
New Zealand,2001,1.800627
New Zealand,2002,1.94584
New Zealand,2003,1.866311
New Zealand,2004,-0.392188
New Zealand,2005,-0.107395
New Zealand,2006,1.461766
New Zealand,2007,3.875156
New Zealand,2008,-3.143453
New Zealand,2009,5.211792
New Zealand,2010,-0.970218
New Zealand,2011,1.971018
New Zealand,2012,3.612534
New Zealand,2013,-1.918483
New Zealand,2014,-0.793466
New Zealand,2015,1.722873
New Zealand,2016,-0.230624
Norway,1971,6.059785
Norway,1972,6.037278
Norway,1973,4.638265
Norway,1974,3.818441
Norway,1975,4.252588
Norway,1976,5.684685
Norway,1977,3.57482
Norway,1978,4.422196
Norway,1979,4.337801
Norway,1980,2.119456
Norway,1981,0.942582
Norway,1982,0.919202
Norway,1983,4.550209
Norway,1984,5.603948
Norway,1985,3.104829
Norway,1986,1.024745
Norway,1987,1.534081
Norway,1988,0.114527
Norway,1989,4.193719
Norway,1990,3.382027
Norway,1991,4.298229
Norway,1992,3.102384
Norway,1993,2.345578
Norway,1994,3.777979
Norway,1995,3.196289
Norway,1996,3.324485
Norway,1997,2.627759
Norway,1998,0.098352
Norway,1999,1.14345
Norway,2000,3.877234
Norway,2001,3.556386
Norway,2002,2.081271
Norway,2003,3.004834
Norway,2004,1.885512
Norway,2005,1.036953
Norway,2006,-0.792763
Norway,2007,-1.745007
Norway,2008,-2.961976
Norway,2009,0.27993
Norway,2010,0.555446
Norway,2011,-0.773127
Norway,2012,0.76579
Norway,2013,0.702934
Norway,2014,0.589302
Norway,2015,1.398108
Norway,2016,0.349463
OECD,2001,1.724283
OECD,2002,1.747408
OECD,2003,2.267924
OECD,2004,2.218606
OECD,2005,1.545178
OECD,2006,1.491875
OECD,2007,1.388105
OECD,2008,-0.073462
OECD,2009,0.263058
OECD,2010,1.765175
OECD,2011,1.099188
OECD,2012,0.516776
OECD,2013,0.895293
OECD,2014,0.842195
OECD,2015,1.060137
OECD,2016,0.362927
Poland,1994,6.279695
Poland,1995,6.127999
Poland,1996,4.793706
Poland,1997,4.973774
Poland,1998,3.410178
Poland,1999,9.028664
Poland,2000,6.150572
Poland,2001,3.444222
Poland,2002,5.481871
Poland,2003,4.495402
Poland,2004,3.939481
Poland,2005,1.576481
Poland,2006,2.832264
Poland,2007,2.57642
Poland,2008,0.821588
Poland,2009,3.223888
Poland,2010,6.702097
Poland,2011,4.691873
Poland,2012,1.751254
Poland,2013,1.646453
Poland,2014,1.202186
Poland,2015,1.90674
Poland,2016,2.216075
Portugal,1971,4.756877
Portugal,1972,8.61681
Portugal,1973,12.109253
Portugal,1974,-5.955908
Portugal,1975,-8.608225
Portugal,1976,5.641146
Portugal,1977,4.956605
Portugal,1978,3.808173
Portugal,1979,5.098679
Portugal,1980,3.23047
Portugal,1981,1.986087
Portugal,1982,3.21362
Portugal,1983,-3.707118
Portugal,1984,-0.786958
Portugal,1985,4.066348
Portugal,1986,4.578666
Portugal,1987,2.808746
Portugal,1988,4.792784
Portugal,1989,2.985163
Portugal,1990,2.365685
Portugal,1991,5.222304
Portugal,1992,3.591427
Portugal,1993,-0.122963
Portugal,1994,0.643832
Portugal,1995,1.654025
Portugal,1996,1.736206
Portugal,1997,2.017555
Portugal,1998,1.0931
Portugal,1999,2.211038
Portugal,2000,1.036458
Portugal,2001,1.052325
Portugal,2002,0.744245
Portugal,2003,0.400746
Portugal,2004,2.201143
Portugal,2005,1.121781
Portugal,2006,1.791404
Portugal,2007,1.560438
Portugal,2008,0.526129
Portugal,2009,-0.270855
Portugal,2010,3.224885
Portugal,2011,1.360494
Portugal,2012,1.011217
Portugal,2013,1.23433
Portugal,2014,-0.924948
Portugal,2015,-0.005675
Portugal,2016,0.461847
Russia,1996,-2.14808
Russia,1997,2.982457
Russia,1998,-2.270326
Russia,1999,-2.125258
Russia,2000,5.485113
Russia,2001,5.111799
Russia,2002,2.227025
