Entity,Year,"Crude marriage rate (per 1,000 inhabitants)"
France (metropolitan),1964,7.2
France (metropolitan),1965,7.1
France (metropolitan),1966,6.9
France (metropolitan),1967,7
France (metropolitan),1968,7.1
France (metropolitan),1969,7.6
France (metropolitan),1970,7.8
France (metropolitan),1971,7.9
France (metropolitan),1972,8.1
France (metropolitan),1973,7.7
France (metropolitan),1974,7.5
France (metropolitan),1975,7.4
France (metropolitan),1976,7.1
France (metropolitan),1977,6.9
France (metropolitan),1978,6.6
France (metropolitan),1979,6.4
France (metropolitan),1980,6.2
France (metropolitan),1981,5.8
France (metropolitan),1982,5.7
France (metropolitan),1983,5.5
France (metropolitan),1984,5.1
France (metropolitan),1985,4.9
France (metropolitan),1986,4.8
France (metropolitan),1987,4.8
France (metropolitan),1988,4.8
France (metropolitan),1989,5
France (metropolitan),1990,5.1
France (metropolitan),1991,4.9
France (metropolitan),1992,4.7
France (metropolitan),1993,4.4
France (metropolitan),1994,4.4
France (metropolitan),1995,4.4
France (metropolitan),1996,4.8
France (metropolitan),1997,4.9
France (metropolitan),1998,4.6
France (metropolitan),1999,4.9
France (metropolitan),2000,5
France (metropolitan),2001,4.8
France (metropolitan),2002,4.7
France (metropolitan),2003,4.6
France (metropolitan),2004,4.5
France (metropolitan),2005,4.5
France (metropolitan),2006,4.3
France (metropolitan),2007,4.3
France (metropolitan),2008,4.2
France (metropolitan),2009,3.9
France (metropolitan),2010,3.9
France (metropolitan),2011,3.7
France (metropolitan),2012,3.7
French Guiana,1970,5.5
French Guiana,1985,3.700000048
French Guiana,1995,4.800000191
French Guiana,2005,3
French Guiana,2006,3.099999905
French Polynesia,1971,6.400000095
French Polynesia,1985,7.400000095
French Polynesia,1995,5.699999809
French Polynesia,2005,4.199999809
French Polynesia,2006,4.400000095
Georgia,1970,7.800000191
Georgia,1985,8.399999619
Georgia,1995,4
Georgia,2004,3.4
Georgia,2005,4.1
Georgia,2006,5
Georgia,2007,5.7
Georgia,2008,7.2
Georgia,2009,7.2
Georgia,2010,7.8
Georgia,2011,6.9
Georgia,2014,7.7
Georgia,2015,7.8
Georgia,2016,6.7
Georgia,2017,6.4
Germany,1960,9.5
Germany,1961,9.5
Germany,1962,9.4
Germany,1963,8.8
Germany,1964,8.5
Germany,1965,8.2
Germany,1966,7.9
Germany,1967,7.8
Germany,1968,7.3
Germany,1969,7.3
Germany,1970,7.4
Germany,1971,7.2
Germany,1972,7
Germany,1973,6.7
Germany,1974,6.5
Germany,1975,6.7
Germany,1976,6.5
Germany,1977,6.5
Germany,1978,6
Germany,1979,6.2
Germany,1980,6.3
Germany,1981,6.2
Germany,1982,6.2
Germany,1983,6.3
Germany,1984,6.4
Germany,1985,6.4
Germany,1986,6.6
Germany,1987,6.7
Germany,1988,6.8
Germany,1989,6.7
Germany,1990,6.5
Germany,1991,5.7
Germany,1992,5.6
Germany,1993,5.5
Germany,1994,5.4
Germany,1995,5.3
Germany,1996,5.2
Germany,1997,5.2
Germany,1998,5.1
Germany,1999,5.2
Germany,2000,5.1
Germany,2001,4.7
Germany,2002,4.6
Germany,2003,4.6
Germany,2004,4.8
Germany,2005,4.7
Germany,2006,4.5
Germany,2007,4.5
Germany,2008,4.6
Germany,2009,4.6
Germany,2010,4.7
Germany,2011,4.6
Germany,2012,4.8
Germany,2013,4.6
Germany,2014,4.8
Germany,2015,4.9
Germany,2016,5
Germany,2017,4.9
Gibraltar,1970,20.29999924
Gibraltar,1985,20.20000076
Gibraltar,1995,28.20000076
Gibraltar,2005,6.300000191
Gibraltar,2006,5.599999905
Greece,1960,7
Greece,1961,8.4
Greece,1962,8.4
Greece,1963,9.2
Greece,1964,8.9
Greece,1965,9.4
Greece,1966,8.3
Greece,1967,9.4
Greece,1968,7.5
Greece,1969,8.3
Greece,1970,7.7
Greece,1971,8.3
Greece,1972,6.8
Greece,1973,8.3
Greece,1974,7.6
Greece,1975,8.5
Greece,1976,6.9
Greece,1977,8.2
Greece,1978,7.7
Greece,1979,8.3
Greece,1980,6.5
Greece,1981,7.3
Greece,1982,6.9
Greece,1983,7.2
Greece,1984,5.5
Greece,1985,6.4
Greece,1986,5.8
Greece,1987,6.6
Greece,1988,4.8
Greece,1989,6.1
Greece,1990,5.8
Greece,1991,6.4
Greece,1992,4.7
Greece,1993,5.9
Greece,1994,5.4
Greece,1995,6.1
Greece,1996,4.3
Greece,1997,5.6
Greece,1998,5.1
Greece,1999,5.6
Greece,2000,4.5
Greece,2001,5.3
Greece,2002,5.3
Greece,2003,5.5
Greece,2004,4.6
Greece,2005,5.5
Greece,2006,5.2
Greece,2007,5.5
Greece,2008,4.8
Greece,2009,5.3
Greece,2010,5.1
Greece,2011,5
Greece,2012,4.5
Greece,2013,4.7
Greece,2014,4.9
Greece,2015,5
Greece,2016,4.6
Greece,2017,4.7
Greenland,1970,4.300000191
Greenland,1985,6.5
Greenland,1996,3.700000048
Grenada,1969,3.099999905
Grenada,1979,3.299999952
Grenada,1997,5
Grenada,2000,6.099999905
Grenada,2001,5
Guadeloupe,1970,5.900000095
Guadeloupe,1985,4.699999809
Guadeloupe,1998,5.099999905
Guadeloupe,2005,4.300000191
Guadeloupe,2006,4.300000191
Guam,1970,10.30000019
Guam,1985,12.69999981
Guam,1995,10.5
Guam,2003,8
Guam,2004,9.399999619
Guatemala,1970,3.5
Guatemala,1985,5
Guatemala,1995,5
Guatemala,2005,4.099999905
Guatemala,2006,4.400000095
Guinea-Bissau,1970,0.200000003
Guinea-Bissau,1971,0.200000003
Guyana,1968,4.199999809
Guyana,2005,4.800000191
Guyana,2006,6.099999905
Honduras,1970,3.599999905
Honduras,1985,4.599999905
Honduras,1987,2.700000048
Honduras,2005,2.900000095
Honduras,2007,2.599999905
Hong Kong,1970,5.199999809
Hong Kong,1985,8.300000191
Hong Kong,1995,6.300000191
Hong Kong,2005,6.300000191
Hong Kong,2006,7.300000191
Hungary,1960,8.9
Hungary,1961,8.3
Hungary,1962,8.1
Hungary,1963,8.4
Hungary,1964,8.7
Hungary,1965,8.8
Hungary,1966,9.2
Hungary,1967,9.4
Hungary,1968,9.3
Hungary,1969,9.3
Hungary,1970,9.3
Hungary,1971,9.1
Hungary,1972,9.4
Hungary,1973,9.7
Hungary,1974,9.5
Hungary,1975,9.8
Hungary,1976,9.5
Hungary,1977,9.1
Hungary,1978,8.7
Hungary,1979,8.1
Hungary,1980,7.5
Hungary,1981,7.2
Hungary,1982,7.1
Hungary,1983,7.1
Hungary,1984,7
Hungary,1985,6.9
Hungary,1986,6.8
Hungary,1987,6.2
Hungary,1988,6.2
Hungary,1989,6.4
Hungary,1990,6.4
Hungary,1991,5.9
Hungary,1992,5.5
Hungary,1993,5.2
Hungary,1994,5.2
Hungary,1995,5.2
Hungary,1996,4.7
Hungary,1997,4.6
Hungary,1998,4.4
Hungary,1999,4.4
Hungary,2000,4.7
Hungary,2001,4.3
Hungary,2002,4.5
Hungary,2003,4.5
Hungary,2004,4.3
Hungary,2005,4.4
Hungary,2006,4.4
Hungary,2007,4.1
Hungary,2008,4
Hungary,2009,3.7
Hungary,2010,3.6
Hungary,2011,3.6
Hungary,2012,3.6
Hungary,2013,3.7
Hungary,2014,3.9
Hungary,2015,4.7
Hungary,2016,5.3
Hungary,2017,5.2
Iceland,1960,7.5
Iceland,1961,7.5
Iceland,1962,7.4
Iceland,1963,7.8
Iceland,1964,8.3
Iceland,1965,8.1
Iceland,1966,7.9
Iceland,1967,8.6
Iceland,1968,8.4
Iceland,1969,8.5
Iceland,1970,7.8
Iceland,1971,7.9
Iceland,1972,8.1
Iceland,1973,8.3
Iceland,1974,8.8
Iceland,1975,7.7
Iceland,1976,7.5
Iceland,1977,7.1
Iceland,1978,7.1
Iceland,1979,6.4
Iceland,1980,5.7
Iceland,1981,5.9
Iceland,1982,5.6
Iceland,1983,5.9
Iceland,1984,5.9
Iceland,1985,5.2
Iceland,1986,5.1
Iceland,1987,4.7
Iceland,1988,5.2
Iceland,1989,4.7
Iceland,1990,4.5
Iceland,1991,4.8
Iceland,1992,4.8
Iceland,1993,4.6
Iceland,1994,4.9
Iceland,1995,4.6
Iceland,1996,5
Iceland,1997,5.5
Iceland,1998,5.6
Iceland,1999,5.6
Iceland,2000,6.3
Iceland,2001,5.2
Iceland,2002,5.6
Iceland,2003,5.1
Iceland,2004,5
Iceland,2005,5.4
Iceland,2006,5.5
Iceland,2007,5.5
Iceland,2008,5.2
Iceland,2009,4.6
Iceland,2010,4.9
Iceland,2011,4.6
Indonesia,1976,6.800000191
Indonesia,1985,6.599999905
Indonesia,1995,8.100000381
Indonesia,2002,8.300000191
Indonesia,2003,7.599999905
Iran,1970,5.900000095
Iran,1986,6.900000095
Iran,1995,7.400000095
Iran,2005,11.30000019
Iran,2006,11
Iraq,1970,4.099999905
Iraq,1986,8
Iraq,1995,5.599999905
Iraq,2000,6.800000191
Iraq,2004,9.600000381
Ireland,1960,5.5
Ireland,1961,5.4
Ireland,1962,5.5
Ireland,1963,5.5
Ireland,1964,5.6
Ireland,1965,5.9
Ireland,1966,5.8
Ireland,1967,6.1
Ireland,1968,6.5
Ireland,1969,6.9
Ireland,1970,7
Ireland,1971,7.4
Ireland,1972,7.3
Ireland,1973,7.4
Ireland,1974,7.3
Ireland,1975,6.7
Ireland,1976,6.4
Ireland,1977,6.1
Ireland,1978,6.4
Ireland,1979,6.2
Ireland,1980,6.4
Ireland,1981,6
Ireland,1982,5.8
Ireland,1983,5.5
Ireland,1984,5.2
Ireland,1985,5.3
Ireland,1986,5.2
Ireland,1987,5.2
Ireland,1988,5.2
Ireland,1989,5.2
Ireland,1990,5.1
Ireland,1991,4.9
Ireland,1992,4.7
Ireland,1993,4.7
Ireland,1994,4.6
Ireland,1995,4.3
Ireland,1996,4.4
Ireland,1997,4.3
Ireland,1998,4.5
Ireland,1999,4.9
Ireland,2000,5
Ireland,2001,5
Ireland,2002,5.2
Ireland,2003,5.1
Ireland,2004,5.2
Ireland,2005,5.1
Ireland,2006,5.2
Ireland,2007,5.2
Ireland,2008,4.9
Ireland,2009,4.8
Ireland,2010,4.5
Ireland,2011,4.3
Ireland,2012,4.5
Ireland,2013,4.5
Ireland,2014,4.7
Ireland,2015,4.7
Ireland,2016,4.8
Ireland,2017,4.6
Isle of Man,1970,8.300000191
Isle of Man,1985,5.300000191
Isle of Man,1995,5.900000095
Isle of Man,2003,5.300000191
Isle of Man,2004,5.099999905
Israel,1970,8.9
Israel,1985,6.9
Israel,1986,7
Israel,1987,6.9
Israel,1988,7
Israel,1989,7.1
Israel,1990,6.8
Israel,1991,6.5
Israel,1992,6.4
Israel,1993,6.6
Israel,1994,6.7
Israel,1995,6.5
Israel,1996,6.3
Israel,1997,6.5
Israel,1998,6.7
Israel,1999,6.6
Israel,2000,6.4
Israel,2001,6.3
Israel,2002,6.2
Israel,2003,6.1
Israel,2004,5.9
Israel,2005,5.9
Israel,2006,6.3
Israel,2007,6.5
Israel,2008,6.8
Israel,2009,6.5
Israel,2010,6.3
Israel,2011,6.6
Israel,2012,6.4
Israel,2013,6.5
Israel,2014,6.2
Israel,2015,6.4
Israel,2016,6.2
Italy,1960,7.7
Italy,1961,7.9
Italy,1962,8
Italy,1963,8.2
Italy,1964,8.1
Italy,1965,7.7
Italy,1966,7.3
Italy,1967,7.2
Italy,1968,7
Italy,1969,7.2
Italy,1970,7.3
Italy,1971,7.5
Italy,1972,7.7
Italy,1973,7.6
Italy,1974,7.3
Italy,1975,6.7
Italy,1976,6.4
Italy,1977,6.2
Italy,1978,5.9
Italy,1979,5.8
Italy,1980,5.7
Italy,1981,5.6
Italy,1982,5.5
Italy,1983,5.4
Italy,1984,5.3
Italy,1985,5.3
Italy,1986,5.3
Italy,1987,5.4
Italy,1988,5.6
Italy,1989,5.7
Italy,1990,5.6
Italy,1991,5.5
Italy,1992,5.5
Italy,1993,5.3
Italy,1994,5.1
Italy,1995,5.1
Italy,1996,4.9
Italy,1997,4.9
Italy,1998,4.9
Italy,1999,4.9
Italy,2000,5
Italy,2001,4.6
Italy,2002,4.7
Italy,2003,4.6
Italy,2004,4.3
Italy,2005,4.3
Italy,2006,4.2
Italy,2007,4.3
Italy,2008,4.2
Italy,2009,3.9
Italy,2010,3.7
Italy,2011,3.4
Italy,2012,3.5
Italy,2013,3.2
Italy,2014,3.1
Italy,2015,3.2
Italy,2016,3.4
Italy,2017,3.2
Jamaica,1970,4.900000095
Jamaica,1985,5.099999905
Jamaica,1995,6.699999809
Jamaica,2005,9.800000191
Jamaica,2006,8.699999809
Japan,1960,9.3
Japan,1963,9.7
Japan,1964,9.9
Japan,1965,9.7
Japan,1966,9.5
Japan,1967,9.6
Japan,1968,9.5
Japan,1969,9.6
Japan,1970,10
Japan,1971,10.5
Japan,1972,10.4
Japan,1973,9.9
Japan,1974,9.1
Japan,1975,8.5
Japan,1976,7.8
Japan,1977,7.2
Japan,1978,6.9
Japan,1979,6.8
Japan,1980,6.7
Japan,1981,6.6
Japan,1982,6.6
Japan,1983,6.4
Japan,1984,6.2
Japan,1985,6.1
Japan,1986,5.9
Japan,1987,5.7
Japan,1988,5.8
Japan,1989,5.8
Japan,1990,5.9
Japan,1991,6
Japan,1992,6.1
Japan,1993,6.4
Japan,1994,6.3
Japan,1995,6.4
Japan,1996,6.4
Japan,1997,6.2
Japan,1998,6.3
Japan,1999,6.1
Japan,2000,6.4
Japan,2001,6.4
Japan,2002,6
Japan,2003,5.9
Japan,2004,5.7
Japan,2005,5.7
Japan,2006,5.8
Japan,2007,5.7
Japan,2008,5.8
Japan,2009,5.6
Japan,2010,5.5
Japan,2011,5.2
Japan,2012,5.3
Japan,2013,5.3
Japan,2014,5.1
Japan,2015,5.1
Japan,2016,5
Japan,2017,4.9
Jordan,1970,7.199999809
Jordan,1985,7.400000095
Jordan,1995,8.199999809
Jordan,2005,10.19999981
Jordan,2006,10.39999962
Kazakhstan,1970,9.5
Kazakhstan,1985,10.10000038
Kazakhstan,1995,7.400000095
Kazakhstan,2005,8.100000381
Kazakhstan,2006,9
Kiribati,1970,6.800000191
Kosovo,2003,8.5
Kosovo,2004,8.4
Kosovo,2005,7.6
Kosovo,2006,7.5
Kosovo,2007,7.9
Kosovo,2008,8.3
Kosovo,2009,8.9
Kosovo,2011,9.3
Kosovo,2012,9.5
Kosovo,2015,9.1
Kosovo,2016,9
Kosovo,2017,9.6
Kuwait,1970,3.900000095
Kuwait,1985,5.699999809
Kuwait,1995,6
Kuwait,2005,4.599999905
Kuwait,2006,4.5
Kyrgyzstan,1970,9.199999809
Kyrgyzstan,1985,10.10000038
Kyrgyzstan,1995,6
Kyrgyzstan,2005,7.300000191
Kyrgyzstan,2006,8.399999619
Latvia,1960,11
Latvia,1961,10.5
Latvia,1962,10
Latvia,1963,9.5
Latvia,1964,8.6
Latvia,1965,8.8
Latvia,1966,9.8
Latvia,1967,9.9
Latvia,1968,10.2
Latvia,1969,10
Latvia,1970,10.2
Latvia,1971,10
Latvia,1972,9.4
Latvia,1973,9.8
Latvia,1974,10
Latvia,1975,10
Latvia,1976,9.6
Latvia,1977,10
Latvia,1978,10.2
Latvia,1979,10
Latvia,1980,9.8
Latvia,1981,9.8
Latvia,1982,9.7
Latvia,1983,9.5
Latvia,1984,9.2
Latvia,1985,9.3
Latvia,1986,9.7
Latvia,1987,9.7
Latvia,1988,9.5
Latvia,1989,9.2
Latvia,1990,8.9
Latvia,1991,8.4
Latvia,1992,7.2
Latvia,1993,5.7
Latvia,1994,4.6
Latvia,1995,4.5
Latvia,1996,3.9
Latvia,1997,4
Latvia,1998,4
Latvia,1999,3.9
Latvia,2000,3.9
Latvia,2001,4
Latvia,2002,4.2
Latvia,2003,4.4
Latvia,2004,4.6
Latvia,2005,5.6
Latvia,2006,6.6
Latvia,2007,7
Latvia,2008,5.9
Latvia,2009,4.6
Latvia,2010,4.4
Latvia,2011,5.2
Latvia,2012,5.5
Latvia,2013,5.7
Latvia,2014,6.3
Latvia,2015,6.9
Latvia,2016,6.6
Latvia,2017,6.8
Lebanon,1970,7.900000095
Lebanon,1990,10.10000038
Lebanon,1995,8.800000191
Lebanon,2005,7.400000095
Lebanon,2006,7.199999809
Libya,1970,7.300000191
Libya,1985,4.900000095
Libya,1995,4.800000191
Libya,2001,5.300000191
Libya,2002,6
Liechtenstein,1960,5.7
Liechtenstein,1961,7.2
Liechtenstein,1962,6.7
Liechtenstein,1963,5.7
Liechtenstein,1964,7.6
Liechtenstein,1965,6.9
Liechtenstein,1966,6
Liechtenstein,1967,7
Liechtenstein,1968,7.4
Liechtenstein,1969,7.5
Liechtenstein,1970,5.9
Liechtenstein,1971,7.3
Liechtenstein,1972,6.8
Liechtenstein,1973,5.5
Liechtenstein,1974,5.7
Liechtenstein,1975,6.8
Liechtenstein,1976,6.9
Liechtenstein,1977,6
Liechtenstein,1978,6
Liechtenstein,1979,6.1
Liechtenstein,1980,7.1
Liechtenstein,1981,6.5
Liechtenstein,1982,6.4
Liechtenstein,1983,7
Liechtenstein,1984,7.3
Liechtenstein,1985,6.5
Liechtenstein,1986,5.4
Liechtenstein,1987,6
Liechtenstein,1988,6.4
Liechtenstein,1989,5.7
Liechtenstein,1990,5.6
Liechtenstein,1991,6.3
Liechtenstein,1992,14.2
Liechtenstein,1993,7.5
Liechtenstein,1994,13
Liechtenstein,1995,13.2
Liechtenstein,1996,14.1
Liechtenstein,1997,12.6
Liechtenstein,1999,7
Liechtenstein,2000,7.2
Liechtenstein,2001,6
Liechtenstein,2002,5.1
Liechtenstein,2003,4.4
Liechtenstein,2004,4.8
Liechtenstein,2005,5.4
Liechtenstein,2006,4.3
Liechtenstein,2007,5.2
Liechtenstein,2008,5.8
Liechtenstein,2009,4.3
Liechtenstein,2010,5
Liechtenstein,2011,4.5
Liechtenstein,2012,5
Lithuania,1960,10.1
Lithuania,1961,9.9
Lithuania,1962,9.3
Lithuania,1963,8.7
Lithuania,1964,8.6
Lithuania,1965,8.4
Lithuania,1966,9.2
Lithuania,1967,9.2
Lithuania,1968,9.5
Lithuania,1969,9.7
Lithuania,1970,9.5
Lithuania,1971,9.2
Lithuania,1972,8.8
Lithuania,1973,8.8
Lithuania,1974,8.8
Lithuania,1975,9
Lithuania,1976,9
Lithuania,1977,9.2
Lithuania,1978,9.1
Lithuania,1979,9.4
Lithuania,1980,9.2
Lithuania,1981,9.1
Lithuania,1982,9.4
Lithuania,1983,9.6
Lithuania,1984,9.7
Lithuania,1985,9.7
Lithuania,1986,9.9
Lithuania,1987,9.7
Lithuania,1988,9.6
Lithuania,1989,9.4
Lithuania,1990,9.8
Lithuania,1991,9.2
Lithuania,1992,8.1
Lithuania,1993,6.4
Lithuania,1994,6.4
Lithuania,1995,6.1
Lithuania,1996,5.7
Lithuania,1997,5.3
Lithuania,1998,5.2
Lithuania,1999,5.1
Lithuania,2000,4.8
Lithuania,2001,4.5
Lithuania,2002,4.7
Lithuania,2003,5
Lithuania,2004,5.7
Lithuania,2005,6
Lithuania,2006,6.5
Lithuania,2007,7.1
Lithuania,2008,7.5
Lithuania,2009,6.5
Lithuania,2010,6
Lithuania,2011,6.3
Lithuania,2012,6.9
Lithuania,2013,6.9
Lithuania,2014,7.6
Lithuania,2015,7.6
Lithuania,2016,7.4
Lithuania,2017,7.5
Luxembourg,1960,7.1
Luxembourg,1961,7
Luxembourg,1962,6.7
Luxembourg,1963,6.6
Luxembourg,1964,6.6
Luxembourg,1965,6.6
Luxembourg,1966,6.6
Luxembourg,1967,6.4
Luxembourg,1968,6.5
Luxembourg,1969,6.6
Luxembourg,1970,6.4
Luxembourg,1971,6.5
Luxembourg,1972,6.6
Luxembourg,1973,5.9
Luxembourg,1974,6.2
Luxembourg,1975,6.8
Luxembourg,1976,6.2
Luxembourg,1977,6.2
Luxembourg,1978,5.9
Luxembourg,1979,5.7
Luxembourg,1980,5.9
Luxembourg,1981,5.4
Luxembourg,1982,5.7
Luxembourg,1983,5.4
Luxembourg,1984,5.4
Luxembourg,1985,5.4
Luxembourg,1986,5.1
Luxembourg,1987,5.3
Luxembourg,1988,5.6
Luxembourg,1989,5.8
Luxembourg,1990,6.1
Luxembourg,1991,6.7
Luxembourg,1992,6.4
Luxembourg,1993,6
Luxembourg,1994,5.8
Luxembourg,1995,5.1
Luxembourg,1996,5.1
Luxembourg,1997,4.8
Luxembourg,1998,4.8
Luxembourg,1999,4.9
Luxembourg,2000,4.9
Luxembourg,2001,4.5
Luxembourg,2002,4.5
Luxembourg,2003,4.4
Luxembourg,2004,4.4
Luxembourg,2005,4.4
Luxembourg,2006,4.1
Luxembourg,2007,4.1
Luxembourg,2008,3.9
Luxembourg,2009,3.5
Luxembourg,2010,3.5
Luxembourg,2011,3.3
Luxembourg,2012,3.4
Luxembourg,2013,3.2
Luxembourg,2014,3
Luxembourg,2015,3.6
Luxembourg,2016,3.2
Luxembourg,2017,3.2
Macao,1970,0.699999988
Macao,1985,11.19999981
Macao,1995,5.199999809
Macao,2005,3.700000048
Macao,2006,4.199999809
Macedonia,1960,8.6
Macedonia,1961,8.4
Macedonia,1962,8.4
Macedonia,1963,8.2
Macedonia,1964,9.1
Macedonia,1965,9
Macedonia,1966,8.5
Macedonia,1967,8.5
Macedonia,1968,8.6
Macedonia,1969,9
Macedonia,1970,9
Macedonia,1971,8.9
Macedonia,1972,8.9
Macedonia,1973,8.9
Macedonia,1974,8.7
Macedonia,1975,8.9
Macedonia,1976,8.4
Macedonia,1977,8.6
Macedonia,1978,8.6
Macedonia,1979,8.7
Macedonia,1980,8.5
Macedonia,1981,8.5
Macedonia,1982,8.6
Macedonia,1983,8.3
Macedonia,1984,8.1
Macedonia,1985,8.1
Macedonia,1986,8
Macedonia,1987,8.1
Macedonia,1988,7.8
Macedonia,1989,8
Macedonia,1990,8.3
Macedonia,1991,8.1
Macedonia,1992,7.7
Macedonia,1993,7.5
Macedonia,1994,8.1
Macedonia,1995,8.1
Macedonia,1996,7.1
Macedonia,1997,7
Macedonia,1998,7
Macedonia,1999,7
Macedonia,2000,7
Macedonia,2001,6.5
Macedonia,2002,7.1
Macedonia,2003,7.1
Macedonia,2004,6.9
Macedonia,2005,7.1
Macedonia,2006,7.3
Macedonia,2007,7.6
Macedonia,2008,7.2
Macedonia,2009,7.3
Macedonia,2010,6.9
Macedonia,2011,7.2
Macedonia,2012,6.8
Macedonia,2013,6.8
Macedonia,2014,6.7
Macedonia,2015,6.8
Macedonia,2016,6.4
Macedonia,2017,6.6
Madagascar,1970,2.5
Maldives,1972,35
Maldives,1986,9.600000381
Maldives,1995,20.39999962
Maldives,2004,11.69999981
Maldives,2005,16.70000076
Mali,1987,4.400000095
Malta,1960,6
Malta,1961,6
Malta,1962,5.8
Malta,1963,6.3
Malta,1964,6.4
Malta,1965,6.2
Malta,1966,6.2
Malta,1967,6.5
Malta,1968,7
Malta,1969,7.2
Malta,1970,7.9
Malta,1971,8.9
Malta,1972,9.7
Malta,1973,11
Malta,1974,11.6
Malta,1975,9.2
Malta,1976,9.6
Malta,1977,9.9
Malta,1978,9.2
Malta,1979,8.6
Malta,1980,8.8
Malta,1981,9
Malta,1982,8.6
Malta,1983,8.4
Malta,1984,8
Malta,1985,7.6
Malta,1986,7.7
Malta,1987,7.1
Malta,1988,7.3
Malta,1989,7.1
Malta,1990,7.1
Malta,1991,7.1
Malta,1992,6.6
Malta,1993,6.8
Malta,1994,6.7
Malta,1995,6.1
Malta,1996,6.2
Malta,1997,6.4
Malta,1998,6.5
Malta,1999,6.4
Malta,2000,6.7
Malta,2001,5.6
Malta,2002,5.7
Malta,2003,5.9
Malta,2004,6
Malta,2005,5.9
Malta,2006,6.3
Malta,2007,6.1
Malta,2008,6.1
Malta,2009,5.7
Malta,2010,6.3
Malta,2011,6.2
Malta,2012,6.7
Malta,2013,6.1
Malta,2014,6.6
Malta,2015,6.7
Malta,2016,6.7
Malta,2017,6.3
Marshall Islands,1994,3.400000095
Martinique,1970,5.400000095
Martinique,1985,3.900000095
Martinique,1997,4.099999905
Martinique,2005,3.700000048
Martinique,2006,3.700000048
Mauritius,1988,11
Mauritius,1995,9.5
Mauritius,2005,9.100000381
Mauritius,2006,9.199999809
Mexico,1970,7
Mexico,1980,7.1
Mexico,1985,7.4
Mexico,1990,7.4
Mexico,1991,7.4
Mexico,1992,7.4
Mexico,1993,7.2
Mexico,1994,7.2
Mexico,1995,7
Mexico,1996,7
Mexico,1997,7.3
Mexico,1998,7.2
Mexico,1999,7.5
Mexico,2000,7
Mexico,2001,6.5
Mexico,2002,6
Mexico,2003,5.6
Mexico,2004,5.7
Mexico,2005,5.6
Mexico,2006,5.4
Mexico,2007,5.4
Mexico,2008,5.3
Mexico,2009,5
Mexico,2010,5
Mexico,2011,4.9
Mexico,2012,5
Mexico,2013,4.9
Mexico,2014,4.8
Mexico,2015,4.6
Mexico,2016,4.4
Mexico,2017,4.3
Moldova,2004,7
Moldova,2005,7.6
Moldova,2006,7.6
Moldova,2007,8.2
Moldova,2008,7.5
Moldova,2009,7.5
Moldova,2010,7.4
Moldova,2011,7.3
Moldova,2012,6.8
Moldova,2013,6.9
Moldova,2014,7.2
Monaco,1970,6.900000095
Monaco,1983,7.199999809
Monaco,1995,6
Monaco,2004,5.2
Monaco,2005,5
Mongolia,1970,3.200000048
Mongolia,1985,9.300000191
Mongolia,1995,6.800000191
Mongolia,2005,5.900000095
Mongolia,2007,15.69999981
Montenegro,1970,7.800000191
Montenegro,1985,7.199999809
Montenegro,1995,6
Montenegro,2005,5.4
Montenegro,2006,5.6
Montenegro,2007,6.5
Montenegro,2008,5.6
Montenegro,2009,6.1
Montenegro,2010,5.9
Montenegro,2012,5.3
Montenegro,2013,6.2
Montenegro,2014,5.7
Montenegro,2015,6.2
Montenegro,2016,5.1
Montenegro,2017,5.3
Montserrat,1970,3.5
Montserrat,1985,4.599999905
Montserrat,1995,5.199999809
Montserrat,1998,2.5
Montserrat,1999,4
Mozambique,1970,1
Nauru,1968,5.400000095
Nauru,1976,6
Nauru,1995,5.699999809
Netherlands,1960,7.7
Netherlands,1961,7.9
Netherlands,1962,7.9
Netherlands,1963,7.9
Netherlands,1964,8.5
Netherlands,1965,8.8
Netherlands,1966,9
Netherlands,1967,9.1
Netherlands,1968,9.2
Netherlands,1969,9.1
Netherlands,1970,9.5
Netherlands,1971,9.3
Netherlands,1972,8.8
Netherlands,1973,8
Netherlands,1974,8.1
Netherlands,1975,7.3
Netherlands,1976,7
Netherlands,1977,6.7
Netherlands,1978,6.4
Netherlands,1979,6.1
Netherlands,1980,6.4
Netherlands,1981,6
Netherlands,1982,5.8
Netherlands,1983,5.4
Netherlands,1984,5.6
Netherlands,1985,5.7
Netherlands,1986,6
Netherlands,1987,6
Netherlands,1988,6
Netherlands,1989,6.2
Netherlands,1990,6.5
Netherlands,1991,6.4
Netherlands,1992,6.2
Netherlands,1993,5.8
Netherlands,1994,5.4
Netherlands,1995,5.3
Netherlands,1996,5.5
Netherlands,1997,5.4
Netherlands,1998,5.5
Netherlands,1999,5.7
Netherlands,2000,5.5
Netherlands,2001,5
Netherlands,2002,5.2
Netherlands,2003,4.9
Netherlands,2004,4.4
Netherlands,2005,4.4
Netherlands,2006,4.4
Netherlands,2007,4.3
Netherlands,2008,4.5
Netherlands,2009,4.4
Netherlands,2010,4.5
Netherlands,2011,4.3
Netherlands,2012,4.2
Netherlands,2013,3.8
Netherlands,2014,3.9
Netherlands,2015,3.8
Netherlands,2016,3.8
Netherlands,2017,3.8
Netherlands Antilles,1970,9.100000381
Netherlands Antilles,1987,6.900000095
Netherlands Antilles,1995,5.5
Netherlands Antilles,2005,4.800000191
Netherlands Antilles,2006,5.800000191
New Caledonia,1970,9.199999809
New Caledonia,1985,5.099999905
New Caledonia,1995,4.5
