Entity,Year,"HRV Transparency index (Hollyer, Rosendorff, and Vreeland (2014))"
Australia,1987,2.7408
Australia,1988,2.9244
Australia,1989,3.2673
Australia,1990,3.3781
Australia,1991,3.5187
Australia,1992,3.5862
Australia,1993,3.8027
Australia,1994,3.8754
Australia,1995,3.7986
Australia,1996,3.265
Australia,1997,3.3432
Australia,1998,3.3401
Australia,1999,3.8163
Australia,2000,4.0534
Australia,2001,4.2328
Australia,2002,3.87
Australia,2003,4.2073
Australia,2004,4.3033
Australia,2005,4.4562
Australia,2006,4.3732
Australia,2007,4.0157
Australia,2008,2.9588
Australia,2009,-0.6835
Australia,2010,-0.6943
Austria,1980,0.7517
Austria,1981,1.2805
Austria,1982,1.6079
Austria,1983,2.1847
Austria,1984,2.4127
Austria,1985,2.7043
Austria,1986,2.7476
Austria,1987,2.7607
Austria,1988,2.7854
Austria,1989,2.821
Austria,1990,2.8286
Austria,1991,2.8654
Austria,1992,2.924
Austria,1993,3.0637
Austria,1994,3.3439
Austria,1995,4.2331
Austria,1996,4.5167
Austria,1997,4.4082
Austria,1998,4.389
Austria,1999,5.3263
Austria,2000,5.6659
Austria,2001,5.9189
Austria,2002,6.2529
Austria,2003,6.427
Austria,2004,6.4342
Austria,2005,6.4693
Austria,2006,6.4231
Austria,2007,6.2311
Austria,2008,5.8904
Austria,2009,5.2385
Austria,2010,4.7933
Bangladesh,1980,0.3334
Bangladesh,1981,0.5596
Bangladesh,1982,0.5617
Bangladesh,1983,0.8821
Bangladesh,1984,1.5791
Bangladesh,1985,1.5132
Bangladesh,1986,1.5709
Bangladesh,1987,0.9279
Bangladesh,1988,0.9154
Bangladesh,1989,1.366
Bangladesh,1990,1.018
Bangladesh,1991,1.0827
Bangladesh,1992,0.6742
Bangladesh,1993,0.6482
Bangladesh,1994,0.3959
Bangladesh,1995,0.6984
Bangladesh,1996,1.7834
Bangladesh,1997,1.0352
Bangladesh,1998,0.9324
Bangladesh,1999,0.6316
Bangladesh,2000,2.267
Bangladesh,2001,1.3963
Bangladesh,2002,1.489
Bangladesh,2003,2.4134
Bangladesh,2004,1.6856
Bangladesh,2005,2.5901
Bangladesh,2006,1.4683
Bangladesh,2007,1.1586
Bangladesh,2008,0.4461
Bangladesh,2009,0.4053
Bangladesh,2010,0.3718
Belgium,1980,-0.8287
Belgium,1981,-0.8291
Belgium,1982,-0.8296
Belgium,1983,-0.8262
Belgium,1984,-0.8266
Belgium,1985,-0.8263
Belgium,1986,-0.8256
Belgium,1987,-0.8254
Belgium,1988,-0.8257
Belgium,1989,-0.8276
Belgium,1990,-0.8259
Belgium,1991,-0.8267
Belgium,1992,-0.8268
Belgium,1993,-0.8253
Belgium,1994,-0.8241
Belgium,1995,-0.8253
Belgium,1996,-0.8254
Belgium,1997,-0.8274
Belgium,1998,-0.8295
Belgium,1999,-0.8247
Belgium,2000,-0.8231
Belgium,2001,-0.82
Belgium,2002,3.6035
Belgium,2003,4.9677
Belgium,2004,5.6441
Belgium,2005,6.018
Belgium,2006,6.2255
Belgium,2007,6.1289
Belgium,2008,5.7289
Belgium,2009,4.9489
Belgium,2010,4.2738
Benin,1980,0.127
Benin,1981,-0.0225
Benin,1982,0.2507
Benin,1983,0.01
Benin,1984,0.0624
Benin,1985,-0.0934
Benin,1986,-0.1004
Benin,1987,-0.1176
Benin,1988,-0.0564
Benin,1989,-0.051
Benin,1990,-0.0329
Benin,1991,-0.0061
Benin,1992,0.4154
Benin,1993,0.4409
Benin,1994,0.5699
Benin,1995,0.4672
Benin,1996,0.6719
Benin,1997,0.7598
Benin,1998,0.7684
Benin,1999,0.8271
Benin,2000,0.8414
Benin,2001,0.7284
Benin,2002,0.7643
Benin,2003,1.0659
Benin,2004,0.627
Benin,2005,0.4508
Benin,2006,-0.0532
Benin,2007,-0.1657
Benin,2008,-0.1977
Benin,2009,-0.2908
Benin,2010,-0.5362
Bolivia,1980,0.8175
Bolivia,1981,1.2577
Bolivia,1982,1.3227
Bolivia,1983,1.3613
Bolivia,1984,1.3618
Bolivia,1985,1.4197
Bolivia,1986,1.4258
Bolivia,1987,1.4403
Bolivia,1988,1.4763
Bolivia,1989,1.9242
Bolivia,1990,2.0841
Bolivia,1991,2.0799
Bolivia,1992,2.0715
Bolivia,1993,2.1496
Bolivia,1994,2.1927
Bolivia,1995,2.3003
Bolivia,1996,2.3764
Bolivia,1997,2.2465
Bolivia,1998,1.7189
Bolivia,1999,2.9907
Bolivia,2000,3.46
Bolivia,2001,3.4024
Bolivia,2002,3.2924
Bolivia,2003,3.0067
Bolivia,2004,2.8491
Bolivia,2005,2.7683
Bolivia,2006,2.8304
Bolivia,2007,2.4483
Bolivia,2008,1.4108
Bolivia,2009,1.1282
Bolivia,2010,1.0196
Botswana,1980,-0.5517
Botswana,1981,0.0995
Botswana,1982,0.1219
Botswana,1983,0.2126
Botswana,1984,0.419
Botswana,1985,0.5666
Botswana,1986,0.2524
Botswana,1987,0.2221
Botswana,1988,0.1928
Botswana,1989,0.1696
Botswana,1990,0.2447
Botswana,1991,0.3071
Botswana,1992,0.2771
Botswana,1993,0.2549
Botswana,1994,0.4689
Botswana,1995,0.321
Botswana,1996,0.4555
Botswana,1997,0.261
Botswana,1998,0.576
Botswana,1999,0.4587
Botswana,2000,1.4955
Botswana,2001,1.7398
Botswana,2002,1.3597
Botswana,2003,1.7418
Botswana,2004,1.3893
Botswana,2005,1.877
Botswana,2006,2.3124
Botswana,2007,1.4422
Botswana,2008,1.1433
Botswana,2009,1.1132
Botswana,2010,0.9622
Brazil,1980,0.5366
Brazil,1981,1.2796
Brazil,1982,1.4235
Brazil,1983,1.4828
Brazil,1984,1.4736
Brazil,1985,1.5003
Brazil,1986,1.1869
Brazil,1987,1.222
Brazil,1988,1.5536
Brazil,1989,1.7265
Brazil,1990,1.9848
Brazil,1991,1.2399
Brazil,1992,2.0645
Brazil,1993,2.163
Brazil,1994,1.3196
Brazil,1995,2.2155
Brazil,1996,2.2997
Brazil,1997,2.0196
Brazil,1998,2.1028
Brazil,1999,2.4893
Brazil,2000,3.2345
Brazil,2001,3.9414
Brazil,2002,4.234
Brazil,2003,4.1927
Brazil,2004,4.4263
Brazil,2005,4.3759
Brazil,2006,3.8825
Brazil,2007,3.9125
Brazil,2008,3.5278
Brazil,2009,3.038
Brazil,2010,1.595
Bulgaria,1980,-0.1619
Bulgaria,1981,-0.0992
Bulgaria,1982,-0.0917
Bulgaria,1983,-0.0882
Bulgaria,1984,-0.095
Bulgaria,1985,-0.0623
Bulgaria,1986,-0.0332
Bulgaria,1987,-0.037
Bulgaria,1988,-0.0386
Bulgaria,1989,-0.0093
Bulgaria,1990,0.0969
Bulgaria,1991,0.3408
Bulgaria,1992,0.6341
Bulgaria,1993,0.5178
Bulgaria,1994,0.5485
Bulgaria,1995,0.6896
Bulgaria,1996,1.7039
Bulgaria,1997,2.1629
Bulgaria,1998,2.397
Bulgaria,1999,2.837
Bulgaria,2000,4.6707
Bulgaria,2001,6.1962
Bulgaria,2002,7.0764
Bulgaria,2003,7.7738
Bulgaria,2004,8.0274
Bulgaria,2005,8.2158
Bulgaria,2006,8.1706
Bulgaria,2007,7.9499
Bulgaria,2008,7.3449
Bulgaria,2009,6.3711
Bulgaria,2010,5.6357
Burkina Faso,1980,-0.5458
Burkina Faso,1981,-0.5521
Burkina Faso,1982,-0.5532
Burkina Faso,1983,-0.5411
Burkina Faso,1984,-0.6053
Burkina Faso,1985,-0.5665
Burkina Faso,1986,-0.5991
Burkina Faso,1987,-0.6092
Burkina Faso,1988,-0.6041
Burkina Faso,1989,-0.6085
Burkina Faso,1990,-0.6084
Burkina Faso,1991,-0.6085
Burkina Faso,1992,-0.6109
Burkina Faso,1993,-0.6075
Burkina Faso,1994,-0.5853
Burkina Faso,1995,-0.9385
Burkina Faso,1996,-0.9495
Burkina Faso,1997,-0.9589
Burkina Faso,1998,-0.9405
Burkina Faso,1999,-0.9252
Burkina Faso,2000,-0.5206
Burkina Faso,2001,-0.5256
Burkina Faso,2002,-0.5335
Burkina Faso,2003,-0.4227
Burkina Faso,2004,-0.5294
Burkina Faso,2005,-0.5981
Burkina Faso,2006,-0.6328
Burkina Faso,2007,-0.6795
Burkina Faso,2008,-0.6817
Burkina Faso,2009,-0.6827
Burkina Faso,2010,-1.217
Burundi,1980,-1.5287
Burundi,1981,-1.6547
Burundi,1982,-1.7102
Burundi,1983,-1.6911
Burundi,1984,-1.55
Burundi,1985,-0.6704
Burundi,1986,-0.6653
Burundi,1987,-0.6657
Burundi,1988,-0.6667
Burundi,1989,-0.6471
Burundi,1990,-0.6432
Burundi,1991,-0.6487
Burundi,1992,-0.6471
Burundi,1993,-0.6239
Burundi,1994,-0.6322
Burundi,1995,-0.634
Burundi,1996,-0.6409
Burundi,1997,-0.6439
Burundi,1998,-0.618
Burundi,1999,-0.6318
Burundi,2000,-0.5909
Burundi,2001,-0.6285
Burundi,2002,-0.6358
Burundi,2003,-0.6248
Burundi,2004,-0.6229
Burundi,2005,-0.6073
Burundi,2006,-0.6097
Burundi,2007,-0.6588
Burundi,2008,-0.6569
Burundi,2009,-0.6578
Burundi,2010,-0.6583
Cambodia,1980,-3.0302
Cambodia,1981,-5.152
Cambodia,1982,-5.8702
Cambodia,1983,-6.0049
Cambodia,1984,-5.8903
Cambodia,1985,-5.7229
Cambodia,1986,-5.3777
Cambodia,1987,-4.739
Cambodia,1988,-4.5523
Cambodia,1989,-4.4802
Cambodia,1990,-4.2522
Cambodia,1991,-3.605
Cambodia,1992,-0.7287
Cambodia,1993,-0.6824
Cambodia,1994,-0.6787
Cambodia,1995,-0.1092
Cambodia,1996,-0.113
Cambodia,1997,-0.0397
Cambodia,1998,0.5834
Cambodia,1999,0.314
Cambodia,2000,1.9829
Cambodia,2001,2.107
Cambodia,2002,1.1279
Cambodia,2003,1.0614
Cambodia,2004,1.1074
Cambodia,2005,1.0669
Cambodia,2006,1.003
Cambodia,2007,1.1704
Cambodia,2008,2.0912
Cambodia,2009,0.9822
Cambodia,2010,1.1143
Cameroon,1980,0.4852
Cameroon,1981,0.3127
Cameroon,1982,0.7443
Cameroon,1983,0.3124
Cameroon,1984,0.2604
Cameroon,1985,0.3321
Cameroon,1986,1.0969
Cameroon,1987,0.909
Cameroon,1988,0.4879
Cameroon,1989,0.96
Cameroon,1990,0.9864
Cameroon,1991,0.3936
Cameroon,1992,0.2813
Cameroon,1993,0.2054
Cameroon,1994,0.2887
Cameroon,1995,0.8842
Cameroon,1996,1.2405
Cameroon,1997,1.002
Cameroon,1998,0.6738
Cameroon,1999,0.7376
Cameroon,2000,1.1687
Cameroon,2001,2.0018
Cameroon,2002,1.3054
Cameroon,2003,1.2131
Cameroon,2004,1.249
Cameroon,2005,1.3491
Cameroon,2006,1.2644
Cameroon,2007,1.0118
Cameroon,2008,0.008
Cameroon,2009,-0.0918
Cameroon,2010,-0.1057
Canada,1980,1.4248
Canada,1981,2.2344
Canada,1982,2.5621
Canada,1983,2.7032
Canada,1984,2.7443
Canada,1985,2.7475
Canada,1986,2.7864
Canada,1987,2.7914
Canada,1988,2.8328
Canada,1989,2.9025
Canada,1990,2.9949
Canada,1991,3.0117
Canada,1992,3.0287
Canada,1993,3.0995
Canada,1994,3.2111
Canada,1995,3.5275
Canada,1996,3.549
Canada,1997,3.4184
Canada,1998,3.5709
Canada,1999,3.5769
Canada,2000,3.5789
Canada,2001,3.4527
Canada,2002,3.4864
Canada,2003,3.3623
Canada,2004,3.381
Canada,2005,3.5032
Canada,2006,3.4774
Canada,2007,3.2892
Canada,2008,2.7791
Canada,2009,1.3112
Canada,2010,0.9234
Central African Republic,1980,-0.6293
Central African Republic,1981,-0.648
Central African Republic,1982,-0.6478
Central African Republic,1983,-0.6499
Central African Republic,1984,-0.6509
Central African Republic,1985,-0.6512
Central African Republic,1986,-0.6454
Central African Republic,1987,-0.6481
Central African Republic,1988,-0.677
Central African Republic,1989,-0.6251
Central African Republic,1990,-0.643
Central African Republic,1991,-0.6434
Central African Republic,1992,-0.6453
Central African Republic,1993,-0.6302
Central African Republic,1994,-0.7028
Central African Republic,1995,-1.2678
Central African Republic,1996,-1.3702
Central African Republic,1997,-1.3671
Central African Republic,1998,-1.3488
Central African Republic,1999,-1.3027
Central African Republic,2000,-0.9976
Central African Republic,2001,-0.9759
Central African Republic,2002,-0.9839
Central African Republic,2003,-0.9786
Central African Republic,2004,-0.983
Central African Republic,2005,-0.9787
Central African Republic,2006,-0.9726
Central African Republic,2007,-1.0196
Central African Republic,2008,-1.0111
Central African Republic,2009,-1.0187
Central African Republic,2010,-1.1997
Chad,1980,-0.711
Chad,1981,-0.7042
Chad,1982,-0.6533
Chad,1983,-0.6349
Chad,1984,-0.6333
Chad,1985,-0.6062
Chad,1986,-0.6076
Chad,1987,-0.6043
Chad,1988,-0.6069
Chad,1989,-0.6035
Chad,1990,-0.6179
Chad,1991,-0.6082
Chad,1992,-0.6065
Chad,1993,-0.5575
Chad,1994,-0.6089
Chad,1995,-1.0188
Chad,1996,-1.126
Chad,1997,-1.1041
Chad,1998,-1.1112
Chad,1999,-1.1191
Chad,2000,-1.114
Chad,2001,-1.1053
Chad,2002,-1.1355
Chad,2003,-1.0877
Chad,2004,-1.0827
Chad,2005,-1.1033
Chad,2006,-1.1795
Chad,2007,-1.6489
Chad,2008,-1.7385
Chad,2009,-1.7068
Chad,2010,-1.7172
Chile,1980,0.9987
Chile,1981,1.4126
Chile,1982,1.5145
Chile,1983,1.6914
Chile,1984,1.7311
Chile,1985,1.7842
Chile,1986,1.9033
Chile,1987,1.8466
Chile,1988,1.8341
Chile,1989,2.0531
Chile,1990,2.4522
Chile,1991,2.1959
Chile,1992,2.4083
Chile,1993,2.3285
Chile,1994,2.4517
Chile,1995,2.235
Chile,1996,2.6441
Chile,1997,2.8114
Chile,1998,3.122
Chile,1999,3.1801
Chile,2000,3.189
Chile,2001,2.9769
Chile,2002,3.414
Chile,2003,3.6757
Chile,2004,3.8538
Chile,2005,4.0668
Chile,2006,4.3451
Chile,2007,4.3045
Chile,2008,3.8627
Chile,2009,3.216
Chile,2010,2.4191
China,1980,-0.8416
China,1981,-0.8387
China,1982,0.1948
China,1983,0.435
China,1984,1.0494
China,1985,1.234
China,1986,1.3167
China,1987,1.3818
China,1988,1.3358
China,1989,1.3339
China,1990,1.3681
China,1991,1.3542
China,1992,1.4517
China,1993,1.523
China,1994,1.541
China,1995,1.5372
China,1996,1.5698
China,1997,1.6127
China,1998,1.5746
China,1999,1.5374
China,2000,1.517
China,2001,1.5828
China,2002,1.5903
China,2003,1.6359
China,2004,1.5192
China,2005,1.5481
China,2006,1.6493
China,2007,1.6362
China,2008,1.5553
China,2009,1.2398
China,2010,1.1632
Colombia,1980,1.0136
Colombia,1981,1.0123
Colombia,1982,0.9041
Colombia,1983,0.9344
Colombia,1984,1.1247
Colombia,1985,1.5086
Colombia,1986,1.3526
Colombia,1987,1.6578
Colombia,1988,1.6131
Colombia,1989,1.4751
Colombia,1990,1.7579
Colombia,1991,2.2529
Colombia,1992,2.7277
Colombia,1993,2.9105
Colombia,1994,3.0627
Colombia,1995,3.2086
Colombia,1996,3.3436
Colombia,1997,3.2666
Colombia,1998,3.6033
Colombia,1999,3.9389
Colombia,2000,4.2966
Colombia,2001,4.5114
Colombia,2002,4.7861
Colombia,2003,4.8282
Colombia,2004,5.3327
Colombia,2005,5.6395
Colombia,2006,5.7349
Colombia,2007,5.5733
Colombia,2008,5.292
Colombia,2009,4.7245
Colombia,2010,4.4591
Congo,1980,0.3578
Congo,1981,0.1154
Congo,1982,0.1247
Congo,1983,0.4856
Congo,1984,0.5879
Congo,1985,0.6436
Congo,1986,0.6042
Congo,1987,0.1704
Congo,1988,0.1242
Congo,1989,0.0399
Congo,1990,0.0223
Congo,1991,0.0019
Congo,1992,0.0581
Congo,1993,0.3751
Congo,1994,0.4536
Congo,1995,0.5351
Congo,1996,0.1704
Congo,1997,0.0594
Congo,1998,0.0795
Congo,1999,0.1171
Congo,2000,0.1694
Congo,2001,0.1186
Congo,2002,0.1717
Congo,2003,0.1459
Congo,2004,0.1375
Congo,2005,0.3889
Congo,2006,0.0957
Congo,2007,0.1893
Congo,2008,-0.8361
Congo,2009,-0.8408
Congo,2010,-0.8405
Costa Rica,1980,1.2009
Costa Rica,1981,1.7803
Costa Rica,1982,1.9848
Costa Rica,1983,1.9544
Costa Rica,1984,1.8209
Costa Rica,1985,1.9048
Costa Rica,1986,2.2595
Costa Rica,1987,2.7185
Costa Rica,1988,2.8809
Costa Rica,1989,3.0445
Costa Rica,1990,3.1246
Costa Rica,1991,3.2154
Costa Rica,1992,3.1843
Costa Rica,1993,3.2752
Costa Rica,1994,3.3688
Costa Rica,1995,3.6112
Costa Rica,1996,3.7573
Costa Rica,1997,3.7174
Costa Rica,1998,3.7702
Costa Rica,1999,3.9053
Costa Rica,2000,3.9062
Costa Rica,2001,3.7999
Costa Rica,2002,3.3271
Costa Rica,2003,3.6037
Costa Rica,2004,3.7322
Costa Rica,2005,3.6214
Costa Rica,2006,3.5598
Costa Rica,2007,3.441
Costa Rica,2008,3.1829
Costa Rica,2009,2.2229
Costa Rica,2010,1.4486
Cote d'Ivoire,1980,0.0669
Cote d'Ivoire,1981,0.4965
Cote d'Ivoire,1982,0.5019
Cote d'Ivoire,1983,0.5054
Cote d'Ivoire,1984,0.2087
Cote d'Ivoire,1985,0.461
Cote d'Ivoire,1986,0.1282
Cote d'Ivoire,1987,0.0928
Cote d'Ivoire,1988,0.0558
Cote d'Ivoire,1989,0.0569
Cote d'Ivoire,1990,0.0388
Cote d'Ivoire,1991,0.0339
Cote d'Ivoire,1992,0.0584
Cote d'Ivoire,1993,0.0893
Cote d'Ivoire,1994,0.1585
Cote d'Ivoire,1995,0.6173
Cote d'Ivoire,1996,0.7725
Cote d'Ivoire,1997,0.8325
Cote d'Ivoire,1998,0.8245
Cote d'Ivoire,1999,0.9339
Cote d'Ivoire,2000,0.9282
Cote d'Ivoire,2001,0.8234
Cote d'Ivoire,2002,0.8698
Cote d'Ivoire,2003,0.6106
Cote d'Ivoire,2004,0.527
Cote d'Ivoire,2005,0.5096
Cote d'Ivoire,2006,0.5468
Cote d'Ivoire,2007,0.5232
Cote d'Ivoire,2008,0.4835
Cote d'Ivoire,2009,0.3444
Cote d'Ivoire,2010,-0.2452
Cuba,1980,-0.8486
Cuba,1981,-0.8603
Cuba,1982,-0.8585
Cuba,1983,-0.8598
Cuba,1984,-0.8565
Cuba,1985,-0.8609
Cuba,1986,-0.8587
Cuba,1987,-0.8595
Cuba,1988,-0.8597
Cuba,1989,-0.8504
Cuba,1990,-0.8584
Cuba,1991,-0.854
Cuba,1992,-0.8545
Cuba,1993,-0.851
Cuba,1994,-0.8534
Cuba,1995,-0.8451
Cuba,1996,-0.8435
Cuba,1997,-0.8439
Cuba,1998,-0.8437
Cuba,1999,-0.8326
Cuba,2000,-0.8332
Cuba,2001,-0.8341
Cuba,2002,-0.8335
Cuba,2003,-0.8344
Cuba,2004,-0.8328
Cuba,2005,-0.8329
Cuba,2006,-0.8329
Cuba,2007,-0.8414
Cuba,2008,-0.8408
Cuba,2009,-0.8795
Cuba,2010,-0.8818
Cyprus,1980,0.9531
Cyprus,1981,1.4454
Cyprus,1982,1.5382
Cyprus,1983,1.5432
Cyprus,1984,1.6622
Cyprus,1985,1.8302
Cyprus,1986,1.7824
Cyprus,1987,1.8188
Cyprus,1988,1.8307
Cyprus,1989,1.8527
Cyprus,1990,1.9163
Cyprus,1991,1.9025
Cyprus,1992,2.0193
Cyprus,1993,2.0203
Cyprus,1994,2.0263
Cyprus,1995,2.0047
Cyprus,1996,1.4481
Cyprus,1997,1.3956
Cyprus,1998,1.5233
Cyprus,1999,3.3933
Cyprus,2000,4.4359
Cyprus,2001,4.9543
Cyprus,2002,5.3608
Cyprus,2003,5.5856
Cyprus,2004,5.6716
Cyprus,2005,5.6423
Cyprus,2006,5.4119
Cyprus,2007,5.0749
Cyprus,2008,4.3745
Cyprus,2009,3.2192
Cyprus,2010,2.7679
Democratic Republic of Congo,1980,-0.8531
Democratic Republic of Congo,1981,-0.8552
Democratic Republic of Congo,1982,-0.8562
Democratic Republic of Congo,1983,-0.8558
Democratic Republic of Congo,1984,-0.8561
Democratic Republic of Congo,1985,-0.8495
Democratic Republic of Congo,1986,-0.8491
Democratic Republic of Congo,1987,-0.857
Democratic Republic of Congo,1988,-0.8563
Democratic Republic of Congo,1989,-0.8629
Democratic Republic of Congo,1990,-0.8595
Democratic Republic of Congo,1991,-0.8617
Democratic Republic of Congo,1992,-0.8598
Democratic Republic of Congo,1993,-0.8453
Democratic Republic of Congo,1994,-0.8445
Democratic Republic of Congo,1995,-0.8466
Democratic Republic of Congo,1996,-0.8567
Democratic Republic of Congo,1997,-0.8572
Democratic Republic of Congo,1998,-0.857
Democratic Republic of Congo,1999,-0.852
Democratic Republic of Congo,2000,-0.849
Democratic Republic of Congo,2001,-0.8472
Democratic Republic of Congo,2002,-0.846
Democratic Republic of Congo,2003,-0.8517
Democratic Republic of Congo,2004,-0.8511
Democratic Republic of Congo,2005,-0.8492
Democratic Republic of Congo,2006,-0.8468
Democratic Republic of Congo,2007,-0.8461
Democratic Republic of Congo,2008,-0.8456
Democratic Republic of Congo,2009,-0.8472
Democratic Republic of Congo,2010,-0.8458
Denmark,1980,-0.6923
Denmark,1981,1.359
Denmark,1982,1.2762
Denmark,1983,2.654
Denmark,1984,3.0068
Denmark,1985,3.1659
Denmark,1986,3.3997
Denmark,1987,3.5554
Denmark,1988,3.556
Denmark,1989,3.4568
Denmark,1990,3.3746
Denmark,1991,3.487
Denmark,1992,3.2575
Denmark,1993,3.5911
Denmark,1994,3.8295
Denmark,1995,3.7449
Denmark,1996,3.4676
Denmark,1997,3.0686
Denmark,1998,3.5817
Denmark,1999,3.8324
Denmark,2000,4.3436
Denmark,2001,4.3886
Denmark,2002,4.176
Denmark,2003,3.7632
Denmark,2004,2.9096
Denmark,2005,-0.6791
Denmark,2006,-0.6829
Denmark,2007,-0.6853
Denmark,2008,-0.6847
Denmark,2009,-0.6847
Denmark,2010,-0.6852
Dominican Republic,1980,0.35
Dominican Republic,1981,0.4992
Dominican Republic,1982,0.5484
Dominican Republic,1983,0.5904
Dominican Republic,1984,0.3478
Dominican Republic,1985,0.4554
Dominican Republic,1986,0.3108
Dominican Republic,1987,0.2263
Dominican Republic,1988,0.2066
Dominican Republic,1989,0.0416
Dominican Republic,1990,0.1182
Dominican Republic,1991,0.7226
Dominican Republic,1992,1.1969
Dominican Republic,1993,1.3514
Dominican Republic,1994,1.4131
Dominican Republic,1995,1.4108
Dominican Republic,1996,1.4513
Dominican Republic,1997,1.3427
Dominican Republic,1998,0.8985
Dominican Republic,1999,0.8613
Dominican Republic,2000,1.1195
Dominican Republic,2001,1.8589
Dominican Republic,2002,2.4091
Dominican Republic,2003,2.6193
Dominican Republic,2004,2.8232
Dominican Republic,2005,2.8332
Dominican Republic,2006,2.8501
Dominican Republic,2007,2.8632
Dominican Republic,2008,2.3339
Dominican Republic,2009,2.0685
Dominican Republic,2010,1.525
Ecuador,1980,0.4578
Ecuador,1981,0.6301
Ecuador,1982,0.6424
Ecuador,1983,0.6416
Ecuador,1984,0.6582
Ecuador,1985,0.6419
Ecuador,1986,0.7416
Ecuador,1987,0.9344
