Entity,Year,Assassination,Hostage Taking (Kidnapping),Bombing/Explosion,Facility/Infrastructure Attack,Armed Assault,Hijacking,Unknown,Hostage Taking (Barricade Incident),Unarmed Assault
Angola,1987,0,1,1,0,1,0,0,0,0
Angola,1988,0,0,8,0,4,0,0,0,0
Angola,1989,0,0,8,0,4,0,0,0,0
Angola,1990,0,2,188,2,13,0,0,0,0
Angola,1991,1,0,11,0,4,0,0,0,0
Angola,1992,21,7,4,3,13,0,2,0,0
Angola,1994,1,1,3,0,2,0,2,0,0
Angola,1995,2,0,1,0,5,0,2,0,0
Angola,1996,0,0,2,0,2,0,0,0,0
Angola,1997,0,1,1,0,2,0,3,0,0
Angola,1998,0,0,1,2,12,0,5,0,0
Angola,1999,0,3,8,4,16,0,3,0,0
Angola,2000,0,5,1,1,13,0,2,0,0
Angola,2001,0,3,5,5,22,0,5,0,0
Angola,2002,0,1,0,0,4,0,1,0,0
Angola,2009,0,0,0,0,1,0,0,0,0
Angola,2010,0,0,0,0,1,0,1,0,0
Angola,2016,0,0,0,0,0,0,2,0,0
Angola,2017,0,1,0,0,0,0,4,0,1
Antigua and Barbuda,1992,0,0,0,1,0,0,0,0,0
Argentina,1970,4,4,4,1,8,0,0,0,0
Argentina,1971,1,1,2,0,3,0,0,0,0
Argentina,1972,8,2,8,0,2,0,0,0,0
Argentina,1973,15,20,10,3,10,1,0,1,0
Argentina,1974,12,17,38,0,3,0,0,1,0
Argentina,1975,4,3,21,1,8,0,0,1,0
Argentina,1976,23,8,15,1,7,0,0,0,0
Argentina,1977,7,3,4,3,0,0,0,0,0
Argentina,1978,4,4,13,0,4,0,0,0,0
Argentina,1979,5,1,8,0,0,0,1,1,0
Argentina,1980,1,1,4,0,0,0,0,0,0
Argentina,1981,0,1,0,0,1,0,0,0,0
Argentina,1982,0,1,6,1,1,0,0,0,0
Argentina,1983,1,1,13,0,2,0,1,0,0
Argentina,1984,5,0,30,4,6,0,1,0,0
Argentina,1985,11,1,29,0,2,0,0,0,0
Argentina,1986,0,0,26,3,4,0,0,0,0
Argentina,1987,11,1,62,4,1,0,1,0,0
Argentina,1988,2,0,26,2,3,0,0,0,0
Argentina,1989,3,0,21,1,7,0,0,0,0
Argentina,1990,2,1,28,0,0,0,0,0,0
Argentina,1991,10,0,11,1,4,0,0,1,0
Argentina,1992,2,0,30,2,3,0,1,0,3
Argentina,1994,0,1,9,0,0,0,2,0,2
Argentina,1995,1,0,5,5,1,0,3,0,1
Argentina,1996,1,0,13,0,4,0,1,0,0
Argentina,1997,3,0,1,2,2,0,2,0,1
Argentina,1999,0,0,1,0,0,0,0,0,0
Argentina,2001,0,0,2,0,0,0,0,0,0
Argentina,2003,0,0,1,0,0,0,0,0,0
Argentina,2005,0,0,3,0,0,0,0,0,0
Argentina,2009,0,0,1,0,0,0,0,0,0
Argentina,2010,0,0,5,0,0,0,0,0,0
Argentina,2011,0,0,1,0,0,0,0,0,0
Argentina,2012,1,0,1,0,0,0,0,0,0
Argentina,2013,0,0,0,1,1,0,0,0,0
Argentina,2014,0,0,0,1,0,0,0,0,0
Argentina,2015,0,0,1,0,0,0,0,0,0
Argentina,2016,0,1,0,0,1,0,0,0,0
Argentina,2017,0,0,0,3,0,0,0,0,0
Armenia,1991,0,0,0,0,0,1,0,0,0
Armenia,1992,0,0,0,0,2,0,0,0,0
Armenia,1994,1,0,3,0,0,0,0,0,0
Armenia,1995,0,0,1,0,0,0,0,0,0
Armenia,1996,1,0,0,0,0,0,0,0,0
Armenia,1998,0,0,2,0,0,0,0,0,0
Armenia,1999,0,0,1,0,1,0,0,0,0
Armenia,2000,0,0,1,1,0,0,0,0,0
Armenia,2001,2,0,0,0,0,0,0,0,0
Armenia,2007,0,0,1,0,0,0,0,0,0
Armenia,2009,1,0,0,0,0,0,0,0,0
Armenia,2013,1,0,0,0,0,0,0,0,0
Armenia,2015,0,1,0,0,1,0,0,0,0
Armenia,2016,0,0,1,0,0,0,0,1,0
Australasia & Oceania,1970,0,0,1,0,0,0,0,0,0
Australasia & Oceania,1971,0,0,1,0,0,0,0,0,0
Australasia & Oceania,1972,6,0,2,0,0,0,0,0,0
Australasia & Oceania,1973,0,0,0,0,1,0,0,0,0
Australasia & Oceania,1974,0,0,0,1,0,0,0,0,0
Australasia & Oceania,1975,0,0,0,0,0,0,0,0,0
Australasia & Oceania,1976,0,0,0,0,0,0,0,0,0
Australasia & Oceania,1977,0,0,0,0,0,0,0,0,0
Australasia & Oceania,1978,0,0,2,0,0,0,0,0,0
Australasia & Oceania,1979,0,0,2,0,0,0,0,0,0
Australasia & Oceania,1980,1,0,5,0,1,0,0,0,0
Australasia & Oceania,1981,1,0,1,1,0,0,0,0,0
Australasia & Oceania,1982,0,0,2,0,0,0,0,0,0
Australasia & Oceania,1983,0,0,0,0,0,0,0,0,0
Australasia & Oceania,1984,2,0,4,5,0,0,0,0,0
Australasia & Oceania,1985,1,0,6,0,0,0,0,0,0
Australasia & Oceania,1986,0,0,3,1,0,0,0,0,0
Australasia & Oceania,1987,0,0,2,1,0,0,0,0,0
Australasia & Oceania,1988,5,2,2,0,3,0,0,0,0
Australasia & Oceania,1989,8,0,6,4,11,0,0,0,0
Australasia & Oceania,1990,4,2,1,3,8,0,0,0,0
Australasia & Oceania,1991,2,0,3,5,0,0,0,0,0
Australasia & Oceania,1992,1,0,0,4,6,1,5,0,0
Australasia & Oceania,1994,1,1,4,3,2,0,2,1,0
Australasia & Oceania,1995,1,0,1,3,6,1,5,0,1
Australasia & Oceania,1996,1,1,9,0,2,0,4,2,0
Australasia & Oceania,1997,0,2,2,1,0,0,0,0,2
Australasia & Oceania,1998,0,0,4,1,1,0,0,0,0
Australasia & Oceania,1999,0,0,3,0,1,0,0,0,0
Australasia & Oceania,2000,0,3,1,0,1,1,0,0,0
Australasia & Oceania,2001,0,0,0,3,0,0,0,0,1
Australasia & Oceania,2002,1,0,1,0,0,0,0,0,0
Australasia & Oceania,2003,1,0,0,1,0,0,0,0,2
Australasia & Oceania,2004,0,0,0,0,0,0,0,0,0
Australasia & Oceania,2005,0,0,0,0,0,0,0,0,0
Australasia & Oceania,2006,0,0,1,1,0,0,0,0,0
Australasia & Oceania,2007,0,0,0,0,0,0,0,1,0
Australasia & Oceania,2008,0,0,2,2,0,0,0,0,4
Australasia & Oceania,2009,0,0,1,0,0,0,0,0,0
Australasia & Oceania,2010,0,0,0,0,1,0,0,0,0
Australasia & Oceania,2011,0,0,0,0,0,0,0,0,0
Australasia & Oceania,2012,0,0,0,0,0,0,0,0,0
Australasia & Oceania,2013,0,0,0,1,0,0,0,0,0
Australasia & Oceania,2014,0,0,0,6,2,0,0,1,0
Australasia & Oceania,2015,0,0,1,12,1,0,0,0,0
Australasia & Oceania,2016,0,0,0,8,2,0,0,0,0
Australasia & Oceania,2017,0,2,2,4,2,0,0,1,1
Australia,1970,0,0,1,0,0,0,0,0,0
Australia,1971,0,0,1,0,0,0,0,0,0
Australia,1972,6,0,2,0,0,0,0,0,0
Australia,1974,0,0,0,1,0,0,0,0,0
Australia,1978,0,0,2,0,0,0,0,0,0
Australia,1979,0,0,2,0,0,0,0,0,0
Australia,1980,1,0,4,0,1,0,0,0,0
Australia,1981,1,0,0,0,0,0,0,0,0
Australia,1982,0,0,2,0,0,0,0,0,0
Australia,1986,0,0,2,0,0,0,0,0,0
Australia,1988,1,0,1,0,1,0,0,0,0
Australia,1989,0,0,0,1,1,0,0,0,0
Australia,1991,0,0,2,2,0,0,0,0,0
Australia,1992,0,0,0,1,1,0,2,0,0
Australia,1994,1,0,4,2,0,0,1,1,0
Australia,1995,0,0,1,1,0,0,3,0,0
Australia,1996,0,0,4,0,1,0,0,0,0
Australia,1997,0,0,2,0,0,0,0,0,2
Australia,1998,0,0,4,1,1,0,0,0,0
Australia,2000,0,0,0,0,1,0,0,0,0
Australia,2001,0,0,0,1,0,0,0,0,1
Australia,2006,0,0,1,1,0,0,0,0,0
Australia,2008,0,0,1,2,0,0,0,0,0
Australia,2009,0,0,1,0,0,0,0,0,0
Australia,2010,0,0,0,0,1,0,0,0,0
Australia,2013,0,0,0,1,0,0,0,0,0
Australia,2014,0,0,0,5,2,0,0,1,0
Australia,2015,0,0,1,12,1,0,0,0,0
Australia,2016,0,0,0,7,2,0,0,0,0
Australia,2017,0,0,1,0,1,0,0,1,1
Austria,1972,5,0,1,0,0,1,0,0,0
Austria,1973,0,1,0,0,1,0,0,0,0
Austria,1974,0,0,0,0,0,0,0,0,1
Austria,1975,1,0,0,0,0,0,0,1,0
Austria,1976,0,0,1,1,2,0,0,0,0
Austria,1977,0,0,3,2,0,0,0,0,0
Austria,1978,0,0,0,0,1,0,0,0,0
Austria,1979,1,0,4,0,0,0,0,0,0
Austria,1980,0,0,2,0,0,0,0,0,0
Austria,1981,1,0,2,0,0,0,0,0,0
Austria,1982,0,0,10,1,0,0,0,0,0
Austria,1984,2,0,2,0,0,0,0,0,0
Austria,1985,1,0,3,0,0,0,0,0,0
Austria,1986,0,0,4,0,0,0,0,0,0
Austria,1987,2,0,1,1,0,0,0,0,0
Austria,1988,0,0,0,0,0,0,1,0,0
Austria,1989,1,0,1,0,0,0,0,0,0
Austria,1990,0,0,1,0,0,0,0,0,0
Austria,1991,0,1,1,0,0,0,1,0,0
Austria,1992,0,0,2,3,2,0,1,0,0
Austria,1994,0,0,5,0,0,0,0,0,0
Austria,1995,0,0,9,1,2,0,0,0,0
Austria,1996,0,0,1,3,0,0,0,0,0
Austria,1997,0,0,0,0,0,1,0,0,0
Austria,1998,0,0,1,0,0,0,0,0,0
Austria,2006,0,0,0,1,0,0,0,0,0
Austria,2007,0,0,0,1,0,0,0,0,0
Austria,2008,0,0,0,6,0,0,0,0,1
Austria,2009,0,0,0,1,2,0,0,0,0
Austria,2011,0,0,0,1,0,0,0,0,0
Austria,2013,0,0,0,1,0,0,0,0,0
Austria,2016,0,0,0,3,0,0,0,0,0
Austria,2017,0,0,0,0,1,0,0,0,0
Azerbaijan,1991,0,0,1,0,1,1,0,0,0
Azerbaijan,1992,1,1,3,0,7,0,0,0,0
Azerbaijan,1994,3,0,4,0,2,0,2,0,0
Azerbaijan,1995,2,0,0,0,0,0,0,0,0
Azerbaijan,1996,2,0,0,0,0,0,0,0,0
Azerbaijan,1997,1,0,0,0,0,0,0,0,0
Azerbaijan,2000,1,0,0,0,0,0,0,0,0
Azerbaijan,2001,0,0,1,1,2,0,0,0,0
Azerbaijan,2002,0,0,1,0,0,0,0,0,0
Azerbaijan,2007,0,0,0,1,0,0,0,0,0
Azerbaijan,2008,0,0,2,0,0,0,0,0,0
Azerbaijan,2009,1,0,1,0,0,0,0,0,0
Azerbaijan,2014,0,0,1,1,0,0,1,0,0
Azerbaijan,2016,0,0,2,0,0,0,0,0,0
Azerbaijan,2017,0,0,1,0,0,0,1,0,0
Bahamas,1976,0,0,0,0,1,0,0,0,0
Bahamas,1981,0,0,0,1,0,0,0,0,0
Bahamas,1997,1,0,1,0,0,0,0,0,0
Bahamas,2013,0,0,1,0,0,0,0,0,0
Bahrain,1979,0,0,1,0,0,0,0,0,0
Bahrain,1980,0,0,1,0,0,0,0,0,0
Bahrain,1991,1,0,0,0,0,0,0,0,0
Bahrain,1994,0,0,0,0,0,0,0,0,1
Bahrain,1995,0,0,0,7,1,0,0,0,0
Bahrain,1996,0,0,10,5,1,0,0,0,0
Bahrain,1997,0,0,2,4,4,0,1,0,0
Bahrain,2003,0,0,1,0,0,0,0,0,0
Bahrain,2006,0,0,1,0,0,0,0,0,0
Bahrain,2008,0,0,1,0,0,0,0,0,0
Bahrain,2010,0,0,1,1,0,0,0,0,0
Bahrain,2011,0,0,1,0,0,0,0,0,0
Bahrain,2012,0,0,18,2,5,0,0,0,1
Bahrain,2013,0,0,33,10,8,0,1,0,0
Bahrain,2014,2,0,26,7,7,0,0,0,0
Bahrain,2015,0,0,14,1,3,0,0,0,0
Bahrain,2016,0,0,0,1,1,0,1,0,0
Bahrain,2017,0,0,13,0,7,0,0,1,0
Bangladesh,1977,0,0,1,0,0,0,0,0,0
Bangladesh,1979,0,1,0,0,0,0,0,0,0
Bangladesh,1980,1,0,0,0,0,0,0,0,0
Bangladesh,1981,1,0,0,0,0,0,0,0,0
Bangladesh,1982,0,0,1,0,0,0,0,0,0
Bangladesh,1984,1,0,0,0,0,0,0,0,0
Bangladesh,1985,0,0,1,0,0,0,0,0,0
Bangladesh,1986,1,0,7,1,2,0,0,0,0
Bangladesh,1987,1,0,4,0,0,0,1,0,0
Bangladesh,1988,7,2,16,0,11,0,0,0,0
Bangladesh,1989,8,3,16,0,9,0,0,0,0
Bangladesh,1990,6,1,4,2,9,0,0,0,0
Bangladesh,1991,6,4,7,2,21,0,2,0,0
Bangladesh,1992,17,0,6,18,24,0,10,1,0
Bangladesh,1994,4,1,51,1,4,1,4,0,2
Bangladesh,1995,8,0,28,4,26,0,8,0,0
Bangladesh,1996,14,3,42,17,34,1,49,0,1
Bangladesh,1997,1,1,2,0,6,0,7,0,0
Bangladesh,1998,0,0,0,0,2,0,0,0,0
Bangladesh,1999,0,0,9,0,2,0,0,0,0
Bangladesh,2000,1,0,9,1,11,0,0,1,0
Bangladesh,2001,1,2,8,0,4,0,0,0,0
Bangladesh,2002,0,0,4,0,1,0,0,0,0
Bangladesh,2003,0,0,4,0,0,0,0,0,0
Bangladesh,2004,2,1,7,1,0,0,0,0,0
Bangladesh,2005,2,0,20,0,1,0,0,0,0
Bangladesh,2006,0,1,21,1,0,0,0,0,0
Bangladesh,2007,1,1,6,1,0,0,0,0,0
Bangladesh,2008,0,2,10,1,5,0,0,0,1
Bangladesh,2009,2,4,10,1,5,0,4,0,1
Bangladesh,2010,4,0,13,0,4,0,1,0,0
Bangladesh,2011,1,1,4,1,5,0,1,0,0
Bangladesh,2012,4,1,10,0,3,0,0,0,0
Bangladesh,2013,12,4,71,35,15,0,0,0,2
Bangladesh,2014,8,4,43,56,18,0,1,0,0
Bangladesh,2015,38,3,321,71,28,0,3,2,3
Bangladesh,2016,6,8,20,19,29,0,2,3,1
Bangladesh,2017,6,3,15,3,13,0,0,0,1
Barbados,1976,0,0,2,0,0,0,0,0,0
Barbados,1992,0,0,0,0,1,0,0,0,0
Belarus,1994,0,0,0,0,1,0,0,0,0
Belarus,1997,0,0,2,0,0,0,0,0,0
Belarus,1999,0,0,0,1,0,0,0,0,0
Belarus,2001,0,0,1,0,0,0,0,0,0
Belarus,2006,0,0,0,0,0,0,0,0,1
Belarus,2008,0,0,1,0,0,0,0,0,0
Belarus,2010,0,0,0,2,0,0,0,0,0
Belarus,2011,0,0,1,0,0,0,0,0,0
Belarus,2012,0,0,3,0,0,0,0,0,0
Belgium,1970,0,0,1,0,0,0,0,0,0
Belgium,1972,4,0,0,0,0,0,0,0,0
Belgium,1973,0,0,0,1,0,0,0,0,0
Belgium,1974,0,0,2,3,0,0,0,0,0
Belgium,1976,0,0,0,1,0,0,0,0,0
Belgium,1977,0,0,0,1,0,0,0,0,0
Belgium,1978,0,2,5,1,0,0,0,0,0
Belgium,1979,2,0,5,0,1,0,0,0,0
Belgium,1980,2,0,3,1,0,1,1,0,0
Belgium,1981,3,0,1,2,0,0,0,0,0
Belgium,1982,0,0,0,0,1,0,0,0,0
Belgium,1983,1,0,5,0,1,0,0,1,0
Belgium,1984,1,0,8,0,1,0,0,0,0
Belgium,1985,0,0,20,0,1,0,0,0,0
Belgium,1986,0,0,3,0,0,0,0,0,0
Belgium,1987,1,0,0,0,0,0,0,0,0
Belgium,1988,1,0,2,0,2,0,0,0,0
Belgium,1989,4,1,1,1,0,0,0,0,0
Belgium,1990,2,0,0,0,0,0,0,0,0
Belgium,1991,1,0,1,1,0,0,3,0,0
Belgium,1992,1,1,1,0,1,0,2,0,3
Belgium,1994,0,0,0,2,2,0,0,0,1
Belgium,1995,1,0,0,0,0,0,0,0,0
Belgium,1997,0,0,1,0,1,0,0,0,0
Belgium,1998,0,0,1,2,0,0,0,0,0
Belgium,1999,0,0,0,2,0,0,0,0,0
Belgium,2002,0,0,1,2,0,0,0,0,0
Belgium,2003,0,0,0,0,0,0,0,0,8
Belgium,2007,0,0,1,0,0,0,0,0,0
Belgium,2009,0,0,0,1,0,0,0,0,0
Belgium,2012,0,0,0,1,0,0,0,0,0
Belgium,2014,0,0,0,1,1,0,0,0,0
Belgium,2016,0,0,3,1,2,0,0,0,0
Belgium,2017,1,0,1,0,1,0,0,0,0
Belize,1980,1,0,0,0,0,0,0,0,0
Belize,1991,1,2,0,0,0,0,0,0,0
Belize,1992,0,1,0,0,1,0,0,0,0
Belize,2000,0,0,1,0,0,0,0,0,0
Belize,2013,0,0,0,1,0,0,0,0,0
Benin,1992,0,0,0,0,0,0,1,0,0
Benin,1994,0,0,3,0,0,0,0,0,0
Benin,1995,0,0,1,0,0,0,0,0,0
Benin,1996,0,1,0,0,1,0,0,0,0
Benin,2007,0,0,0,0,1,0,0,0,0
Bhutan,2006,0,0,1,0,0,0,0,0,0
Bhutan,2008,0,0,3,0,0,0,0,0,0
Bhutan,2011,0,0,1,0,0,0,0,0,0
Bhutan,2014,0,1,0,0,0,0,0,0,0
Bolivia,1970,0,1,0,0,0,0,0,0,0
Bolivia,1971,0,2,0,0,0,0,0,0,0
Bolivia,1974,0,1,0,0,0,0,0,0,0
Bolivia,1976,0,0,1,0,0,0,0,0,0
Bolivia,1977,0,0,1,0,0,0,0,0,0
Bolivia,1978,0,0,2,0,1,0,0,0,0
Bolivia,1979,0,0,14,0,0,0,0,0,0
Bolivia,1980,3,0,15,1,7,0,5,4,0
Bolivia,1981,1,0,3,0,0,0,0,1,0
Bolivia,1982,1,0,23,2,0,0,1,0,0
Bolivia,1983,1,1,23,1,0,0,0,1,0
Bolivia,1984,3,1,10,0,0,0,0,0,0
Bolivia,1985,2,1,9,0,0,0,1,0,0
Bolivia,1986,1,0,3,0,0,0,0,0,0
Bolivia,1987,0,1,9,2,0,0,2,0,0
Bolivia,1988,5,0,6,0,0,0,0,0,0
Bolivia,1989,1,0,38,1,0,0,0,0,0
Bolivia,1990,0,0,11,0,0,0,0,0,0
Bolivia,1991,2,0,25,0,1,0,0,0,0
Bolivia,1992,6,0,29,1,1,0,0,1,0
Bolivia,1994,1,1,5,0,1,0,0,0,0
Bolivia,1995,0,1,1,0,0,0,0,0,0
Bolivia,1996,0,1,0,0,0,0,0,0,0
Bolivia,1997,0,0,2,1,1,0,0,0,0
Bolivia,2003,0,0,1,0,0,0,0,0,0
Bolivia,2005,0,0,1,0,0,0,0,0,0
Bolivia,2007,0,0,2,0,1,0,0,0,0
Bolivia,2009,0,0,3,0,0,0,0,0,0
Bolivia,2012,0,0,0,0,1,0,0,0,0
Bosnia-Herzegovina,1992,0,1,11,0,9,0,1,0,0
Bosnia-Herzegovina,1994,1,0,3,0,4,0,0,1,0
Bosnia-Herzegovina,1995,4,0,0,0,2,0,0,0,0
Bosnia-Herzegovina,1996,2,0,27,1,3,0,0,0,0
Bosnia-Herzegovina,1997,1,0,30,1,8,0,0,0,2
Bosnia-Herzegovina,1998,0,0,8,1,0,0,0,0,0
Bosnia-Herzegovina,1999,0,0,5,0,0,0,0,0,0
Bosnia-Herzegovina,2000,1,0,4,0,1,0,0,0,0
Bosnia-Herzegovina,2001,0,0,2,0,0,0,0,0,0
Bosnia-Herzegovina,2002,0,0,2,0,0,0,1,0,0
Bosnia-Herzegovina,2003,0,0,0,0,0,0,0,0,1
Bosnia-Herzegovina,2005,0,0,1,0,0,0,0,0,0
Bosnia-Herzegovina,2006,0,0,0,1,0,0,0,0,0
Bosnia-Herzegovina,2007,0,0,2,0,0,0,0,0,0
Bosnia-Herzegovina,2008,0,0,3,1,0,0,0,0,0
Bosnia-Herzegovina,2009,0,0,1,0,0,0,0,0,0
Bosnia-Herzegovina,2010,0,0,1,0,0,0,0,0,0
Bosnia-Herzegovina,2011,0,0,0,0,1,0,0,0,0
Bosnia-Herzegovina,2013,0,0,1,0,0,0,0,0,0
Bosnia-Herzegovina,2014,2,0,1,0,0,0,0,0,0
Bosnia-Herzegovina,2015,0,0,2,1,3,0,0,0,0
Botswana,1974,1,0,0,0,0,0,0,0,0
Botswana,1985,0,0,1,0,0,0,0,0,0
Botswana,1987,0,0,1,0,0,0,0,0,0
Botswana,1988,0,0,3,0,0,0,0,0,0
Botswana,1989,0,0,2,0,0,0,0,0,0
Botswana,1990,0,0,1,0,0,0,0,0,0
Botswana,1995,0,0,0,1,0,0,0,0,0
Brazil,1970,0,5,0,0,0,1,0,0,0
Brazil,1971,0,0,0,2,1,0,0,0,0
Brazil,1972,2,0,0,0,1,0,0,0,0
Brazil,1973,0,0,1,1,0,0,0,0,0
Brazil,1976,0,1,4,0,0,0,0,0,0
Brazil,1977,1,0,0,0,0,0,0,0,0
Brazil,1978,1,3,1,0,0,0,0,0,0
Brazil,1979,1,1,1,1,2,0,0,0,0
Brazil,1980,2,0,9,3,5,0,0,0,0
Brazil,1981,2,0,6,2,0,0,0,1,0
Brazil,1982,1,0,1,0,2,0,0,0,0
Brazil,1983,2,0,5,1,0,0,0,0,0
Brazil,1984,1,0,2,1,0,0,1,0,0
Brazil,1985,0,1,0,0,0,0,0,0,0
Brazil,1986,1,0,0,1,1,0,0,0,0
Brazil,1987,0,0,1,0,0,0,0,0,0
Brazil,1988,1,0,1,0,0,0,0,0,0
Brazil,1989,2,1,2,0,0,0,0,0,0
Brazil,1990,3,1,1,0,2,0,0,0,0
Brazil,1991,10,4,6,0,3,0,1,0,0
Brazil,1992,7,6,4,1,2,0,4,0,0
Brazil,1994,7,5,0,0,3,1,2,1,0
Brazil,1995,4,5,8,1,2,0,0,0,3
Brazil,1996,3,3,2,3,3,1,3,0,0
Brazil,1997,6,5,1,0,19,0,6,1,1
Brazil,1998,0,0,2,0,0,0,0,0,0
Brazil,1999,1,0,0,0,0,0,0,0,0
Brazil,2000,0,1,1,0,0,0,0,0,0
Brazil,2001,1,1,1,0,0,0,0,0,0
Brazil,2002,0,0,0,0,1,0,0,0,0
Brazil,2003,0,0,0,0,1,0,0,0,0
Brazil,2006,0,0,2,0,1,0,0,0,0
Brazil,2012,1,0,0,0,0,0,0,0,0
Brazil,2013,2,0,1,0,0,0,0,0,0
Brazil,2014,1,1,0,0,1,0,0,0,0
Brazil,2015,3,0,2,0,0,0,0,0,0
Brazil,2016,1,0,0,1,0,0,0,0,0
Brazil,2017,0,0,0,2,0,0,0,0,0
Brunei,1972,5,0,0,0,0,0,0,0,0
Brunei,1992,1,0,0,0,0,0,0,0,0
Bulgaria,1982,2,0,0,0,0,0,0,0,0
Bulgaria,1984,0,0,1,0,0,0,0,0,0
Bulgaria,1990,0,0,3,2,0,0,0,0,0
Bulgaria,1991,0,0,2,0,0,1,0,0,0
