Entity,Year,Polity IV Index
Albania,1975,-9
Albania,1976,-9
Albania,1977,-9
Albania,1978,-9
Albania,1979,-9
Albania,1980,-9
Albania,1981,-9
Albania,1982,-9
Albania,1983,-9
Albania,1984,-9
Albania,1985,-9
Albania,1986,-9
Albania,1987,-9
Albania,1988,-9
Albania,1989,-9
Albania,1990,1
Albania,1991,1
Albania,1992,5
Albania,1993,5
Albania,1994,5
Albania,1995,5
Albania,1997,5
Albania,1998,5
Albania,1999,5
Albania,2000,5
Albania,2001,5
Albania,2002,7
Albania,2003,7
Albania,2004,7
Albania,2005,9
Albania,2006,9
Albania,2007,9
Albania,2008,9
Albania,2009,9
Albania,2010,9
Albania,2011,9
Algeria,1962,-8
Algeria,1963,-8
Algeria,1964,-8
Algeria,1965,-9
Algeria,1966,-9
Algeria,1967,-9
Algeria,1968,-9
Algeria,1969,-9
Algeria,1970,-9
Algeria,1971,-9
Algeria,1972,-9
Algeria,1973,-9
Algeria,1974,-9
Algeria,1975,-9
Algeria,1976,-9
Algeria,1977,-9
Algeria,1978,-9
Algeria,1979,-9
Algeria,1980,-9
Algeria,1981,-9
Algeria,1982,-9
Algeria,1983,-9
Algeria,1984,-9
Algeria,1985,-9
Algeria,1986,-9
Algeria,1987,-9
Algeria,1988,-9
Algeria,1989,-2
Algeria,1990,-2
Algeria,1991,-2
Algeria,1992,-7
Algeria,1993,-7
Algeria,1994,-7
Algeria,1995,-3
Algeria,1996,-3
Algeria,1997,-3
Algeria,1998,-3
Algeria,1999,-3
Algeria,2000,-3
Algeria,2001,-3
Algeria,2002,-3
Algeria,2003,-3
Algeria,2004,2
Algeria,2005,2
Algeria,2006,2
Algeria,2007,2
Algeria,2008,2
Algeria,2009,2
Algeria,2010,2
Algeria,2011,2
Angola,1975,-7
Angola,1976,-7
Angola,1977,-7
Angola,1978,-7
Angola,1979,-7
Angola,1980,-7
Angola,1981,-7
Angola,1982,-7
Angola,1983,-7
Angola,1984,-7
Angola,1985,-7
Angola,1986,-7
Angola,1987,-7
Angola,1988,-7
Angola,1989,-7
Angola,1990,-7
Angola,1991,-3
Angola,1993,-1
Angola,1994,-1
Angola,1995,-2
Angola,1996,-2
Angola,1997,-3
Angola,1998,-3
Angola,1999,-3
Angola,2000,-3
Angola,2001,-3
Angola,2002,-2
Angola,2003,-2
Angola,2004,-2
Angola,2005,-2
Angola,2006,-2
Angola,2007,-2
Angola,2008,-2
Angola,2009,-2
Angola,2010,-2
Angola,2011,-2
Argentina,1825,-5
Argentina,1826,-5
Argentina,1827,-5
Argentina,1828,-5
Argentina,1829,-5
Argentina,1830,-5
Argentina,1831,-5
Argentina,1832,-5
Argentina,1833,-5
Argentina,1834,-5
Argentina,1835,-5
Argentina,1836,-5
Argentina,1837,-5
Argentina,1838,-5
Argentina,1839,-5
Argentina,1840,-5
Argentina,1841,-5
Argentina,1842,-5
Argentina,1843,-5
Argentina,1844,-5
Argentina,1845,-5
Argentina,1846,-5
Argentina,1847,-5
Argentina,1848,-5
Argentina,1849,-5
Argentina,1850,-5
Argentina,1851,-5
Argentina,1852,-4
Argentina,1853,-3
Argentina,1854,-3
Argentina,1855,-3
Argentina,1856,-3
Argentina,1857,-3
Argentina,1858,-3
Argentina,1859,-3
Argentina,1860,-3
Argentina,1861,-3
Argentina,1862,-3
Argentina,1863,-3
Argentina,1864,-3
Argentina,1865,-3
Argentina,1866,-3
Argentina,1867,-3
Argentina,1868,-3
Argentina,1869,-3
Argentina,1870,-3
Argentina,1871,-3
Argentina,1872,-3
Argentina,1873,-3
Argentina,1874,-3
Argentina,1875,-3
Argentina,1876,-3
Argentina,1877,-3
Argentina,1878,-3
Argentina,1879,-3
Argentina,1880,1
Argentina,1881,1
Argentina,1882,1
Argentina,1883,1
Argentina,1884,1
Argentina,1885,1
Argentina,1886,1
Argentina,1887,1
Argentina,1888,1
Argentina,1889,1
Argentina,1890,1
Argentina,1891,1
Argentina,1892,1
Argentina,1893,1
Argentina,1894,1
Argentina,1895,1
Argentina,1896,1
Argentina,1897,1
Argentina,1898,1
Argentina,1899,1
Argentina,1900,1
Argentina,1901,1
Argentina,1902,1
Argentina,1903,1
Argentina,1904,1
Argentina,1905,1
Argentina,1906,1
Argentina,1907,1
Argentina,1908,1
Argentina,1909,1
Argentina,1910,1
Argentina,1911,1
Argentina,1912,2
Argentina,1913,2
Argentina,1914,2
Argentina,1915,2
Argentina,1916,2
Argentina,1917,2
Argentina,1918,2
Argentina,1919,2
Argentina,1920,2
Argentina,1921,2
Argentina,1922,2
Argentina,1923,2
Argentina,1924,2
Argentina,1925,2
Argentina,1926,2
Argentina,1927,2
Argentina,1928,2
Argentina,1929,2
Argentina,1930,-8
Argentina,1931,-8
Argentina,1932,-8
Argentina,1933,-8
Argentina,1934,-8
Argentina,1935,-8
Argentina,1936,-8
Argentina,1937,5
Argentina,1938,5
Argentina,1939,5
Argentina,1940,5
Argentina,1941,5
Argentina,1942,5
Argentina,1943,-8
Argentina,1944,-8
Argentina,1945,-8
Argentina,1946,-8
Argentina,1947,-9
Argentina,1948,-9
Argentina,1949,-9
Argentina,1950,-9
Argentina,1951,-9
Argentina,1952,-9
Argentina,1953,-9
Argentina,1954,-9
Argentina,1955,-6
Argentina,1956,-3
Argentina,1957,-1
Argentina,1958,-1
Argentina,1959,-1
Argentina,1960,-1
Argentina,1961,-1
Argentina,1962,-1
Argentina,1963,-1
Argentina,1964,-1
Argentina,1965,-1
Argentina,1966,-9
Argentina,1967,-9
Argentina,1968,-9
Argentina,1969,-9
Argentina,1970,-9
Argentina,1971,-9
Argentina,1972,-9
Argentina,1973,6
Argentina,1974,6
Argentina,1975,6
Argentina,1976,-9
Argentina,1977,-9
Argentina,1978,-9
Argentina,1979,-9
Argentina,1980,-9
Argentina,1981,-8
Argentina,1982,-8
Argentina,1983,8
Argentina,1984,8
Argentina,1985,8
Argentina,1986,8
Argentina,1987,8
Argentina,1988,8
Argentina,1989,7
Argentina,1990,7
Argentina,1991,7
Argentina,1992,7
Argentina,1993,7
Argentina,1994,7
Argentina,1995,7
Argentina,1996,7
Argentina,1997,7
Argentina,1998,7
Argentina,1999,8
Argentina,2000,8
Argentina,2001,8
Argentina,2002,8
Argentina,2003,8
Argentina,2004,8
Argentina,2005,8
Argentina,2006,8
Argentina,2007,8
Argentina,2008,8
Argentina,2009,8
Argentina,2010,8
Argentina,2011,8
Armenia,1923,-7
Armenia,1924,-7
Armenia,1925,-7
Armenia,1926,-7
Armenia,1927,-8
Armenia,1928,-8
Armenia,1929,-8
Armenia,1930,-8
Armenia,1931,-8
Armenia,1932,-8
Armenia,1933,-9
Armenia,1934,-9
Armenia,1935,-9
Armenia,1936,-9
Armenia,1937,-9
Armenia,1938,-9
Armenia,1939,-9
Armenia,1940,-9
Armenia,1941,-9
Armenia,1942,-9
Armenia,1943,-9
Armenia,1944,-9
Armenia,1945,-9
Armenia,1946,-9
Armenia,1947,-9
Armenia,1948,-9
Armenia,1949,-9
Armenia,1950,-9
Armenia,1951,-9
Armenia,1952,-9
Armenia,1953,-7
Armenia,1954,-7
Armenia,1955,-7
Armenia,1956,-7
Armenia,1957,-7
Armenia,1958,-7
Armenia,1959,-7
Armenia,1960,-7
Armenia,1961,-7
Armenia,1962,-7
Armenia,1963,-7
Armenia,1964,-7
Armenia,1965,-7
Armenia,1966,-7
Armenia,1967,-7
Armenia,1968,-7
Armenia,1969,-7
Armenia,1970,-7
Armenia,1971,-7
Armenia,1972,-7
Armenia,1973,-7
Armenia,1974,-7
Armenia,1975,-7
Armenia,1976,-7
Armenia,1977,-7
Armenia,1978,-7
Armenia,1979,-7
Armenia,1980,-7
Armenia,1981,-7
Armenia,1982,-7
Armenia,1983,-7
Armenia,1984,-7
Armenia,1985,-7
Armenia,1986,-7
Armenia,1987,-7
Armenia,1988,-6
Armenia,1989,-4
Armenia,1991,7
Armenia,1992,7
Armenia,1993,7
Armenia,1994,7
Armenia,1995,3
Armenia,1996,-6
Armenia,1997,-6
Armenia,1998,5
Armenia,1999,5
Armenia,2000,5
Armenia,2001,5
Armenia,2002,5
Armenia,2003,5
Armenia,2004,5
Armenia,2005,5
Armenia,2006,5
Armenia,2007,5
Armenia,2008,5
Armenia,2009,5
Armenia,2010,5
Armenia,2011,5
Australia,1901,10
Australia,1902,10
Australia,1903,10
Australia,1904,10
Australia,1905,10
Australia,1906,10
Australia,1907,10
Australia,1908,10
Australia,1909,10
Australia,1910,10
Australia,1911,10
Australia,1912,10
Australia,1913,10
Australia,1914,10
Australia,1915,10
Australia,1916,10
Australia,1917,10
Australia,1918,10
Australia,1919,10
Australia,1920,10
Australia,1921,10
Australia,1922,10
Australia,1923,10
Australia,1924,10
Australia,1925,10
Australia,1926,10
Australia,1927,10
Australia,1928,10
Australia,1929,10
Australia,1930,10
Australia,1931,10
Australia,1932,10
Australia,1933,10
Australia,1934,10
Australia,1935,10
Australia,1936,10
Australia,1937,10
Australia,1938,10
Australia,1939,10
Australia,1940,10
Australia,1941,10
Australia,1942,10
Australia,1943,10
Australia,1944,10
Australia,1945,10
Australia,1946,10
Australia,1947,10
Australia,1948,10
Australia,1949,10
Australia,1950,10
Australia,1951,10
Australia,1952,10
Australia,1953,10
Australia,1954,10
Australia,1955,10
Australia,1956,10
Australia,1957,10
Australia,1958,10
Australia,1959,10
Australia,1960,10
Australia,1961,10
Australia,1962,10
Australia,1963,10
Australia,1964,10
Australia,1965,10
Australia,1966,10
Australia,1967,10
Australia,1968,10
Australia,1969,10
Australia,1970,10
Australia,1971,10
Australia,1972,10
Australia,1973,10
Australia,1974,10
Australia,1975,10
Australia,1976,10
Australia,1977,10
Australia,1978,10
Australia,1979,10
Australia,1980,10
Australia,1981,10
Australia,1982,10
Australia,1983,10
Australia,1984,10
Australia,1985,10
Australia,1986,10
Australia,1987,10
Australia,1988,10
Australia,1989,10
Australia,1990,10
Australia,1991,10
Australia,1992,10
Australia,1993,10
Australia,1994,10
Australia,1995,10
Australia,1996,10
Australia,1997,10
Australia,1998,10
Australia,1999,10
Australia,2000,10
Australia,2001,10
Australia,2002,10
Australia,2003,10
Australia,2004,10
Australia,2005,10
Australia,2006,10
Australia,2007,10
Australia,2008,10
Australia,2009,10
Australia,2010,10
Australia,2011,10
Austria,1800,-10
Austria,1801,-10
Austria,1802,-10
Austria,1803,-10
Austria,1804,-10
Austria,1805,-10
Austria,1806,-10
Austria,1807,-10
Austria,1808,-10
Austria,1809,-10
Austria,1810,-10
Austria,1811,-10
Austria,1812,-10
Austria,1813,-10
Austria,1814,-10
Austria,1815,-10
Austria,1816,-10
Austria,1817,-10
Austria,1818,-10
Austria,1819,-10
Austria,1820,-10
Austria,1821,-10
Austria,1822,-10
Austria,1823,-10
Austria,1824,-10
Austria,1825,-10
Austria,1826,-10
Austria,1827,-10
Austria,1828,-10
Austria,1829,-10
Austria,1830,-10
Austria,1831,-10
Austria,1832,-10
Austria,1833,-10
Austria,1834,-10
Austria,1835,-10
Austria,1836,-10
Austria,1837,-10
Austria,1838,-10
Austria,1839,-10
Austria,1840,-10
Austria,1841,-10
Austria,1842,-10
Austria,1843,-10
Austria,1844,-10
Austria,1845,-10
Austria,1846,-10
Austria,1847,-10
Austria,1848,-6
Austria,1849,-6
Austria,1850,-6
Austria,1851,-6
Austria,1852,-6
Austria,1853,-6
Austria,1854,-6
Austria,1855,-6
Austria,1856,-6
Austria,1857,-6
Austria,1858,-6
Austria,1859,-6
Austria,1860,-6
Austria,1861,-4
Austria,1862,-4
Austria,1863,-4
Austria,1864,-4
Austria,1865,-4
Austria,1866,-4
Austria,1867,-4
Austria,1868,-4
Austria,1869,-4
Austria,1870,-4
Austria,1871,-4
Austria,1872,-4
Austria,1873,-4
Austria,1874,-4
Austria,1875,-4
Austria,1876,-4
Austria,1877,-4
Austria,1878,-4
Austria,1879,-4
Austria,1880,-4
Austria,1881,-4
Austria,1882,-4
Austria,1883,-4
Austria,1884,-4
Austria,1885,-4
Austria,1886,-4
Austria,1887,-4
Austria,1888,-4
Austria,1889,-4
Austria,1890,-4
Austria,1891,-4
Austria,1892,-4
Austria,1893,-4
Austria,1894,-4
Austria,1895,-4
Austria,1896,-4
Austria,1897,-4
Austria,1898,-4
Austria,1899,-4
Austria,1900,-4
Austria,1901,-4
Austria,1902,-4
Austria,1903,-4
Austria,1904,-4
Austria,1905,-4
Austria,1906,-4
Austria,1907,-4
Austria,1908,-4
Austria,1909,-4
Austria,1910,-4
Austria,1911,-4
Austria,1912,-4
Austria,1913,-4
Austria,1914,-4
Austria,1915,-4
Austria,1916,-4
Austria,1917,-4
Austria,1919,4
Austria,1920,8
Austria,1921,8
Austria,1922,8
Austria,1923,8
Austria,1924,8
Austria,1925,8
Austria,1926,8
Austria,1927,8
Austria,1928,8
Austria,1929,8
Austria,1930,8
Austria,1931,8
Austria,1932,8
Austria,1933,-1
Austria,1934,-9
Austria,1935,-9
Austria,1936,-9
Austria,1937,-9
Austria,1945,5
Austria,1946,10
Austria,1947,10
Austria,1948,10
Austria,1949,10
Austria,1950,10
Austria,1951,10
Austria,1952,10
Austria,1953,10
Austria,1954,10
Austria,1955,10
Austria,1956,10
Austria,1957,10
Austria,1958,10
Austria,1959,10
Austria,1960,10
Austria,1961,10
Austria,1962,10
Austria,1963,10
Austria,1964,10
Austria,1965,10
Austria,1966,10
Austria,1967,10
Austria,1968,10
Austria,1969,10
Austria,1970,10
Austria,1971,10
Austria,1972,10
Austria,1973,10
Austria,1974,10
Austria,1975,10
Austria,1976,10
Austria,1977,10
Austria,1978,10
Austria,1979,10
Austria,1980,10
Austria,1981,10
Austria,1982,10
Austria,1983,10
Austria,1984,10
Austria,1985,10
Austria,1986,10
Austria,1987,10
Austria,1988,10
Austria,1989,10
Austria,1990,10
Austria,1991,10
Austria,1992,10
Austria,1993,10
Austria,1994,10
Austria,1995,10
Austria,1996,10
Austria,1997,10
Austria,1998,10
Austria,1999,10
Austria,2000,10
Austria,2001,10
Austria,2002,10
Austria,2003,10
Austria,2004,10
Austria,2005,10
Austria,2006,10
Austria,2007,10
Austria,2008,10
Austria,2009,10
Austria,2010,10
Austria,2011,10
Azerbaijan,1923,-7
Azerbaijan,1924,-7
Azerbaijan,1925,-7
Azerbaijan,1926,-7
Azerbaijan,1927,-8
Azerbaijan,1928,-8
Azerbaijan,1929,-8
Azerbaijan,1930,-8
Azerbaijan,1931,-8
Azerbaijan,1932,-8
Azerbaijan,1933,-9
Azerbaijan,1934,-9
Azerbaijan,1935,-9
Azerbaijan,1936,-9
Azerbaijan,1937,-9
Azerbaijan,1938,-9
Azerbaijan,1939,-9
Azerbaijan,1940,-9
Azerbaijan,1941,-9
Azerbaijan,1942,-9
Azerbaijan,1943,-9
Azerbaijan,1944,-9
Azerbaijan,1945,-9
Azerbaijan,1946,-9
Azerbaijan,1947,-9
Azerbaijan,1948,-9
Azerbaijan,1949,-9
Azerbaijan,1950,-9
Azerbaijan,1951,-9
Azerbaijan,1952,-9
Azerbaijan,1953,-7
Azerbaijan,1954,-7
Azerbaijan,1955,-7
Azerbaijan,1956,-7
Azerbaijan,1957,-7
Azerbaijan,1958,-7
Azerbaijan,1959,-7
Azerbaijan,1960,-7
Azerbaijan,1961,-7
Azerbaijan,1962,-7
Azerbaijan,1963,-7
Azerbaijan,1964,-7
Azerbaijan,1965,-7
Azerbaijan,1966,-7
Azerbaijan,1967,-7
Azerbaijan,1968,-7
Azerbaijan,1969,-7
Azerbaijan,1970,-7
Azerbaijan,1971,-7
Azerbaijan,1972,-7
Azerbaijan,1973,-7
Azerbaijan,1974,-7
Azerbaijan,1975,-7
Azerbaijan,1976,-7
Azerbaijan,1977,-7
Azerbaijan,1978,-7
Azerbaijan,1979,-7
Azerbaijan,1980,-7
Azerbaijan,1981,-7
Azerbaijan,1982,-7
Azerbaijan,1983,-7
Azerbaijan,1984,-7
Azerbaijan,1985,-7
Azerbaijan,1986,-7
Azerbaijan,1987,-7
Azerbaijan,1988,-6
Azerbaijan,1989,-4
Azerbaijan,1991,-3
Azerbaijan,1992,1
Azerbaijan,1993,-3
Azerbaijan,1994,-3
Azerbaijan,1995,-6
Azerbaijan,1996,-6
Azerbaijan,1997,-6
Azerbaijan,1998,-7
Azerbaijan,1999,-7
Azerbaijan,2000,-7
Azerbaijan,2001,-7
Azerbaijan,2002,-7
Azerbaijan,2003,-7
Azerbaijan,2004,-7
Azerbaijan,2005,-7
Azerbaijan,2006,-7
Azerbaijan,2007,-7
Azerbaijan,2008,-7
Azerbaijan,2009,-7
Azerbaijan,2010,-7
Azerbaijan,2011,-7
Bahrain,1971,-10
Bahrain,1972,-10
Bahrain,1973,-7
Bahrain,1974,-7
Bahrain,1975,-10
Bahrain,1976,-10
Bahrain,1977,-10
Bahrain,1978,-10
Bahrain,1979,-10
Bahrain,1980,-10
Bahrain,1981,-10
Bahrain,1982,-10
Bahrain,1983,-10
Bahrain,1984,-10
Bahrain,1985,-10
Bahrain,1986,-10
Bahrain,1987,-10
Bahrain,1988,-10
Bahrain,1989,-10
Bahrain,1990,-10
Bahrain,1991,-10
Bahrain,1992,-10
Bahrain,1993,-9
Bahrain,1994,-9
Bahrain,1995,-9
Bahrain,1996,-9
Bahrain,1997,-9
Bahrain,1998,-9
Bahrain,1999,-9
Bahrain,2000,-9
Bahrain,2001,-8
Bahrain,2002,-7
Bahrain,2003,-7
Bahrain,2004,-7
Bahrain,2005,-7
Bahrain,2006,-7
Bahrain,2007,-7
Bahrain,2008,-7
Bahrain,2009,-7
Bahrain,2010,-5
Bahrain,2011,-8
Bangladesh,1972,8
Bangladesh,1973,8
Bangladesh,1974,-2
Bangladesh,1975,-7
Bangladesh,1976,-7
Bangladesh,1977,-7
Bangladesh,1978,-4
Bangladesh,1979,-4
Bangladesh,1980,-4
Bangladesh,1981,-4
Bangladesh,1982,-7
Bangladesh,1983,-7
Bangladesh,1984,-7
Bangladesh,1985,-7
Bangladesh,1986,-5
Bangladesh,1987,-5
Bangladesh,1988,-5
Bangladesh,1989,-5
Bangladesh,1990,-5
Bangladesh,1991,6
Bangladesh,1992,6
Bangladesh,1993,6
Bangladesh,1994,6
Bangladesh,1995,6
Bangladesh,1996,6
Bangladesh,1997,6
Bangladesh,1998,6
Bangladesh,1999,6
Bangladesh,2000,6
Bangladesh,2001,6
Bangladesh,2002,6
Bangladesh,2003,6
Bangladesh,2004,6
Bangladesh,2005,6
Bangladesh,2006,6
Bangladesh,2007,-6
Bangladesh,2008,-6
Bangladesh,2009,5
Bangladesh,2010,5
Bangladesh,2011,5
Belarus,1923,-7
Belarus,1924,-7
Belarus,1925,-7
Belarus,1926,-7
Belarus,1927,-8
Belarus,1928,-8
Belarus,1929,-8
Belarus,1930,-8
Belarus,1931,-8
Belarus,1932,-8
Belarus,1933,-9
Belarus,1934,-9
Belarus,1935,-9
Belarus,1936,-9
Belarus,1937,-9
Belarus,1938,-9
Belarus,1939,-9
Belarus,1940,-9
Belarus,1941,-9
Belarus,1942,-9
Belarus,1943,-9
Belarus,1944,-9
Belarus,1945,-9
Belarus,1946,-9
Belarus,1947,-9
Belarus,1948,-9
Belarus,1949,-9
Belarus,1950,-9
Belarus,1951,-9
Belarus,1952,-9
Belarus,1953,-7
Belarus,1954,-7
Belarus,1955,-7
Belarus,1956,-7
Belarus,1957,-7
Belarus,1958,-7
Belarus,1959,-7
Belarus,1960,-7
Belarus,1961,-7
Belarus,1962,-7
Belarus,1963,-7
Belarus,1964,-7
Belarus,1965,-7
Belarus,1966,-7
Belarus,1967,-7
Belarus,1968,-7
Belarus,1969,-7
Belarus,1970,-7
Belarus,1971,-7
Belarus,1972,-7
Belarus,1973,-7
Belarus,1974,-7
Belarus,1975,-7
Belarus,1976,-7
Belarus,1977,-7
Belarus,1978,-7
Belarus,1979,-7
Belarus,1980,-7
Belarus,1981,-7
Belarus,1982,-7
Belarus,1983,-7
Belarus,1984,-7
Belarus,1985,-7
Belarus,1986,-7
Belarus,1987,-7
Belarus,1988,-6
Belarus,1989,-4
Belarus,1991,7
Belarus,1992,7
Belarus,1993,7
Belarus,1994,7
Belarus,1996,-7
Belarus,1997,-7
Belarus,1998,-7
Belarus,1999,-7
Belarus,2000,-7
Belarus,2001,-7
Belarus,2002,-7
Belarus,2003,-7
Belarus,2004,-7
Belarus,2005,-7
Belarus,2006,-7
Belarus,2007,-7
Belarus,2008,-7
Belarus,2009,-7
Belarus,2010,-7
Belarus,2011,-7
Belgium,1830,-4
Belgium,1831,-4
Belgium,1832,-4
Belgium,1833,-4
Belgium,1834,-4
Belgium,1835,-4
Belgium,1836,-4
Belgium,1837,-4
Belgium,1838,-4
Belgium,1839,-4
Belgium,1840,-4
Belgium,1841,-4
Belgium,1842,-4
Belgium,1843,-4
Belgium,1844,-4
Belgium,1845,-4
Belgium,1846,-4
Belgium,1847,-4
Belgium,1848,-4
Belgium,1849,-4
Belgium,1850,-4
Belgium,1851,-4
Belgium,1852,-4
Belgium,1853,6
Belgium,1854,6
Belgium,1855,6
Belgium,1856,6
Belgium,1857,6
Belgium,1858,6
Belgium,1859,6
Belgium,1860,6
Belgium,1861,6
Belgium,1862,6
Belgium,1863,6
Belgium,1864,6
Belgium,1865,6
Belgium,1866,6
Belgium,1867,6
Belgium,1868,6
Belgium,1869,6
Belgium,1870,6
Belgium,1871,6
Belgium,1872,6
Belgium,1873,6
Belgium,1874,6
Belgium,1875,6
Belgium,1876,6
Belgium,1877,6
Belgium,1878,6
Belgium,1879,6
Belgium,1880,6
Belgium,1881,6
Belgium,1882,6
Belgium,1883,6
Belgium,1884,6
Belgium,1885,6
Belgium,1886,6
Belgium,1887,6
Belgium,1888,6
Belgium,1889,6
Belgium,1890,6
Belgium,1891,6
Belgium,1892,6
Belgium,1893,6
Belgium,1894,6
