Entity,Year,Social Expenditure %GDP - (OWID extrapolated series)
Canada,1910,0
Canada,1920,0.06
Canada,1930,0.31
Canada,1960,8.117736532
Canada,1961,8.396542221
Canada,1962,8.357319358
Canada,1963,8.290315209
Canada,1964,8.196586418
Canada,1965,7.937770546
Canada,1966,8.075592063
Canada,1967,8.829456762
Canada,1968,9.369240535
Canada,1969,9.720853383
Canada,1970,10.48436839
Canada,1971,11.36838633
Canada,1972,12.12909131
Canada,1973,12.14316779
Canada,1974,12.53374604
Canada,1975,13.67648823
Canada,1976,13.37451818
Canada,1977,13.595433
Canada,1978,13.39408899
Canada,1979,12.90118654
Canada,1980,13.306
Canada,1985,16.418
Canada,1990,17.546
Canada,1995,18.354
Canada,2000,15.763
Canada,2005,16.138
Canada,2010,17.547
Canada,2013,16.878
Canada,2014,16.818
Canada,2015,17.213
Chile,1990,9.83
Chile,1995,11.014
Chile,2000,12.737
Chile,2005,8.692
Chile,2010,10.466
Chile,2013,10.002
Chile,2014,10.52
Chile,2015,11.18
Czech Republic,1990,14.169
Czech Republic,1995,16.129
Czech Republic,2000,17.962
Czech Republic,2005,18.112
Czech Republic,2010,19.766
Czech Republic,2013,20.261
Czech Republic,2014,19.897
Czech Republic,2015,19.475
Czech Republic,2016,19.437
Denmark,1880,0.96
Denmark,1890,1.11
Denmark,1900,1.41
Denmark,1910,1.75
Denmark,1920,2.71
Denmark,1930,3.11
Denmark,1960,9.46270583
Denmark,1970,14.76521717
Denmark,1971,15.53662405
Denmark,1972,15.66169698
Denmark,1973,15.56647099
Denmark,1974,17.52376389
Denmark,1975,18.72106353
Denmark,1976,18.01916598
Denmark,1977,18.35230368
Denmark,1978,19.23045696
Denmark,1979,19.7745319
Denmark,1980,20.334
Denmark,1985,19.294
Denmark,1990,21.973
Denmark,1995,25.513
Denmark,2000,23.765
Denmark,2005,25.186
Denmark,2010,28.941
Denmark,2013,29.017
Denmark,2014,29.001
Denmark,2015,28.814
Denmark,2016,28.677
Estonia,2000,13.816
Estonia,2005,12.97
Estonia,2010,18.321
Estonia,2013,15.871
Estonia,2014,15.977
Estonia,2015,17.037
Estonia,2016,17.427
Finland,1880,0.66
Finland,1890,0.76
Finland,1900,0.78
Finland,1910,0.9
Finland,1920,0.85
Finland,1930,2.97
Finland,1960,8.144340766
Finland,1961,8.407883875
Finland,1962,8.895144773
Finland,1963,9.06119164
Finland,1964,9.490408028
Finland,1965,10.27865087
Finland,1966,11.16363935
Finland,1967,11.90990932
Finland,1968,12.58923258
Finland,1969,12.37661529
Finland,1970,12.53344597
Finland,1971,13.34528936
Finland,1972,13.99794372
Finland,1973,13.64675671
Finland,1974,13.9516556
Finland,1975,15.4373571
Finland,1976,17.04886543
Finland,1977,18.45034185
Finland,1978,18.74081587
Finland,1979,17.82869989
Finland,1980,17.742
Finland,1985,21.663
Finland,1990,23.318
Finland,1995,28.902
Finland,2000,22.648
Finland,2005,23.927
Finland,2010,27.417
Finland,2013,29.482
Finland,2014,30.177
Finland,2015,30.575
Finland,2016,30.783
France,1880,0.46
France,1890,0.54
France,1900,0.57
France,1910,0.81
France,1920,0.64
France,1930,1.05
France,1960,12.03809709
France,1970,14.96240384
France,1975,16.46679708
France,1976,18.09021481
France,1977,18.59166897
France,1978,19.45212529
France,1979,19.72334639
France,1980,20.232
France,1985,25.245
France,1990,24.28
France,1995,28.332
France,2000,27.495
France,2005,28.694
France,2010,30.664
France,2013,31.493
France,2014,31.938
France,2015,31.685
France,2016,31.548
Germany,1880,0.5
Germany,1890,0.53
Germany,1900,0.59
Germany,1930,4.82
Germany,1960,15.36900429
Germany,1961,15.30499905
Germany,1962,15.38823514
Germany,1963,15.82884552
Germany,1964,15.3544809
Germany,1965,16.08403345
Germany,1966,16.29368853
Germany,1967,17.68985237
Germany,1968,17.47866871
Germany,1969,16.95038312
Germany,1970,16.56899836
Germany,1971,17.31586635
Germany,1972,17.96411868
Germany,1973,18.29670434
Germany,1974,19.96037785
Germany,1975,23.05745714
Germany,1976,22.73042441
Germany,1977,22.57739198
Germany,1978,22.02451057
Germany,1979,21.58779659
Germany,1980,21.788
Germany,1985,22.228
Germany,1990,21.354
Germany,1995,25.225
Germany,2000,25.405
Germany,2005,26.279
Germany,2010,25.922
Germany,2013,24.758
Germany,2014,24.851
Germany,2015,24.964
Germany,2016,25.289
Greece,1880,0
Greece,1890,0
Greece,1900,0
Greece,1910,0
Greece,1920,0
Greece,1930,0.07
Greece,1960,6.097022902
Greece,1961,6.15928405
Greece,1962,6.292460982
Greece,1963,6.584765475
Greece,1964,6.822277068
Greece,1965,7.283308689
Greece,1966,7.61670586
Greece,1967,8.162280081
Greece,1968,8.433565012
Greece,1969,8.089454234
Greece,1970,8.047091117
Greece,1971,8.091215174
Greece,1972,7.736204272
Greece,1973,7.009729518
Greece,1974,7.452637313
Greece,1975,7.713039336
Greece,1976,8.067154378
Greece,1977,8.86498118
Greece,1978,9.495982219
Greece,1979,9.30247371
Greece,1980,9.856
Greece,1985,15.368
Greece,1990,15.721
Greece,1995,16.6
Greece,2000,18.383
Greece,2005,20.422
Greece,2010,23.826
Greece,2013,26.04
Greece,2014,26.077
Greece,2015,26.387
Greece,2016,27.026
Hungary,2000,20.113
Hungary,2005,21.857
Hungary,2010,23.038
Hungary,2013,22.108
Hungary,2014,21.373
Hungary,2015,20.672
Hungary,2016,20.604
Iceland,1990,13.186
Iceland,1995,14.71
Iceland,2000,14.631
Iceland,2005,15.893
Iceland,2010,16.996
Iceland,2013,16.603
Iceland,2014,16.677
Iceland,2015,15.674
Iceland,2016,15.214
Ireland,1930,3.74
Ireland,1960,7.09439486
Ireland,1961,7.201331148
Ireland,1962,7.295329497
Ireland,1963,7.618721078
Ireland,1964,7.518391755
Ireland,1965,7.826963533
Ireland,1966,8.485709893
Ireland,1967,8.68570303
Ireland,1968,8.471068908
Ireland,1969,8.899226589
Ireland,1970,9.6976489
Ireland,1971,10.23535483
Ireland,1972,10.10304491
Ireland,1973,10.98795601
Ireland,1974,12.38090535
Ireland,1975,13.91089618
Ireland,1976,13.7971166
Ireland,1977,13.33237617
Ireland,1978,13.37824249
Ireland,1979,13.79136835
Ireland,1980,15.657
Ireland,1985,20.369
Ireland,1990,16.839
Ireland,1995,17.543
Ireland,2000,12.567
Ireland,2005,14.879
Ireland,2010,22.389
Ireland,2013,20.229
Ireland,2014,19.161
Ireland,2015,16.971
Ireland,2016,16.105
Israel,1995,17.006
Israel,2000,17.005
Israel,2005,16.3
Israel,2010,16.035
Israel,2013,16.116
Israel,2014,16.241
Israel,2015,16.046
Israel,2016,16.098
Italy,1880,0
Italy,1890,0
Italy,1900,0
Italy,1910,0
Italy,1920,0
Italy,1930,0.08
Italy,1960,10.71713342
Italy,1961,10.49876261
Italy,1962,11.32295597
Italy,1963,11.66436058
Italy,1964,11.73358679
Italy,1965,13.22655893
Italy,1966,13.35978202
Italy,1967,13.25533354
Italy,1968,13.55326517
Italy,1969,13.91295942
Italy,1970,13.87869274
Italy,1971,14.84257901
Italy,1972,15.89002003
Italy,1973,15.64472293
Italy,1974,15.81899366
Italy,1975,17.21296682
Italy,1976,17.25647171
Italy,1977,16.63989902
Italy,1978,18.00924475
Italy,1979,17.3667989
Italy,1980,17.379
Italy,1985,20.113
Italy,1990,20.652
Italy,1995,20.957
Italy,2000,22.637
Italy,2005,24.095
Italy,2010,27.629
Italy,2013,28.619
Italy,2014,28.972
Italy,2015,28.917
Italy,2016,28.871
Japan,1880,0.05
Japan,1890,0.11
Japan,1900,0.17
Japan,1910,0.18
Japan,1920,0.18
Japan,1930,0.21
Japan,1960,3.470812182
Japan,1961,3.925302951
Japan,1962,4.19093792
Japan,1963,4.371477729
Japan,1964,4.420922763
Japan,1965,4.722153496
Japan,1966,4.777126347
Japan,1967,4.830765969
Japan,1968,4.768017334
Japan,1969,4.670731789
Japan,1970,4.90989891
Japan,1971,5.132696242
Japan,1972,5.547535334
Japan,1973,5.729202871
Japan,1974,6.936385678
Japan,1975,7.992115301
Japan,1976,8.611482114
Japan,1977,8.946610719
Japan,1978,9.623850053
Japan,1979,9.933519057
Japan,1980,10.244
Japan,1985,11.068
Japan,1990,11.107
Japan,1995,14.055
Japan,2000,16.269
Japan,2005,18.152
Japan,2010,22.074
Japan,2013,23.06
Latvia,1995,0
Latvia,2000,14.841
Latvia,2005,12.205
Latvia,2010,18.711
Latvia,2013,14.377
Latvia,2014,14.227
Latvia,2015,14.415
Latvia,2016,14.46
Luxembourg,1980,19.222
Luxembourg,1985,18.729
Luxembourg,1990,18.147
Luxembourg,1995,19.685
Luxembourg,2000,18.601
Luxembourg,2005,22.392
Luxembourg,2010,22.91
Luxembourg,2013,23.233
Luxembourg,2014,23.004
Luxembourg,2015,22.184
Luxembourg,2016,21.8
Mexico,1980,..
Mexico,1985,1.703
Mexico,1990,3.17
Mexico,1995,4.124
Mexico,2000,4.778
Mexico,2005,6.283
Mexico,2010,7.495
Netherlands,1880,0.29
Netherlands,1890,0.3
Netherlands,1900,0.39
Netherlands,1910,0.39
Netherlands,1920,0.99
Netherlands,1930,1.03
Netherlands,1960,9.604045445
Netherlands,1961,10.40763334
Netherlands,1962,11.12187603
Netherlands,1963,12.81986312
Netherlands,1964,12.92968082
Netherlands,1965,14.04922895
Netherlands,1966,15.21529189
Netherlands,1967,16.22932575
Netherlands,1968,16.81327998
Netherlands,1969,17.64982788
Netherlands,1970,18.42703498
Netherlands,1971,19.18258854
Netherlands,1972,19.96527057
Netherlands,1973,20.5507956
Netherlands,1974,21.91989118
Netherlands,1975,24.26125453
Netherlands,1976,24.30077343
Netherlands,1977,20.96819799
Netherlands,1978,21.83820323
Netherlands,1979,22.5536143
Netherlands,1980,23.261
Netherlands,1985,23.78
Netherlands,1990,23.989
Netherlands,1995,22.339
Netherlands,2000,18.404
Netherlands,2005,20.489
Netherlands,2010,22.087
Netherlands,2013,22.879
Netherlands,2014,22.661
Netherlands,2015,22.313
Netherlands,2016,22.006
New Zealand,1880,0.17
New Zealand,1890,0.39
New Zealand,1900,1.09
New Zealand,1910,1.35
New Zealand,1920,1.84
New Zealand,1930,2.43
New Zealand,1960,11.40733281
New Zealand,1961,11.31475973
New Zealand,1962,11.57334823
New Zealand,1963,11.00763835
New Zealand,1964,10.77076614
New Zealand,1965,10.55456804
New Zealand,1966,10.76277487
New Zealand,1967,11.11255642
New Zealand,1968,10.85267948
New Zealand,1969,10.50059338
New Zealand,1970,10.14585955
New Zealand,1971,9.966974145
New Zealand,1972,11.042047
New Zealand,1973,11.57058034
New Zealand,1974,12.1741924
New Zealand,1975,12.9668692
New Zealand,1976,13.35496148
New Zealand,1977,15.75486853
New Zealand,1978,16.35007378
New Zealand,1979,16.19167708
New Zealand,1980,16.744
New Zealand,1985,17.127
New Zealand,1990,20.535
New Zealand,1995,17.904
New Zealand,2000,18.457
New Zealand,2005,17.809
New Zealand,2010,20.251
New Zealand,2013,19.275
New Zealand,2014,19.371
New Zealand,2015,19.667
Norway,1880,1.07
Norway,1890,0.95
Norway,1900,1.24
Norway,1910,1.18
Norway,1920,1.09
Norway,1930,2.39
Norway,1960,6.030845779
Norway,1961,6.224853234
Norway,1962,6.779611853
Norway,1963,7.106425371
Norway,1964,7.330135145
Norway,1965,7.797818829
Norway,1966,8.597698247
Norway,1967,9.164308272
Norway,1968,9.670078428
Norway,1969,10.32190022
Norway,1970,12.38833063
Norway,1971,13.36577297
Norway,1972,14.33363533
Norway,1973,14.65131267
Norway,1974,14.32374614
Norway,1975,14.97422503
Norway,1976,15.53919793
Norway,1977,15.91662478
Norway,1978,16.71197679
Norway,1979,16.92743664
Norway,1980,16.121
Norway,1985,17.198
Norway,1990,21.55
Norway,1995,22.474
Norway,2000,20.402
Norway,2005,20.749
Norway,2010,21.916
Norway,2013,21.765
Norway,2014,22.448
Norway,2015,23.909
Norway,2016,25.075
Poland,1990,14.592
Poland,1995,21.832
Poland,2000,20.221
Poland,2005,20.878
Poland,2010,20.632
Poland,2013,19.57
Poland,2014,19.489
Poland,2015,19.419
Poland,2016,20.214
Portugal,1880,0
Portugal,1890,0
Portugal,1900,0
Portugal,1910,0
Portugal,1920,0
Portugal,1930,0
Portugal,1980,9.513
Portugal,1985,9.829
Portugal,1990,12.224
Portugal,1995,16.016
Portugal,2000,18.513
Portugal,2005,22.329
Portugal,2010,24.482
Portugal,2013,25.497
Portugal,2014,24.523
Portugal,2015,24.1
Portugal,2016,24.113
Slovakia,1995,18.403
Slovakia,2000,17.55
Slovakia,2005,15.834
Slovakia,2010,18.051
Slovakia,2013,18.103
Slovakia,2014,19.318
Slovakia,2015,19.408
Slovakia,2016,18.598
Slovenia,1995,5.702
Slovenia,2000,22.372
Slovenia,2005,21.441
Slovenia,2010,23.397
Slovenia,2013,23.978
Slovenia,2014,23.081
Slovenia,2015,22.362
Slovenia,2016,22.834
South Korea,1990,2.682
South Korea,1995,3.071
South Korea,2000,4.525
South Korea,2005,6.115
South Korea,2010,8.283
South Korea,2013,9.332
South Korea,2014,9.718
South Korea,2015,10.108
South Korea,2016,10.359
Spain,1880,0
Spain,1890,0
Spain,1900,0
Spain,1910,0.02
Spain,1920,0.04
Spain,1930,0.07
Spain,1980,14.984
Spain,1985,17.14
Spain,1990,19.196
Spain,1995,20.687
Spain,2000,19.481
Spain,2005,20.407
Spain,2010,25.839
Spain,2013,26.28
Spain,2014,26.069
Spain,2015,25.371
Spain,2016,24.61
Sweden,1880,0.72
Sweden,1890,0.85
Sweden,1900,0.85
Sweden,1910,1.03
Sweden,1920,1.14
Sweden,1930,2.59
Sweden,1960,10.371663
Sweden,1961,10.31828846
Sweden,1962,10.64236657
Sweden,1963,11.87388551
Sweden,1964,11.97488602
Sweden,1965,12.62406682
Sweden,1966,13.45810834
Sweden,1967,14.58088282
Sweden,1968,15.6460699
Sweden,1969,15.81166011
Sweden,1970,16.05500312
Sweden,1971,17.59211005
Sweden,1972,17.60745739
Sweden,1973,17.62963126
Sweden,1974,20.16717138
Sweden,1975,20.2679074
Sweden,1976,21.20627974
Sweden,1977,23.46314589
Sweden,1978,24.13642272
Sweden,1979,24.08259006
Sweden,1980,24.847
Sweden,1985,26.967
Sweden,1990,27.237
Sweden,1995,30.561
Sweden,2000,26.773
Sweden,2005,27.351
Sweden,2010,26.268
Sweden,2013,27.386
Sweden,2014,27.136
Sweden,2015,26.677
Sweden,2016,27.057
Switzerland,1930,1.17
Switzerland,1960,4.32690778
Switzerland,1961,4.501247912
Switzerland,1962,5.189382161
Switzerland,1963,5.004051698
Switzerland,1964,5.814888199
Switzerland,1965,6.011906288
Switzerland,1966,6.218968922
Switzerland,1967,6.51146493
Switzerland,1968,6.584010153
Switzerland,1969,7.720370677
Switzerland,1970,7.46759271
Switzerland,1971,7.718187241
Switzerland,1972,7.760210678
Switzerland,1973,9.58543835
Switzerland,1974,10.14228203
Switzerland,1975,11.93933065
Switzerland,1976,12.65016164
Switzerland,1977,12.76919976
Switzerland,1978,12.7801094
Switzerland,1979,12.77455349
Switzerland,1980,12.769
Switzerland,1985,13.391
Switzerland,1990,12.126
Switzerland,1995,16.067
Switzerland,2000,16.287
Switzerland,2005,18.426
Switzerland,2010,18.431
Switzerland,2013,19.195
Switzerland,2014,19.275
Switzerland,2015,19.608
Switzerland,2016,19.727
Turkey,1980,3.968
Turkey,1985,3.156
Turkey,1990,5.526
Turkey,1995,5.595
Turkey,2000,7.72
Turkey,2005,10.269
Turkey,2010,12.838
Turkey,2013,13.359
Turkey,2014,13.507
Turkey,2015,..
Turkey,2016,..
United Kingdom,1880,0.86
United Kingdom,1890,0.83
United Kingdom,1900,1
United Kingdom,1910,1.38
United Kingdom,1920,1.39
United Kingdom,1930,2.24
United Kingdom,1960,9.695266922
United Kingdom,1961,9.937712696
United Kingdom,1962,10.12661549
United Kingdom,1963,10.61938825
United Kingdom,1964,10.44189031
United Kingdom,1965,11.0674075
United Kingdom,1966,11.28180096
United Kingdom,1967,11.91708486
United Kingdom,1968,12.38000025
United Kingdom,1969,12.37416384
United Kingdom,1970,12.529809
United Kingdom,1971,12.4057028
United Kingdom,1972,13.17844005
United Kingdom,1973,12.79034068
United Kingdom,1974,14.16077486
United Kingdom,1975,14.83580065
United Kingdom,1976,15.37234632
United Kingdom,1977,15.31771467
United Kingdom,1978,15.62650275
United Kingdom,1979,15.5457689
United Kingdom,1980,15.587
United Kingdom,1985,18.181
United Kingdom,1990,15.244
United Kingdom,1995,18.333
United Kingdom,2000,17.706
United Kingdom,2005,19.408
United Kingdom,2010,22.785
United Kingdom,2013,21.874
United Kingdom,2014,21.58
United Kingdom,2015,21.502
United Kingdom,2016,21.493
United States,1880,0.29
United States,1890,0.45
United States,1900,0.55
United States,1910,0.56
United States,1920,0.7
United States,1930,0.56
United States,1960,6.20326758
United States,1961,6.773312467
United States,1962,6.820596257
United States,1963,6.793083473
United States,1964,6.705333856
United States,1965,6.710177303
United States,1966,6.822748309
United States,1967,7.499537809
United States,1968,7.870623424
United States,1969,7.964243733
United States,1970,8.863118903
United States,1971,9.581854501
United States,1972,9.727942847
United States,1973,9.922069919
United States,1974,10.89176915
United States,1975,12.3828651
United States,1976,12.23132896
United States,1977,12.00061609
United States,1978,11.6358021
United States,1979,11.78846715
United States,1980,12.836
United States,1985,12.837
United States,1990,13.167
United States,1995,15.057
United States,2000,14.25
United States,2005,15.649
United States,2010,19.346
United States,2013,18.816
United States,2014,18.813
United States,2015,18.954
United States,2016,19.321
