Entity,Year,"Unemployment rate, all ages, advanced education","Unemployment rate, all ages, less than basic education","Unemployment rate, all ages, all levels of education","Unemployment rate, all ages, intermediate education","Unemployment rate, all ages, basic education","Unemployment rate, all ages, education level not stated"
Belgium,2011,3.799999952316284,18.70000076293945,7.099999904632568,6.800000190734863,13.19999980926514,
Belgium,2012,3.900000095367432,19.29999923706055,7.5,7.800000190734863,13.19999980926514,
Belgium,2013,4.900000095367432,20.79999923706055,8.399999618530273,8.199999809265137,15.10000038146973,
Belgium,2014,4.699999809265137,24.20000076293945,8.5,8.800000190734863,15.30000019073486,
Belgium,2015,4.599999904632568,23.60000038146973,8.5,8.699999809265137,16,
Belgium,2016,4.199999809265137,21.39999961853027,7.800000190734863,8,15.39999961853027,
Belgium,2017,4.300000190734863,23.60000038146973,7.099999904632568,7.099999904632568,13.80000019073486,
Belize,2005,5.199999809265137,9.699999809265137,11,11.69999980926514,13.69999980926514,
Belize,2012,9.699999809265137,12.89999961853027,14.30000019073486,13.69999980926514,16,2.700000047683716
Benin,2011,12.10000038146973,1.399999976158142,2.700000047683716,6.099999904632568,2.5,
Bermuda,2000,1.700000047683716,,2.700000047683716,3.099999904632568,3.099999904632568,2.799999952316284
Bermuda,2009,2.799999952316284,20,4.5,5.400000095367432,4.599999904632568,26.79999923706055
Bermuda,2010,2.299999952316284,2.099999904632568,4,5,4.199999809265137,4.199999809265137
Bermuda,2012,4.400000095367432,17.29999923706055,8.399999618530273,5.599999904632568,12,13.60000038146973
Bhutan,2009,,1.899999976158142,4,13,5.699999809265137,6
Bhutan,2010,,2,3.200000047683716,8.800000190734863,3.599999904632568,4.699999809265137
Bhutan,2012,6.099999904632568,.699999988079071,2.099999904632568,7.300000190734863,3.700000047683716,.8999999761581421
Bhutan,2013,18.29999923706055,.6000000238418579,2.900000095367432,7.300000190734863,2.299999952316284,.8999999761581421
Bolivia,1996,9,2.400000095367432,5.199999809265137,,5.900000095367432,
Bolivia,1997,6.800000190734863,.5,2,,1.5,
Bolivia,2000,11.39999961853027,1.100000023841858,4.400000095367432,,3.599999904632568,
Bolivia,2005,7.699999809265137,2.799999952316284,5.099999904632568,8.199999809265137,4.900000095367432,8.100000381469727
Bolivia,2006,6.199999809265137,1.5,4.5,8.800000190734863,4.199999809265137,8.199999809265137
Bolivia,2007,8,1.600000023841858,4.900000095367432,10.5,3.5,4.400000095367432
Bolivia,2008,4.599999904632568,1,2.599999904632568,4.5,2.400000095367432,
Bolivia,2009,6.300000190734863,1.200000047683716,2.900000095367432,3.799999952316284,2.700000047683716,
Bolivia,2011,2.900000095367432,.800000011920929,2.200000047683716,3.599999904632568,2.200000047683716,3.299999952316284
Bolivia,2012,4,.800000011920929,2.099999904632568,3,1.600000023841858,2
Bolivia,2013,4.400000095367432,.8999999761581421,2.400000095367432,2.900000095367432,2.700000047683716,2
Bolivia,2014,3.200000047683716,.699999988079071,2,3.099999904632568,1.799999952316284,3.200000047683716
Bolivia,2015,3.700000047683716,1.5,3.099999904632568,4.5,2.900000095367432,
Bolivia,2016,5.300000190734863,1.100000023841858,3.099999904632568,4.300000190734863,2.900000095367432,
Bolivia,2017,5.099999904632568,1.200000047683716,3.200000047683716,4.400000095367432,3.200000047683716,
Bosnia and Herzegovina,2014,19.29999923706055,29.5,27.5,28.89999961853027,30.5,
Bosnia and Herzegovina,2015,18.39999961853027,,27.70000076293945,30,29.60000038146973,
Bosnia and Herzegovina,2016,9.800000190734863,1.399999976158142,11.80000019073486,11.10000038146973,22.89999961853027,
Botswana,2006,,11,17.5,,19.5,2.400000095367432
Botswana,2009,4.400000095367432,12.89999961853027,16.20000076293945,10.60000038146973,21.10000038146973,
Botswana,2010,6.900000095367432,10.60000038146973,17.89999961853027,25,21,16
Brazil,1995,2.400000095367432,3.5,6.400000095367432,6.199999809265137,8.100000381469727,3.200000047683716
Brazil,1996,3,4.199999809265137,7.300000190734863,6.699999809265137,9,4
Brazil,1997,3.400000095367432,4.400000095367432,8.199999809265137,8.199999809265137,10.10000038146973,2.5
Brazil,1998,3.599999904632568,4.900000095367432,9.399999618530273,9.399999618530273,11.60000038146973,5.199999809265137
Brazil,1999,4.199999809265137,5.400000095367432,10.19999980926514,10.80000019073486,12.30000019073486,4.199999809265137
Brazil,2001,3.700000047683716,4.800000190734863,9.600000381469727,10.10000038146973,11.69999980926514,4.699999809265137
Brazil,2002,3.5,4.400000095367432,9.399999618530273,10.69999980926514,11.10000038146973,3.200000047683716
Brazil,2003,4.099999904632568,4.900000095367432,10,11.10000038146973,11.69999980926514,5.199999809265137
Brazil,2004,3.599999904632568,4,9.100000381469727,10.5,10.60000038146973,3.299999952316284
Brazil,2005,4,4,9.600000381469727,10.80000019073486,11.19999980926514,3.200000047683716
Brazil,2006,3.700000047683716,3.799999952316284,8.600000381469727,9.899999618530273,9.899999618530273,2.599999904632568
Brazil,2007,3.799999952316284,3.599999904632568,8.300000190734863,9.899999618530273,9.399999618530273,2.700000047683716
Brazil,2008,3.900000095367432,3.599999904632568,7.300000190734863,8.699999809265137,8.199999809265137,2.5
Brazil,2009,3.900000095367432,4.199999809265137,8.5,10,9.600000381469727,3
Brazil,2011,3.5,3,6.900000095367432,7.900000095367432,8,
Brazil,2012,4.399999976158142,11.00000023841858,13.59999990463257,11.29999971389771,14.40000009536743,8.5
Brazil,2013,4.800000071525574,11,13.69999980926514,12,14.5,8.399999618530273
Brazil,2014,5.200000047683716,10.09999990463257,13.79999971389771,12.19999980926514,14.79999971389771,8.5
Brazil,2015,10.19999980926514,12.99999976158142,18.19999980926514,18.90000009536743,19.80000019073486,9.800000190734863
Brazil,2016,6.300000190734863,8.800000190734863,11.60000038146973,13.5,13.60000038146973,12.39999961853027
Brazil,2017,7,10.30000019073486,12.80000019073486,14.60000038146973,15.39999961853027,13.39999961853027
Brunei,2014,4.599999904632568,8.199999809265137,7,7.599999904632568,8.5,3.599999904632568
Brunei,2017,7.5,6.400000095367432,9.300000190734863,9.899999618530273,10.39999961853027,
Bulgaria,2000,6.699999809265137,,16.20000076293945,15.80000019073486,25,
Bulgaria,2001,8.800000190734863,,19.89999961853027,19.39999961853027,33.20000076293945,
Bulgaria,2002,8.199999809265137,,18.10000038146973,17.70000076293945,29.70000076293945,
Bulgaria,2003,6.800000190734863,43.20000076293945,13.69999980926514,12.5,23.89999961853027,
Bulgaria,2004,5.800000190734863,39.5,12,11.30000019073486,20.10000038146973,
Bulgaria,2005,4.300000190734863,37.29999923706055,10.10000038146973,9.199999809265137,18.79999923706055,
Bulgaria,2006,4,37,9,7.699999809265137,19.5,
Bulgaria,2007,2.400000095367432,,6.900000095367432,5.800000190734863,16.70000076293945,
Bulgaria,2008,2.299999952316284,36.70000076293945,5.599999904632568,4.5,13.69999980926514,
Bulgaria,2009,2.900000095367432,,6.800000190734863,6.199999809265137,14.80000019073486,
Bulgaria,2010,4.599999904632568,55.40000152587891,10.30000019073486,9.699999809265137,21.70000076293945,
Bulgaria,2011,5.099999904632568,56.09999847412109,11.30000019073486,10.5,25.39999961853027,
Bulgaria,2012,5.800000190734863,,12.30000019073486,11.69999980926514,27,
Bulgaria,2013,6.400000095367432,56.59999847412109,12.89999961853027,12.30000019073486,28.89999961853027,
Bulgaria,2014,5.099999904632568,47.29999923706055,11.39999961853027,10.69999980926514,27.60000038146973,
Bulgaria,2015,4,,9.100000381469727,8.300000190734863,24.20000076293945,
Bulgaria,2016,3.400000095367432,,7.599999904632568,6.699999809265137,21.5,
Bulgaria,2017,3,,6.199999809265137,5.300000190734863,17.60000038146973,
Burkina Faso,2014,11.5,6.400000095367432,6.5,7.900000095367432,6,
Cambodia,2012,2.099999904632568,1.100000023841858,1.299999952316284,1.399999976158142,1.5,1.100000023841858
Cameroon,2007,10.60000038146973,1,3.099999904632568,8.199999809265137,4.199999809265137,
Cameroon,2014,13.30000019073486,.699999988079071,3.5,7.5,2.599999904632568,
Canada,1990,5.400000095367432,12.80000019073486,8.100000381469727,7.800000190734863,12.19999980926514,
Canada,1991,7,15.5,10.30000019073486,10.19999980926514,15.39999961853027,
Canada,1992,7.900000095367432,16,11.19999980926514,10.89999961853027,17.5,
Canada,1993,8.199999809265137,16.89999961853027,11.39999961853027,11.60000038146973,17.10000038146973,
Canada,1994,7.699999809265137,15.80000019073486,10.39999961853027,10.19999980926514,16.29999923706055,
Canada,1995,6.800000190734863,15.10000038146973,9.5,9.600000381469727,15.10000038146973,
Canada,1996,7,14.89999961853027,9.600000381469727,9.800000190734863,15.60000038146973,
Canada,1997,6.5,15.10000038146973,9.100000381469727,9.199999809265137,15.80000019073486,
Canada,1998,5.800000190734863,14,8.300000190734863,8.600000381469727,14.60000038146973,
Canada,1999,5.300000190734863,12.89999961853027,7.599999904632568,7.800000190734863,13.69999980926514,
Canada,2000,4.699999809265137,12.69999980926514,6.800000190734863,7,12.5,
Canada,2001,5.300000190734863,13.60000038146973,7.199999809265137,7.199999809265137,12.89999961853027,
Canada,2002,5.599999904632568,13.60000038146973,7.699999809265137,7.800000190734863,14,
Canada,2003,5.599999904632568,14,7.599999904632568,7.699999809265137,13.69999980926514,
Canada,2004,5.300000190734863,12.39999961853027,7.199999809265137,7.400000095367432,13.5,
Canada,2005,5,12.89999961853027,6.800000190734863,7.099999904632568,12.5,
Canada,2006,4.699999809265137,12.5,6.300000190734863,6.5,12.30000019073486,
Canada,2007,4.400000095367432,12.5,6,6.400000095367432,12,
Canada,2008,4.5,12.30000019073486,6.099999904632568,6.599999904632568,11.89999961853027,
Canada,2009,6.199999809265137,15.89999961853027,8.300000190734863,9.399999618530273,15.89999961853027,
Canada,2010,6,15.19999980926514,8.100000381469727,9.100000381469727,16.10000038146973,
Canada,2011,5.5,15.19999980926514,7.5,8.5,15.39999961853027,
Canada,2012,5.5,13.39999961853027,7.300000190734863,8.199999809265137,15.10000038146973,
Canada,2013,5.199999809265137,13.80000019073486,7.099999904632568,8.199999809265137,14.69999980926514,
Canada,2014,5.199999809265137,13.19999980926514,6.900000095367432,8.100000381469727,14.10000038146973,
Canada,2015,5.199999809265137,12.19999980926514,6.900000095367432,8.300000190734863,14.30000019073486,
Canada,2016,5.5,13.10000038146973,7,8.300000190734863,14.10000038146973,
Canada,2017,5,10.89999961853027,6.300000190734863,7.400000095367432,13,
Cape Verde,2015,23.29999923706055,35,36.5,40.40000152587891,35.5,
Cayman Islands,2011,3.900000095367432,,6.800000190734863,8.5,9.899999618530273,5.699999809265137
Cayman Islands,2012,4.199999809265137,,6.199999809265137,7.5,7.099999904632568,9.800000190734863
Cayman Islands,2013,2.700000047683716,98.40000152587891,6.300000190734863,8.600000381469727,7.599999904632568,13.89999961853027
Cayman Islands,2014,2.799999952316284,,4.699999809265137,5.900000095367432,7.599999904632568,
Cayman Islands,2015,2.5,100,4.199999809265137,4.800000190734863,5.699999809265137,2.5
Chile,1996,1.399999976158142,6.099999904632568,5.699999809265137,6.5,5.599999904632568,3.799999952316284
Chile,1998,4.099999904632568,12.69999980926514,9.899999618530273,9.600000381469727,11,8.5
Chile,2000,3.200000047683716,12,10.39999961853027,10.5,11.89999961853027,10.69999980926514
Chile,2003,4.5,9.300000190734863,9.699999809265137,10.80000019073486,10.10000038146973,9.800000190734863
Chile,2006,10.5,9.999999761581421,13.40000009536743,15.79999971389771,11.79999971389771,9.100000381469727
Chile,2007,7.099999904632568,1.399999976158142,7.199999809265137,8.5,5,
Chile,2009,6.5,8.800000190734863,10.30000019073486,12.10000038146973,10.89999961853027,
Chile,2010,5.800000190734863,5.900000095367432,8.399999618530273,9.5,8.699999809265137,6.699999809265137
Chile,2011,11.7000002861023,12.80000019073486,14.40000009536743,16.29999971389771,13.09999990463257,
Chile,2012,5.400000095367432,4.099999904632568,6.699999809265137,7.599999904632568,6.400000095367432,
Chile,2013,11.59999990463257,7.399999856948853,12.69999980926514,13.90000009536743,11.19999980926514,8.800000190734863
Chile,2014,5.199999809265137,4.800000190734863,6.699999809265137,7.5,6.5,
Chile,2015,10,8.599999904632568,13.30000019073486,15,11.80000019073486,
Chile,2016,5.900000095367432,3.900000095367432,6.699999809265137,7.599999904632568,6.199999809265137,
Chile,2017,7,4.099999904632568,7,7.599999904632568,6.300000190734863,5
Colombia,2009,12.80000019073486,6.099999904632568,12.10000038146973,15.60000038146973,10.39999961853027,1.200000047683716
Colombia,2010,12.39999961853027,6.300000190734863,11,13.89999961853027,9.199999809265137,3.900000095367432
Colombia,2011,11.69999980926514,5.300000190734863,10.10000038146973,13,8.100000381469727,
Colombia,2012,11.5,4.800000190734863,9.699999809265137,12,7.900000095367432,
Colombia,2013,10.80000019073486,4.199999809265137,9.100000381469727,11.30000019073486,7.099999904632568,
Colombia,2014,10.30000019073486,4.099999904632568,8.600000381469727,10.39999961853027,6.699999809265137,
Colombia,2015,10.30000019073486,3.599999904632568,8.300000190734863,9.800000190734863,6.400000095367432,
Colombia,2016,11.30000019073486,3.799999952316284,8.699999809265137,10,6.400000095367432,
Colombia,2017,10.89999961853027,3.799999952316284,8.899999618530273,10.69999980926514,6.5,
Comoros,2004,,3,4.599999904632568,,5.199999809265137,11.5
Congo,2005,19.20000076293945,21.29999923706055,19.79999923706055,23.39999961853027,23.5,7
Costa Rica,1996,4.099999904632568,3.700000047683716,6.199999809265137,6.099999904632568,6.900000095367432,
Costa Rica,1997,3.700000047683716,6.400000095367432,5.699999809265137,5.699999809265137,6.199999809265137,
Costa Rica,1998,3.099999904632568,4.900000095367432,5.599999904632568,3,8.199999809265137,
Costa Rica,1999,3.099999904632568,5.199999809265137,6,4.900000095367432,7.199999809265137,
Costa Rica,2000,2.200000047683716,4.300000190734863,5.199999809265137,4.699999809265137,6.099999904632568,
Costa Rica,2001,4,4.400000095367432,6.099999904632568,5.900000095367432,7.199999809265137,.8999999761581421
Costa Rica,2002,3,5.599999904632568,6.400000095367432,6.699999809265137,7.5,4.099999904632568
Costa Rica,2003,4,6.400000095367432,6.699999809265137,5.599999904632568,7.900000095367432,3.099999904632568
Costa Rica,2004,3.200000047683716,5.099999904632568,6.5,8.399999618530273,7,
Costa Rica,2005,5,7.5,6.599999904632568,7.699999809265137,7.300000190734863,.6000000238418579
Costa Rica,2006,2.299999952316284,5.900000095367432,6,6.800000190734863,6.699999809265137,3.400000095367432
Costa Rica,2007,1.700000047683716,2.299999952316284,4.599999904632568,5.300000190734863,5.300000190734863,
Costa Rica,2008,2.200000047683716,3.700000047683716,5,4.800000190734863,6,.699999988079071
Costa Rica,2010,4.599999904632568,6.099999904632568,7.300000190734863,7.099999904632568,8.5,5.599999904632568
Costa Rica,2011,11.40000009536743,21.40000057220459,17.80000019073486,18.90000057220459,19.89999961853027,4.400000095367432
Costa Rica,2012,10.80000019073486,21,17.60000038146973,19.19999980926514,19.5,8.000000238418579
Costa Rica,2013,9,21.30000019073486,17.30000019073486,20.19999980926514,19.60000038146973,4.5
Costa Rica,2014,5.599999904632568,8.300000190734863,9.100000381469727,10.19999980926514,10.19999980926514,
Costa Rica,2015,6,8.300000190734863,9,11.19999980926514,9.5,
Costa Rica,2016,4.800000190734863,9.399999618530273,8.600000381469727,9.199999809265137,9.800000190734863,
Costa Rica,2017,4.5,8.699999809265137,8.100000381469727,9.699999809265137,8.899999618530273,
Cote d'Ivoire,2012,27.39999961853027,3.200000047683716,7.199999809265137,17.89999961853027,7.5,13.10000038146973
Cote d'Ivoire,2013,7.699999809265137,2.5,4.300000190734863,12.19999980926514,5.400000095367432,9.300000190734863
Cote d'Ivoire,2016,11.69999980926514,1.299999952316284,2.599999904632568,5.699999809265137,4.300000190734863,
Croatia,2002,9.5,,15.10000038146973,17.10000038146973,14,
Croatia,2003,7.400000095367432,5.300000190734863,13.89999961853027,15.80000019073486,14.39999961853027,
Croatia,2004,7.900000095367432,,13.69999980926514,15.39999961853027,13.69999980926514,
Croatia,2005,6.300000190734863,,12.60000038146973,14.89999961853027,11.30000019073486,
Croatia,2006,6,18.70000076293945,11.10000038146973,12.30000019073486,12.19999980926514,
Croatia,2007,6.5,,9.899999618530273,10.10000038146973,12.10000038146973,
Croatia,2008,5,,8.5,9.199999809265137,9.800000190734863,
Croatia,2009,6.199999809265137,,9.199999809265137,10,9.800000190734863,
Croatia,2010,8.300000190734863,,11.60000038146973,12.39999961853027,12.69999980926514,54.20000076293945
Croatia,2011,9.199999809265137,,13.69999980926514,14.19999980926514,17.10000038146973,
Croatia,2012,10.60000038146973,,15.89999961853027,17.29999923706055,18.10000038146973,
Croatia,2013,11.19999980926514,,17.29999923706055,18.70000076293945,21,
Croatia,2014,9.600000381469727,,17.29999923706055,18.70000076293945,25.29999923706055,
Croatia,2015,9.199999809265137,,16.20000076293945,18,21.39999961853027,
Croatia,2016,7.800000190734863,,13.10000038146973,14.60000038146973,17.20000076293945,
Croatia,2017,7.099999904632568,,11.19999980926514,11.69999980926514,19.60000038146973,
Cuba,2006,.699999988079071,1.399999976158142,1.899999976158142,1.899999976158142,2.599999904632568,
Cuba,2007,.6000000238418579,1.100000023841858,1.799999952316284,1.899999976158142,2.299999952316284,
Cuba,2008,.4000000059604645,1.100000023841858,1.600000023841858,1.5,2.200000047683716,
Cuba,2009,.5,,1.700000047683716,1.600000023841858,2.299999952316284,
Cuba,2010,1.5,,2.5,2.599999904632568,3,
Cyprus,2000,2.900000095367432,,5,5.400000095367432,6.199999809265137,
Cyprus,2001,2.799999952316284,,4,4,5,
Cyprus,2002,2.400000095367432,,3.299999952316284,3.599999904632568,3.900000095367432,
Cyprus,2003,3.799999952316284,,4.099999904632568,3.900000095367432,5.199999809265137,
Cyprus,2004,3.099999904632568,,4.300000190734863,3.799999952316284,6.099999904632568,
Cyprus,2005,4.400000095367432,2.5,5.300000190734863,5.5,6.199999809265137,
Cyprus,2006,4.400000095367432,,4.5,4.5,4.900000095367432,
Cyprus,2007,3.400000095367432,,3.900000095367432,3.900000095367432,4.900000095367432,
Cyprus,2008,3,,3.700000047683716,3.599999904632568,4.800000190734863,
Cyprus,2009,4.599999904632568,4.5,5.400000095367432,5.699999809265137,6.099999904632568,
Cyprus,2010,5.699999809265137,,6.300000190734863,6.400000095367432,7.099999904632568,
Cyprus,2011,7.199999809265137,,7.900000095367432,8.800000190734863,7.400000095367432,
Cyprus,2012,10.19999980926514,,11.80000019073486,12.80000019073486,13.60000038146973,
Cyprus,2013,13.19999980926514,,15.89999961853027,17.20000076293945,19.5,
Cyprus,2014,12.89999961853027,12.80000019073486,16.10000038146973,18.20000076293945,19.60000038146973,
Cyprus,2015,12.10000038146973,,14.89999961853027,16.5,18.60000038146973,
Cyprus,2016,10.89999961853027,,13,14.30000019073486,15.5,
Cyprus,2017,9.699999809265137,,11.10000038146973,11.39999961853027,13.69999980926514,
Czech Republic,1996,1.100000023841858,,3.900000095367432,3.099999904632568,11.19999980926514,
Czech Republic,1997,1.399999976158142,,4.800000190734863,4,13.5,
Czech Republic,1998,2.099999904632568,,5.900000095367432,5.199999809265137,15.10000038146973,12.39999961853027
Czech Republic,1999,3,,8.5,7.699999809265137,20.70000076293945,
Czech Republic,2000,3,,8.800000190734863,7.800000190734863,22.60000038146973,
Czech Republic,2001,2.5,,8,7.099999904632568,21.39999961853027,
