Entity,Year,Oil production (The Shift Project Data Portal (2014)),Other Renewables (The Shift Project Data Portal (2014))
Asia and Oceania,1916,3.37,-
Asia and Oceania,1917,3.349,-
Asia and Oceania,1918,3.248,-
Asia and Oceania,1919,3.725,-
Asia and Oceania,1920,3.995,-
Asia and Oceania,1921,4.128,-
Asia and Oceania,1922,4.315,-
Asia and Oceania,1923,4.871,-
Asia and Oceania,1924,5.002,-
Asia and Oceania,1925,5.146,-
Asia and Oceania,1926,5.082,-
Asia and Oceania,1927,5.775,-
Asia and Oceania,1928,6.524,-
Asia and Oceania,1929,7.482,-
Asia and Oceania,1930,7.282,-
Asia and Oceania,1931,6.663,-
Asia and Oceania,1932,7.096,-
Asia and Oceania,1933,7.637,-
Asia and Oceania,1934,8.325,-
Asia and Oceania,1935,8.511,-
Asia and Oceania,1936,8.92,-
Asia and Oceania,1937,9.938,-
Asia and Oceania,1938,10.277,-
Asia and Oceania,1939,10.973,-
Asia and Oceania,1940,11.25,-
Asia and Oceania,1941,9.965,-
Asia and Oceania,1942,5.253,-
Asia and Oceania,1943,7.871,-
Asia and Oceania,1944,4.577,-
Asia and Oceania,1945,2.087,-
Asia and Oceania,1946,1.151,-
Asia and Oceania,1947,3.409,-
Asia and Oceania,1948,7.682,-
Asia and Oceania,1949,10.341,-
Asia and Oceania,1950,12.254,-
Asia and Oceania,1951,14.592,-
Asia and Oceania,1952,15.258,-
Asia and Oceania,1953,16.996,-
Asia and Oceania,1954,18.036,-
Asia and Oceania,1955,19.669,-
Asia and Oceania,1956,21.216,-
Asia and Oceania,1957,24.334,-
Asia and Oceania,1958,25.525,-
Asia and Oceania,1959,29.336,0.000515907
Asia and Oceania,1960,32.876,0.014531384
Asia and Oceania,1961,33.833,0.033018057
Asia and Oceania,1962,36.284,0.042218401
Asia and Oceania,1963,36.867,0.065434222
Asia and Oceania,1964,39.236,0.086328461
Asia and Oceania,1965,43.931,0.10266552
Asia and Oceania,1966,48.073,0.107910576
Asia and Oceania,1967,49.914,0.120292347
Asia and Oceania,1968,60.616,0.107480653
Asia and Oceania,1969,68.612,0.122871883
Asia and Oceania,1970,91.551,0.127773001
Asia and Oceania,1971,115.379,0.122184007
Asia and Oceania,1972,135.749,0.122269991
Asia and Oceania,1973,161.559,0.124161651
Asia and Oceania,1974,174.673,0.126741187
Asia and Oceania,1975,183.702,0.139896819
Asia and Oceania,1976,210.073,0.141014617
Asia and Oceania,1977,229.928,0.15588994
Asia and Oceania,1978,240.998,0.166466036
Asia and Oceania,1979,245.282,0.224075666
Asia and Oceania,1980,258.173625,0.421616509
Asia and Oceania,1981,257.9380986,0.453817713
Asia and Oceania,1982,250.2888646,1.301840069
Asia and Oceania,1983,265.658609,1.447050731
Asia and Oceania,1984,287.683805,1.586096303
Asia and Oceania,1985,304.1604683,1.679922614
Asia and Oceania,1986,312.5882012,1.770206363
Asia and Oceania,1987,313.5968609,1.860963027
Asia and Oceania,1988,319.6206344,2.050128977
Asia and Oceania,1989,330.7407882,2.23688736
Asia and Oceania,1990,341.5008944,1.962596733
Asia and Oceania,1991,351.6032631,2.065520206
Asia and Oceania,1992,350.5033665,2.08877902
Asia and Oceania,1993,355.6203451,2.079372313
Asia and Oceania,1994,364.8747974,2.324428203
Asia and Oceania,1995,380.2773776,2.825202064
Asia and Oceania,1996,392.4212714,2.975674979
Asia and Oceania,1997,402.8770451,3.238963027
Asia and Oceania,1998,407.685731,3.440382631
Asia and Oceania,1999,409.2804764,3.881478934
Asia and Oceania,2000,421.5982769,4.326089381
Asia and Oceania,2001,420.2547798,4.573519496
Asia and Oceania,2002,421.8293087,5.015318769
Asia and Oceania,2003,418.237729,5.610451608
Asia and Oceania,2004,425.5777127,6.063944383
Asia and Oceania,2005,429.8574345,7.199485949
Asia and Oceania,2006,432.9071053,8.383477524
Asia and Oceania,2007,431.8196385,9.333804391
Asia and Oceania,2008,440.679759,11.67752037
Asia and Oceania,2009,443.8664372,14.20288074
Asia and Oceania,2010,466.7429718,17.50686824
Asia and Oceania,2011,460.091588,23.89584721
Asia and Oceania,2012,462.1663474,29.46000049
Asia and Oceania,2013,458.8324855,34.7223915
Asia and Oceania,2014,460.6557852,39.6714989
Central and South America,1900,0.038,-
Central and South America,1901,0.039,-
Central and South America,1902,0.032,-
Central and South America,1903,0.037,-
Central and South America,1904,0.039,-
Central and South America,1905,0.05,-
Central and South America,1906,0.071,-
Central and South America,1907,0.1,-
Central and South America,1908,0.128,-
Central and South America,1909,0.199,-
Central and South America,1910,0.192,-
Central and South America,1911,0.238,-
Central and South America,1912,0.305,-
Central and South America,1913,0.368,-
Central and South America,1914,0.393,-
Central and South America,1915,0.551,-
Central and South America,1916,0.635,-
Central and South America,1917,0.783,-
Central and South America,1918,0.89,-
Central and South America,1919,0.864,-
Central and South America,1920,0.992,-
Central and South America,1921,1.369,-
Central and South America,1922,1.885,-
Central and South America,1923,2.404,-
Central and South America,1924,3.724,-
Central and South America,1925,5.795,-
Central and South America,1926,9.391,-
Central and South America,1927,14.347,-
Central and South America,1928,22.365,-
Central and South America,1929,27.306,-
Central and South America,1930,27.355,-
Central and South America,1931,24.296,-
Central and South America,1932,24.169,-
Central and South America,1933,24.384,-
Central and South America,1934,28.413,-
Central and South America,1935,30.595,-
Central and South America,1936,32.208,-
Central and South America,1937,37.721,-
Central and South America,1938,38.477,-
Central and South America,1939,41.489,-
Central and South America,1940,39.109,-
Central and South America,1941,44.699,-
Central and South America,1942,31.761,-
Central and South America,1943,36.782,-
Central and South America,1944,49.082,-
Central and South America,1945,58.065,-
Central and South America,1946,66.729,-
Central and South America,1947,73.974,-
Central and South America,1948,82.056,-
Central and South America,1949,81.406,-
Central and South America,1950,91.51,-
Central and South America,1951,103.67,-
Central and South America,1952,109.546,-
Central and South America,1953,107.731,-
Central and South America,1954,115.401,-
Central and South America,1955,130.193,-
Central and South America,1956,148.196,-
Central and South America,1957,167.224,-
Central and South America,1958,158.966,-
Central and South America,1959,171.354,-
Central and South America,1960,180.299,-
Central and South America,1961,187.212,-
Central and South America,1962,204.259,-
Central and South America,1963,208.397,-
Central and South America,1964,217.952,-
Central and South America,1965,223.255,-
Central and South America,1966,220.098,-
Central and South America,1967,234.759,-
Central and South America,1968,240.647,-
Central and South America,1969,240.843,-
Central and South America,1970,247.353,-
Central and South America,1971,239.943,-
Central and South America,1972,226.874,-
Central and South America,1973,241.534,-
Central and South America,1974,220.452,-
Central and South America,1975,185.662,0.006190886
Central and South America,1976,183.986,0.024075666
Central and South America,1977,182.521,0.034393809
Central and South America,1978,183.519,0.033619948
Central and South America,1979,196.82,0.033705933
Central and South America,1980,195.0925,2.260267322
Central and South America,1981,195.6329028,2.522452931
Central and South America,1982,186.6057431,3.429186809
Central and South America,1983,186.3279375,4.514154473
Central and South America,1984,197.0579236,6.260817403
Central and South America,1985,198.5270486,6.48954297
Central and South America,1986,209.8631238,5.857230321
Central and South America,1987,206.4923372,6.372750282
Central and South America,1988,218.8904655,6.513613502
Central and South America,1989,221.4401558,6.617157734
Central and South America,1990,238.425662,6.729596259
Central and South America,1991,251.1083768,7.225813592
Central and South America,1992,255.849597,6.906846968
Central and South America,1993,268.4891567,6.648823117
Central and South America,1994,287.5677827,7.295918195
Central and South America,1995,310.2841731,7.423535128
Central and South America,1996,330.8360735,8.236051206
Central and South America,1997,355.9503543,9.010881745
Central and South America,1998,360.7677109,8.233035402
Central and South America,1999,355.0499322,7.817306547
Central and South America,2000,370.7300655,6.667203751
Central and South America,2001,365.9050109,7.285908486
Central and South America,2002,351.2342729,8.102003435
Central and South America,2003,338.8688247,9.285191568
Central and South America,2004,356.1677199,9.467868082
Central and South America,2005,367.1836328,10.36656234
Central and South America,2006,369.8589636,12.01075993
Central and South America,2007,368.5671739,15.44011104
Central and South America,2008,378.375315,19.1565293
Central and South America,2009,381.4950653,19.96796028
Central and South America,2010,399.5592119,22.64318194
Central and South America,2011,408.4997267,21.1643445
Central and South America,2012,405.6655219,22.24502666
Central and South America,2013,411.9617816,25.54392828
Central and South America,2014,426.4130887,28.27880944
Eurasia,1900,10.342,-
Eurasia,1901,11.564,-
Eurasia,1902,10.984,-
Eurasia,1903,10.311,-
Eurasia,1904,10.724,-
Eurasia,1905,7.458,-
Eurasia,1906,8.072,-
Eurasia,1907,8.554,-
Eurasia,1908,8.627,-
Eurasia,1909,9.176,-
Eurasia,1910,9.541,-
Eurasia,1911,9.055,-
Eurasia,1912,9.165,-
Eurasia,1913,9.011,-
Eurasia,1914,8.93,-
Eurasia,1915,9.271,-
Eurasia,1916,9.871,-
Eurasia,1917,8.757,-
Eurasia,1918,3.69,-
Eurasia,1919,4.437,-
Eurasia,1920,3.9,-
Eurasia,1921,3.8,-
Eurasia,1922,4.7,-
Eurasia,1923,5.3,-
Eurasia,1924,6.1,-
Eurasia,1925,7.1,-
Eurasia,1926,8.3,-
Eurasia,1927,10.3,-
Eurasia,1928,11.6,-
Eurasia,1929,13.7,-
Eurasia,1930,18.5,-
Eurasia,1931,22.4,-
Eurasia,1932,21.4,-
Eurasia,1933,21.5,-
Eurasia,1934,24.2,-
Eurasia,1935,25.2,-
Eurasia,1936,27.4,-
Eurasia,1937,28.5,-
Eurasia,1938,30.2,-
Eurasia,1939,30.3,-
Eurasia,1940,31.1,-
Eurasia,1941,32.201,-
Eurasia,1942,30.781,-
Eurasia,1943,27.36,-
Eurasia,1944,37.234,-
Eurasia,1945,19.4,-
Eurasia,1946,21.746,-
Eurasia,1947,26.022,-
Eurasia,1948,29.249,-
Eurasia,1949,33.444,-
Eurasia,1950,37.878,-
Eurasia,1951,42.253,-
Eurasia,1952,47.311,-
Eurasia,1953,52.777,-
Eurasia,1954,59.281,-
Eurasia,1955,70.793,-
Eurasia,1956,83.806,-
Eurasia,1957,98.346,-
Eurasia,1958,113.216,-
Eurasia,1959,129.557,-
Eurasia,1960,147.859,-
Eurasia,1961,166.068,-
Eurasia,1962,186.244,-
Eurasia,1963,206.069,-
Eurasia,1964,223.603,-
Eurasia,1965,242.888,-
Eurasia,1966,265.125,-
Eurasia,1967,288.068,-
Eurasia,1968,309.15,-
Eurasia,1969,328.373,-
Eurasia,1970,353.039,-
Eurasia,1971,377.075,-
Eurasia,1972,400.44,-
Eurasia,1973,429.037,-
Eurasia,1974,458.848,-
Eurasia,1975,490.801,-
Eurasia,1976,519.877,-
Eurasia,1977,545.799,-
Eurasia,1978,571.531,-
Eurasia,1979,585.571,-
Eurasia,1980,607.8770833,-
Eurasia,1981,615.9375,-
Eurasia,1982,619.8409722,-
Eurasia,1983,623.6430556,-
Eurasia,1984,618.5229167,-
Eurasia,1985,605.0381944,-
Eurasia,1986,619.7954172,-
Eurasia,1987,628.0798313,-
Eurasia,1988,629.8555664,-
Eurasia,1989,609.627487,0.002235598
Eurasia,1990,572.8948,0.002321582
Eurasia,1991,522.8328179,0.002493551
Eurasia,1992,445.557069,0.161736887
Eurasia,1993,398.8520953,0.153396389
Eurasia,1994,367.6728681,0.141014617
Eurasia,1995,362.0500447,0.138865004
Eurasia,1996,357.1013305,0.136715391
Eurasia,1997,365.7240099,0.135081685
Eurasia,1998,368.1735614,0.134737747
Eurasia,1999,387.2870364,0.182545142
Eurasia,2000,414.9186324,0.225451419
Eurasia,2001,444.7763304,0.257781599
Eurasia,2002,477.9892175,0.260877042
Eurasia,2003,528.4435781,0.196646604
Eurasia,2004,575.2266978,0.216304748
Eurasia,2005,596.4807679,0.306254232
Eurasia,2006,616.400938,0.3362737
Eurasia,2007,640.1586628,0.308367337
Eurasia,2008,636.7729694,0.438638545
Eurasia,2009,656.1619336,0.559558513
Eurasia,2010,678.165512,0.610258584
Eurasia,2011,684.3668585,0.652423409
Eurasia,2012,690.1113496,0.763873134
Eurasia,2013,698.9022043,0.75881345
Eurasia,2014,705.1763323,0.891925726
Europe,1900,0.649,-
Europe,1901,0.752,-
Europe,1902,0.903,-
Europe,1903,1.154,-
Europe,1904,1.452,-
Europe,1905,1.567,-
Europe,1906,1.8,-
Europe,1907,2.391,-
Europe,1908,3.009,-
Europe,1909,3.59,-
Europe,1910,3.245,-
Europe,1911,3.233,-
Europe,1912,3.189,-
Europe,1913,3.148,-
Europe,1914,2.81,-
Europe,1915,2.464,-
Europe,1916,1.906,0.001031814
Europe,1917,1.646,0.00171969
Europe,1918,1.845,0.001805675
Europe,1919,1.785,0.001203783
Europe,1920,1.979,0.000601892
Europe,1921,1.985,0.001633706
Europe,1922,2.22,0.00171969
Europe,1923,2.386,0.002149613
Europe,1924,2.78,0.002321582
Europe,1925,3.305,0.00266552
Europe,1926,4.229,0.00361135
Europe,1927,4.585,0.004385211
Europe,1928,5.211,0.005073087
Europe,1929,5.71,0.005159071
Europe,1930,6.736,0.004901118
Europe,1931,7.726,0.00455718
Europe,1932,8.256,0.004299226
Europe,1933,8.295,0.006534824
Europe,1934,9.444,0.00627687
Europe,1935,9.443,0.007050731
Europe,1936,9.813,0.007996561
Europe,1937,8.334,0.002149613
Europe,1938,8.029,0.017454858
Europe,1939,8.042,0.041960447
Europe,1940,8.401,0.046087704
Europe,1941,8.009,0.055803955
Europe,1942,8.762,0.076784179
Europe,1943,8.781,0.078159931
Europe,1944,6.971,0.023989682
Europe,1945,6.567,0.007910576
Europe,1946,6.873,0.020550301
Europe,1947,6.691,0.057781599
Europe,1948,7.276,0.075408426
Europe,1949,8.55,0.090799656
Europe,1950,9.801,0.10988822
Europe,1951,12.058,0.136285469
Europe,1952,15.003,0.158125537
Europe,1953,17.382,0.161650903
Europe,1954,19.494,0.161736887
Europe,1955,22.328,0.159845228
Europe,1956,23.608,0.152966466
Europe,1957,25.209,0.155803955
Europe,1958,25.936,0.165950129
Europe,1959,27.317,0.178761823
Europe,1960,29.418,0.180911436
Europe,1961,31.179,0.197076526
Europe,1962,32.799,0.20171969
Europe,1963,34.488,0.208684437
Europe,1964,36.771,0.217282889
Europe,1965,38.183,0.221496131
Europe,1966,38.613,0.226397248
Europe,1967,39.717,0.224419604
Europe,1968,40.316,0.231642304
Europe,1969,40.585,0.237919175
Europe,1970,40.449,0.235339639
Europe,1971,40.111,0.230094583
Europe,1972,41.462,0.223903697
Europe,1973,41.558,0.215305245
Europe,1974,41.769,0.215821152
Europe,1975,49.757,0.215047291
Europe,1976,64.134,0.218572657
Europe,1977,89.034,0.216423044
Europe,1978,106.935,0.215993121
Europe,1979,132.252,0.219174549
Europe,1980,154.5037624,1.191573517
Europe,1981,164.4784342,1.163456578
Europe,1982,184.7146071,1.16577816
Europe,1983,209.5772918,1.107566638
Europe,1984,226.2752631,1.195184867
Europe,1985,235.0969451,1.223301806
Europe,1986,241.507905,1.32244196
Europe,1987,244.1176093,1.510920034
Europe,1988,243.1984724,1.540326741
Europe,1989,237.5624983,1.614170249
Europe,1990,244.2600242,2.165090284
Europe,1991,256.162329,2.356319862
Europe,1992,270.9860872,2.558893378
Europe,1993,283.9687129,2.839961298
Europe,1994,327.3306069,3.162002568
Europe,1995,345.5453829,3.496307813
Europe,1996,367.3645329,3.708995681
Europe,1997,367.0817162,4.434650876
Europe,1998,364.3986848,5.268033503
Europe,1999,368.1902475,5.631398079
Europe,2000,361.6714555,7.419758411
Europe,2001,364.532985,8.591222494
Europe,2002,360.4971456,10.21476676
Europe,2003,349.3751317,11.93771402
Europe,2004,330.5781437,14.55588701
Europe,2005,309.5098104,17.35766411
Europe,2006,289.7460637,21.31882552
Europe,2007,272.5560384,25.59530359
Europe,2008,260.3439165,29.5321132
Europe,2009,250.1102022,33.9086665
Europe,2010,234.7279671,38.51060007
Europe,2011,216.9345588,43.66741221
Europe,2012,201.2398751,48.90639663
Europe,2013,192.3310464,55.24436999
Europe,2014,194.9530791,59.40797735
Middle East,1900,-,-
Middle East,1901,-,-
Middle East,1902,-,-
Middle East,1903,-,-
Middle East,1904,-,-
Middle East,1905,-,-
Middle East,1906,0.001,-
Middle East,1907,-,-
Middle East,1908,-,-
Middle East,1909,-,-
Middle East,1910,-,-
Middle East,1911,0.044,-
Middle East,1912,0.082,-
Middle East,1913,0.278,-
Middle East,1914,0.382,-
Middle East,1915,0.457,-
Middle East,1916,0.654,-
Middle East,1917,0.912,-
Middle East,1918,1.124,-
Middle East,1919,1.408,-
Middle East,1920,1.772,-
Middle East,1921,2.365,-
Middle East,1922,3.007,-
Middle East,1923,3.774,-
Middle East,1924,4.403,-
Middle East,1925,4.629,-
Middle East,1926,4.909,-
Middle East,1927,5.489,-
Middle East,1928,5.857,-
Middle East,1929,5.67,-
Middle East,1930,6.156,-
Middle East,1931,5.963,-
Middle East,1932,6.671,-
Middle East,1933,7.319,-
Middle East,1934,8.631,-
Middle East,1935,11.339,-
Middle East,1936,12.861,-
Middle East,1937,15.512,-
Middle East,1938,15.697,-
Middle East,1939,15.272,-
Middle East,1940,12.927,-
Middle East,1941,9.787,-
Middle East,1942,13.615,-
Middle East,1943,14.983,-
Middle East,1944,19.632,-
Middle East,1945,25.588,-
Middle East,1946,34.273,-
Middle East,1947,41.008,-
Middle East,1948,55.666,-
Middle East,1949,68.523,-
Middle East,1950,85.825,-
Middle East,1951,94.49,-
Middle East,1952,102.382,-
Middle East,1953,119.277,-
Middle East,1954,135.204,-
Middle East,1955,159.383,-
Middle East,1956,169.757,-
Middle East,1957,174.854,-
Middle East,1958,210.772,-
Middle East,1959,227.177,-
Middle East,1960,260.899,-
Middle East,1961,279.389,-
Middle East,1962,306.642,-
Middle East,1963,338.074,-
Middle East,1964,378.479,-
Middle East,1965,414.172,-
Middle East,1966,461.758,-
Middle East,1967,495.406,-
Middle East,1968,556.206,-
Middle East,1969,611.765,-
Middle East,1970,686.584,-
Middle East,1971,804.027,-
Middle East,1972,895.152,-
Middle East,1973,1047.9,-
Middle East,1974,1079.822,-
Middle East,1975,969.25,-
Middle East,1976,1098.391,-
Middle East,1977,1103.955,-
Middle East,1978,1052.15,-
Middle East,1979,1066.303,-
Middle East,1980,964.4111111,-
Middle East,1981,832.2506944,-
Middle East,1982,674.3375,-
Middle East,1983,619.5368056,-
Middle East,1984,609.3979167,-
Middle East,1985,557.6900903,-
Middle East,1986,666.140622,-
Middle East,1987,690.8558508,-
Middle East,1988,775.1301746,-
Middle East,1989,853.5140133,-
Middle East,1990,884.5718025,8.59845E-05
Middle East,1991,864.5459335,8.59845E-05
Middle East,1992,930.6081417,8.59845E-05
Middle East,1993,977.9520149,8.59845E-05
Middle East,1994,1015.697642,8.59845E-05
Middle East,1995,1035.225053,8.59845E-05
Middle East,1996,1045.239924,8.59845E-05
Middle East,1997,1086.366091,0.000257954
Middle East,1998,1153.859534,0.000257954
Middle East,1999,1121.083349,0.000257954
Middle East,2000,1190.290128,0.003439381
Middle East,2001,1154.69975,0.004041273
Middle East,2002,1092.000552,0.004213242
Middle East,2003,1160.932225,0.004127257
Middle East,2004,1249.676913,0.005760963
Middle East,2005,1295.281613,0.007738607
Middle East,2006,1277.285417,0.012381771
Middle East,2007,1244.830347,0.014187446
Middle East,2008,1309.744689,0.018658641
Middle East,2009,1240.50366,0.027687016
Middle East,2010,1330.321739,0.031025989
Middle East,2011,1403.682767,0.054989876
Middle East,2012,1414.336192,0.064774915
Middle East,2013,1393.677872,0.091972456
Middle East,2014,1412.14872,0.126007185
North America,1900,8.604,-
North America,1901,9.355,-
North America,1902,11.911,-
North America,1903,13.47,-
North America,1904,15.704,-
North America,1905,18.083,-
North America,1906,17.014,-
North America,1907,22.405,-
North America,1908,24.434,-
North America,1909,24.879,-
North America,1910,28.503,-
North America,1911,31.306,-
North America,1912,31.965,-
North America,1913,36.613,-
North America,1914,38.289,-
North America,1915,41.897,-
North America,1916,45.542,-
North America,1917,52.991,-
North America,1918,57.004,-
North America,1919,65.095,-
North America,1920,86.558,-
North America,1921,93.723,-
North America,1922,103.753,-
North America,1923,123.1,-
North America,1924,119.414,-
North America,1925,122.296,-
North America,1926,120.279,-
North America,1927,133.275,-
North America,1928,130.856,-
North America,1929,144.649,-
North America,1930,128.975,-
North America,1931,121.614,-
North America,1932,112.478,-
North America,1933,127.553,-
North America,1934,128.58,-
North America,1935,140.668,-
North America,1936,154.677,-
North America,1937,179.885,-
North America,1938,170.49,-
North America,1939,178.101,-
North America,1940,190.302,-
North America,1941,196.986,-
North America,1942,193.732,-
North America,1943,209.734,-
North America,1944,233.522,-
North America,1945,238.904,-
North America,1946,242.335,-
North America,1947,259.987,-
North America,1948,282.976,-
North America,1949,259.552,-
North America,1950,280.769,-
North America,1951,320.998,-
North America,1952,328.663,-
North America,1953,339.576,-
North America,1954,337.499,-
North America,1955,365.689,-
North America,1956,389.542,-
North America,1957,390.483,-
North America,1958,366.329,-
North America,1959,386.298,-
North America,1960,387.373,0.002837489
North America,1961,398.998,0.008082545
North America,1962,410.204,0.008598452
North America,1963,422.762,0.0144454
North America,1964,429.753,0.017540843
North America,1965,441.354,0.016251075
North America,1966,469.272,0.01616509
North America,1967,500.524,0.027171109
North America,1968,520.861,0.037489252
North America,1969,531.784,0.052880482
North America,1970,558.797,0.045227859
North America,1971,554.313,0.047205503
North America,1972,564.543,0.125021496
North America,1973,565.473,0.182115219
North America,1974,544.916,0.251676698
North America,1975,520.066,0.321324162
North America,1976,507.118,0.358211522
North America,1977,519.658,0.357437661
North America,1978,556.266,0.307480653
North America,1979,569.572,0.46483233
North America,1980,747.9575438,0.654104901
North America,1981,758.1576528,0.912795195
North America,1982,781.9643514,1.159637195
North America,1983,782.3863026,1.635809732
North America,1984,809.4222029,2.028970744
North America,1985,814.5583501,2.380026138
North America,1986,789.3330723,2.794735657
North America,1987,786.0499566,3.18150251
North America,1988,781.6460147,3.218142352
North America,1989,751.5186586,7.214487064
North America,1990,745.6836373,8.059694433
North America,1991,764.1032559,8.919327458
North America,1992,761.8274033,9.614346484
North America,1993,760.0184167,10.19031094
North America,1994,755.9659119,10.54524236
North America,1995,756.7786361,10.53173726
North America,1996,772.5317918,9.833109325
North America,1997,786.2477663,10.61306499
North America,1998,784.7514321,10.89963936
North America,1999,759.4362878,11.38102531
North America,2000,774.1551506,11.95733991
North America,2001,777.8251511,12.09165958
North America,2002,788.069564,13.70018409
North America,2003,795.2516386,15.16795527
North America,2004,796.395108,16.67970538
North America,2005,770.81324,18.28031751
North America,2006,776.672041,21.36522269
North America,2007,781.6157039,26.26681016
North America,2008,765.0469132,33.79088427
North America,2009,783.4024104,38.57459046
North America,2010,816.9875346,45.17034808
North America,2011,845.8566012,51.39746
North America,2012,908.2079026,52.09190688
North America,2013,979.9698911,56.48995397
North America,2014,1073.092113,61.20916168
World,1900,20.202,0
World,1901,22.6,0
World,1902,24.539,0
World,1903,26.229,0
World,1904,29.453,0
World,1905,28.968,0
World,1906,28.852,0
World,1907,35.675,0
World,1908,38.567,0
World,1909,40.526,0
World,1910,44.079,0
World,1911,46.69,0
World,1912,47.442,0
World,1913,52.307,0
World,1914,53.877,0
World,1915,57.83,0
World,1916,62.037,0.001031814
World,1917,68.576,0.00171969
World,1918,68.084,0.001805675
World,1919,77.539,0.001203783
World,1920,99.345,0.000601892
World,1921,107.553,0.001633706
World,1922,120.054,0.00171969
World,1923,141.989,0.002149613
World,1924,141.588,0.002321582
World,1925,148.453,0.00266552
World,1926,152.364,0.00361135
World,1927,173.957,0.004385211
World,1928,182.682,0.005073087
World,1929,204.792,0.005159071
World,1930,195.291,0.004901118
World,1931,188.952,0.00455718
World,1932,180.342,0.004299226
World,1933,196.928,0.006534824
World,1934,207.815,0.00627687
World,1935,225.938,0.007050731
World,1936,246.062,0.007996561
World,1937,280.064,0.002149613
World,1938,273.399,0.017454858
World,1939,284.848,0.041960447
World,1940,294.023,0.046087704
World,1941,302.874,0.055803955
World,1942,285.091,0.076784179
World,1943,306.801,0.078159931
World,1944,352.376,0.023989682
