Entity,Year,CO2 from flaring (CDIAC (2017))
World,1864,0
World,1865,0
World,1866,0
World,1867,0
World,1868,0
World,1869,0
World,1870,0
World,1871,0
World,1872,0
World,1873,0
World,1874,0
World,1875,0
World,1876,0
World,1877,0
World,1878,0
World,1879,0
World,1880,0
World,1881,0
World,1882,0
World,1883,0
World,1884,0
World,1885,0
World,1886,0
World,1887,0
World,1888,0
World,1889,0
World,1890,0
World,1891,0
World,1892,0
World,1893,0
World,1894,0
World,1895,0
World,1896,0
World,1897,0
World,1898,0
World,1899,0
World,1900,0
World,1901,0
World,1902,0
World,1903,0
World,1904,0
World,1905,0
World,1906,0
World,1907,0
World,1908,0
World,1909,0
World,1910,0
World,1911,0
World,1912,0
World,1913,0
World,1914,0
World,1915,0
World,1916,0
World,1917,0
World,1918,0
World,1919,0
World,1920,0
World,1921,0
World,1922,0
World,1923,0
World,1924,0
World,1925,0
World,1926,0
World,1927,0
World,1928,0
World,1929,0
World,1930,0
World,1931,0
World,1932,0
World,1933,0
World,1934,0
World,1935,0
World,1936,0
World,1937,0
World,1938,0
World,1939,0
World,1940,0
World,1941,0
World,1942,0
World,1943,0
World,1944,0
World,1945,0
World,1946,0
World,1947,0
World,1948,0
World,1949,0
World,1950,84.341
World,1951,88.008
World,1952,95.342
World,1953,99.009
World,1954,99.009
World,1955,113.677
World,1956,117.344
World,1957,128.345
World,1958,128.345
World,1959,132.012
World,1960,143.013
World,1961,154.014
World,1962,161.348
World,1963,172.349
World,1964,187.017
World,1965,201.685
World,1966,220.02
World,1967,242.022
World,1968,267.691
World,1969,293.36
World,1970,319.029
World,1971,322.696
World,1972,348.365
World,1973,403.37
World,1974,392.369
World,1975,337.364
World,1976,396.036
World,1977,381.368
World,1978,388.702
World,1979,359.366
World,1980,315.362
World,1981,238.355
World,1982,234.688
World,1983,212.686
World,1984,187.017
World,1985,179.683
World,1986,168.682
World,1987,161.348
World,1988,183.35
World,1989,150.347
World,1990,146.68
World,1991,165.015
World,1992,132.012
World,1993,135.679
World,1994,143.013
World,1995,143.013
World,1996,146.68
World,1997,146.68
World,1998,132.012
World,1999,128.345
World,2000,168.682
World,2001,172.349
World,2002,179.683
World,2003,176.016
World,2004,198.018
World,2005,220.02
World,2006,227.354
World,2007,242.022
World,2008,253.023
World,2009,234.688
World,2010,242.022
World,2011,234.688
World,2012,238.355
World,2013,249.356
