Entity,Year,Fossil Fuels (% electricity production) (World Bank (2014))
Bangladesh,1989,87.06957133
Bangladesh,1990,88.56699431
Bangladesh,1991,89.86698912
Bangladesh,1992,91.05014617
Bangladesh,1993,93.39561156
Bangladesh,1994,91.34300899
Bangladesh,1995,96.55746807
Bangladesh,1996,93.55935158
Bangladesh,1997,93.9365829
Bangladesh,1998,93.28520416
Bangladesh,1999,94.23529412
Bangladesh,2000,95.25077674
Bangladesh,2001,94.29047838
Bangladesh,2002,95.98714171
Bangladesh,2003,96.20028409
Bangladesh,2004,96.96552283
Bangladesh,2005,97.16792075
Bangladesh,2006,97.46368223
Bangladesh,2007,97.5842606
Bangladesh,2008,97.22368344
Bangladesh,2009,98.87833876
Bangladesh,2010,98.21279725
Bangladesh,2011,98.02504926
Bangladesh,2012,98.39998353
Bangladesh,2013,98.05346386
Bangladesh,2014,98.68027576
Belarus,1990,99.94940039
Belarus,1991,99.9535304
Belarus,1992,99.95478122
Belarus,1993,99.94306092
Belarus,1994,99.93948466
Belarus,1995,99.91973674
Belarus,1996,99.93256912
Belarus,1997,99.91940745
Belarus,1998,99.88081049
Belarus,1999,99.92834515
Belarus,2000,99.89655569
Belarus,2001,99.88030164
Belarus,2002,99.89038403
Belarus,2003,99.89484358
Belarus,2004,99.89106056
Belarus,2005,99.88049482
Belarus,2006,99.88054447
Belarus,2007,99.84291055
Belarus,2008,99.79171422
Belarus,2009,99.63457993
Belarus,2010,99.60166213
Belarus,2011,99.54037267
Belarus,2012,99.34088769
Belarus,2013,99.05417844
Belarus,2014,99.17086512
Belgium,1960,98.86483633
Belgium,1961,98.82088714
Belgium,1962,99.04816187
Belgium,1963,98.98469062
Belgium,1964,99.19225342
Belgium,1965,98.73092894
Belgium,1966,98.65330272
Belgium,1967,98.59862395
Belgium,1968,98.8473167
Belgium,1969,99.13595063
Belgium,1970,99.00730597
Belgium,1971,99.59683485
Belgium,1972,99.48461954
Belgium,1973,99.10624154
Belgium,1974,98.82781113
Belgium,1975,82.72820814
Belgium,1976,78.35027481
Belgium,1977,73.52194414
Belgium,1978,74.29537768
Belgium,1979,76.96561025
Belgium,1980,75.27452864
Belgium,1981,72.96557511
Belgium,1982,67.46768578
Belgium,1983,52.45522374
Belgium,1984,47.24529708
Belgium,1985,37.42867808
Belgium,1986,30.20947224
Belgium,1987,31.11492612
Belgium,1988,31.7286686
Belgium,1989,36.94394186
Belgium,1990,37.80515564
Belgium,1991,38.32354676
Belgium,1992,37.43873407
Belgium,1993,38.54113147
Belgium,1994,41.32125986
Belgium,1995,41.85619457
Belgium,1996,40.59996274
Belgium,1997,37.55538716
Belgium,1998,42.04203472
Belgium,1999,39.33737975
Belgium,2000,39.63128073
Belgium,2001,38.42377064
Belgium,2002,38.91819766
Belgium,2003,40.95690573
Belgium,2004,41.0584093
Belgium,2005,40.93152411
Belgium,2006,39.85275288
Belgium,2007,39.44794809
Belgium,2008,38.62866851
Belgium,2009,39.80469011
Belgium,2010,40.2640862
Belgium,2011,35.02258072
Belgium,2012,35.95153208
Belgium,2013,31.92631079
Belgium,2014,33.46301868
Benin,1973,100
Benin,1974,100
Benin,1975,100
Benin,1976,100
Benin,1977,100
Benin,1978,100
Benin,1979,100
Benin,1980,100
Benin,1981,100
Benin,1982,100
Benin,1983,100
Benin,1984,100
Benin,1985,100
Benin,1986,100
Benin,1987,100
Benin,1988,100
Benin,1989,100
Benin,1990,100
Benin,1991,100
Benin,1992,100
Benin,1993,100
Benin,1994,100
Benin,1995,100
Benin,1996,100
Benin,1997,96.61016949
Benin,1998,97.46835443
Benin,1999,97.22222222
Benin,2000,97.61904762
Benin,2001,96.96969697
Benin,2002,96.82539683
Benin,2003,97.5
Benin,2004,98.7654321
Benin,2005,99.06542056
Benin,2006,97.4025974
Benin,2007,98.63636364
Benin,2008,98.68995633
Benin,2009,99.21875
Benin,2010,99.33333333
Benin,2011,99.35483871
Benin,2012,99.38271605
Benin,2013,99.42196532
Benin,2014,99.45652174
Bolivia,1971,12.88461538
Bolivia,1972,15.18093557
Bolivia,1973,15.96925705
Bolivia,1974,17.83189317
Bolivia,1975,19.15367483
Bolivia,1976,20.26462396
Bolivia,1977,24.02515723
Bolivia,1978,25.85705985
Bolivia,1979,28.21075741
Bolivia,1980,32.36565781
Bolivia,1981,34.07325194
Bolivia,1982,30.76470588
Bolivia,1983,33.29538987
Bolivia,1984,34.03547672
Bolivia,1985,34.45945946
Bolivia,1986,38.08487486
Bolivia,1987,40.58759521
Bolivia,1988,38.4180791
Bolivia,1989,42.7480916
Bolivia,1990,47.55517092
Bolivia,1991,41.12478032
Bolivia,1992,45.85406302
Bolivia,1993,41.72010562
Bolivia,1994,51.84135977
Bolivia,1995,56.6743955
Bolivia,1996,54.53983941
Bolivia,1997,53.54262673
Bolivia,1998,56.7115903
Bolivia,1999,52.64107189
Bolivia,2000,48.47938144
Bolivia,2001,45.15075377
Bolivia,2002,46.05640535
Bolivia,2003,52.88550323
Bolivia,2004,51.29338934
Bolivia,2005,58.74183007
Bolivia,2006,58.13207547
Bolivia,2007,58.30136031
Bolivia,2008,58.62128245
Bolivia,2009,60.51298807
Bolivia,2010,66.04692342
Bolivia,2011,65.8033241
Bolivia,2012,67.6935126
Bolivia,2013,67.82393056
Bolivia,2014,71.99314677
Bosnia and Herzegovina,1990,79.10060142
Bosnia and Herzegovina,1991,62.72760247
Bosnia and Herzegovina,1992,47.77011494
Bosnia and Herzegovina,1993,28.85482417
Bosnia and Herzegovina,1994,18.49670123
Bosnia and Herzegovina,1995,17.22335833
Bosnia and Herzegovina,1996,29.75476839
Bosnia and Herzegovina,1997,46.89104392
Bosnia and Herzegovina,1998,49.79618817
Bosnia and Herzegovina,1999,45.51900729
Bosnia and Herzegovina,2000,51.15543197
Bosnia and Herzegovina,2001,51.29723632
Bosnia and Herzegovina,2002,51.15438108
Bosnia and Herzegovina,2003,60.04793183
Bosnia and Herzegovina,2004,53.02482715
Bosnia and Herzegovina,2005,52.40438026
Bosnia and Herzegovina,2006,55.99218574
Bosnia and Herzegovina,2007,66.04718262
Bosnia and Herzegovina,2008,67.16589085
Bosnia and Herzegovina,2009,60.17998468
Bosnia and Herzegovina,2010,53.13010979
Bosnia and Herzegovina,2011,71.28926702
Bosnia and Herzegovina,2012,70.06817213
Bosnia and Herzegovina,2013,58.53532749
Bosnia and Herzegovina,2014,63.27351485
Botswana,1981,100
Botswana,1982,100
Botswana,1983,100
Botswana,1984,100
Botswana,1985,100
Botswana,1986,100
Botswana,1987,100
Botswana,1988,100
Botswana,1989,100
Botswana,1990,100
Botswana,1991,100
Botswana,1992,100
Botswana,1993,100
Botswana,1994,100
Botswana,1995,100
Botswana,1996,100
Botswana,1997,100
Botswana,1998,100
Botswana,1999,100
Botswana,2000,100
Botswana,2001,100
Botswana,2002,100
Botswana,2003,100
Botswana,2004,100
Botswana,2005,100
Botswana,2006,100
Botswana,2007,100
Botswana,2008,100
Botswana,2009,100
Botswana,2010,100
Botswana,2011,100
Botswana,2012,100
Botswana,2013,99.94756162
Botswana,2014,99.95768091
Brazil,1971,15.04711311
Brazil,1972,10.08468052
Brazil,1973,9.402712975
Brazil,1974,7.301357062
Brazil,1975,7.325014252
Brazil,1976,6.948563305
Brazil,1977,6.350730606
Brazil,1978,7.674156606
Brazil,1979,6.640951615
Brazil,1980,6.218969723
Brazil,1981,6.715803836
Brazil,1982,5.772278074
Brazil,1983,4.944182554
Brazil,1984,4.62790568
Brazil,1985,4.574508731
Brazil,1986,8.099817937
Brazil,1987,6.488435113
Brazil,1988,5.539505087
Brazil,1989,5.236476574
Brazil,1990,4.495536776
Brazil,1991,4.75899939
Brazil,1992,4.852894942
Brazil,1993,4.569879671
Brazil,1994,4.573509562
Brazil,1995,4.928501711
Brazil,1996,5.605641346
Brazil,1997,5.993207395
Brazil,1998,6.061886943
Brazil,1999,8.665555277
Brazil,2000,8.667851308
Brazil,2001,11.23321198
Brazil,2002,10.13941002
Brazil,2003,9.045970923
Brazil,2004,10.83331398
Brazil,2005,10.23042778
Brazil,2006,9.808817252
Brazil,2007,8.744751734
Brazil,2008,12.61329354
Brazil,2009,8.099399083
Brazil,2010,12.38557814
Brazil,2011,9.829677842
Brazil,2012,14.59835259
Brazil,2013,20.54639565
Brazil,2014,24.25401942
Brunei,1971,100
Brunei,1972,100
Brunei,1973,100
Brunei,1974,100
Brunei,1975,100
Brunei,1976,100
Brunei,1977,100
Brunei,1978,100
Brunei,1979,100
Brunei,1980,100
Brunei,1981,100
Brunei,1982,100
Brunei,1983,100
Brunei,1984,100
Brunei,1985,100
Brunei,1986,100
Brunei,1987,100
Brunei,1988,100
Brunei,1989,100
Brunei,1990,100
Brunei,1991,100
Brunei,1992,100
Brunei,1993,100
Brunei,1994,100
Brunei,1995,100
Brunei,1996,100
Brunei,1997,100
Brunei,1998,100
Brunei,1999,100
Brunei,2000,100
Brunei,2001,100
Brunei,2002,100
Brunei,2003,100
Brunei,2004,100
Brunei,2005,100
Brunei,2006,100
Brunei,2007,100
Brunei,2008,100
Brunei,2009,100
Brunei,2010,100
Brunei,2011,99.94630872
Brunei,2012,99.94910941
Brunei,2013,99.95456611
Brunei,2014,99.95561474
Bulgaria,1971,89.67453369
Bulgaria,1972,90.59314804
Bulgaria,1973,88.29477136
Bulgaria,1974,86.81048847
Bulgaria,1975,80.16008242
Bulgaria,1976,71.37348182
Bulgaria,1977,68.31706496
Bulgaria,1978,71.99606249
Bulgaria,1979,70.67782996
Bulgaria,1980,71.64346204
Bulgaria,1981,65.54960511
Bulgaria,1982,65.90128278
Bulgaria,1983,63.25970737
Bulgaria,1984,64.19457378
Bulgaria,1985,63.08848962
Bulgaria,1986,65.57627929
Bulgaria,1987,65.55563223
Bulgaria,1988,58.62819573
Bulgaria,1989,61.06975275
Bulgaria,1990,60.74369379
Bulgaria,1991,61.76153884
Bulgaria,1992,61.76635776
Bulgaria,1993,58.11511435
Bulgaria,1994,55.93580363
Bulgaria,1995,53.15752949
Bulgaria,1996,50.83575241
Bulgaria,1997,51.88991342
Bulgaria,1998,51.79230046
Bulgaria,1999,51.08761409
Bulgaria,2000,48.66407519
Bulgaria,2001,51.09569532
Bulgaria,2002,46.8163817
Bulgaria,2003,52.00576451
Bulgaria,2004,51.71389948
Bulgaria,2005,47.66669699
Bulgaria,2006,47.78691047
Bulgaria,2007,59.07958171
Bulgaria,2008,57.99614211
Bulgaria,2009,55.19454473
Bulgaria,2010,54.2538627
Bulgaria,2011,59.47464166
Bulgaria,2012,54.64265012
Bulgaria,2013,50.980984
Bulgaria,2014,50.41447354
Cambodia,1995,100
Cambodia,1996,100
Cambodia,1997,100
Cambodia,1998,100
Cambodia,1999,100
Cambodia,2000,99.77678571
Cambodia,2001,99.80353635
Cambodia,2002,95.87912088
Cambodia,2003,93.57798165
Cambodia,2004,94.96314496
Cambodia,2005,93.87966805
Cambodia,2006,94.47278912
Cambodia,2007,95.63465413
Cambodia,2008,95.80797836
Cambodia,2009,95.38216561
Cambodia,2010,95.07042254
Cambodia,2011,93.54226021
Cambodia,2012,62.34309623
Cambodia,2013,42.06974128
Cambodia,2014,38.90160183
Cameroon,1971,2.697674419
Cameroon,1972,3.766816143
Cameroon,1973,4.472271914
Cameroon,1974,4.570970329
Cameroon,1975,4.779411765
Cameroon,1976,5.279034691
Cameroon,1977,5.769230769
Cameroon,1978,5.833956619
Cameroon,1979,5.695746215
Cameroon,1980,6.056434962
Cameroon,1981,5.185961236
Cameroon,1982,5.121042831
Cameroon,1983,3.465804067
Cameroon,1984,1.714801444
Cameroon,1985,2.171241295
Cameroon,1986,1.89669088
Cameroon,1987,2.272727273
Cameroon,1988,1.944338544
Cameroon,1989,1.588474326
Cameroon,1990,1.520207638
Cameroon,1991,1.439114391
Cameroon,1992,1.278772379
Cameroon,1993,1.059322034
Cameroon,1994,1.176470588
Cameroon,1995,1.149012567
Cameroon,1996,1.13753878
Cameroon,1997,1.150895141
Cameroon,1998,1.641414141
Cameroon,1999,1.244075829
Cameroon,2000,1.091954023
Cameroon,2001,1.89212087
Cameroon,2002,3.575757576
Cameroon,2003,4.234527687
Cameroon,2004,4.622871046
Cameroon,2005,5.794205794
Cameroon,2006,11.18292205
Cameroon,2007,25.17642571
Cameroon,2008,24.1506777
Cameroon,2009,29.32733875
Cameroon,2010,26.78420071
Cameroon,2011,24.98738011
Cameroon,2012,27.14164546
Cameroon,2013,30.3805668
Cameroon,2014,25.74400462
Canada,1960,7.910939413
Canada,1961,9.089726354
Canada,1962,12.03154331
Canada,1963,15.74668413
Canada,1964,16.73236364
Canada,1965,19.69185411
Canada,1966,18.66916333
Canada,1967,20.71282
Canada,1968,24.0356116
Canada,1969,22.64665548
Canada,1970,24.02630876
Canada,1971,24.84075859
Canada,1972,23.27131928
Canada,1973,22.27961241
Canada,1974,20.51108407
Canada,1975,22.3906453
Canada,1976,22.60344712
Canada,1977,23.12484085
Canada,1978,21.96484761
Canada,1979,21.82423213
Canada,1980,22.1813233
Canada,1981,21.12380269
Canada,1982,22.99683231
Canada,1983,22.35809038
Canada,1984,22.04526212
Canada,1985,20.27879226
Canada,1986,18.08131865
Canada,1987,20.24491786
Canada,1988,22.34845939
Canada,1989,24.97987867
Canada,1990,22.47568153
Canada,1991,21.87817748
Canada,1992,22.82352353
Canada,1993,20.61407548
Canada,1994,20.18381314
Canada,1995,21.51427219
Canada,1996,20.6927909
Canada,1997,23.25191771
Canada,1998,26.85200187
Canada,1999,26.11301592
Canada,2000,27.36973164
Canada,2001,28.95418631
Canada,2002,27.54117886
Canada,2003,28.37185476
Canada,2004,26.47679061
Canada,2005,25.74912242
Canada,2006,24.42278784
Canada,2007,25.01652272
Canada,2008,23.43690912
Canada,2009,22.42661674
Canada,2010,23.3310956
Canada,2011,22.85920704
Canada,2012,22.27098181
Canada,2013,20.91741286
Canada,2014,20.43044349
Chile,1971,42.80854059
Chile,1972,35.22498321
Chile,1973,35.59206023
Chile,1974,31.05302786
Chile,1975,26.25973431
Chile,1976,28.08019834
Chile,1977,27.89484452
Chile,1978,29.13127413
Chile,1979,32.26154123
Chile,1980,32.12492554
Chile,1981,31.04024044
Chile,1982,23.75537023
Chile,1983,22.20373891
Chile,1984,24.60546788
Chile,1985,19.76495726
Chile,1986,17.86489419
Chile,1987,16.26271024
Chile,1988,23.82500739
Chile,1989,39.0039863
Chile,1990,46.1626388
Chile,1991,29.02660187
Chile,1992,17.30537048
Chile,1993,18.3352081
Chile,1994,25.73485778
Chile,1995,27.59481928
Chile,1996,39.54706667
Chile,1997,37.86527315
Chile,1998,51.82911375
Chile,1999,61.96926283
Chile,2000,51.45216827
Chile,2001,45.73840258
Chile,2002,44.54901422
Chile,2003,49.84304598
Chile,2004,53.09912514
Chile,2005,46.11691182
Chile,2006,44.74511931
Chile,2007,55.84440001
Chile,2008,54.25097146
Chile,2009,51.01281249
Chile,2010,59.61213886
Chile,2011,60.40357311
Chile,2012,63.55464438
Chile,2013,64.10867036
Chile,2014,58.42455812
China,1971,78.42688873
China,1972,77.87250659
China,1973,77.47333851
China,1974,74.78878277
China,1975,77.30482146
China,1976,77.90269432
China,1977,78.96560257
China,1978,82.61561009
China,1979,82.230892
China,1980,80.63732828
China,1981,78.80492773
China,1982,77.29492188
China,1983,75.42681539
China,1984,77.00522006
China,1985,77.50858312
China,1986,78.9713701
China,1987,79.88818951
China,1988,79.98019112
China,1989,79.75581813
China,1990,79.59206011
China,1991,81.52886921
China,1992,82.41542562
China,1993,81.68342281
China,1994,80.32189777
China,1995,79.51263699
China,1996,81.12049174
China,1997,81.2182187
China,1998,80.7311349
China,1999,82.11289858
China,2000,82.12597124
China,2001,79.86169679
China,2002,80.86235706
China,2003,82.69464165
China,2004,81.48633403
China,2005,81.70185078
China,2006,82.49361295
China,2007,82.84225986
China,2008,80.2895144
China,2009,80.24837277
China,2010,79.40221633
China,2011,81.1740028
China,2012,77.85990859
China,2013,77.42446658
China,2014,74.82223432
Colombia,1971,34.93799434
Colombia,1972,30.67350622
Colombia,1973,31.7192741
Colombia,1974,31.57284256
Colombia,1975,29.70381254
Colombia,1976,31.42419378
Colombia,1977,30.22874746
Colombia,1978,29.29793238
Colombia,1979,29.09234412
Colombia,1980,29.02279174
Colombia,1981,30.19685229
Colombia,1982,30.8042557
Colombia,1983,32.3466492
Colombia,1984,31.580612
Colombia,1985,30.62958959
Colombia,1986,26.99286442
Colombia,1987,25.7040353
Colombia,1988,25.32715376
Colombia,1989,22.98255648
Colombia,1990,23.61580989
Colombia,1991,24.31738308
Colombia,1992,31.33499271
Colombia,1993,26.74602557
Colombia,1994,21.50740177
Colombia,1995,23.5953741
Colombia,1996,17.00797934
Colombia,1997,28.35556552
Colombia,1998,30.25369178
Colombia,1999,20.13918079
Colombia,2000,24.47536232
Colombia,2001,25.66180194
Colombia,2002,23.49584832
Colombia,2003,21.211405
Colombia,2004,18.34912207
Colombia,2005,19.83034348
Colombia,2006,19.39923742
Colombia,2007,18.46660872
Colombia,2008,15.98913082
Colombia,2009,27.12208438
Colombia,2010,27.87930802
Colombia,2011,16.53471027
