Entity,Year,"CO2 mitigation curves for 2C (Andrews & GCP, 2019)"
Start in 2017,2080,2.615817
Start in 2017,2081,2.468515
Start in 2017,2082,2.329124
Start in 2017,2083,2.197252
Start in 2017,2084,2.072522
Start in 2017,2085,1.954575
Start in 2017,2086,1.843065
Start in 2017,2087,1.737665
Start in 2017,2088,1.63806
Start in 2017,2089,1.54395
Start in 2017,2090,1.455051
Start in 2017,2091,1.371088
Start in 2017,2092,1.291804
Start in 2017,2093,1.216951
Start in 2017,2094,1.146293
Start in 2017,2095,1.079607
Start in 2017,2096,1.016681
Start in 2017,2097,0.957311
Start in 2017,2098,0.901307
Start in 2017,2099,0.848484
Start in 2017,2100,0.798671
Start in 2018,2018,42.231942
Start in 2018,2019,42.261225
Start in 2018,2020,42.055769
Start in 2018,2021,41.650091
Start in 2018,2022,41.07489
Start in 2018,2023,40.357424
Start in 2018,2024,39.521847
Start in 2018,2025,38.589522
Start in 2018,2026,37.579301
Start in 2018,2027,36.507776
Start in 2018,2028,35.389517
Start in 2018,2029,34.237273
Start in 2018,2030,33.062166
Start in 2018,2031,31.873861
Start in 2018,2032,30.680717
Start in 2018,2033,29.489934
Start in 2018,2034,28.307671
Start in 2018,2035,27.139168
Start in 2018,2036,25.988842
Start in 2018,2037,24.860383
Start in 2018,2038,23.756836
Start in 2018,2039,22.680678
Start in 2018,2040,21.633884
Start in 2018,2041,20.617987
Start in 2018,2042,19.634135
Start in 2018,2043,18.683135
Start in 2018,2044,17.765503
Start in 2018,2045,16.881498
Start in 2018,2046,16.031158
Start in 2018,2047,15.214334
Start in 2018,2048,14.430713
Start in 2018,2049,13.679847
Start in 2018,2050,12.961172
Start in 2018,2051,12.27403
Start in 2018,2052,11.617683
Start in 2018,2053,10.991332
Start in 2018,2054,10.394125
Start in 2018,2055,9.825174
Start in 2018,2056,9.283565
Start in 2018,2057,8.768361
Start in 2018,2058,8.278617
Start in 2018,2059,7.813383
Start in 2018,2060,7.371709
Start in 2018,2061,6.952654
Start in 2018,2062,6.555286
Start in 2018,2063,6.178688
Start in 2018,2064,5.821958
Start in 2018,2065,5.484217
Start in 2018,2066,5.164607
Start in 2018,2067,4.86229
Start in 2018,2068,4.576456
Start in 2018,2069,4.30632
Start in 2018,2070,4.051122
Start in 2018,2071,3.810129
Start in 2018,2072,3.582635
Start in 2018,2073,3.36796
Start in 2018,2074,3.165452
Start in 2018,2075,2.974486
Start in 2018,2076,2.79446
Start in 2018,2077,2.6248
Start in 2018,2078,2.464958
Start in 2018,2079,2.314408
Start in 2018,2080,2.17265
Start in 2018,2081,2.039206
Start in 2018,2082,1.913622
Start in 2018,2083,1.795465
Start in 2018,2084,1.684322
Start in 2018,2085,1.579803
Start in 2018,2086,1.481534
Start in 2018,2087,1.389163
Start in 2018,2088,1.302355
Start in 2018,2089,1.220792
Start in 2018,2090,1.144172
Start in 2018,2091,1.072211
Start in 2018,2092,1.004638
Start in 2018,2093,0.941197
Start in 2018,2094,0.881647
Start in 2018,2095,0.82576
Start in 2018,2096,0.773318
Start in 2018,2097,0.724118
Start in 2018,2098,0.677967
Start in 2018,2099,0.634684
Start in 2018,2100,0.594095
Start in 2019,2019,42.231942
Start in 2019,2020,42.304614
Start in 2019,2021,42.11453
Start in 2019,2022,41.701814
Start in 2019,2023,41.101962
Start in 2019,2024,40.346317
Start in 2019,2025,39.462499
Start in 2019,2026,38.474792
Start in 2019,2027,37.404496
Start in 2019,2028,36.270241
Start in 2019,2029,35.088275
Start in 2019,2030,33.872717
Start in 2019,2031,32.635793
Start in 2019,2032,31.38804
Start in 2019,2033,30.138498
Start in 2019,2034,28.894873
Start in 2019,2035,27.663696
Start in 2019,2036,26.450451
Start in 2019,2037,25.259705
Start in 2019,2038,24.09521
Start in 2019,2039,22.960007
Start in 2019,2040,21.856511
Start in 2019,2041,20.786589
Start in 2019,2042,19.751631
Start in 2019,2043,18.752614
Start in 2019,2044,17.790153
Start in 2019,2045,16.864557
Start in 2019,2046,15.975868
Start in 2019,2047,15.123903
Start in 2019,2048,14.308285
Start in 2019,2049,13.52848
Start in 2019,2050,12.783818
Start in 2019,2051,12.073518
Start in 2019,2052,11.396712
Start in 2019,2053,10.752461
Start in 2019,2054,10.139771
Start in 2019,2055,9.557608
Start in 2019,2056,9.004909
Start in 2019,2057,8.480594
Start in 2019,2058,7.983574
Start in 2019,2059,7.512758
Start in 2019,2060,7.067062
Start in 2019,2061,6.645413
Start in 2019,2062,6.246755
Start in 2019,2063,5.870049
Start in 2019,2064,5.514282
Start in 2019,2065,5.178465
Start in 2019,2066,4.861639
Start in 2019,2067,4.562872
Start in 2019,2068,4.281263
Start in 2019,2069,4.015944
Start in 2019,2070,3.766078
Start in 2019,2071,3.53086
Start in 2019,2072,3.309517
Start in 2019,2073,3.101308
Start in 2019,2074,2.905525
Start in 2019,2075,2.72149
Start in 2019,2076,2.548555
Start in 2019,2077,2.386104
Start in 2019,2078,2.233547
Start in 2019,2079,2.090326
Start in 2019,2080,1.955908
Start in 2019,2081,1.829788
Start in 2019,2082,1.711485
Start in 2019,2083,1.600544
Start in 2019,2084,1.496532
Start in 2019,2085,1.399043
Start in 2019,2086,1.307687
Start in 2019,2087,1.222099
Start in 2019,2088,1.141934
Start in 2019,2089,1.066863
Start in 2019,2090,0.996578
Start in 2019,2091,0.930787
Start in 2019,2092,0.869215
Start in 2019,2093,0.811603
Start in 2019,2094,0.757707
Start in 2019,2095,0.707295
Start in 2019,2096,0.660152
Start in 2019,2097,0.616072
Start in 2019,2098,0.574865
Start in 2019,2099,0.536348
Start in 2019,2100,0.500353
Start in 2020,2020,42.231942
Start in 2020,2021,42.369335
Start in 2020,2022,42.207753
Start in 2020,2023,41.794699
Start in 2020,2024,41.171944
Start in 2020,2025,40.376145
Start in 2020,2026,39.439397
Start in 2020,2027,38.389735
Start in 2020,2028,37.251577
Start in 2020,2029,36.046129
Start in 2020,2030,34.791742
Start in 2020,2031,33.504238
Start in 2020,2032,32.197199
Start in 2020,2033,30.882224
Start in 2020,2034,29.569162
Start in 2020,2035,28.26632
Start in 2020,2036,26.980648
Start in 2020,2037,25.717902
Start in 2020,2038,24.482797
Start in 2020,2039,23.27913
Start in 2020,2040,22.109906
Start in 2020,2041,20.977436
Start in 2020,2042,19.88343
Start in 2020,2043,18.829083
Start in 2020,2044,17.815142
Start in 2020,2045,16.841974
Start in 2020,2046,15.909623
Start in 2020,2047,15.017857
Start in 2020,2048,14.166215
Start in 2020,2049,13.354044
Start in 2020,2050,12.580535
Start in 2020,2051,11.84475
Start in 2020,2052,11.145651
Start in 2020,2053,10.482119
Start in 2020,2054,9.852977
Start in 2020,2055,9.257005
Start in 2020,2056,8.692957
Start in 2020,2057,8.159568
Start in 2020,2058,7.655571
Start in 2020,2059,7.179703
Start in 2020,2060,6.730712
Start in 2020,2061,6.307365
Start in 2020,2062,5.908453
Start in 2020,2063,5.532794
Start in 2020,2064,5.179236
Start in 2020,2065,4.846664
Start in 2020,2066,4.533997
Start in 2020,2067,4.240191
Start in 2020,2068,3.964241
Start in 2020,2069,3.705183
Start in 2020,2070,3.462088
Start in 2020,2071,3.234072
Start in 2020,2072,3.020284
Start in 2020,2073,2.819917
Start in 2020,2074,2.632197
Start in 2020,2075,2.456391
Start in 2020,2076,2.291799
Start in 2020,2077,2.137758
Start in 2020,2078,1.993639
Start in 2020,2079,1.858844
Start in 2020,2080,1.732809
Start in 2020,2081,1.614997
Start in 2020,2082,1.504905
Start in 2020,2083,1.402054
Start in 2020,2084,1.305993
Start in 2020,2085,1.216296
Start in 2020,2086,1.132564
Start in 2020,2087,1.054417
Start in 2020,2088,0.981501
Start in 2020,2089,0.913481
Start in 2020,2090,0.850041
Start in 2020,2091,0.790887
Start in 2020,2092,0.735739
Start in 2020,2093,0.684337
Start in 2020,2094,0.636436
Start in 2020,2095,0.591806
Start in 2020,2096,0.550231
Start in 2020,2097,0.511509
Start in 2020,2098,0.47545
Start in 2020,2099,0.441877
Start in 2020,2100,0.410625
Start in 2021,2021,42.231942
Start in 2021,2022,42.395023
Start in 2021,2023,42.228845
Start in 2021,2024,41.7879
Start in 2021,2025,41.119821
Start in 2021,2026,40.266155
Start in 2021,2027,39.263046
Start in 2021,2028,38.141853
Start in 2021,2029,36.929704
Start in 2021,2030,35.649984
Start in 2021,2031,34.322773
Start in 2021,2032,32.965243
Start in 2021,2033,31.591999
Start in 2021,2034,30.215395
Start in 2021,2035,28.845809
Start in 2021,2036,27.49189
Start in 2021,2037,26.160772
Start in 2021,2038,24.858274
Start in 2021,2039,23.589066
Start in 2021,2040,22.356826
Start in 2021,2041,21.164372
Start in 2021,2042,20.01378
Start in 2021,2043,18.906494
Start in 2021,2044,17.843411
Start in 2021,2045,16.824971
Start in 2021,2046,15.85122
Start in 2021,2047,14.921881
Start in 2021,2048,14.036401
Start in 2021,2049,13.194006
Start in 2021,2050,12.393739
Start in 2021,2051,11.634495
Start in 2021,2052,10.915057
Start in 2021,2053,10.234121
Start in 2021,2054,9.590316
Start in 2021,2055,8.982231
Start in 2021,2056,8.408427
Start in 2021,2057,7.867453
Start in 2021,2058,7.357858
Start in 2021,2059,6.878203
Start in 2021,2060,6.427067
Start in 2021,2061,6.003056
Start in 2021,2062,5.604806
Start in 2021,2063,5.230993
Start in 2021,2064,4.880331
Start in 2021,2065,4.551576
Start in 2021,2066,4.243531
Start in 2021,2067,3.955042
Start in 2021,2068,3.685006
Start in 2021,2069,3.432363
Start in 2021,2070,3.196102
Start in 2021,2071,2.97526
Start in 2021,2072,2.768916
Start in 2021,2073,2.576199
Start in 2021,2074,2.396279
Start in 2021,2075,2.228369
Start in 2021,2076,2.071724
Start in 2021,2077,1.92564
Start in 2021,2078,1.78945
Start in 2021,2079,1.662526
Start in 2021,2080,1.544273
Start in 2021,2081,1.434134
Start in 2021,2082,1.331581
Start in 2021,2083,1.236118
Start in 2021,2084,1.14728
Start in 2021,2085,1.064629
Start in 2021,2086,0.987754
Start in 2021,2087,0.916268
Start in 2021,2088,0.84981
Start in 2021,2089,0.788041
Start in 2021,2090,0.730642
Start in 2021,2091,0.677316
Start in 2021,2092,0.627786
Start in 2021,2093,0.581789
Start in 2021,2094,0.539083
Start in 2021,2095,0.49944
Start in 2021,2096,0.462647
Start in 2021,2097,0.428506
Start in 2021,2098,0.396831
Start in 2021,2099,0.367449
Start in 2021,2100,0.340199
Start in 2022,2022,42.231942
Start in 2022,2023,42.202706
Start in 2022,2024,41.867267
Start in 2022,2025,41.278413
Start in 2022,2026,40.482124
Start in 2022,2027,39.518354
Start in 2022,2028,38.421727
Start in 2022,2029,37.222154
Start in 2022,2030,35.945392
Start in 2022,2031,34.613534
Start in 2022,2032,33.245448
Start in 2022,2033,31.857169
Start in 2022,2034,30.462246
Start in 2022,2035,29.07205
Start in 2022,2036,27.69605
Start in 2022,2037,26.342052
Start in 2022,2038,25.01642
Start in 2022,2039,23.724262
Start in 2022,2040,22.469599
Start in 2022,2041,21.255517
Start in 2022,2042,20.084294
Start in 2022,2043,18.957518
Start in 2022,2044,17.87619
Start in 2022,2045,16.84081
Start in 2022,2046,15.851459
Start in 2022,2047,14.907863
Start in 2022,2048,14.009458
Start in 2022,2049,13.155439
Start in 2022,2050,12.344806
Start in 2022,2051,11.576403
Start in 2022,2052,10.848953
Start in 2022,2053,10.161089
Start in 2022,2054,9.511374
Start in 2022,2055,8.898328
Start in 2022,2056,8.320444
Start in 2022,2057,7.776201
Start in 2022,2058,7.264083
Start in 2022,2059,6.782584
Start in 2022,2060,6.330223
Start in 2022,2061,5.905544
Start in 2022,2062,5.507129
Start in 2022,2063,5.133597
Start in 2022,2064,4.783613
Start in 2022,2065,4.455886
Start in 2022,2066,4.149175
Start in 2022,2067,3.862286
Start in 2022,2068,3.594076
Start in 2022,2069,3.343452
Start in 2022,2070,3.109372
Start in 2022,2071,2.890842
Start in 2022,2072,2.686918
Start in 2022,2073,2.496701
Start in 2022,2074,2.319342
Start in 2022,2075,2.154035
Start in 2022,2076,2.000017
Start in 2022,2077,1.856568
Start in 2022,2078,1.72301
Start in 2022,2079,1.5987
Start in 2022,2080,1.483036
Start in 2022,2081,1.375448
Start in 2022,2082,1.275403
Start in 2022,2083,1.182399
Start in 2022,2084,1.095964
Start in 2022,2085,1.015655
Start in 2022,2086,0.941058
Start in 2022,2087,0.871784
Start in 2022,2088,0.807468
Start in 2022,2089,0.747771
Start in 2022,2090,0.692372
Start in 2022,2091,0.640974
Start in 2022,2092,0.593298
Start in 2022,2093,0.549085
Start in 2022,2094,0.508089
Start in 2022,2095,0.470086
Start in 2022,2096,0.434864
Start in 2022,2097,0.402225
Start in 2022,2098,0.371984
Start in 2022,2099,0.343972
Start in 2022,2100,0.318028
Start in 2023,2023,42.231942
Start in 2023,2024,42.063283
Start in 2023,2025,41.597051
Start in 2023,2026,40.886942
Start in 2023,2027,39.979508
Start in 2023,2028,38.914992
Start in 2023,2029,37.728081
Start in 2023,2030,36.448574
Start in 2023,2031,35.101972
Start in 2023,2032,33.710002
Start in 2023,2033,32.291086
Start in 2023,2034,30.860757
Start in 2023,2035,29.432018
Start in 2023,2036,28.015674
Start in 2023,2037,26.620614
Start in 2023,2038,25.254067
Start in 2023,2039,23.921824
Start in 2023,2040,22.628434
Start in 2023,2041,21.377382
Start in 2023,2042,20.171235
Start in 2023,2043,19.011783
Start in 2023,2044,17.900152
Start in 2023,2045,16.836907
Start in 2023,2046,15.822143
Start in 2023,2047,14.855565
Start in 2023,2048,13.936552
Start in 2023,2049,13.06422
Start in 2023,2050,12.237473
Start in 2023,2051,11.455045
Start in 2023,2052,10.715539
Start in 2023,2053,10.017462
Start in 2023,2054,9.359251
Start in 2023,2055,8.739296
Start in 2023,2056,8.155963
Start in 2023,2057,7.607609
Start in 2023,2058,7.092594
Start in 2023,2059,6.6093
Start in 2023,2060,6.156132
Start in 2023,2061,5.731531
Start in 2023,2062,5.33398
Start in 2023,2063,4.962007
Start in 2023,2064,4.614189
Start in 2023,2065,4.289155
Start in 2023,2066,3.98559
Start in 2023,2067,3.702233
Start in 2023,2068,3.437879
Start in 2023,2069,3.191377
Start in 2023,2070,2.961633
Start in 2023,2071,2.747607
Start in 2023,2072,2.548311
Start in 2023,2073,2.362812
Start in 2023,2074,2.190224
Start in 2023,2075,2.029712
Start in 2023,2076,1.880487
Start in 2023,2077,1.741806
Start in 2023,2078,1.612968
Start in 2023,2079,1.493316
Start in 2023,2080,1.382231
Start in 2023,2081,1.279131
Start in 2023,2082,1.183471
Start in 2023,2083,1.094741
Start in 2023,2084,1.012462
Start in 2023,2085,0.936185
Start in 2023,2086,0.865492
Start in 2023,2087,0.79999
Start in 2023,2088,0.739314
Start in 2023,2089,0.683121
Start in 2023,2090,0.631092
Start in 2023,2091,0.58293
Start in 2023,2092,0.538356
Start in 2023,2093,0.497113
Start in 2023,2094,0.458959
Start in 2023,2095,0.423671
Start in 2023,2096,0.391038
Start in 2023,2097,0.360868
Start in 2023,2098,0.332979
Start in 2023,2099,0.307204
Start in 2023,2100,0.283387
Start in 2024,2024,42.231942
Start in 2024,2025,42.047142
Start in 2024,2026,41.538302
Start in 2024,2027,40.766664
Start in 2024,2028,39.784939
Start in 2024,2029,38.638359
Start in 2024,2030,37.365608
Start in 2024,2031,35.999643
Start in 2024,2032,34.568421
Start in 2024,2033,33.095541
Start in 2024,2034,31.600812
Start in 2024,2035,30.100743
Start in 2024,2036,28.608993
Start in 2024,2037,27.136747
Start in 2024,2038,25.693062
Start in 2024,2039,24.285162
Start in 2024,2040,22.918696
Start in 2024,2041,21.597971
Start in 2024,2042,20.326149
Start in 2024,2043,19.105423
Start in 2024,2044,17.937166
Start in 2024,2045,16.822065
Start in 2024,2046,15.760237
Start in 2024,2047,14.751326
Start in 2024,2048,13.794589
Start in 2024,2049,12.888972
Start in 2024,2050,12.033173
Start in 2024,2051,11.225696
Start in 2024,2052,10.464898
Start in 2024,2053,9.749029
Start in 2024,2054,9.076266
Start in 2024,2055,8.444739
Start in 2024,2056,7.852559
Start in 2024,2057,7.297834
Start in 2024,2058,6.778688
Start in 2024,2059,6.293271
Start in 2024,2060,5.839774
Start in 2024,2061,5.416434
Start in 2024,2062,5.021543
Start in 2024,2063,4.65345
Start in 2024,2064,4.310569
Start in 2024,2065,3.991377
Start in 2024,2066,3.69442
Start in 2024,2067,3.418309
Start in 2024,2068,3.161722
Start in 2024,2069,2.923406
Start in 2024,2070,2.70217
Start in 2024,2071,2.49689
Start in 2024,2072,2.306504
Start in 2024,2073,2.130009
Start in 2024,2074,1.966461
Start in 2024,2075,1.814972
Start in 2024,2076,1.674708
Start in 2024,2077,1.544887
Start in 2024,2078,1.424774
Start in 2024,2079,1.313683
Start in 2024,2080,1.210969
Start in 2024,2081,1.116033
Start in 2024,2082,1.028313
Start in 2024,2083,0.947285
Start in 2024,2084,0.872461
Start in 2024,2085,0.803384
Start in 2024,2086,0.739631
Start in 2024,2087,0.680807
Start in 2024,2088,0.626545
Start in 2024,2089,0.576504
Start in 2024,2090,0.530366
Start in 2024,2091,0.487836
Start in 2024,2092,0.448642
Start in 2024,2093,0.41253
Start in 2024,2094,0.379264
Start in 2024,2095,0.348627
Start in 2024,2096,0.320416
Start in 2024,2097,0.294445
Start in 2024,2098,0.27054
Start in 2024,2099,0.24854
Start in 2024,2100,0.228299
Start in 2025,2025,42.231942
Start in 2025,2026,42.028569
Start in 2025,2027,41.471017
Start in 2025,2028,40.629551
Start in 2025,2029,39.564172
Start in 2025,2030,38.325943
Start in 2025,2031,36.958157
Start in 2025,2032,35.497359
Start in 2025,2033,33.974247
Start in 2025,2034,32.414459
Start in 2025,2035,30.839263
Start in 2025,2036,29.266166
Start in 2025,2037,27.709438
Start in 2025,2038,26.180573
Start in 2025,2039,24.688696
Start in 2025,2040,23.240909
Start in 2025,2041,21.8426
Start in 2025,2042,20.497706
Start in 2025,2043,19.208941
Start in 2025,2044,17.978001
Start in 2025,2045,16.805729
Start in 2025,2046,15.692266
Start in 2025,2047,14.637183
Start in 2025,2048,13.639582
Start in 2025,2049,12.698196
Start in 2025,2050,11.811467
Start in 2025,2051,10.977614
Start in 2025,2052,10.194691
Start in 2025,2053,9.460635
Start in 2025,2054,8.773306
Start in 2025,2055,8.130523
Start in 2025,2056,7.53009
Start in 2025,2057,6.969819
Start in 2025,2058,6.447552
Start in 2025,2059,5.961171
Start in 2025,2060,5.508616
Start in 2025,2061,5.087886
Start in 2025,2062,4.697056
Start in 2025,2063,4.334272
Start in 2025,2064,3.997761
Start in 2025,2065,3.685832
Start in 2025,2066,3.396874
Start in 2025,2067,3.129359
Start in 2025,2068,2.881839
Start in 2025,2069,2.652947
Start in 2025,2070,2.441393
Start in 2025,2071,2.245962
Start in 2025,2072,2.065513
Start in 2025,2073,1.898974
Start in 2025,2074,1.745341
Start in 2025,2075,1.603675
Start in 2025,2076,1.473095
Start in 2025,2077,1.352783
Start in 2025,2078,1.241973
Start in 2025,2079,1.13995
Start in 2025,2080,1.046052
Start in 2025,2081,0.95966
Start in 2025,2082,0.8802
Start in 2025,2083,0.807138
Start in 2025,2084,0.739981
Start in 2025,2085,0.678268
Start in 2025,2086,0.621574
Start in 2025,2087,0.569506
Start in 2025,2088,0.521698
Start in 2025,2089,0.477813
Start in 2025,2090,0.43754
Start in 2025,2091,0.40059
Start in 2025,2092,0.366696
Start in 2025,2093,0.335614
Start in 2025,2094,0.307115
Start in 2025,2095,0.280991
Start in 2025,2096,0.257049
Start in 2025,2097,0.235111
Start in 2025,2098,0.215013
Start in 2025,2099,0.196605
Start in 2025,2100,0.179747
Start in 2026,2026,42.231942
Start in 2026,2027,42.007049
Start in 2026,2028,41.393459
Start in 2026,2029,40.472318
Start in 2026,2030,39.312315
Start in 2026,2031,37.971369
Start in 2026,2032,36.498107
Start in 2026,2033,34.933156
Start in 2026,2034,33.310263
Start in 2026,2035,31.657274
Start in 2026,2036,29.996983
Start in 2026,2037,28.34787
Start in 2026,2038,26.724742
Start in 2026,2039,25.139288
Start in 2026,2040,23.600559
Start in 2026,2041,22.115384
Start in 2026,2042,20.688725
Start in 2026,2043,19.323986
Start in 2026,2044,18.023282
Start in 2026,2045,16.787659
Start in 2026,2046,15.617294
Start in 2026,2047,14.511659
Start in 2026,2048,13.469661
Start in 2026,2049,12.489764
Start in 2026,2050,11.570087
Start in 2026,2051,10.708495
Start in 2026,2052,9.902665
Start in 2026,2053,9.150147
Start in 2026,2054,8.448416
Start in 2026,2055,7.79491
Start in 2026,2056,7.187065
Start in 2026,2057,6.622341
Start in 2026,2058,6.098242
Start in 2026,2059,5.612337
Start in 2026,2060,5.162269
Start in 2026,2061,4.745766
Start in 2026,2062,4.36065
Start in 2026,2063,4.004838
Start in 2026,2064,3.676347
Start in 2026,2065,3.373295
Start in 2026,2066,3.0939
Start in 2026,2067,2.836482
Start in 2026,2068,2.599455
Start in 2026,2069,2.381332
Start in 2026,2070,2.180715
Start in 2026,2071,1.996299
Start in 2026,2072,1.826859
Start in 2026,2073,1.671255
Start in 2026,2074,1.528423
Start in 2026,2075,1.397373
Start in 2026,2076,1.277185
Start in 2026,2077,1.167002
Start in 2026,2078,1.066033
Start in 2026,2079,0.97354
Start in 2026,2080,0.888844
Start in 2026,2081,0.811314
Start in 2026,2082,0.740368
Start in 2026,2083,0.675467
Start in 2026,2084,0.616116
Start in 2026,2085,0.561856
Start in 2026,2086,0.512265
Start in 2026,2087,0.466953
Start in 2026,2088,0.425564
Start in 2026,2089,0.387767
Start in 2026,2090,0.35326
Start in 2026,2091,0.321763
Start in 2026,2092,0.293022
Start in 2026,2093,0.266801
Start in 2026,2094,0.242885
Start in 2026,2095,0.221075
Start in 2026,2096,0.201192
Start in 2026,2097,0.183067
Start in 2026,2098,0.16655
Start in 2026,2099,0.1515
Start in 2026,2100,0.137789
Start in 2027,2027,42.231942
Start in 2027,2028,41.981926
Start in 2027,2029,41.303429
Start in 2027,2030,40.290847
Start in 2027,2031,39.023295
Start in 2027,2032,37.566799
Start in 2027,2033,35.97619
Start in 2027,2034,34.29674
Start in 2027,2035,32.565577
Start in 2027,2036,30.812914
Start in 2027,2037,29.063098
Start in 2027,2038,27.33552
Start in 2027,2039,25.645395
Start in 2027,2040,24.004434
Start in 2027,2041,22.421419
Start in 2027,2042,20.902696
Start in 2027,2043,19.452592
Start in 2027,2044,18.073776
Start in 2027,2045,16.767566
Start in 2027,2046,15.534183
Start in 2027,2047,14.372972
Start in 2027,2048,13.282589
Start in 2027,2049,12.261151
Start in 2027,2050,11.306372
Start in 2027,2051,10.415666
Start in 2027,2052,9.586238
Start in 2027,2053,8.815161
Start in 2027,2054,8.099432
Start in 2027,2055,7.436026
Start in 2027,2056,6.821931
Start in 2027,2057,6.254182
Start in 2027,2058,5.729885
Start in 2027,2059,5.246235
Start in 2027,2060,4.800531
Start in 2027,2061,4.390185
Start in 2027,2062,4.012729
Start in 2027,2063,3.665818
Start in 2027,2064,3.347234
Start in 2027,2065,3.054883
Start in 2027,2066,2.786796
Start in 2027,2067,2.541125
Start in 2027,2068,2.316141
Start in 2027,2069,2.110227
Start in 2027,2070,1.921875
Start in 2027,2071,1.749685
Start in 2027,2072,1.592351
Start in 2027,2073,1.448666
Start in 2027,2074,1.317508
Start in 2027,2075,1.19784
Start in 2027,2076,1.088705
Start in 2027,2077,0.989217
Start in 2027,2078,0.898561
Start in 2027,2079,0.815986
Start in 2027,2080,0.740799
Start in 2027,2081,0.672364
Start in 2027,2082,0.610096
Start in 2027,2083,0.553459
Start in 2027,2084,0.501961
Start in 2027,2085,0.45515
Start in 2027,2086,0.412611
Start in 2027,2087,0.373967
Start in 2027,2088,0.338871
Start in 2027,2089,0.307006
Start in 2027,2090,0.278081
Start in 2027,2091,0.251833
Start in 2027,2092,0.22802
Start in 2027,2093,0.20642
Start in 2027,2094,0.186834
Start in 2027,2095,0.169076
Start in 2027,2096,0.15298
Start in 2027,2097,0.138394
Start in 2027,2098,0.125178
Start in 2027,2099,0.113207
Start in 2027,2100,0.102364
Start in 2028,2028,42.231942
Start in 2028,2029,41.952346
Start in 2028,2030,41.198109
Start in 2028,2031,40.07991
Start in 2028,2032,38.68949
Start in 2028,2033,37.102524
Start in 2028,2034,35.381072
Start in 2028,2035,33.575693
Start in 2028,2036,31.727246
Start in 2028,2037,29.868439
Start in 2028,2038,28.025146
Start in 2028,2039,26.217535
Start in 2028,2040,24.461023
Start in 2028,2041,22.767094
Start in 2028,2042,21.143991
Start in 2028,2043,19.597298
Start in 2028,2044,18.130438
Start in 2028,2045,16.745088
Start in 2028,2046,15.441531
Start in 2028,2047,14.218946
Start in 2028,2048,13.075659
Start in 2028,2049,12.00934
Start in 2028,2050,11.017177
Start in 2028,2051,10.096012
Start in 2028,2052,9.242454
Start in 2028,2053,8.452976
Start in 2028,2054,7.723983
Start in 2028,2055,7.051879
Start in 2028,2056,6.433107
Start in 2028,2057,5.864188
Start in 2028,2058,5.341751
Start in 2028,2059,4.862549
Start in 2028,2060,4.423478
Start in 2028,2061,4.021582
Start in 2028,2062,3.654062
Start in 2028,2063,3.318277
Start in 2028,2064,3.011746
Start in 2028,2065,2.732141
Start in 2028,2066,2.47729
Start in 2028,2067,2.245165
Start in 2028,2068,2.033883
Start in 2028,2069,1.841695
Start in 2028,2070,1.666984
Start in 2028,2071,1.508251
Start in 2028,2072,1.364115
Start in 2028,2073,1.233304
Start in 2028,2074,1.114645
Start in 2028,2075,1.007061
Start in 2028,2076,0.909565
Start in 2028,2077,0.821248
Start in 2028,2078,0.741281
Start in 2028,2079,0.668905
Start in 2028,2080,0.603424
Start in 2028,2081,0.544203
Start in 2028,2082,0.490664
Start in 2028,2083,0.442278
Start in 2028,2084,0.398565
Start in 2028,2085,0.359085
Start in 2028,2086,0.32344
Start in 2028,2087,0.291268
Start in 2028,2088,0.262237
Start in 2028,2089,0.23605
Start in 2028,2090,0.212433
Start in 2028,2091,0.191141
Start in 2028,2092,0.171949
Start in 2028,2093,0.154655
Start in 2028,2094,0.139074
Start in 2028,2095,0.12504
Start in 2028,2096,0.112403
Start in 2028,2097,0.101025
Start in 2028,2098,0.090784
Start in 2028,2099,0.081568
Start in 2028,2100,0.073276
