Entity,Year,Life Expectancy (at birth) (World Bank (2015))
Australia,2006,81.04146341
Australia,2007,81.29268293
Australia,2008,81.39512195
Australia,2009,81.54390244
Australia,2010,81.69512195
Australia,2011,81.89512195
Australia,2012,82.04634146
Australia,2013,82.19756098
Austria,1960,68.58560976
Austria,1961,69.57731707
Austria,1962,69.3095122
Austria,1963,69.44365854
Austria,1964,69.92195122
Austria,1965,69.72219512
Austria,1966,70.04585366
Austria,1967,69.91780488
Austria,1968,70.05756098
Austria,1969,69.83317073
Austria,1970,69.91463415
Austria,1971,70.11463415
Austria,1972,70.46341463
Austria,1973,71.01463415
Austria,1974,71.01219512
Austria,1975,71.11463415
Austria,1976,71.56585366
Austria,1977,71.91463415
Austria,1978,72.01219512
Austria,1979,72.31219512
Austria,1980,72.46341463
Austria,1981,72.81219512
Austria,1982,72.96097561
Austria,1983,73.01219512
Austria,1984,73.61219512
Austria,1985,73.81463415
Austria,1986,74.31707317
Austria,1987,74.76829268
Austria,1988,75.21707317
Austria,1989,75.26585366
Austria,1990,75.56829268
Austria,1991,75.61707317
Austria,1992,75.81707317
Austria,1993,76.06829268
Austria,1994,76.4195122
Austria,1995,76.66829268
Austria,1996,76.87073171
Austria,1997,77.3195122
Austria,1998,77.67073171
Austria,1999,77.87560976
Austria,2000,78.12682927
Austria,2001,78.57560976
Austria,2002,78.67804878
Austria,2003,78.63170732
Austria,2004,79.1804878
Austria,2005,79.33170732
Austria,2006,79.8804878
Austria,2007,80.1804878
Austria,2008,80.43170732
Austria,2009,80.33170732
Austria,2010,80.5804878
Austria,2011,80.98292683
Austria,2012,80.93658537
Austria,2013,80.8902439
Azerbaijan,1960,60.8362439
Azerbaijan,1961,61.23917073
Azerbaijan,1962,61.64458537
Azerbaijan,1963,62.052
Azerbaijan,1964,62.45741463
Azerbaijan,1965,62.86182927
Azerbaijan,1966,63.26726829
Azerbaijan,1967,63.66873171
Azerbaijan,1968,64.05670732
Azerbaijan,1969,64.41868293
Azerbaijan,1970,64.73460976
Azerbaijan,1971,64.98143902
Azerbaijan,1972,65.14812195
Azerbaijan,1973,65.23417073
Azerbaijan,1974,65.24358537
Azerbaijan,1975,65.18743902
Azerbaijan,1976,65.08229268
Azerbaijan,1977,64.95321951
Azerbaijan,1978,64.8287561
Azerbaijan,1979,64.72795122
Azerbaijan,1980,64.68131707
Azerbaijan,1981,64.71643902
Azerbaijan,1982,64.83073171
Azerbaijan,1983,65.00809756
Azerbaijan,1984,65.22590244
Azerbaijan,1985,65.42778049
Azerbaijan,1986,65.54134146
Azerbaijan,1987,65.52592683
Azerbaijan,1988,65.36914634
Azerbaijan,1989,65.08926829
Azerbaijan,1990,64.74636585
Azerbaijan,1991,64.42414634
Azerbaijan,1992,64.2072439
Azerbaijan,1993,64.15402439
Azerbaijan,1994,64.28158537
Azerbaijan,1995,64.57582927
Azerbaijan,1996,64.994
Azerbaijan,1997,65.46239024
Azerbaijan,1998,65.92336585
Azerbaijan,1999,66.3554878
Azerbaijan,2000,66.7582439
Azerbaijan,2001,67.15029268
Azerbaijan,2002,67.56107317
Azerbaijan,2003,68.00368293
Azerbaijan,2004,68.47019512
Azerbaijan,2005,68.93726829
Azerbaijan,2006,69.37473171
Azerbaijan,2007,69.756
Azerbaijan,2008,70.06292683
Azerbaijan,2009,70.29265854
Azerbaijan,2010,70.45029268
Azerbaijan,2011,70.55129268
Azerbaijan,2012,70.62495122
Azerbaijan,2013,70.69314634
Bahamas,1960,62.72904878
Bahamas,1961,63.0725122
Bahamas,1962,63.40802439
Bahamas,1963,63.73704878
Bahamas,1964,64.05909756
Bahamas,1965,64.37468293
Bahamas,1966,64.68378049
Bahamas,1967,64.98739024
Bahamas,1968,65.28502439
Bahamas,1969,65.57668293
Bahamas,1970,65.86385366
Bahamas,1971,66.14556098
Bahamas,1972,66.42226829
Bahamas,1973,66.693
Bahamas,1974,66.9587561
Bahamas,1975,67.22002439
Bahamas,1976,67.47631707
Bahamas,1977,67.72812195
Bahamas,1978,67.97495122
Bahamas,1979,68.21878049
Bahamas,1980,68.45860976
Bahamas,1981,68.69541463
Bahamas,1982,68.92968293
Bahamas,1983,69.16046341
Bahamas,1984,69.3872439
Bahamas,1985,69.61060976
Bahamas,1986,69.82909756
Bahamas,1987,70.04278049
Bahamas,1988,70.24965854
Bahamas,1989,70.44778049
Bahamas,1990,70.63065854
Bahamas,1991,70.79180488
Bahamas,1992,70.92963415
Bahamas,1993,71.04814634
Bahamas,1994,71.15480488
Bahamas,1995,71.26256098
Bahamas,1996,71.39043902
Bahamas,1997,71.54987805
Bahamas,1998,71.74787805
Bahamas,1999,71.98436585
Bahamas,2000,72.25429268
Bahamas,2001,72.54509756
Bahamas,2002,72.84126829
Bahamas,2003,73.12729268
Bahamas,2004,73.39465854
Bahamas,2005,73.63887805
Bahamas,2006,73.85895122
Bahamas,2007,74.05946341
Bahamas,2008,74.24743902
Bahamas,2009,74.42390244
Bahamas,2010,74.59239024
Bahamas,2011,74.75490244
Bahamas,2012,74.91446341
Bahamas,2013,75.07256098
Bahrain,1960,52.08936585
Bahrain,1961,53.4585122
Bahrain,1962,54.81826829
Bahrain,1963,56.14658537
Bahrain,1964,57.42587805
Bahrain,1965,58.64007317
Bahrain,1966,59.78312195
Bahrain,1967,60.858
Bahrain,1968,61.86973171
Bahrain,1969,62.81729268
Bahrain,1970,63.69919512
Bahrain,1971,64.5174878
Bahrain,1972,65.27770732
Bahrain,1973,65.98641463
Bahrain,1974,66.64660976
Bahrain,1975,67.26382927
Bahrain,1976,67.83956098
Bahrain,1977,68.37778049
Bahrain,1978,68.87897561
Bahrain,1979,69.34560976
Bahrain,1980,69.77865854
Bahrain,1981,70.17658537
Bahrain,1982,70.53736585
Bahrain,1983,70.864
Bahrain,1984,71.16
Bahrain,1985,71.42787805
Bahrain,1986,71.67168293
Bahrain,1987,71.89595122
Bahrain,1988,72.10570732
Bahrain,1989,72.30797561
Bahrain,1990,72.5072439
Bahrain,1991,72.7095122
Bahrain,1992,72.91473171
Bahrain,1993,73.12390244
Bahrain,1994,73.3375122
Bahrain,1995,73.55507317
Bahrain,1996,73.77304878
Bahrain,1997,73.987
Bahrain,1998,74.19541463
Bahrain,1999,74.39582927
Bahrain,2000,74.5892439
Bahrain,2001,74.77670732
Bahrain,2002,74.96021951
Bahrain,2003,75.1407561
Bahrain,2004,75.31880488
Bahrain,2005,75.49231707
Bahrain,2006,75.66073171
Bahrain,2007,75.823
Bahrain,2008,75.97660976
Bahrain,2009,76.12404878
Bahrain,2010,76.26485366
Bahrain,2011,76.40204878
Bahrain,2012,76.53619512
Bahrain,2013,76.66987805
Bangladesh,1960,47.02456098
Bangladesh,1961,47.60890244
Bangladesh,1962,48.20156098
Bangladesh,1963,48.77631707
Bangladesh,1964,49.29304878
Bangladesh,1965,49.6497561
Bangladesh,1966,49.73304878
Bangladesh,1967,49.50963415
Bangladesh,1968,49.01021951
Bangladesh,1969,48.31085366
Bangladesh,1970,47.5845122
Bangladesh,1971,47.05068293
Bangladesh,1972,46.8792439
Bangladesh,1973,47.16617073
Bangladesh,1974,47.91995122
Bangladesh,1975,49.06163415
Bangladesh,1976,50.4342439
Bangladesh,1977,51.82485366
Bangladesh,1978,53.067
Bangladesh,1979,54.08868293
Bangladesh,1980,54.86892683
Bangladesh,1981,55.44319512
Bangladesh,1982,55.9184878
Bangladesh,1983,56.38121951
Bangladesh,1984,56.85841463
Bangladesh,1985,57.36304878
Bangladesh,1986,57.89512195
Bangladesh,1987,58.43317073
Bangladesh,1988,58.96314634
Bangladesh,1989,59.48758537
Bangladesh,1990,60.0084878
Bangladesh,1991,60.53182927
Bangladesh,1992,61.06214634
Bangladesh,1993,61.60041463
Bangladesh,1994,62.14517073
Bangladesh,1995,62.69387805
Bangladesh,1996,63.24207317
Bangladesh,1997,63.7837561
Bangladesh,1998,64.31343902
Bangladesh,1999,64.82658537
Bangladesh,2000,65.31973171
Bangladesh,2001,65.79034146
Bangladesh,2002,66.23990244
Bangladesh,2003,66.67092683
Bangladesh,2004,67.08597561
Bangladesh,2005,67.48956098
Bangladesh,2006,67.88726829
Bangladesh,2007,68.28314634
Bangladesh,2008,68.68070732
Bangladesh,2009,69.08192683
Bangladesh,2010,69.48580488
Bangladesh,2011,69.89180488
Bangladesh,2012,70.29485366
Bangladesh,2013,70.69339024
Barbados,1960,60.76660976
Barbados,1961,61.22963415
Barbados,1962,61.68163415
Barbados,1963,62.12260976
Barbados,1964,62.55309756
Barbados,1965,62.97307317
Barbados,1966,63.38253659
Barbados,1967,63.7825122
Barbados,1968,64.1724878
Barbados,1969,64.55446341
Barbados,1970,64.92743902
Barbados,1971,65.29141463
Barbados,1972,65.64787805
Barbados,1973,65.99585366
Barbados,1974,66.33731707
Barbados,1975,66.67026829
Barbados,1976,66.99621951
Barbados,1977,67.31414634
Barbados,1978,67.62507317
Barbados,1979,67.92897561
Barbados,1980,68.22587805
Barbados,1981,68.51629268
Barbados,1982,68.80070732
Barbados,1983,69.07960976
Barbados,1984,69.35202439
Barbados,1985,69.61895122
Barbados,1986,69.88136585
Barbados,1987,70.13780488
Barbados,1988,70.38870732
Barbados,1989,70.63412195
Barbados,1990,70.87453659
Barbados,1991,71.10943902
Barbados,1992,71.33934146
Barbados,1993,71.5642439
Barbados,1994,71.78514634
Barbados,1995,72.00104878
Barbados,1996,72.21243902
Barbados,1997,72.41982927
Barbados,1998,72.62373171
Barbados,1999,72.82360976
Barbados,2000,73.0194878
Barbados,2001,73.21287805
Barbados,2002,73.4017561
Barbados,2003,73.58765854
Barbados,2004,73.77004878
Barbados,2005,73.94895122
Barbados,2006,74.12482927
Barbados,2007,74.29721951
Barbados,2008,74.46758537
Barbados,2009,74.63543902
Barbados,2010,74.80178049
Barbados,2011,74.96714634
Barbados,2012,75.13202439
Barbados,2013,75.29641463
Belarus,1960,67.70809756
Belarus,1961,68.21265854
Belarus,1962,68.63582927
Belarus,1963,68.99207317
Belarus,1964,69.28992683
Belarus,1965,69.53741463
Belarus,1966,69.73460976
Belarus,1967,69.88165854
Belarus,1968,69.98263415
Belarus,1969,70.04514634
Belarus,1970,70.0792439
Belarus,1971,70.093
Belarus,1972,70.09241463
Belarus,1973,70.08243902
Belarus,1974,70.06807317
Belarus,1975,70.04826829
Belarus,1976,70.01590244
Belarus,1977,69.96741463
Belarus,1978,69.90631707
Belarus,1979,69.84163415
Belarus,1980,69.80202439
Belarus,1981,69.81917073
Belarus,1982,69.90821951
Belarus,1983,70.06465854
Belarus,1984,70.27192683
Belarus,1985,70.99268293
Belarus,1986,71.5495122
Belarus,1987,70.9902439
Belarus,1988,71.34146341
Belarus,1989,71.58780488
Belarus,1990,70.83658537
Belarus,1991,70.37804878
Belarus,1992,70.02195122
Belarus,1993,68.97073171
Belarus,1994,68.76829268
Belarus,1995,68.46097561
Belarus,1996,68.61219512
Belarus,1997,68.46097561
Belarus,1998,68.40731707
Belarus,1999,67.90731707
Belarus,2000,68.91219512
Belarus,2001,68.50731707
Belarus,2002,68.05609756
Belarus,2003,68.55365854
Belarus,2004,68.95609756
Belarus,2005,68.85121951
Belarus,2006,69.40487805
Belarus,2007,70.20341463
Belarus,2008,70.45609756
Belarus,2009,70.40731707
Belarus,2010,70.40487805
Belarus,2011,70.55365854
Belarus,2012,71.96585366
Belarus,2013,72.47073171
Belgium,1960,69.70195122
Belgium,1961,70.52097561
Belgium,1962,70.2195122
Belgium,1963,70.05146341
Belgium,1964,70.75512195
Belgium,1965,70.62536585
Belgium,1966,70.70634146
Belgium,1967,71.01292683
Belgium,1968,70.69317073
Belgium,1969,70.76487805
Belgium,1970,70.97195122
Belgium,1971,71.0604878
Belgium,1972,71.40512195
Belgium,1973,71.63536585
Belgium,1974,71.98585366
Belgium,1975,71.97121951
Belgium,1976,72.1197561
Belgium,1977,72.77390244
Belgium,1978,72.69804878
Belgium,1979,73.19365854
Belgium,1980,73.20707317
Belgium,1981,73.62170732
Belgium,1982,73.88804878
Belgium,1983,73.86902439
Belgium,1984,74.40487805
Belgium,1985,74.5202439
Belgium,1986,74.73170732
Belgium,1987,75.36585366
Belgium,1988,75.56585366
Belgium,1989,75.63268293
Belgium,1990,76.05195122
Belgium,1991,76.19219512
Belgium,1992,76.35121951
Belgium,1993,76.34536585
Belgium,1994,76.69170732
Belgium,1995,76.84073171
Belgium,1996,77.18731707
Belgium,1997,77.37073171
