Entity,Year,CO2 per year by region (CDIAC (2017))
Africa,1966,0.20140226
Africa,1967,0.22499669
Africa,1968,0.24164748
Africa,1969,0.26644567
Africa,1970,0.30187218
Africa,1971,0.32754016
Africa,1972,0.34746092
Africa,1973,0.37753657
Africa,1974,0.38471876
Africa,1975,0.37726499
Africa,1976,0.41274655
Africa,1977,0.42373086
Africa,1978,0.4551901
Africa,1979,0.4882568
Africa,1980,0.52377873
Africa,1981,0.5258743
Africa,1982,0.54559688
Africa,1983,0.56656726
Africa,1984,0.6147617
Africa,1985,0.63773957
Africa,1986,0.64798988
Africa,1987,0.6500304
Africa,1988,0.68753046
Africa,1989,0.66302587
Africa,1990,0.62014192
Africa,1991,0.64805961
Africa,1992,0.62941601
Africa,1993,0.65442339
Africa,1994,0.67191828
Africa,1995,0.71657851
Africa,1996,0.73250631
Africa,1997,0.74381725
Africa,1998,0.75367854
Africa,1999,0.74528158
Africa,2000,0.78856923
Africa,2001,0.80235375
Africa,2002,0.8087946
Africa,2003,0.86933125
Africa,2004,0.94092928
Africa,2005,0.94197523
Africa,2006,0.97914132
Africa,2007,1.02230419
Africa,2008,1.06648365
Africa,2009,1.06842875
Africa,2010,1.08394918
Africa,2011,1.08288488
Africa,2012,1.12521099
Africa,2013,1.15788867
Africa,2014,1.19396477
Africa,2015,1.315140008
Americas (other),1751,0
Americas (other),1752,0
Americas (other),1753,0
Americas (other),1754,0
Americas (other),1755,0
Americas (other),1756,0
Americas (other),1757,0
Americas (other),1758,0
Americas (other),1759,0
Americas (other),1760,0
Americas (other),1761,0
Americas (other),1762,0
Americas (other),1763,0
Americas (other),1764,0
Americas (other),1765,0
Americas (other),1766,0
Americas (other),1767,0
Americas (other),1768,0
Americas (other),1769,0
Americas (other),1770,0
Americas (other),1771,0
Americas (other),1772,0
Americas (other),1773,0
Americas (other),1774,0
Americas (other),1775,0
Americas (other),1776,0
Americas (other),1777,0
Americas (other),1778,0
Americas (other),1779,0
Americas (other),1780,0
Americas (other),1781,0
Americas (other),1782,0
Americas (other),1783,0
Americas (other),1784,0
Americas (other),1785,0.00000367
Americas (other),1786,0.00000367
Americas (other),1787,0.00000367
Americas (other),1788,0.00000367
Americas (other),1789,0.00000367
Americas (other),1790,0.00000367
Americas (other),1791,0.00000367
Americas (other),1792,0.00000367
Americas (other),1793,0.00000367
Americas (other),1794,0.00000367
Americas (other),1795,0.00000367
Americas (other),1796,0.00000367
Americas (other),1797,0.00000367
Americas (other),1798,0.00000367
Americas (other),1799,0.00000367
Americas (other),1800,0.00000367
Americas (other),1801,0.00000367
Americas (other),1802,0.00000367
Americas (other),1803,0.00000367
Americas (other),1804,0.00000367
Americas (other),1805,0.00000367
Americas (other),1806,0.00000367
Americas (other),1807,0.00000367
Americas (other),1808,0.00000367
Americas (other),1809,0.00000367
Americas (other),1810,0.00000367
Americas (other),1811,0.00000367
Americas (other),1812,0.00000367
Americas (other),1813,0.00000367
Americas (other),1814,0.00000367
Americas (other),1815,0.00000367
Americas (other),1816,0.00000367
Americas (other),1817,0.00000367
Americas (other),1818,0.00000367
Americas (other),1819,0.00000367
Americas (other),1820,0.00000367
Americas (other),1821,0.00000367
Americas (other),1822,0.00000367
Americas (other),1823,0.00000367
Americas (other),1824,0.00000367
Americas (other),1825,0.00000367
Americas (other),1826,0.00000367
Americas (other),1827,0.00000367
Americas (other),1828,0.00000367
Americas (other),1829,0.00000367
Americas (other),1830,0.00000367
Americas (other),1831,0.00000367
Americas (other),1832,0.00000367
Americas (other),1833,0.00000367
Americas (other),1834,0.00000367
Americas (other),1835,0.00000367
Americas (other),1836,0.00000367
Americas (other),1837,0.00000367
Americas (other),1838,0.00000367
Americas (other),1839,0.00000367
Americas (other),1840,0.00000367
Americas (other),1841,0.00000367
Americas (other),1842,0.00000367
Americas (other),1843,0.00000367
Americas (other),1844,0.00000367
Americas (other),1845,0.00000367
Americas (other),1846,0.00002569
Americas (other),1847,0.00003303
Americas (other),1848,0.00004037
Americas (other),1849,0.00004771
Americas (other),1850,0.00005872
Americas (other),1851,0.00006973
Americas (other),1852,0.00008441
Americas (other),1853,0.00010276
Americas (other),1854,0.00012478
Americas (other),1855,0.00015047
Americas (other),1856,0.00017983
Americas (other),1857,0.00021653
Americas (other),1858,0.00026424
Americas (other),1859,0.00031562
Americas (other),1860,0.00038168
Americas (other),1861,0.00045875
Americas (other),1862,0.00056151
Americas (other),1863,0.00070464
Americas (other),1864,0.0008441
Americas (other),1865,0.00102026
Americas (other),1866,0.00124413
Americas (other),1867,0.00159645
Americas (other),1868,0.00094686
Americas (other),1869,0.00068629
Americas (other),1870,0.00122578
Americas (other),1871,0.00178362
Americas (other),1872,0.00184968
Americas (other),1873,0.00161113
Americas (other),1874,0.00162581
Americas (other),1875,0.00187904
Americas (other),1876,0.00186069
Americas (other),1877,0.00202584
Americas (other),1878,0.00193776
Americas (other),1879,0.00218732
Americas (other),1880,0.00524076
Americas (other),1881,0.00560042
Americas (other),1882,0.00662802
Americas (other),1883,0.00744276
Americas (other),1884,0.00861716
Americas (other),1885,0.00826117
Americas (other),1886,0.00881901
Americas (other),1887,0.01125956
Americas (other),1888,0.01423226
Americas (other),1889,0.01307621
Americas (other),1890,0.01381755
Americas (other),1891,0.01547272
Americas (other),1892,0.01594615
Americas (other),1893,0.01701412
Americas (other),1894,0.01677924
Americas (other),1895,0.016882
Americas (other),1896,0.01813714
Americas (other),1897,0.0182766
Americas (other),1898,0.01965285
Americas (other),1899,0.02367884
Americas (other),1900,0.02483489
Americas (other),1901,0.03160971
Americas (other),1902,0.03450901
Americas (other),1903,0.03725417
Americas (other),1904,0.04355189
Americas (other),1905,0.04638146
Americas (other),1906,0.05172131
Americas (other),1907,0.06204135
Americas (other),1908,0.06617377
Americas (other),1909,0.06258818
Americas (other),1910,0.0731431
Americas (other),1911,0.08797724
Americas (other),1912,0.09605124
Americas (other),1913,0.11233136
Americas (other),1914,0.09587508
Americas (other),1915,0.09066735
Americas (other),1916,0.10743558
Americas (other),1917,0.12244221
Americas (other),1918,0.13137499
Americas (other),1919,0.13028867
Americas (other),1920,0.17575263
Americas (other),1921,0.18550382
Americas (other),1922,0.17220374
Americas (other),1923,0.18508177
Americas (other),1924,0.16986595
Americas (other),1925,0.15897706
Americas (other),1926,0.16829152
Americas (other),1927,0.16517202
Americas (other),1928,0.17847944
Americas (other),1929,0.19216487
Americas (other),1930,0.18732414
Americas (other),1931,0.15592729
Americas (other),1932,0.15227564
Americas (other),1933,0.15846326
Americas (other),1934,0.17988138
Americas (other),1935,0.19187861
Americas (other),1936,0.20175825
Americas (other),1937,0.23385974
Americas (other),1938,0.22605732
Americas (other),1939,0.23060445
Americas (other),1940,0.23710035
Americas (other),1941,0.26094801
Americas (other),1942,0.2376692
Americas (other),1943,0.26922019
Americas (other),1944,0.29399636
Americas (other),1945,0.29955274
Americas (other),1946,0.38441782
Americas (other),1947,0.34673793
Americas (other),1948,0.37239123
Americas (other),1949,0.24521472
Americas (other),1950,0.3137483
Americas (other),1951,0.351219
Americas (other),1952,0.3562836
Americas (other),1953,0.35721945
Americas (other),1954,0.37743748
Americas (other),1955,0.40570015
Americas (other),1956,0.44634173
Americas (other),1957,0.45881239
Americas (other),1958,0.45159717
Americas (other),1959,0.47744865
Americas (other),1960,0.48919999
Americas (other),1961,0.49556377
Americas (other),1962,0.52446502
Americas (other),1963,0.53406941
Americas (other),1964,0.58394471
Americas (other),1965,0.60785109
Americas (other),1966,0.63403287
Americas (other),1967,0.68528809
Americas (other),1968,0.73335041
Americas (other),1969,0.7747003
Americas (other),1970,0.8534585
Americas (other),1971,0.89043375
Americas (other),1972,0.9435203
Americas (other),1973,0.99650042
Americas (other),1974,1.0380962
Americas (other),1975,1.05294135
Americas (other),1976,1.09062124
Americas (other),1977,1.12062349
Americas (other),1978,1.18142805
Americas (other),1979,1.26181573
Americas (other),1980,1.30567957
Americas (other),1981,1.28230167
Americas (other),1982,1.29002702
Americas (other),1983,1.24481629
Americas (other),1984,1.27546079
Americas (other),1985,1.29607885
Americas (other),1986,1.30247566
Americas (other),1987,1.37387551
Americas (other),1988,1.42336546
Americas (other),1989,1.48989155
Americas (other),1990,1.42171396
Americas (other),1991,1.43064307
Americas (other),1992,1.46083249
Americas (other),1993,1.50532023
Americas (other),1994,1.55562492
Americas (other),1995,1.57682651
Americas (other),1996,1.63950277
Americas (other),1997,1.72150525
Americas (other),1998,1.80514455
Americas (other),1999,1.83727173
Americas (other),2000,1.85033326
Americas (other),2001,1.8752966
Americas (other),2002,1.87965289
Americas (other),2003,1.94377146
Americas (other),2004,1.95124725
Americas (other),2005,2.02686393
Americas (other),2006,2.0514199
Americas (other),2007,2.09077331
Americas (other),2008,2.17717612
Americas (other),2009,2.1163789
Americas (other),2010,2.19455357
Americas (other),2011,2.23402809
Americas (other),2012,2.29192601
Americas (other),2013,2.31800136
Americas (other),2014,2.37458909
Americas (other),2015,2.340898587
Asia and Pacific (other),1751,0
Asia and Pacific (other),1752,0
Asia and Pacific (other),1753,0
Asia and Pacific (other),1754,0
Asia and Pacific (other),1755,0
Asia and Pacific (other),1756,0
Asia and Pacific (other),1757,0
Asia and Pacific (other),1758,0
Asia and Pacific (other),1759,0
Asia and Pacific (other),1760,0
Asia and Pacific (other),1761,0
Asia and Pacific (other),1762,0
Asia and Pacific (other),1763,0
Asia and Pacific (other),1764,0
Asia and Pacific (other),1765,0
Asia and Pacific (other),1766,0
Asia and Pacific (other),1767,0
Asia and Pacific (other),1768,0
Asia and Pacific (other),1769,0
Asia and Pacific (other),1770,0
Asia and Pacific (other),1771,0
Asia and Pacific (other),1772,0
Asia and Pacific (other),1773,0
Asia and Pacific (other),1774,0
Asia and Pacific (other),1775,0
Asia and Pacific (other),1776,0
Asia and Pacific (other),1777,0
Asia and Pacific (other),1778,0
Asia and Pacific (other),1779,0
Asia and Pacific (other),1780,0
Asia and Pacific (other),1781,0
Asia and Pacific (other),1782,0
Asia and Pacific (other),1783,0
Asia and Pacific (other),1784,0
Asia and Pacific (other),1785,0
Asia and Pacific (other),1786,0
Asia and Pacific (other),1787,0
Asia and Pacific (other),1788,0
Asia and Pacific (other),1789,0
Asia and Pacific (other),1790,0
Asia and Pacific (other),1791,0
Asia and Pacific (other),1792,0
Asia and Pacific (other),1793,0
Asia and Pacific (other),1794,0
Asia and Pacific (other),1795,0
Asia and Pacific (other),1796,0
Asia and Pacific (other),1797,0
Asia and Pacific (other),1798,0
Asia and Pacific (other),1799,0
Asia and Pacific (other),1800,0
Asia and Pacific (other),1801,0
Asia and Pacific (other),1802,0
Asia and Pacific (other),1803,0
Asia and Pacific (other),1804,0
Asia and Pacific (other),1805,0
Asia and Pacific (other),1806,0
Asia and Pacific (other),1807,0
Asia and Pacific (other),1808,0
Asia and Pacific (other),1809,0
Asia and Pacific (other),1810,0
Asia and Pacific (other),1811,0
Asia and Pacific (other),1812,0
Asia and Pacific (other),1813,0
Asia and Pacific (other),1814,0
Asia and Pacific (other),1815,0
Asia and Pacific (other),1816,0
Asia and Pacific (other),1817,0
Asia and Pacific (other),1818,0
Asia and Pacific (other),1819,0
Asia and Pacific (other),1820,0
Asia and Pacific (other),1821,0
Asia and Pacific (other),1822,0
Asia and Pacific (other),1823,0
Asia and Pacific (other),1824,0
Asia and Pacific (other),1825,0
Asia and Pacific (other),1826,0
Asia and Pacific (other),1827,0
Asia and Pacific (other),1828,0
Asia and Pacific (other),1829,0
Asia and Pacific (other),1830,0
Asia and Pacific (other),1831,0
Asia and Pacific (other),1832,0
Asia and Pacific (other),1833,0
Asia and Pacific (other),1834,0
Asia and Pacific (other),1835,0
Asia and Pacific (other),1836,0
Asia and Pacific (other),1837,0
Asia and Pacific (other),1838,0
Asia and Pacific (other),1839,0
Asia and Pacific (other),1840,0
Asia and Pacific (other),1841,0
Asia and Pacific (other),1842,0
Asia and Pacific (other),1843,0
Asia and Pacific (other),1844,0
Asia and Pacific (other),1845,0
Asia and Pacific (other),1846,0
Asia and Pacific (other),1847,0
Asia and Pacific (other),1848,0
Asia and Pacific (other),1849,0
Asia and Pacific (other),1850,0
Asia and Pacific (other),1851,0
Asia and Pacific (other),1852,0
Asia and Pacific (other),1853,0
Asia and Pacific (other),1854,0
Asia and Pacific (other),1855,0
Asia and Pacific (other),1856,0
Asia and Pacific (other),1857,0
Asia and Pacific (other),1858,0
Asia and Pacific (other),1859,0
Asia and Pacific (other),1860,0
Asia and Pacific (other),1861,0
Asia and Pacific (other),1862,0
Asia and Pacific (other),1863,0
Asia and Pacific (other),1864,0
Asia and Pacific (other),1865,0
Asia and Pacific (other),1866,0
Asia and Pacific (other),1867,0
Asia and Pacific (other),1868,0.00001101
Asia and Pacific (other),1869,0.00001835
Asia and Pacific (other),1870,0.00001835
Asia and Pacific (other),1871,0.00002569
Asia and Pacific (other),1872,0.00003303
Asia and Pacific (other),1873,0.00004037
Asia and Pacific (other),1874,0.0005872
Asia and Pacific (other),1875,0.00144231
Asia and Pacific (other),1876,0.00140561
Asia and Pacific (other),1877,0.00129184
Asia and Pacific (other),1878,0.00221668
Asia and Pacific (other),1879,0.0028259
Asia and Pacific (other),1880,0.0030094
Asia and Pacific (other),1881,0.0031562
Asia and Pacific (other),1882,0.00334704
Asia and Pacific (other),1883,0.00364431
Asia and Pacific (other),1884,0.00402232
Asia and Pacific (other),1885,0.00448474
Asia and Pacific (other),1886,0.00479302
Asia and Pacific (other),1887,0.00572153
Asia and Pacific (other),1888,0.00654361
Asia and Pacific (other),1889,0.00758222
Asia and Pacific (other),1890,0.00821346
Asia and Pacific (other),1891,0.00967045
Asia and Pacific (other),1892,0.01003378
Asia and Pacific (other),1893,0.01121185
Asia and Pacific (other),1894,0.01348725
Asia and Pacific (other),1895,0.01493323
Asia and Pacific (other),1896,0.01606359
Asia and Pacific (other),1897,0.01721964
Asia and Pacific (other),1898,0.02149152
Asia and Pacific (other),1899,0.0215429
Asia and Pacific (other),1900,0.0237816
Asia and Pacific (other),1901,0.0290297
Asia and Pacific (other),1902,0.03028117
Asia and Pacific (other),1903,0.03283549
Asia and Pacific (other),1904,0.03696791
Asia and Pacific (other),1905,0.03876621
Asia and Pacific (other),1906,0.04238483
Asia and Pacific (other),1907,0.04583096
Asia and Pacific (other),1908,0.04879632
Asia and Pacific (other),1909,0.05047718
Asia and Pacific (other),1910,0.05290672
Asia and Pacific (other),1911,0.05774745
Asia and Pacific (other),1912,0.0622799
Asia and Pacific (other),1913,0.06715366
Asia and Pacific (other),1914,0.07244947
Asia and Pacific (other),1915,0.06750598
Asia and Pacific (other),1916,0.0748313
Asia and Pacific (other),1917,0.08357324
Asia and Pacific (other),1918,0.08839195
Asia and Pacific (other),1919,0.09721096
Asia and Pacific (other),1920,0.09313359
Asia and Pacific (other),1921,0.08671476
Asia and Pacific (other),1922,0.09256474
Asia and Pacific (other),1923,0.09979831
Asia and Pacific (other),1924,0.10501705
Asia and Pacific (other),1925,0.11020276
Asia and Pacific (other),1926,0.11159736
Asia and Pacific (other),1927,0.12124579
Asia and Pacific (other),1928,0.1307988
Asia and Pacific (other),1929,0.13770207
Asia and Pacific (other),1930,0.12796189
Asia and Pacific (other),1931,0.11583254
Asia and Pacific (other),1932,0.11426178
Asia and Pacific (other),1933,0.12953632
Asia and Pacific (other),1934,0.14257216
Asia and Pacific (other),1935,0.15023512
Asia and Pacific (other),1936,0.16527111
Asia and Pacific (other),1937,0.17934923
Asia and Pacific (other),1938,0.18943806
Asia and Pacific (other),1939,0.19278143
Asia and Pacific (other),1940,0.22266257
Asia and Pacific (other),1941,0.22310297
Asia and Pacific (other),1942,0.19283648
Asia and Pacific (other),1943,0.20445937
Asia and Pacific (other),1944,0.17996579
Asia and Pacific (other),1945,0.09000675
Asia and Pacific (other),1946,0.064592
Asia and Pacific (other),1947,0.08599177
Asia and Pacific (other),1948,0.11566739
Asia and Pacific (other),1949,0.13753692
Asia and Pacific (other),1950,0.14730646
Asia and Pacific (other),1951,0.17369009
Asia and Pacific (other),1952,0.19065283
Asia and Pacific (other),1953,0.20898448
Asia and Pacific (other),1954,0.21400504
Asia and Pacific (other),1955,0.23050169
Asia and Pacific (other),1956,0.25495857
Asia and Pacific (other),1957,0.28338272
Asia and Pacific (other),1958,0.28800692
Asia and Pacific (other),1959,0.30999022
Asia and Pacific (other),1960,0.36043437
Asia and Pacific (other),1961,0.42395106
Asia and Pacific (other),1962,0.44603712
Asia and Pacific (other),1963,0.49141667
Asia and Pacific (other),1964,0.54063504
Asia and Pacific (other),1965,0.58736882
Asia and Pacific (other),1966,0.63988285
Asia and Pacific (other),1967,0.73758926
Asia and Pacific (other),1968,0.83970701
Asia and Pacific (other),1969,0.95285678
Asia and Pacific (other),1970,1.11723241
Asia and Pacific (other),1971,1.19569334
Asia and Pacific (other),1972,1.25780075
Asia and Pacific (other),1973,1.35424468
Asia and Pacific (other),1974,1.35987079
Asia and Pacific (other),1975,1.34209698
Asia and Pacific (other),1976,1.42543901
Asia and Pacific (other),1977,1.50072539
Asia and Pacific (other),1978,1.50208329
Asia and Pacific (other),1979,1.59398376
Asia and Pacific (other),1980,1.60308169
Asia and Pacific (other),1981,1.58482711
Asia and Pacific (other),1982,1.57496582
Asia and Pacific (other),1983,1.60530571
Asia and Pacific (other),1984,1.69099654
Asia and Pacific (other),1985,1.71298718
Asia and Pacific (other),1986,1.753526
Asia and Pacific (other),1987,1.79545575
Asia and Pacific (other),1988,1.98146236
Asia and Pacific (other),1989,2.076486
Asia and Pacific (other),1990,2.12220319
Asia and Pacific (other),1991,2.20082193
Asia and Pacific (other),1992,2.73279577
Asia and Pacific (other),1993,2.76687172
Asia and Pacific (other),1994,2.87466696
Asia and Pacific (other),1995,2.93139782
Asia and Pacific (other),1996,3.03399634
Asia and Pacific (other),1997,3.11578229
Asia and Pacific (other),1998,2.91183305
Asia and Pacific (other),1999,3.03906461
Asia and Pacific (other),2000,3.19387989
Asia and Pacific (other),2001,3.27476669
Asia and Pacific (other),2002,3.36071809
Asia and Pacific (other),2003,3.45883921
Asia and Pacific (other),2004,3.62426446
Asia and Pacific (other),2005,3.61354439
Asia and Pacific (other),2006,3.65530899
Asia and Pacific (other),2007,3.7977894
Asia and Pacific (other),2008,3.87472728
Asia and Pacific (other),2009,3.78781067
Asia and Pacific (other),2010,4.02102816
Asia and Pacific (other),2011,4.25686236
Asia and Pacific (other),2012,4.31419877
Asia and Pacific (other),2013,4.24890947
Asia and Pacific (other),2014,4.25470807
Asia and Pacific (other),2015,4.937292647
China,1751,0
China,1752,0
China,1753,0
China,1754,0
China,1755,0
China,1756,0
China,1757,0
China,1758,0
China,1759,0
China,1760,0
China,1761,0
China,1762,0
China,1763,0
China,1764,0
China,1765,0
China,1766,0
China,1767,0
China,1768,0
China,1769,0
China,1770,0
China,1771,0
China,1772,0
China,1773,0
China,1774,0
China,1775,0
China,1776,0
China,1777,0
China,1778,0
China,1779,0
China,1780,0
China,1781,0
China,1782,0
China,1783,0
China,1784,0
China,1785,0
China,1786,0
China,1787,0
China,1788,0
China,1789,0
China,1790,0
China,1791,0
China,1792,0
China,1793,0
China,1794,0
China,1795,0
China,1796,0
China,1797,0
China,1798,0
China,1799,0
China,1800,0
China,1801,0
China,1802,0
China,1803,0
China,1804,0
China,1805,0
China,1806,0
China,1807,0
China,1808,0
China,1809,0
China,1810,0
China,1811,0
China,1812,0
China,1813,0
China,1814,0
China,1815,0
China,1816,0
China,1817,0
China,1818,0
China,1819,0
China,1820,0
China,1821,0
China,1822,0
China,1823,0
China,1824,0
China,1825,0
China,1826,0
China,1827,0
China,1828,0
China,1829,0
China,1830,0
China,1831,0
China,1832,0
China,1833,0
China,1834,0
China,1835,0
China,1836,0
China,1837,0
China,1838,0
China,1839,0
China,1840,0
China,1841,0
China,1842,0
China,1843,0
China,1844,0
China,1845,0
China,1846,0
China,1847,0
China,1848,0
China,1849,0
China,1850,0
China,1851,0
China,1852,0
China,1853,0
China,1854,0
China,1855,0
China,1856,0
China,1857,0
China,1858,0
China,1859,0
China,1860,0
China,1861,0
China,1862,0
China,1863,0
China,1864,0
China,1865,0
China,1866,0
China,1867,0
China,1868,0
China,1869,0
China,1870,0
China,1871,0
China,1872,0
China,1873,0
China,1874,0
China,1875,0
China,1876,0
China,1877,0
China,1878,0
China,1879,0
China,1880,0
China,1881,0
China,1882,0
China,1883,0
China,1884,0
China,1885,0
China,1886,0
China,1887,0
China,1888,0
China,1889,0
China,1890,0
China,1891,0
China,1892,0
China,1893,0
China,1894,0
China,1895,0
China,1896,0
China,1897,0
China,1898,0
China,1899,0.00009542
China,1900,0
China,1901,0
China,1902,0.00009542
China,1903,0.00196712
China,1904,0.0020919
China,1905,0.00230109
China,1906,0.0171389
China,1907,0.01686732
China,1908,0.02276868
China,1909,0.02087129
China,1910,0.01877939
China,1911,0.027892
China,1912,0.00980257
China,1913,0.01077512
China,1914,0.01513141
China,1915,0.01611497
China,1916,0.01799401
China,1917,0.01988406
China,1918,0.02107681
China,1919,0.0242954
China,1920,0.02681302
China,1921,0.02533034
China,1922,0.02667723
China,1923,0.03220425
China,1924,0.03515126
China,1925,0.03327589
China,1926,0.02963892
China,1927,0.0335805
China,1928,0.03417137
China,1929,0.03587792
China,1930,0.0379845
China,1931,0.04032596
China,1932,0.03866345
China,1933,0.04228574
China,1934,0.04935416
China,1935,0.05772176
China,1936,0.06514617
China,1937,0.06067611
China,1938,0.05539498
China,1939,0.06726743
China,1940,0.08624133
China,1941,0.10779157
China,1942,0.11405626
China,1943,0.09746419
China,1944,0.0980257
China,1945,0.05043314
China,1946,0.03132712
China,1947,0.03364289
China,1948,0.0238917
China,1949,0.05940629
China,1950,0.07877655
China,1951,0.10189021
China,1952,0.12843165
China,1953,0.134322
China,1954,0.16152037
China,1955,0.19120333
China,1956,0.21670249
China,1957,0.25676788
China,1958,0.5262413
China,1959,0.72234041
China,1960,0.78136502
China,1961,0.5525185
China,1962,0.44071929
China,1963,0.43705296
China,1964,0.4372805
China,1965,0.47636233
China,1966,0.52321722
China,1967,0.43358848
China,1968,0.46931226
China,1969,0.57770938
China,1970,0.77224874
China,1971,0.8773502
China,1972,0.93233781
China,1973,0.96933508
China,1974,0.98882278
China,1975,1.1465447
China,1976,1.19717235
China,1977,1.31138275
China,1978,1.46336479
China,1979,1.49608284
China,1980,1.46839269
China,1981,1.45268876
China,1982,1.58155347
China,1983,1.66839301
China,1984,1.8163931
China,1985,1.96816228
China,1986,2.07066171
China,1987,2.21151631
China,1988,2.37144023
China,1989,2.41051105
China,1990,2.44442919
China,1991,2.56769348
China,1992,2.69265698
China,1993,2.88104909
China,1994,3.0607433
China,1995,3.3230015
China,1996,3.46592231
China,1997,3.47234848
China,1998,3.32706419
China,1999,3.32077014
China,2000,3.40796567
China,2001,3.49041956
China,2002,3.85341926
China,2003,4.54413161
China,2004,5.23782033
China,2005,5.90178205
China,2006,6.53463318
China,2007,7.03654972
China,2008,7.55924947
China,2009,8.00755465
China,2010,8.78322016
China,2011,9.7415012
China,2012,10.03677839
China,2013,10.26639928
China,2014,10.30034678
China,2015,10.23254214
EU-28,1751,0.00936584
EU-28,1752,0.00936951
EU-28,1753,0.00936951
EU-28,1754,0.00937318
