Entity,Year,CO2 emissions transfers (Global Carbon Project (2014))
Australia,1997,-42.35704286
Australia,1998,-36.88962305
Australia,1999,-49.27540042
Australia,2000,-60.89013882
Australia,2001,-61.86610249
Australia,2002,-45.3340362
Australia,2003,-36.14518644
Australia,2004,-33.71486707
Australia,2005,-38.54359362
Australia,2006,-27.11115587
Australia,2007,-19.59907298
Australia,2008,-33.01688982
Australia,2009,-15.30647547
Australia,2010,-15.92794109
Australia,2011,-7.104343983
Australia,2012,9.093524173
Australia,2013,-4.878896854
Australia,2014,-4.792868126
Austria,1990,26.16135832
Austria,1991,24.30189689
Austria,1992,31.7881257
Austria,1993,27.44300876
Austria,1994,26.79306076
Austria,1995,27.56377457
Austria,1996,31.40838155
Austria,1997,26.31856564
Austria,1998,30.18457026
Austria,1999,27.73906315
Austria,2000,27.93505622
Austria,2001,26.53293257
Austria,2002,25.38882025
Austria,2003,21.88768308
Austria,2004,24.60279401
Austria,2005,25.79228666
Austria,2006,30.39621763
Austria,2007,28.21955862
Austria,2008,26.74442741
Austria,2009,25.03508264
Austria,2010,25.47744907
Austria,2011,30.54018444
Austria,2012,27.66929907
Austria,2013,25.62762228
Austria,2014,26.06762227
Azerbaijan,1990,-28.29170419
Azerbaijan,1991,-34.35403216
Azerbaijan,1992,-42.34071291
Azerbaijan,1993,-24.0594557
Azerbaijan,1994,-22.69200317
Azerbaijan,1995,-9.95444321
Azerbaijan,1996,-2.648185841
Azerbaijan,1997,-3.892107134
Azerbaijan,1998,-1.404258073
Azerbaijan,1999,-1.56209031
Azerbaijan,2000,-3.363784775
Azerbaijan,2001,-2.345550652
Azerbaijan,2002,0.20304798
Azerbaijan,2003,3.182782365
Azerbaijan,2004,4.158521264
Azerbaijan,2005,0.652378138
Azerbaijan,2006,1.407405671
Azerbaijan,2007,1.567275346
Azerbaijan,2008,0.395707831
Azerbaijan,2009,0.490149742
Azerbaijan,2010,0.408673463
Azerbaijan,2011,0.485941279
Azerbaijan,2012,1.484632889
Azerbaijan,2013,2.881807327
Azerbaijan,2014,3.47223389
Bahrain,1990,-0.744875169
Bahrain,1991,0.00892624
Bahrain,1992,0.470851742
Bahrain,1993,-0.656176773
Bahrain,1994,-0.353751002
Bahrain,1995,-0.494932624
Bahrain,1996,-1.015931899
Bahrain,1997,-2.954771984
Bahrain,1998,-2.241881305
Bahrain,1999,-7.333502191
Bahrain,2000,-5.594252242
Bahrain,2001,-2.875770094
Bahrain,2002,-3.486867289
Bahrain,2003,-4.465102131
Bahrain,2004,-5.660081641
Bahrain,2005,-5.383095024
Bahrain,2006,-6.445659563
Bahrain,2007,-9.912546613
Bahrain,2008,-10.60836297
Bahrain,2009,-7.49118855
Bahrain,2010,-7.934623126
Bahrain,2011,-10.47121999
Bahrain,2012,-10.92900457
Bahrain,2013,-12.41403328
Bahrain,2014,-11.68683354
Bangladesh,1990,4.118524057
Bangladesh,1991,4.55045374
Bangladesh,1992,5.215063424
Bangladesh,1993,4.956984531
Bangladesh,1994,5.668126132
Bangladesh,1995,5.072142379
Bangladesh,1996,5.508922007
Bangladesh,1997,5.691566745
Bangladesh,1998,5.835078394
Bangladesh,1999,4.788384881
Bangladesh,2000,6.072417643
Bangladesh,2001,9.02128213
Bangladesh,2002,5.215439486
Bangladesh,2003,12.89577963
Bangladesh,2004,12.29548028
Bangladesh,2005,12.3746158
Bangladesh,2006,11.80207468
Bangladesh,2007,14.57878433
Bangladesh,2008,12.40449608
Bangladesh,2009,13.11086394
Bangladesh,2010,16.90425543
Bangladesh,2011,19.1066711
Bangladesh,2012,17.91162809
Bangladesh,2013,23.33367528
Bangladesh,2014,22.9578174
Belarus,1990,-42.12852631
Belarus,1991,-33.48154277
Belarus,1992,-44.93672983
Belarus,1993,-40.37540956
Belarus,1994,-36.09260245
Belarus,1995,-26.10853542
Belarus,1996,-13.03587794
Belarus,1997,-15.5769828
Belarus,1998,13.07783486
Belarus,1999,11.93561102
Belarus,2000,11.81394586
Belarus,2001,8.091355265
Belarus,2002,10.46645817
Belarus,2003,8.195344355
Belarus,2004,7.086160479
Belarus,2005,1.514496124
Belarus,2006,6.149167775
Belarus,2007,10.26252317
Belarus,2008,14.2310289
Belarus,2009,-5.221213193
Belarus,2010,-0.354294025
Belarus,2011,-9.304171566
Belarus,2012,5.002583003
Belarus,2013,7.249022474
Belarus,2014,8.035279115
Belgium,1990,35.07953623
Belgium,1991,33.05325059
Belgium,1992,51.61519299
Belgium,1993,42.56825815
Belgium,1994,38.52712655
Belgium,1995,41.15293542
Belgium,1996,36.38684434
Belgium,1997,47.12312719
Belgium,1998,52.10239659
Belgium,1999,60.56927722
Belgium,2000,65.43635035
Belgium,2001,63.07192574
Belgium,2002,72.80699631
Belgium,2003,67.8614426
Belgium,2004,89.80082332
Belgium,2005,90.49159901
Belgium,2006,103.8372476
Belgium,2007,111.4256678
Belgium,2008,92.99895478
Belgium,2009,74.26354187
Belgium,2010,82.43029758
Belgium,2011,103.0660502
Belgium,2012,85.52173424
Belgium,2013,81.67877579
Belgium,2014,81.66764955
Benin,1990,0.320841278
Benin,1991,0.327710645
Benin,1992,0.32512235
Benin,1993,0.301544559
Benin,1994,0.370858338
Benin,1995,0.407084271
Benin,1996,0.526088979
Benin,1997,0.701373599
Benin,1998,0.892752435
Benin,1999,0.55483281
Benin,2000,0.958055415
Benin,2001,1.09320759
Benin,2002,1.227680838
Benin,2003,1.465840923
Benin,2004,1.1622088
Benin,2005,2.57343412
Benin,2006,2.986393392
Benin,2007,2.456090811
Benin,2008,3.086193113
Benin,2009,2.480617716
Benin,2010,2.278832094
Benin,2011,3.846715479
Benin,2012,2.600331574
Benin,2013,2.677430784
Benin,2014,1.963026342
Bolivia,1990,-0.074984407
Bolivia,1991,-0.093749645
Bolivia,1992,-0.060116713
Bolivia,1993,-0.273755066
Bolivia,1994,-0.591074385
Bolivia,1995,-0.699838579
Bolivia,1996,-0.703394393
Bolivia,1997,-0.255437358
Bolivia,1998,-0.025154998
Bolivia,1999,0.434100295
Bolivia,2000,0.120887655
Bolivia,2001,-0.021723053
Bolivia,2002,0.53969927
Bolivia,2003,-1.65274772
Bolivia,2004,-1.979848004
Bolivia,2005,-1.907128628
Bolivia,2006,-2.621822743
Bolivia,2007,-1.729895661
Bolivia,2008,-1.541111459
Bolivia,2009,-0.700190786
Bolivia,2010,-1.279788237
Bolivia,2011,-1.055064467
Bolivia,2012,-2.200702749
Bolivia,2013,-1.995758668
Bolivia,2014,-2.019650324
Botswana,2000,4.840998788
Botswana,2001,4.058989604
Botswana,2002,-0.747422141
Botswana,2003,10.60015952
Botswana,2004,5.989788646
Botswana,2005,4.797450715
Botswana,2006,4.220238825
Botswana,2007,6.360666561
Botswana,2008,8.260309268
Botswana,2009,1.929238731
Botswana,2010,1.406787784
Botswana,2011,1.264204618
Botswana,2012,1.649311534
Botswana,2013,11.76062517
Botswana,2014,11.78197228
Brazil,1990,27.26947446
Brazil,1991,22.80865831
Brazil,1992,21.36239649
Brazil,1993,19.25403088
Brazil,1994,21.95851082
Brazil,1995,28.74142031
Brazil,1996,32.55098513
Brazil,1997,35.25372656
Brazil,1998,31.55074024
Brazil,1999,4.278625063
Brazil,2000,10.28312667
Brazil,2001,-3.219703061
Brazil,2002,-13.5903408
Brazil,2003,-13.73711942
Brazil,2004,-17.2036492
Brazil,2005,-6.848454587
Brazil,2006,3.962865148
Brazil,2007,16.06529419
Brazil,2008,37.28019304
Brazil,2009,23.17435606
Brazil,2010,49.36369052
Brazil,2011,54.69478212
Brazil,2012,48.69744513
Brazil,2013,46.24753102
Brazil,2014,43.93855906
Brunei,1990,-1.517161411
Brunei,1991,-1.041469948
Brunei,1992,-0.630155272
Brunei,1993,-0.055295892
Brunei,1994,0.493201701
Brunei,1995,0.25279098
Brunei,1996,1.188238286
Brunei,1997,-1.115999477
Brunei,1998,0.136926419
Brunei,1999,-0.794159166
Brunei,2000,-1.598342637
Brunei,2001,-1.471970237
Brunei,2002,-1.28996538
Brunei,2003,0.095469703
Brunei,2004,-0.53046716
Brunei,2005,-0.530234378
Brunei,2006,-0.05097293
Brunei,2007,-1.324095779
Brunei,2008,-1.850939834
Brunei,2009,-2.283240037
Brunei,2010,-2.458565676
Brunei,2011,-2.873178845
Brunei,2012,-2.14694443
Brunei,2013,0.097320594
Brunei,2014,-0.655733153
Bulgaria,1990,-16.03441219
Bulgaria,1991,-16.5230741
Bulgaria,1992,-15.15495493
Bulgaria,1993,-12.80565776
Bulgaria,1994,-14.56426497
Bulgaria,1995,-14.75447405
Bulgaria,1996,-12.75854062
Bulgaria,1997,-9.431474057
Bulgaria,1998,-7.620424135
Bulgaria,1999,-5.19879643
Bulgaria,2000,-1.348412407
Bulgaria,2001,-3.232635841
Bulgaria,2002,-2.927196639
Bulgaria,2003,-3.937992488
Bulgaria,2004,-3.707174877
Bulgaria,2005,-2.496971235
Bulgaria,2006,0.101236012
Bulgaria,2007,-2.288152921
Bulgaria,2008,-0.077226145
Bulgaria,2009,-1.292814315
Bulgaria,2010,-5.410104097
Bulgaria,2011,-7.898230169
Bulgaria,2012,-4.57320871
Bulgaria,2013,-4.488050502
Bulgaria,2014,-5.086538329
Burkina Faso,1990,0.209445748
Burkina Faso,1991,0.212726726
Burkina Faso,1992,0.22719682
Burkina Faso,1993,0.226412478
Burkina Faso,1994,0.230637438
Burkina Faso,1995,0.254058481
Burkina Faso,1996,0.281366584
Burkina Faso,1997,0.327303234
Burkina Faso,1998,0.794088454
Burkina Faso,1999,0.955111196
Burkina Faso,2000,0.414317178
Burkina Faso,2001,0.542977884
Burkina Faso,2002,0.65260052
Burkina Faso,2003,0.877691171
Burkina Faso,2004,1.098722625
Burkina Faso,2005,0.418734305
Burkina Faso,2006,0.410662087
Burkina Faso,2007,0.593698115
Burkina Faso,2008,0.677496971
Burkina Faso,2009,0.974822491
Burkina Faso,2010,0.926925825
Burkina Faso,2011,0.604026332
Burkina Faso,2012,0.387854262
Burkina Faso,2013,1.149689777
Burkina Faso,2014,1.187143821
Cambodia,1990,0.67052034
Cambodia,1991,0.705350365
Cambodia,1992,0.759568642
Cambodia,1993,0.686675966
Cambodia,1994,0.742934439
Cambodia,1995,0.633512722
Cambodia,1996,0.821342683
Cambodia,1997,0.855620775
Cambodia,1998,0.955047133
Cambodia,1999,0.754211109
Cambodia,2000,0.735995545
Cambodia,2001,1.128935539
Cambodia,2002,0.380279025
Cambodia,2003,2.406378317
Cambodia,2004,2.614578354
Cambodia,2005,3.559701363
Cambodia,2006,4.058269424
Cambodia,2007,4.215511976
Cambodia,2008,4.436503972
Cambodia,2009,3.747786158
Cambodia,2010,5.207244327
Cambodia,2011,6.177148889
Cambodia,2012,5.728388611
Cambodia,2013,7.421507793
Cambodia,2014,7.418287002
Cameroon,1990,0.659130348
Cameroon,1991,0.724752079
Cameroon,1992,0.528156154
Cameroon,1993,0.531816104
Cameroon,1994,0.48353089
Cameroon,1995,0.395364506
Cameroon,1996,0.319905183
Cameroon,1997,0.955616956
Cameroon,1998,0.923814303
Cameroon,1999,0.439373824
Cameroon,2000,0.884351968
Cameroon,2001,1.351010132
Cameroon,2002,1.346128309
Cameroon,2003,1.664662568
Cameroon,2004,1.370958063
Cameroon,2005,1.850070163
Cameroon,2006,1.871152845
Cameroon,2007,0.794690596
Cameroon,2008,1.579843149
Cameroon,2009,1.668447986
Cameroon,2010,1.737009301
Cameroon,2011,2.491156798
Cameroon,2012,3.12393832
Cameroon,2013,3.778982937
Cameroon,2014,3.700530909
Canada,1990,27.45453833
Canada,1991,35.09344611
Canada,1992,34.86516366
Canada,1993,22.32377246
Canada,1994,13.16728026
Canada,1995,7.887538264
Canada,1996,2.524448394
Canada,1997,19.66826548
Canada,1998,16.09185138
Canada,1999,-4.4834649
Canada,2000,-6.435007186
Canada,2001,-19.20634781
Canada,2002,-2.799042154
Canada,2003,-39.02024189
Canada,2004,-17.00699563
Canada,2005,2.024595477
Canada,2006,-1.959921015
Canada,2007,10.59203769
Canada,2008,9.237134028
Canada,2009,19.32030065
Canada,2010,43.2103648
Canada,2011,2.337171816
Canada,2012,38.14833909
Canada,2013,35.13979939
Canada,2014,25.15951978
Central America,1990,-0.736592366
Central America,1991,1.540342668
Central America,1992,4.574780358
Central America,1993,4.795936967
Central America,1994,2.763933634
Central America,1995,3.817411061
Central America,1996,7.754155036
Central America,1997,9.057070623
Central America,1998,15.71707166
Central America,1999,18.73740049
Central America,2000,19.48837338
Central America,2001,19.20270101
Central America,2002,20.27439748
Central America,2003,10.80954779
Central America,2004,2.653253134
Central America,2005,10.80911654
Central America,2006,-11.00738657
Central America,2007,-11.83534799
Central America,2008,-4.253109705
Central America,2009,13.15638748
Central America,2010,17.71686723
Central America,2011,6.565369411
Central America,2012,23.74883321
Central America,2013,8.075840944
Central America,2014,9.428765018
Chile,1990,-0.65599612
Chile,1991,0.122800371
Chile,1992,1.393732539
Chile,1993,1.628456992
Chile,1994,0.576290713
Chile,1995,0.087874249
Chile,1996,0.543146575
Chile,1997,-1.025490156
Chile,1998,-0.764006504
Chile,1999,-1.634913698
Chile,2000,0.864555288
Chile,2001,0.971219546
Chile,2002,3.10328002
Chile,2003,-0.321489782
Chile,2004,-1.902446765
Chile,2005,0.775499202
Chile,2006,1.963339384
Chile,2007,-0.745058624
Chile,2008,5.917969375
Chile,2009,-1.380590102
Chile,2010,2.364573392
Chile,2011,3.986892331
Chile,2012,8.989544841
Chile,2013,8.712044992
Chile,2014,7.152297143
China,1990,-163.7674831
China,1991,-210.5455999
China,1992,-153.0720731
China,1993,-172.0418142
China,1994,-368.661122
China,1995,-358.4631247
China,1996,-379.8652386
China,1997,-431.8991483
China,1998,-406.3393
China,1999,-376.6903719
China,2000,-418.7570272
China,2001,-368.0335122
China,2002,-492.6219286
China,2003,-792.5752659
China,2004,-1095.908718
China,2005,-1386.846915
China,2006,-1733.029332
China,2007,-1835.180019
China,2008,-1729.966405
China,2009,-1352.746006
China,2010,-1505.981007
China,2011,-1558.878053
China,2012,-1484.939258
China,2013,-1472.051968
China,2014,-1365.458974
Colombia,1990,6.68974164
Colombia,1991,4.930412121
Colombia,1992,6.802248044
Colombia,1993,6.888960231
Colombia,1994,7.174024936
Colombia,1995,8.765437075
Colombia,1996,8.003261843
Colombia,1997,8.569354175
Colombia,1998,7.947689551
Colombia,1999,2.685279794
Colombia,2000,2.101216408
Colombia,2001,2.71269173
Colombia,2002,6.686221651
Colombia,2003,2.940111319
Colombia,2004,3.98667324
Colombia,2005,5.799459217
Colombia,2006,8.946378383
Colombia,2007,11.69868583
Colombia,2008,11.00512874
Colombia,2009,5.971586192
Colombia,2010,9.111323477
Colombia,2011,11.04289907
Colombia,2012,12.32517518
Colombia,2013,11.58921992
Colombia,2014,11.8889146
Costa Rica,1990,2.210529484
Costa Rica,1991,1.910058476
Costa Rica,1992,1.962900569
Costa Rica,1993,1.844967462
Costa Rica,1994,1.682812542
Costa Rica,1995,1.896438311
Costa Rica,1996,1.882556719
Costa Rica,1997,2.245732496
Costa Rica,1998,2.85720444
Costa Rica,1999,4.565381811
Costa Rica,2000,3.541762984
Costa Rica,2001,4.113823154
Costa Rica,2002,7.85669207
Costa Rica,2003,4.585008921
Costa Rica,2004,4.953689125
Costa Rica,2005,6.163013154
Costa Rica,2006,4.277425197
Costa Rica,2007,4.675023766
Costa Rica,2008,4.896455039
Costa Rica,2009,3.02054326
Costa Rica,2010,4.27296758
Costa Rica,2011,5.451021448
Costa Rica,2012,5.761554692
Costa Rica,2013,4.918349049
Costa Rica,2014,4.812551107
Cote d'Ivoire,1990,1.073762762
Cote d'Ivoire,1991,1.070104853
Cote d'Ivoire,1992,1.989090682
Cote d'Ivoire,1993,1.452409168
Cote d'Ivoire,1994,1.01973238
Cote d'Ivoire,1995,0.786979661
Cote d'Ivoire,1996,-0.972640932
Cote d'Ivoire,1997,-0.834318358
Cote d'Ivoire,1998,1.921842258
Cote d'Ivoire,1999,0.099040543
Cote d'Ivoire,2000,-1.051802603
Cote d'Ivoire,2001,-1.212828616
Cote d'Ivoire,2002,-2.114416216
Cote d'Ivoire,2003,1.728899448
Cote d'Ivoire,2004,0.224343525
Cote d'Ivoire,2005,1.023507016
Cote d'Ivoire,2006,1.758507967
Cote d'Ivoire,2007,1.438773601
Cote d'Ivoire,2008,2.169098324
Cote d'Ivoire,2009,2.242903621
Cote d'Ivoire,2010,2.007701205
Cote d'Ivoire,2011,1.643089042
Cote d'Ivoire,2012,1.640274689
Cote d'Ivoire,2013,5.554167472
Cote d'Ivoire,2014,5.554678226
Croatia,1990,-2.087147536
Croatia,1991,-1.460815738
Croatia,1992,1.615014859
Croatia,1993,1.190634038
Croatia,1994,1.433313206
Croatia,1995,2.298790365
Croatia,1996,2.509276368
Croatia,1997,2.608493183
Croatia,1998,1.732992495
Croatia,1999,1.686364006
Croatia,2000,1.410079476
Croatia,2001,2.748894113
Croatia,2002,3.099911912
Croatia,2003,3.609309924
Croatia,2004,3.681234344
Croatia,2005,4.996455626
Croatia,2006,8.091542417
Croatia,2007,6.282661514
Croatia,2008,6.980997524
Croatia,2009,4.751582347
Croatia,2010,4.062187866
Croatia,2011,6.649829095
Croatia,2012,3.530263118
Croatia,2013,3.371460776
Croatia,2014,3.090100637
Cyprus,1990,1.000000004
Cyprus,1991,0.647611771
Cyprus,1992,1.528215964
Cyprus,1993,0.53707108
Cyprus,1994,0.27247545
Cyprus,1995,0.620217489
Cyprus,1996,1.452022742
Cyprus,1997,0.648343875
Cyprus,1998,1.834357509
Cyprus,1999,0.913199197
Cyprus,2000,2.120843125
Cyprus,2001,2.03658813
Cyprus,2002,3.69230176
Cyprus,2003,2.379914148
Cyprus,2004,1.323427978
Cyprus,2005,1.715096176
Cyprus,2006,1.287430003
Cyprus,2007,2.257014829
Cyprus,2008,3.462960344
Cyprus,2009,4.614683935
Cyprus,2010,5.099367748
Cyprus,2011,3.847557093
Cyprus,2012,2.373750437
Cyprus,2013,1.481847925
Cyprus,2014,1.169321513
Czech Republic,1990,-13.14561753
Czech Republic,1991,-19.05653868
Czech Republic,1992,4.01426657
Czech Republic,1993,-5.606640897
Czech Republic,1994,-5.053108599
Czech Republic,1995,-5.506493023
Czech Republic,1996,-9.424568472
Czech Republic,1997,-11.63991898
Czech Republic,1998,-11.08495909
Czech Republic,1999,-6.711021945
Czech Republic,2000,-9.023231132
Czech Republic,2001,-8.646543899
Czech Republic,2002,-2.172290049
Czech Republic,2003,-5.548182107
Czech Republic,2004,-8.515665058
Czech Republic,2005,-12.64406905
Czech Republic,2006,-3.821105367
Czech Republic,2007,0.450603534
Czech Republic,2008,9.50605285
Czech Republic,2009,2.614162152
Czech Republic,2010,6.29220454
Czech Republic,2011,8.697138022
Czech Republic,2012,4.748295366
Czech Republic,2013,5.047800584
Czech Republic,2014,2.894160848
Denmark,1990,8.326917966
Denmark,1991,1.371879151
Denmark,1992,10.67521916
Denmark,1993,6.191288524
Denmark,1994,3.942193016
Denmark,1995,6.172006142
Denmark,1996,-1.896129181
Denmark,1997,2.008463284
Denmark,1998,4.320339098
Denmark,1999,9.176811053
Denmark,2000,9.348346564
Denmark,2001,7.996817387
Denmark,2002,9.297755789
Denmark,2003,7.095447556
Denmark,2004,14.64232249
Denmark,2005,15.95095009
Denmark,2006,14.78089535
Denmark,2007,16.13279481
Denmark,2008,16.15486238
Denmark,2009,13.85378909
Denmark,2010,14.10053691
Denmark,2011,17.05497436
Denmark,2012,15.76404366
Denmark,2013,14.52855531
Denmark,2014,15.85291674
Dominican Republic,1990,0.420151812
Dominican Republic,1991,0.308996044
Dominican Republic,1992,0.362455179
Dominican Republic,1993,0.178446171
Dominican Republic,1994,0.267889516
Dominican Republic,1995,-0.238459519
Dominican Republic,1996,-0.146850853
Dominican Republic,1997,0.348279749
Dominican Republic,1998,1.604042956
Dominican Republic,1999,2.550333872
Dominican Republic,2000,3.799302321
Dominican Republic,2001,3.306270898
Dominican Republic,2002,1.53816088
Dominican Republic,2003,-1.099819717
Dominican Republic,2004,-0.408413354
Dominican Republic,2005,1.958227908
Dominican Republic,2006,1.498131963
Dominican Republic,2007,2.674383057
Dominican Republic,2008,4.012561141
Dominican Republic,2009,2.276362403
Dominican Republic,2010,3.252021774
Dominican Republic,2011,2.967660115
Dominican Republic,2012,3.570239442
Dominican Republic,2013,2.035459483
Dominican Republic,2014,1.605076214
Ecuador,1990,-0.167722698
Ecuador,1991,-0.05032614
Ecuador,1992,-1.555632668
Ecuador,1993,-1.014334367
Ecuador,1994,1.403557489
Ecuador,1995,-0.306142886
Ecuador,1996,-1.000996568
Ecuador,1997,1.019996668
Ecuador,1998,2.088017998
Ecuador,1999,-0.137024943
Ecuador,2000,-0.031768529
Ecuador,2001,2.299055235
Ecuador,2002,4.373921092
Ecuador,2003,3.30351566
Ecuador,2004,2.881815068
Ecuador,2005,3.224841597
Ecuador,2006,5.010138492
Ecuador,2007,5.421777922
Ecuador,2008,5.224192462
Ecuador,2009,4.538435714
Ecuador,2010,6.604792689
Ecuador,2011,7.341992086
Ecuador,2012,8.048719201
Ecuador,2013,7.350838444
Ecuador,2014,6.981674888
Egypt,1990,7.113350725
Egypt,1991,1.299498028
Egypt,1992,7.916734067
Egypt,1993,2.306891659
Egypt,1994,5.150795251
Egypt,1995,4.179528603
Egypt,1996,5.528363465
Egypt,1997,4.37927341
Egypt,1998,7.076174196
Egypt,1999,10.74402495
Egypt,2000,1.843797131
Egypt,2001,0.769246292
Egypt,2002,0.299319791
Egypt,2003,-7.883628818
Egypt,2004,-18.46031014
Egypt,2005,-11.93855973
Egypt,2006,-15.63438353
Egypt,2007,-13.90800616
Egypt,2008,-10.44684397
Egypt,2009,-4.412713688
Egypt,2010,2.113255199
Egypt,2011,-1.151471929
Egypt,2012,9.957319876
Egypt,2013,5.269939134
Egypt,2014,9.86887592
El Salvador,1990,1.541653984
El Salvador,1991,1.459246834
El Salvador,1992,1.627491846
El Salvador,1993,1.424171253
El Salvador,1994,1.465648798
El Salvador,1995,1.52310894
El Salvador,1996,1.610018863
El Salvador,1997,1.792474692
El Salvador,1998,2.335164112
El Salvador,1999,2.141795884
El Salvador,2000,2.292888706
El Salvador,2001,2.736752258
El Salvador,2002,2.693987834
El Salvador,2003,2.597328981
El Salvador,2004,2.615967538
El Salvador,2005,2.527905089
El Salvador,2006,2.503960448
El Salvador,2007,2.445649618
El Salvador,2008,2.754302151
El Salvador,2009,1.742326481
El Salvador,2010,2.053781108
El Salvador,2011,2.434044485
El Salvador,2012,2.165261148
El Salvador,2013,2.391090521
El Salvador,2014,2.343286448
Estonia,1990,-5.413912441
Estonia,1991,-4.123796717
Estonia,1992,-0.170633581
Estonia,1993,-1.235332916
Estonia,1994,-3.348202682
Estonia,1995,-2.453155842
Estonia,1996,-2.002047578
Estonia,1997,-2.387125799
Estonia,1998,0.536971753
Estonia,1999,3.90257511
Estonia,2000,3.124721303
Estonia,2001,2.246282522
Estonia,2002,3.782471674
Estonia,2003,3.574650968
Estonia,2004,1.226258227
Estonia,2005,2.372043535
Estonia,2006,3.910819524
Estonia,2007,1.675229361
Estonia,2008,-0.115051834
Estonia,2009,0.471503006
Estonia,2010,-0.830602897
Estonia,2011,0.655365977
Estonia,2012,0.576780931
Estonia,2013,-1.108057149
Estonia,2014,-0.62450716
Ethiopia,1990,0.919854497
Ethiopia,1991,0.98755299
Ethiopia,1992,1.084231563
Ethiopia,1993,1.051725752
Ethiopia,1994,1.13858685
Ethiopia,1995,1.156341763
Ethiopia,1996,1.21201789
Ethiopia,1997,1.428532764
Ethiopia,1998,2.064105913
Ethiopia,1999,1.988972974
Ethiopia,2000,1.509437489
Ethiopia,2001,1.59251042
Ethiopia,2002,1.41782149
Ethiopia,2003,1.940976538
Ethiopia,2004,1.678276268
Ethiopia,2005,2.770327178
Ethiopia,2006,3.228747728
Ethiopia,2007,3.006896233
Ethiopia,2008,3.674624138
Ethiopia,2009,4.847179833
Ethiopia,2010,3.492325605
Ethiopia,2011,3.011235307
Ethiopia,2012,5.575920373
