Entity,Year,"CO2 mitigation curves for 1.5C (Andrews & GCP, 2019)"
Start in 2007,2034,11.005652
Start in 2007,2035,10.271059
Start in 2007,2036,9.57811
Start in 2007,2037,8.925395
Start in 2007,2038,8.311407
Start in 2007,2039,7.734574
Start in 2007,2040,7.19328
Start in 2007,2041,6.685893
Start in 2007,2042,6.210776
Start in 2007,2043,5.766305
Start in 2007,2044,5.35088
Start in 2007,2045,4.962933
Start in 2007,2046,4.600941
Start in 2007,2047,4.263422
Start in 2007,2048,3.948951
Start in 2007,2049,3.656152
Start in 2007,2050,3.383711
Start in 2007,2051,3.130368
Start in 2007,2052,2.894923
Start in 2007,2053,2.676235
Start in 2007,2054,2.473218
Start in 2007,2055,2.284848
Start in 2007,2056,2.110152
Start in 2007,2057,1.948213
Start in 2007,2058,1.798168
Start in 2007,2059,1.659203
Start in 2007,2060,1.530552
Start in 2007,2061,1.411497
Start in 2007,2062,1.301364
Start in 2007,2063,1.199523
Start in 2007,2064,1.105382
Start in 2007,2065,1.018388
Start in 2007,2066,0.938025
Start in 2007,2067,0.863812
Start in 2007,2068,0.795298
Start in 2007,2069,0.732064
Start in 2007,2070,0.673721
Start in 2007,2071,0.619905
Start in 2007,2072,0.570278
Start in 2007,2073,0.524525
Start in 2007,2074,0.482355
Start in 2007,2075,0.443496
Start in 2007,2076,0.407697
Start in 2007,2077,0.374725
Start in 2007,2078,0.344363
Start in 2007,2079,0.31641
Start in 2007,2080,0.290681
Start in 2007,2081,0.267003
Start in 2007,2082,0.245218
Start in 2007,2083,0.225177
Start in 2007,2084,0.206745
Start in 2007,2085,0.189795
Start in 2007,2086,0.174212
Start in 2007,2087,0.159887
Start in 2007,2088,0.146721
Start in 2007,2089,0.134622
Start in 2007,2090,0.123505
Start in 2007,2091,0.113293
Start in 2007,2092,0.103913
Start in 2007,2093,0.095299
Start in 2007,2094,0.087388
Start in 2007,2095,0.080126
Start in 2007,2096,0.073459
Start in 2007,2097,0.06734
Start in 2007,2098,0.061724
Start in 2007,2099,0.05657
Start in 2007,2100,0.051842
Start in 2008,2008,36.010373
Start in 2008,2009,36.563664
Start in 2008,2010,36.668622
Start in 2008,2011,36.407229
Start in 2008,2012,35.84976
Start in 2008,2013,35.056287
Start in 2008,2014,34.077995
Start in 2008,2015,32.958345
Start in 2008,2016,31.734092
Start in 2008,2017,30.436179
Start in 2008,2018,29.090517
Start in 2008,2019,27.718676
Start in 2008,2020,26.338479
Start in 2008,2021,24.964532
Start in 2008,2022,23.608676
Start in 2008,2023,22.280391
Start in 2008,2024,20.987142
Start in 2008,2025,19.73468
Start in 2008,2026,18.527306
Start in 2008,2027,17.368098
Start in 2008,2028,16.25911
Start in 2008,2029,15.201539
Start in 2008,2030,14.195874
Start in 2008,2031,13.242025
Start in 2008,2032,12.339425
Start in 2008,2033,11.48713
Start in 2008,2034,10.683893
Start in 2008,2035,9.928233
Start in 2008,2036,9.218496
Start in 2008,2037,8.552896
Start in 2008,2038,7.929562
Start in 2008,2039,7.34657
Start in 2008,2040,6.801969
Start in 2008,2041,6.293805
Start in 2008,2042,5.820144
Start in 2008,2043,5.379081
Start in 2008,2044,4.968755
Start in 2008,2045,4.587361
Start in 2008,2046,4.233152
Start in 2008,2047,3.904448
Start in 2008,2048,3.599639
Start in 2008,2049,3.317186
Start in 2008,2050,3.055623
Start in 2008,2051,2.81356
Start in 2008,2052,2.589677
Start in 2008,2053,2.382729
Start in 2008,2054,2.191538
Start in 2008,2055,2.014997
Start in 2008,2056,1.852066
Start in 2008,2057,1.701767
Start in 2008,2058,1.563183
Start in 2008,2059,1.435459
Start in 2008,2060,1.317792
Start in 2008,2061,1.209435
Start in 2008,2062,1.109689
Start in 2008,2063,1.017905
Start in 2008,2064,0.933478
Start in 2008,2065,0.855844
Start in 2008,2066,0.784481
Start in 2008,2067,0.718903
Start in 2008,2068,0.658661
Start in 2008,2069,0.603336
Start in 2008,2070,0.552543
Start in 2008,2071,0.505922
Start in 2008,2072,0.463143
Start in 2008,2073,0.4239
Start in 2008,2074,0.387909
Start in 2008,2075,0.354909
Start in 2008,2076,0.324658
Start in 2008,2077,0.296935
Start in 2008,2078,0.271533
Start in 2008,2079,0.248264
Start in 2008,2080,0.226952
Start in 2008,2081,0.207437
Start in 2008,2082,0.189571
Start in 2008,2083,0.173219
Start in 2008,2084,0.158254
Start in 2008,2085,0.144561
Start in 2008,2086,0.132035
Start in 2008,2087,0.120578
Start in 2008,2088,0.1101
Start in 2008,2089,0.10052
Start in 2008,2090,0.091762
Start in 2008,2091,0.083757
Start in 2008,2092,0.076441
Start in 2008,2093,0.069756
Start in 2008,2094,0.063648
Start in 2008,2095,0.058068
Start in 2008,2096,0.052971
Start in 2008,2097,0.048317
Start in 2008,2098,0.044067
Start in 2008,2099,0.040186
Start in 2008,2100,0.036644
Start in 2009,2009,37.288306
Start in 2009,2010,37.834666
Start in 2009,2011,37.858013
Start in 2009,2012,37.461861
Start in 2009,2013,36.733783
Start in 2009,2014,35.747613
Start in 2009,2015,34.565367
Start in 2009,2016,33.238902
Start in 2009,2017,31.81137
Start in 2009,2018,30.318465
Start in 2009,2019,28.789518
Start in 2009,2020,27.248435
Start in 2009,2021,25.714513
Start in 2009,2022,24.203139
Start in 2009,2023,22.726403
Start in 2009,2024,21.293614
Start in 2009,2025,19.911755
Start in 2009,2026,18.585864
Start in 2009,2027,17.319366
Start in 2009,2028,16.114357
Start in 2009,2029,14.97184
Start in 2009,2030,13.891938
Start in 2009,2031,12.874062
Start in 2009,2032,11.917059
Start in 2009,2033,11.01934
Start in 2009,2034,10.178979
Start in 2009,2035,9.393805
Start in 2009,2036,8.661474
Start in 2009,2037,7.979525
Start in 2009,2038,7.345437
Start in 2009,2039,6.756661
Start in 2009,2040,6.21066
Start in 2009,2041,5.70493
Start in 2009,2042,5.237022
Start in 2009,2043,4.804562
Start in 2009,2044,4.405253
Start in 2009,2045,4.036896
Start in 2009,2046,3.697384
Start in 2009,2047,3.384717
Start in 2009,2048,3.096994
Start in 2009,2049,2.832418
Start in 2009,2050,2.589297
Start in 2009,2051,2.366039
Start in 2009,2052,2.161148
Start in 2009,2053,1.973226
Start in 2009,2054,1.800965
Start in 2009,2055,1.643147
Start in 2009,2056,1.498634
Start in 2009,2057,1.366371
Start in 2009,2058,1.245377
Start in 2009,2059,1.134741
Start in 2009,2060,1.033621
Start in 2009,2061,0.941237
Start in 2009,2062,0.856868
Start in 2009,2063,0.779849
Start in 2009,2064,0.709564
Start in 2009,2065,0.645449
Start in 2009,2066,0.586982
Start in 2009,2067,0.533683
Start in 2009,2068,0.48511
Start in 2009,2069,0.440858
Start in 2009,2070,0.400555
Start in 2009,2071,0.363859
Start in 2009,2072,0.330456
Start in 2009,2073,0.30006
Start in 2009,2074,0.272406
Start in 2009,2075,0.247254
Start in 2009,2076,0.224382
Start in 2009,2077,0.20359
Start in 2009,2078,0.184691
Start in 2009,2079,0.167519
Start in 2009,2080,0.151918
Start in 2009,2081,0.137747
Start in 2009,2082,0.124879
Start in 2009,2083,0.113195
Start in 2009,2084,0.102589
Start in 2009,2085,0.092963
Start in 2009,2086,0.084228
Start in 2009,2087,0.076303
Start in 2009,2088,0.069114
Start in 2009,2089,0.062595
Start in 2009,2090,0.056683
Start in 2009,2091,0.051322
Start in 2009,2092,0.046463
Start in 2009,2093,0.042059
Start in 2009,2094,0.038068
Start in 2009,2095,0.034451
Start in 2009,2096,0.031174
Start in 2009,2097,0.028206
Start in 2009,2098,0.025518
Start in 2009,2099,0.023084
Start in 2009,2100,0.020879
Start in 2010,2010,38.265679
Start in 2010,2011,38.855101
Start in 2010,2012,38.824208
Start in 2010,2013,38.305495
Start in 2010,2014,37.409452
Start in 2010,2015,36.227847
Start in 2010,2016,34.836538
Start in 2010,2017,33.297901
Start in 2010,2018,31.662904
Start in 2010,2019,29.972889
Start in 2010,2020,28.261093
Start in 2010,2021,26.553953
Start in 2010,2022,24.872217
Start in 2010,2023,23.23189
Start in 2010,2024,21.645043
Start in 2010,2025,20.120494
Start in 2010,2026,18.66439
Start in 2010,2027,17.280698
Start in 2010,2028,15.971617
Start in 2010,2029,14.737929
Start in 2010,2030,13.579288
Start in 2010,2031,12.494466
Start in 2010,2032,11.481558
Start in 2010,2033,10.538148
Start in 2010,2034,9.661448
Start in 2010,2035,8.848418
Start in 2010,2036,8.095851
Start in 2010,2037,7.400454
Start in 2010,2038,6.758909
Start in 2010,2039,6.167916
Start in 2010,2040,5.624235
Start in 2010,2041,5.124716
Start in 2010,2042,4.666313
Start in 2010,2043,4.246109
Start in 2010,2044,3.86132
Start in 2010,2045,3.509304
Start in 2010,2046,3.187564
Start in 2010,2047,2.893749
Start in 2010,2048,2.625656
Start in 2010,2049,2.381219
Start in 2010,2050,2.158514
Start in 2010,2051,1.955748
Start in 2010,2052,1.771258
Start in 2010,2053,1.603501
Start in 2010,2054,1.45105
Start in 2010,2055,1.312587
Start in 2010,2056,1.186895
Start in 2010,2057,1.072857
Start in 2010,2058,0.969441
Start in 2010,2059,0.875704
Start in 2010,2060,0.790778
Start in 2010,2061,0.713867
Start in 2010,2062,0.644244
Start in 2010,2063,0.581244
Start in 2010,2064,0.524259
Start in 2010,2065,0.472733
Start in 2010,2066,0.42616
Start in 2010,2067,0.384079
Start in 2010,2068,0.346068
Start in 2010,2069,0.311745
Start in 2010,2070,0.280761
Start in 2010,2071,0.2528
Start in 2010,2072,0.227575
Start in 2010,2073,0.204823
Start in 2010,2074,0.184309
Start in 2010,2075,0.165816
Start in 2010,2076,0.14915
Start in 2010,2077,0.134133
Start in 2010,2078,0.120607
Start in 2010,2079,0.108425
Start in 2010,2080,0.097457
Start in 2010,2081,0.087583
Start in 2010,2082,0.078697
Start in 2010,2083,0.070701
Start in 2010,2084,0.063507
Start in 2010,2085,0.057037
Start in 2010,2086,0.051218
Start in 2010,2087,0.045986
Start in 2010,2088,0.041283
Start in 2010,2089,0.037056
Start in 2010,2090,0.033257
Start in 2010,2091,0.029843
Start in 2010,2092,0.026777
Start in 2010,2093,0.024022
Start in 2010,2094,0.021549
Start in 2010,2095,0.019327
Start in 2010,2096,0.017333
Start in 2010,2097,0.015542
Start in 2010,2098,0.013935
Start in 2010,2099,0.012493
Start in 2010,2100,0.011199
Start in 2011,2011,39.323299
Start in 2011,2012,39.924314
Start in 2011,2013,39.794575
Start in 2011,2014,39.103296
Start in 2011,2015,37.989299
Start in 2011,2016,36.565903
Start in 2011,2017,34.925086
Start in 2011,2018,33.140998
Start in 2011,2019,31.272945
Start in 2011,2020,29.367902
Start in 2011,2021,27.462641
Start in 2011,2022,25.585519
Start in 2011,2023,23.757983
Start in 2011,2024,21.995834
Start in 2011,2025,20.310284
Start in 2011,2026,18.70884
Start in 2011,2027,17.196042
Start in 2011,2028,15.774073
Start in 2011,2029,14.443266
Start in 2011,2030,13.202525
Start in 2011,2031,12.049665
Start in 2011,2032,10.981696
Start in 2011,2033,9.995052
Start in 2011,2034,9.085776
Start in 2011,2035,8.249664
Start in 2011,2036,7.48239
Start in 2011,2037,6.779595
Start in 2011,2038,6.13696
Start in 2011,2039,5.550261
Start in 2011,2040,5.01541
Start in 2011,2041,4.528483
Start in 2011,2042,4.085744
Start in 2011,2043,3.683656
Start in 2011,2044,3.318886
Start in 2011,2045,2.988311
Start in 2011,2046,2.689014
Start in 2011,2047,2.418281
Start in 2011,2048,2.173597
Start in 2011,2049,1.952633
Start in 2011,2050,1.753242
Start in 2011,2051,1.573448
Start in 2011,2052,1.411436
Start in 2011,2053,1.265542
Start in 2011,2054,1.134244
Start in 2011,2055,1.016152
Start in 2011,2056,0.909996
Start in 2011,2057,0.814622
Start in 2011,2058,0.728978
Start in 2011,2059,0.65211
Start in 2011,2060,0.58315
Start in 2011,2061,0.521312
Start in 2011,2062,0.465885
Start in 2011,2063,0.416225
Start in 2011,2064,0.37175
Start in 2011,2065,0.331932
Start in 2011,2066,0.296299
Start in 2011,2067,0.26442
Start in 2011,2068,0.235911
Start in 2011,2069,0.210423
Start in 2011,2070,0.187643
Start in 2011,2071,0.167291
Start in 2011,2072,0.149112
Start in 2011,2073,0.132879
Start in 2011,2074,0.118388
Start in 2011,2075,0.105456
Start in 2011,2076,0.093917
Start in 2011,2077,0.083625
Start in 2011,2078,0.074446
Start in 2011,2079,0.066262
Start in 2011,2080,0.058967
Start in 2011,2081,0.052467
Start in 2011,2082,0.046674
Start in 2011,2083,0.041515
Start in 2011,2084,0.036919
Start in 2011,2085,0.032828
Start in 2011,2086,0.029185
Start in 2011,2087,0.025942
Start in 2011,2088,0.023057
Start in 2011,2089,0.020489
Start in 2011,2090,0.018205
Start in 2011,2091,0.016173
Start in 2011,2092,0.014366
Start in 2011,2093,0.012759
Start in 2011,2094,0.011331
Start in 2011,2095,0.010061
Start in 2011,2096,0.008932
Start in 2011,2097,0.007929
Start in 2011,2098,0.007038
Start in 2011,2099,0.006246
Start in 2011,2100,0.005543
Start in 2012,2012,40.778535
Start in 2012,2013,41.482625
Start in 2012,2014,41.260381
Start in 2012,2015,40.348148
Start in 2012,2016,38.935465
Start in 2012,2017,37.173378
Start in 2012,2018,35.181368
Start in 2012,2019,33.053102
Start in 2012,2020,30.86122
Start in 2012,2021,28.661292
Start in 2012,2022,26.495098
Start in 2012,2023,24.393327
Start in 2012,2024,22.377809
Start in 2012,2025,20.46334
Start in 2012,2026,18.659177
Start in 2012,2027,16.970263
Start in 2012,2028,15.398219
Start in 2012,2029,13.942146
Start in 2012,2030,12.599274
Start in 2012,2031,11.365483
Start in 2012,2032,10.235715
Start in 2012,2033,9.204299
Start in 2012,2034,8.265209
Start in 2012,2035,7.412264
Start in 2012,2036,6.639272
Start in 2012,2037,5.940153
Start in 2012,2038,5.309015
Start in 2012,2039,4.740215
Start in 2012,2040,4.228398
Start in 2012,2041,3.768524
Start in 2012,2042,3.355877
Start in 2012,2043,2.98607
Start in 2012,2044,2.655042
Start in 2012,2045,2.359051
Start in 2012,2046,2.094658
Start in 2012,2047,1.858718
Start in 2012,2048,1.648358
Start in 2012,2049,1.460965
Start in 2012,2050,1.294166
Start in 2012,2051,1.145811
Start in 2012,2052,1.013954
Start in 2012,2053,0.896842
Start in 2012,2054,0.792892
Start in 2012,2055,0.700683
Start in 2012,2056,0.618936
Start in 2012,2057,0.546505
Start in 2012,2058,0.482363
Start in 2012,2059,0.42559
Start in 2012,2060,0.375363
Start in 2012,2061,0.33095
Start in 2012,2062,0.291694
Start in 2012,2063,0.257011
Start in 2012,2064,0.226382
Start in 2012,2065,0.199343
Start in 2012,2066,0.175483
Start in 2012,2067,0.154435
Start in 2012,2068,0.135875
Start in 2012,2069,0.119514
Start in 2012,2070,0.105097
Start in 2012,2071,0.092396
Start in 2012,2072,0.08121
Start in 2012,2073,0.071362
Start in 2012,2074,0.062694
Start in 2012,2075,0.055067
Start in 2012,2076,0.048358
Start in 2012,2077,0.042457
Start in 2012,2078,0.037269
Start in 2012,2079,0.032708
Start in 2012,2080,0.028701
Start in 2012,2081,0.025179
Start in 2012,2082,0.022086
Start in 2012,2083,0.019369
Start in 2012,2084,0.016984
Start in 2012,2085,0.01489
Start in 2012,2086,0.013052
Start in 2012,2087,0.011439
Start in 2012,2088,0.010024
Start in 2012,2089,0.008782
Start in 2012,2090,0.007694
Start in 2012,2091,0.006739
Start in 2012,2092,0.005902
Start in 2012,2093,0.005168
Start in 2012,2094,0.004525
Start in 2012,2095,0.003961
Start in 2012,2096,0.003467
Start in 2012,2097,0.003035
Start in 2012,2098,0.002656
Start in 2012,2099,0.002324
Start in 2012,2100,0.002033
Start in 2013,2013,40.858162
Start in 2013,2014,41.361141
Start in 2013,2015,40.909851
Start in 2013,2016,39.763415
Start in 2013,2017,38.126851
Start in 2013,2018,36.161181
Start in 2013,2019,33.991761
Start in 2013,2020,31.715137
Start in 2013,2021,29.40468
Start in 2013,2022,27.1152
Start in 2013,2023,24.88672
Start in 2013,2024,22.747562
Start in 2013,2025,20.716846
Start in 2013,2026,18.806524
Start in 2013,2027,17.02302
Start in 2013,2028,15.368555
Start in 2013,2029,13.842198
Start in 2013,2030,12.440719
Start in 2013,2031,11.15925
Start in 2013,2032,9.991811
Start in 2013,2033,8.931724
Start in 2013,2034,7.971928
Start in 2013,2035,7.105217
Start in 2013,2036,6.324423
Start in 2013,2037,5.622549
Start in 2013,2038,4.992864
Start in 2013,2039,4.428966
Start in 2013,2040,3.92482
Start in 2013,2041,3.474789
Start in 2013,2042,3.073635
Start in 2013,2043,2.716523
Start in 2013,2044,2.399008
Start in 2013,2045,2.117023
Start in 2013,2046,1.866862
Start in 2013,2047,1.645158
Start in 2013,2048,1.448857
Start in 2013,2049,1.275206
Start in 2013,2050,1.121719
Start in 2013,2051,0.986162
Start in 2013,2052,0.866531
Start in 2013,2053,0.76103
Start in 2013,2054,0.668052
Start in 2013,2055,0.586163
Start in 2013,2056,0.514086
Start in 2013,2057,0.45068
Start in 2013,2058,0.394934
Start in 2013,2059,0.345949
Start in 2013,2060,0.302925
Start in 2013,2061,0.265156
Start in 2013,2062,0.232016
Start in 2013,2063,0.202949
Start in 2013,2064,0.177467
Start in 2013,2065,0.155135
Start in 2013,2066,0.135573
Start in 2013,2067,0.118443
Start in 2013,2068,0.103448
Start in 2013,2069,0.090327
Start in 2013,2070,0.07885
Start in 2013,2071,0.068813
Start in 2013,2072,0.060039
Start in 2013,2073,0.052371
Start in 2013,2074,0.045672
Start in 2013,2075,0.039821
Start in 2013,2076,0.034712
Start in 2013,2077,0.030252
Start in 2013,2078,0.026359
Start in 2013,2079,0.022963
Start in 2013,2080,0.020001
Start in 2013,2081,0.017417
Start in 2013,2082,0.015164
Start in 2013,2083,0.0132
Start in 2013,2084,0.011489
Start in 2013,2085,0.009998
Start in 2013,2086,0.008699
Start in 2013,2087,0.007567
Start in 2013,2088,0.006582
Start in 2013,2089,0.005724
Start in 2013,2090,0.004977
Start in 2013,2091,0.004327
Start in 2013,2092,0.003761
Start in 2013,2093,0.003269
Start in 2013,2094,0.002841
Start in 2013,2095,0.002468
Start in 2013,2096,0.002145
Start in 2013,2097,0.001863
Start in 2013,2098,0.001618
Start in 2013,2099,0.001405
Start in 2013,2100,0.00122
Start in 2014,2014,41.373736
Start in 2014,2015,41.639963
Start in 2014,2016,40.896157
Start in 2014,2017,39.439226
Start in 2014,2018,37.499749
Start in 2014,2019,35.255188
Start in 2014,2020,32.84064
Start in 2014,2021,30.357545
Start in 2014,2022,27.880745
Start in 2014,2023,25.464178
Start in 2014,2024,23.145468
Start in 2014,2025,20.949599
Start in 2014,2026,18.891864
Start in 2014,2027,16.980209
Start in 2014,2028,15.217089
Start in 2014,2029,13.60094
Start in 2014,2030,12.127328
Start in 2014,2031,10.789844
Start in 2014,2032,9.580795
Start in 2014,2033,8.491736
Start in 2014,2034,7.513868
Start in 2014,2035,6.638329
Start in 2014,2036,5.856419
Start in 2014,2037,5.159744
Start in 2014,2038,4.540324
Start in 2014,2039,3.990652
Start in 2014,2040,3.50374
Start in 2014,2041,3.073125
Start in 2014,2042,2.692871
Start in 2014,2043,2.357557
Start in 2014,2044,2.062256
Start in 2014,2045,1.802507
Start in 2014,2046,1.574287
Start in 2014,2047,1.373982
Start in 2014,2048,1.198351
Start in 2014,2049,1.044498
Start in 2014,2050,0.909841
Start in 2014,2051,0.792083
Start in 2014,2052,0.689182
Start in 2014,2053,0.599332
Start in 2014,2054,0.520932
Start in 2014,2055,0.452568
Start in 2014,2056,0.392994
Start in 2014,2057,0.34111
Start in 2014,2058,0.295949
Start in 2014,2059,0.256663
Start in 2014,2060,0.222504
Start in 2014,2061,0.192818
Start in 2014,2062,0.167033
Start in 2014,2063,0.144644
Start in 2014,2064,0.125215
Start in 2014,2065,0.10836
Start in 2014,2066,0.093744
Start in 2014,2067,0.081075
Start in 2014,2068,0.070098
Start in 2014,2069,0.06059
Start in 2014,2070,0.052357
Start in 2014,2071,0.045231
Start in 2014,2072,0.039065
Start in 2014,2073,0.033731
Start in 2014,2074,0.029118
Start in 2014,2075,0.02513
Start in 2014,2076,0.021684
Start in 2014,2077,0.018706
Start in 2014,2078,0.016133
Start in 2014,2079,0.013912
Start in 2014,2080,0.011994
Start in 2014,2081,0.010338
Start in 2014,2082,0.008909
Start in 2014,2083,0.007677
Start in 2014,2084,0.006613
Start in 2014,2085,0.005696
Start in 2014,2086,0.004905
Start in 2014,2087,0.004224
Start in 2014,2088,0.003636
Start in 2014,2089,0.00313
Start in 2014,2090,0.002694
Start in 2014,2091,0.002318
Start in 2014,2092,0.001994
Start in 2014,2093,0.001716
Start in 2014,2094,0.001476
Start in 2014,2095,0.001269
Start in 2014,2096,0.001091
Start in 2014,2097,0.000938
Start in 2014,2098,0.000807
Start in 2014,2099,0.000693
Start in 2014,2100,0.000596
Start in 2015,2015,41.41012
Start in 2015,2016,41.406813
Start in 2015,2017,40.363989
Start in 2015,2018,38.611298
Start in 2015,2019,36.399999
Start in 2015,2020,33.91953
Start in 2015,2021,31.310794
Start in 2015,2022,28.676788
Start in 2015,2023,26.091075
Start in 2015,2024,23.604533
Start in 2015,2025,21.250696
Start in 2015,2026,19.049973
Start in 2015,2027,17.012969
Start in 2015,2028,15.14308
Start in 2015,2029,13.438511
Start in 2015,2030,11.893835
Start in 2015,2031,10.501193
Start in 2015,2032,9.251201
Start in 2015,2033,8.133626
Start in 2015,2034,7.137898
Start in 2015,2035,6.25347
Start in 2015,2036,5.470076
Start in 2015,2037,4.777909
Start in 2015,2038,4.167732
Start in 2015,2039,3.630943
Start in 2015,2040,3.159609
Start in 2015,2041,2.746466
Start in 2015,2042,2.38491
Start in 2015,2043,2.068967
Start in 2015,2044,1.793261
Start in 2015,2045,1.552975
Start in 2015,2046,1.343807
Start in 2015,2047,1.16193
Start in 2015,2048,1.003947
Start in 2015,2049,0.866853
Start in 2015,2050,0.747996
Start in 2015,2051,0.645039
Start in 2015,2052,0.555927
Start in 2015,2053,0.478858
Start in 2015,2054,0.412254
Start in 2015,2055,0.354732
Start in 2015,2056,0.305088
Start in 2015,2057,0.26227
Start in 2015,2058,0.22536
Start in 2015,2059,0.193561
Start in 2015,2060,0.166181
Start in 2015,2061,0.142618
Start in 2015,2062,0.122349
Start in 2015,2063,0.104922
Start in 2015,2064,0.089946
Start in 2015,2065,0.077082
Start in 2015,2066,0.066036
Start in 2015,2067,0.056554
Start in 2015,2068,0.04842
Start in 2015,2069,0.041443
Start in 2015,2070,0.035462
Start in 2015,2071,0.030335
Start in 2015,2072,0.025943
Start in 2015,2073,0.022181
Start in 2015,2074,0.018959
Start in 2015,2075,0.016202
Start in 2015,2076,0.013842
Start in 2015,2077,0.011824
Start in 2015,2078,0.010097
Start in 2015,2079,0.008621
Start in 2015,2080,0.007359
Start in 2015,2081,0.006281
Start in 2015,2082,0.005359
Start in 2015,2083,0.004572
Start in 2015,2084,0.0039
Start in 2015,2085,0.003326
Start in 2015,2086,0.002836
Start in 2015,2087,0.002417
Start in 2015,2088,0.002061
Start in 2015,2089,0.001756
Start in 2015,2090,0.001496
Start in 2015,2091,0.001275
Start in 2015,2092,0.001086
Start in 2015,2093,0.000925
Start in 2015,2094,0.000788
Start in 2015,2095,0.000671
Start in 2015,2096,0.000571
Start in 2015,2097,0.000486
Start in 2015,2098,0.000414
Start in 2015,2099,0.000352
Start in 2015,2100,0.0003
Start in 2016,2016,40.438809
Start in 2016,2017,40.06045
Start in 2016,2018,38.728849
Start in 2016,2019,36.765171
Start in 2016,2020,34.411147
Start in 2016,2021,31.846452
Start in 2016,2022,29.202515
Start in 2016,2023,26.573484
Start in 2016,2024,24.024891
Start in 2016,2025,21.600487
Start in 2016,2026,19.3276
Start in 2016,2027,17.221335
Start in 2016,2028,15.287833
Start in 2016,2029,13.526794
Start in 2016,2030,11.933416
Start in 2016,2031,10.499872
Start in 2016,2032,9.216426
Start in 2016,2033,8.072262
Start in 2016,2034,7.0561
Start in 2016,2035,6.156629
Start in 2016,2036,5.362825
Start in 2016,2037,4.664153
Start in 2016,2038,4.050701
Start in 2016,2039,3.513261
Start in 2016,2040,3.043361
Start in 2016,2041,2.633269
Start in 2016,2042,2.275977
Start in 2016,2043,1.965174
Start in 2016,2044,1.695201
Start in 2016,2045,1.461009
Start in 2016,2046,1.25811
Start in 2016,2047,1.082525
Start in 2016,2048,0.930744
Start in 2016,2049,0.799674
Start in 2016,2050,0.686596
Start in 2016,2051,0.589129
Start in 2016,2052,0.505189
Start in 2016,2053,0.432957
Start in 2016,2054,0.370846
Start in 2016,2055,0.317477
Start in 2016,2056,0.271651
Start in 2016,2057,0.232328
Start in 2016,2058,0.198604
Start in 2016,2059,0.1697
Start in 2016,2060,0.144941
Start in 2016,2061,0.123744
Start in 2016,2062,0.105605
Start in 2016,2063,0.090091
Start in 2016,2064,0.076828
Start in 2016,2065,0.065495
Start in 2016,2066,0.055814
Start in 2016,2067,0.047549
Start in 2016,2068,0.040496
Start in 2016,2069,0.034478
Start in 2016,2070,0.029346
Start in 2016,2071,0.02497
Start in 2016,2072,0.021241
Start in 2016,2073,0.018065
Start in 2016,2074,0.015359
Start in 2016,2075,0.013055
Start in 2016,2076,0.011095
Start in 2016,2077,0.009426
Start in 2016,2078,0.008007
Start in 2016,2079,0.0068
Start in 2016,2080,0.005773
Start in 2016,2081,0.004901
Start in 2016,2082,0.004159
Start in 2016,2083,0.003529
Start in 2016,2084,0.002994
Start in 2016,2085,0.00254
Start in 2016,2086,0.002154
Start in 2016,2087,0.001826
Start in 2016,2088,0.001548
Start in 2016,2089,0.001312
Start in 2016,2090,0.001112
Start in 2016,2091,0.000942
Start in 2016,2092,0.000798
Start in 2016,2093,0.000676
Start in 2016,2094,0.000573
Start in 2016,2095,0.000485
Start in 2016,2096,0.000411
Start in 2016,2097,0.000348
Start in 2016,2098,0.000294
Start in 2016,2099,0.000249
Start in 2016,2100,0.000211
Start in 2017,2017,41.240425
Start in 2017,2018,40.564922
Start in 2017,2019,38.81509
Start in 2017,2020,36.396251
Start in 2017,2021,33.603209
Start in 2017,2022,30.646801
Start in 2017,2023,27.674488
Start in 2017,2024,24.786265
Start in 2017,2025,22.046915
Start in 2017,2026,19.495396
Start in 2017,2027,17.152
Start in 2017,2028,15.023779
Start in 2017,2029,13.108626
Start in 2017,2030,11.398323
Start in 2017,2031,9.880789
Start in 2017,2032,8.541725
Start in 2017,2033,7.365789
Start in 2017,2034,6.337426
Start in 2017,2035,5.441436
Start in 2017,2036,4.663337
Start in 2017,2037,3.989601
Start in 2017,2038,3.407769
Start in 2017,2039,2.906505
Start in 2017,2040,2.475589
Start in 2017,2041,2.105884
Start in 2017,2042,1.789269
Start in 2017,2043,1.518574
Start in 2017,2044,1.287497
Start in 2017,2045,1.09052
Start in 2017,2046,0.922834
Start in 2017,2047,0.78026
Start in 2017,2048,0.659176
Start in 2017,2049,0.556454
Start in 2017,2050,0.469398
Start in 2017,2051,0.395689
Start in 2017,2052,0.333335
Start in 2017,2053,0.280632
Start in 2017,2054,0.236122
Start in 2017,2055,0.198559
Start in 2017,2056,0.166882
Start in 2017,2057,0.140186
Start in 2017,2058,0.117703
Start in 2017,2059,0.098779
Start in 2017,2060,0.08286
Start in 2017,2061,0.069476
Start in 2017,2062,0.05823
Start in 2017,2063,0.048785
Start in 2017,2064,0.040856
Start in 2017,2065,0.034204
Start in 2017,2066,0.028624
Start in 2017,2067,0.023946
Start in 2017,2068,0.020026
Start in 2017,2069,0.016743
Start in 2017,2070,0.013993
Start in 2017,2071,0.011692
Start in 2017,2072,0.009766
Start in 2017,2073,0.008156
Start in 2017,2074,0.006809
Start in 2017,2075,0.005683
Start in 2017,2076,0.004742
Start in 2017,2077,0.003956
Start in 2017,2078,0.003299
