Entity,Year,Child mortality (Gapminder (2013))
Ireland,1929,96.88
Ireland,1930,93.6
Ireland,1931,95.24
Ireland,1932,100.18
Ireland,1933,88.79
Ireland,1934,85.73
Ireland,1935,93.6
Ireland,1936,103.53
Ireland,1937,101.85
Ireland,1938,91.99
Ireland,1939,90.4
Ireland,1940,90.4
Ireland,1941,103.53
Ireland,1942,95.24
Ireland,1943,118.9
Ireland,1944,112
Ireland,1945,98.52
Ireland,1946,88.79
Ireland,1947,93.6
Ireland,1948,59.3
Ireland,1949,56.6
Ireland,1950,54.2
Ireland,1951,51.9
Ireland,1952,49.5
Ireland,1953,47.1
Ireland,1954,44.9
Ireland,1955,43
Ireland,1956,41.3
Ireland,1957,39.7
Ireland,1958,38.2
Ireland,1959,36.8
Ireland,1960,35.3
Ireland,1961,33.9
Ireland,1962,32.5
Ireland,1963,31.3
Ireland,1964,30.1
Ireland,1965,28.6
Ireland,1966,27
Ireland,1967,25.5
Ireland,1968,24.1
Ireland,1969,23
Ireland,1970,22.2
Ireland,1971,21.7
Ireland,1972,21.4
Ireland,1973,21.1
Ireland,1974,20.6
Ireland,1975,20
Ireland,1976,19.1
Ireland,1977,18
Ireland,1978,16.8
Ireland,1979,15.5
Ireland,1980,14.3
Ireland,1981,13.3
Ireland,1982,12.4
Ireland,1983,11.7
Ireland,1984,11.1
Ireland,1985,10.7
Ireland,1986,10.4
Ireland,1987,10.1
Ireland,1988,9.9
Ireland,1989,9.6
Ireland,1990,9.2
Ireland,1991,8.6
Ireland,1992,8.1
Ireland,1993,7.7
Ireland,1994,7.4
Ireland,1995,7.3
Ireland,1996,7.3
Ireland,1997,7.3
Ireland,1998,7.3
Ireland,1999,7.3
Ireland,2000,7.2
Ireland,2001,6.9
Ireland,2002,6.5
Ireland,2003,6.1
Ireland,2004,5.6
Ireland,2005,5.2
Ireland,2006,4.9
Ireland,2007,4.6
Ireland,2008,4.4
Ireland,2009,4.3
Ireland,2010,4.2
Ireland,2011,4.1
Ireland,2012,3.9
Ireland,2013,3.8
Israel,1800,448
Israel,1900,447.03
Israel,1922,231.47
Israel,1923,197.85
Israel,1924,160.37
Israel,1925,209.1
Israel,1926,164.08
Israel,1927,177.18
Israel,1928,141.98
Israel,1929,131.19
Israel,1930,95.24
Israel,1931,117.16
Israel,1932,124.13
Israel,1933,115.43
Israel,1934,110.29
Israel,1935,87.19
Israel,1936,95.24
Israel,1937,76.57
Israel,1938,79.68
Israel,1939,71.9
Israel,1940,79.68
Israel,1941,75.01
Israel,1942,78.12
Israel,1943,56.87
Israel,1944,45.49
Israel,1945,45.49
Israel,1946,40.06
Israel,1947,37.32
Israel,1948,45.49
Israel,1949,68.83
Israel,1950,61.29
Israel,1951,52.53
Israel,1952,55.42
Israel,1953,51.09
Israel,1954,49.67
Israel,1955,46.87
Israel,1956,51.09
Israel,1957,49.67
Israel,1958,44.11
Israel,1959,40.06
Israel,1960,40.06
Israel,1970,29.34
Israel,1973,29
Israel,1974,29.1
Israel,1975,26.2
Israel,1976,23.8
Israel,1977,21.8
Israel,1978,20.2
Israel,1979,19
Israel,1980,18
Israel,1981,17.3
Israel,1982,16.6
Israel,1983,15.9
Israel,1984,15.2
Israel,1985,14.4
Israel,1986,13.7
Israel,1987,13.1
Israel,1988,12.5
Israel,1989,12.1
Israel,1990,11.6
Israel,1991,11.1
Israel,1992,10.5
Israel,1993,9.8
Israel,1994,9.2
Israel,1995,8.7
Israel,1996,8.2
Israel,1997,7.8
Israel,1998,7.5
Israel,1999,7.2
Israel,2000,6.9
Israel,2001,6.6
Israel,2002,6.4
Israel,2003,6.1
Israel,2004,5.9
Israel,2005,5.6
Israel,2006,5.3
Israel,2007,5.1
Israel,2008,4.9
Israel,2009,4.7
Israel,2010,4.5
Israel,2011,4.3
Israel,2012,4.2
Israel,2013,4
Italy,1800,457.41
Italy,1801,457.41
Italy,1802,457.41
Italy,1803,457.41
Italy,1804,457.41
Italy,1805,456.05
Italy,1806,456.05
Italy,1807,456.05
Italy,1808,456.05
Italy,1809,456.05
Italy,1810,456.05
Italy,1811,456.05
Italy,1812,456.05
Italy,1813,456.05
Italy,1814,456.05
Italy,1815,454.69
Italy,1816,454.69
Italy,1817,454.69
Italy,1818,454.69
Italy,1819,454.69
Italy,1820,454.69
Italy,1821,454.69
Italy,1822,454.69
Italy,1823,454.69
Italy,1824,454.69
Italy,1825,454.69
Italy,1826,453.33
Italy,1827,453.33
Italy,1828,453.33
Italy,1829,453.33
Italy,1830,453.33
Italy,1831,453.33
Italy,1832,453.33
Italy,1833,453.33
Italy,1834,453.33
Italy,1835,453.33
Italy,1836,451.96
Italy,1837,451.96
Italy,1838,451.96
Italy,1839,451.96
Italy,1840,451.96
Italy,1841,451.96
Italy,1842,451.96
Italy,1843,451.96
Italy,1844,451.96
Italy,1845,451.96
Italy,1846,451.96
Italy,1847,450.6
Italy,1848,450.6
Italy,1849,450.6
Italy,1850,450.6
Italy,1851,450.6
Italy,1852,450.6
Italy,1853,450.6
Italy,1854,450.6
Italy,1855,450.6
Italy,1856,450.6
Italy,1857,450.6
Italy,1858,449.24
Italy,1859,449.24
Italy,1860,449.24
Italy,1861,449.24
Italy,1862,449.24
Italy,1872,445.02
Italy,1873,409.89
Italy,1874,405.41
Italy,1875,404.24
Italy,1876,377.62
Italy,1877,366.56
Italy,1878,370.92
Italy,1879,373.24
Italy,1880,386.5
Italy,1881,385.78
Italy,1882,391.09
Italy,1883,374.88
Italy,1884,351.31
Italy,1885,356.51
Italy,1886,365.43
Italy,1887,358.65
Italy,1888,348.38
Italy,1889,329.13
Italy,1890,332.92
Italy,1891,336.4
Italy,1892,323.94
Italy,1893,316.53
Italy,1894,316.25
Italy,1895,322.33
Italy,1896,308.52
Italy,1897,282.36
Italy,1898,290.65
Italy,1899,272.93
Italy,1900,296.64
Italy,1901,277.03
Italy,1902,291.96
Italy,1903,280.02
Italy,1904,268.44
Italy,1905,273.03
Italy,1906,266
Italy,1907,254.74
Italy,1908,275.91
Italy,1909,261.48
Italy,1910,243.44
Italy,1911,260.11
Italy,1912,221.49
Italy,1913,228.94
Italy,1914,209.48
Italy,1915,245.7
Italy,1916,255.25
Italy,1917,233.48
Italy,1918,354.98
Italy,1919,242.93
Italy,1920,243.46
Italy,1921,219.9
Italy,1922,205.49
Italy,1923,198.21
Italy,1924,189.97
Italy,1925,192.12
Italy,1926,200.91
Italy,1927,185.65
Italy,1928,185.21
Italy,1929,185.87
Italy,1930,165.94
Italy,1931,164.81
Italy,1932,163.45
Italy,1933,149.87
Italy,1934,148.28
Italy,1935,150.64
Italy,1936,145.33
Italy,1937,161.58
Italy,1938,157.15
Italy,1939,140.43
Italy,1940,142.06
Italy,1941,153.12
Italy,1942,153.83
Italy,1943,157.2
Italy,1944,137.07
Italy,1945,141.51
Italy,1946,138.1
Italy,1947,112.36
Italy,1948,94.75
Italy,1949,93.54
Italy,1950,89.1
Italy,1951,81.8
Italy,1952,75.4
Italy,1953,69.8
Italy,1954,65.1
Italy,1955,61.7
Italy,1956,59.4
Italy,1957,57.5
Italy,1958,55.8
Italy,1959,53.9
Italy,1960,52
Italy,1961,49.9
Italy,1962,47.7
Italy,1963,45.4
Italy,1964,43.1
Italy,1965,41
Italy,1966,39.3
Italy,1967,37.8
Italy,1968,36.4
Italy,1969,35.1
Italy,1970,33.6
Italy,1971,31.9
Italy,1972,29.9
Italy,1973,27.6
Italy,1974,25.3
Italy,1975,23
Italy,1976,21.1
Italy,1977,19.5
Italy,1978,18.1
Italy,1979,17
Italy,1980,16.1
Italy,1981,15.2
Italy,1982,14.4
Italy,1983,13.5
Italy,1984,12.7
Italy,1985,12
Italy,1986,11.3
Italy,1987,10.8
Italy,1988,10.4
Italy,1989,10
Italy,1990,9.6
Italy,1991,9.3
Italy,1992,8.9
Italy,1993,8.5
Italy,1994,8
Italy,1995,7.5
Italy,1996,7
Italy,1997,6.6
Italy,1998,6.2
Italy,1999,5.9
Italy,2000,5.5
Italy,2001,5.2
Italy,2002,5
Italy,2003,4.7
Italy,2004,4.5
Italy,2005,4.4
Italy,2006,4.3
Italy,2007,4.2
Italy,2008,4.1
Italy,2009,4.1
Italy,2010,4
Italy,2011,3.9
Italy,2012,3.7
Italy,2013,3.6
Jamaica,1800,389.77
Jamaica,1801,389.77
Jamaica,1802,389.77
Jamaica,1803,389.77
Jamaica,1804,389.77
Jamaica,1805,389.77
Jamaica,1806,389.77
Jamaica,1807,389.77
Jamaica,1808,389.77
Jamaica,1809,389.77
Jamaica,1810,389.77
Jamaica,1811,389.77
Jamaica,1812,389.77
Jamaica,1813,389.77
Jamaica,1814,389.77
Jamaica,1815,389.77
Jamaica,1816,389.77
Jamaica,1817,389.77
Jamaica,1818,389.77
Jamaica,1819,389.77
Jamaica,1820,389.77
Jamaica,1821,389.77
Jamaica,1822,389.77
Jamaica,1823,389.77
Jamaica,1824,389.77
Jamaica,1825,389.77
Jamaica,1826,389.77
Jamaica,1827,389.77
Jamaica,1828,389.77
Jamaica,1829,389.77
Jamaica,1830,389.77
Jamaica,1831,389.77
Jamaica,1832,389.77
Jamaica,1833,389.77
Jamaica,1834,389.77
Jamaica,1835,389.77
Jamaica,1836,389.77
Jamaica,1837,389.77
Jamaica,1838,389.77
Jamaica,1839,389.77
Jamaica,1840,389.77
Jamaica,1841,389.77
Jamaica,1842,389.77
Jamaica,1843,389.77
Jamaica,1844,389.77
Jamaica,1845,389.77
Jamaica,1846,389.77
Jamaica,1847,389.77
Jamaica,1848,389.77
Jamaica,1849,389.77
Jamaica,1850,389.77
Jamaica,1851,389.77
Jamaica,1852,389.77
Jamaica,1853,389.77
Jamaica,1854,389.77
Jamaica,1855,389.77
Jamaica,1856,389.77
Jamaica,1857,389.77
Jamaica,1858,389.77
Jamaica,1859,389.77
Jamaica,1860,389.77
Jamaica,1861,389.77
Jamaica,1862,389.77
Jamaica,1863,389.77
Jamaica,1864,389.77
Jamaica,1865,389.77
Jamaica,1866,389.77
Jamaica,1867,389.77
Jamaica,1868,389.77
Jamaica,1869,389.77
Jamaica,1879,265.2
Jamaica,1880,320.37
Jamaica,1881,281.07
Jamaica,1882,225.92
Jamaica,1883,247.91
Jamaica,1884,270.05
Jamaica,1885,258.46
Jamaica,1886,249.7
Jamaica,1887,276.23
Jamaica,1888,263.54
Jamaica,1889,284.37
Jamaica,1890,305.71
Jamaica,1891,284.37
Jamaica,1892,266.83
Jamaica,1893,274.71
Jamaica,1894,273.18
Jamaica,1895,289.32
Jamaica,1896,286.02
Jamaica,1897,287.67
Jamaica,1898,284.37
Jamaica,1899,276.23
Jamaica,1900,282.71
Jamaica,1901,265.2
Jamaica,1902,263.54
Jamaica,1903,304.08
Jamaica,1904,313.89
Jamaica,1905,268.45
Jamaica,1906,321.99
Jamaica,1907,364.1
Jamaica,1908,279.42
Jamaica,1909,284.37
Jamaica,1910,289.32
Jamaica,1911,305.71
Jamaica,1912,315.5
Jamaica,1913,279.42
Jamaica,1914,271.62
Jamaica,1915,286.02
Jamaica,1916,286.02
Jamaica,1917,300.8
Jamaica,1918,286.02
Jamaica,1919,263.54
Jamaica,1920,281.07
Jamaica,1921,320.37
Jamaica,1922,287.67
Jamaica,1923,277.76
Jamaica,1924,261.86
Jamaica,1925,281.07
Jamaica,1926,273.18
Jamaica,1927,281.07
Jamaica,1928,254.99
Jamaica,1929,260.17
Jamaica,1930,225.92
Jamaica,1931,249.7
Jamaica,1932,225.92
Jamaica,1933,242.48
Jamaica,1934,209.1
Jamaica,1935,220.33
Jamaica,1936,207.23
Jamaica,1937,182.81
Jamaica,1938,203.48
Jamaica,1939,188.45
Jamaica,1940,171.55
Jamaica,1941,156.65
Jamaica,1942,145.6
Jamaica,1943,136.56
Jamaica,1944,147.43
Jamaica,1945,152.95
Jamaica,1946,145.1
Jamaica,1947,139.6
Jamaica,1948,134.3
Jamaica,1949,130
Jamaica,1950,140.5
Jamaica,1951,133.2
Jamaica,1952,126.4
Jamaica,1953,120
Jamaica,1954,113.9
Jamaica,1955,108.2
Jamaica,1956,102.8
Jamaica,1957,97.9
Jamaica,1958,93.1
Jamaica,1959,88.8
Jamaica,1960,84.7
Jamaica,1961,80.9
Jamaica,1962,77.5
Jamaica,1963,74.3
Jamaica,1964,71.4
Jamaica,1965,68.7
Jamaica,1966,66.2
Jamaica,1967,63.7
Jamaica,1968,61.4
Jamaica,1969,59.1
Jamaica,1970,56.8
Jamaica,1971,54.6
Jamaica,1972,52.5
Jamaica,1973,50.5
Jamaica,1974,48.6
Jamaica,1975,46.8
Jamaica,1976,45.2
Jamaica,1977,43.7
Jamaica,1978,42.3
Jamaica,1979,40.9
Jamaica,1980,39.7
Jamaica,1981,38.5
Jamaica,1982,37.3
Jamaica,1983,36.3
Jamaica,1984,35.2
Jamaica,1985,34.2
Jamaica,1986,33.2
Jamaica,1987,32.3
Jamaica,1988,31.5
Jamaica,1989,30.6
Jamaica,1990,29.8
Jamaica,1991,29.1
Jamaica,1992,28.3
Jamaica,1993,27.6
Jamaica,1994,26.9
Jamaica,1995,26.4
Jamaica,1996,25.8
Jamaica,1997,25.3
Jamaica,1998,24.8
Jamaica,1999,24.3
Jamaica,2000,23.7
Jamaica,2001,23.2
Jamaica,2002,22.7
Jamaica,2003,22.2
Jamaica,2004,21.6
Jamaica,2005,21.1
Jamaica,2006,20.5
Jamaica,2007,20
Jamaica,2008,19.4
Jamaica,2009,18.8
Jamaica,2010,18.3
Jamaica,2011,17.8
Jamaica,2012,17.2
Jamaica,2013,16.6
Japan,1800,363.32
Japan,1801,363.32
Japan,1802,363.32
Japan,1803,363.32
Japan,1804,363.32
Japan,1805,363.32
Japan,1806,363.32
Japan,1807,363.32
Japan,1808,363.32
Japan,1809,363.32
Japan,1810,363.32
Japan,1811,363.32
Japan,1812,363.32
Japan,1813,363.32
Japan,1814,363.32
Japan,1815,363.32
Japan,1816,363.32
Japan,1817,363.32
Japan,1818,363.32
Japan,1819,363.32
Japan,1820,363.32
Japan,1821,363.32
Japan,1822,363.32
Japan,1823,363.32
Japan,1824,363.32
Japan,1825,363.32
Japan,1826,363.32
Japan,1827,363.32
Japan,1828,363.32
Japan,1829,363.32
Japan,1830,363.32
Japan,1831,363.32
Japan,1832,363.32
Japan,1833,363.32
Japan,1834,363.32
Japan,1835,363.32
Japan,1836,363.32
Japan,1837,363.32
Japan,1838,363.32
Japan,1839,363.32
Japan,1840,363.32
Japan,1841,363.32
Japan,1842,363.32
Japan,1843,363.32
Japan,1844,363.32
Japan,1845,363.32
Japan,1846,363.32
Japan,1847,363.32
Japan,1848,363.32
Japan,1849,363.32
Japan,1850,363.32
Japan,1851,363.32
Japan,1852,363.32
Japan,1853,363.32
Japan,1854,363.32
Japan,1855,363.32
Japan,1856,363.32
Japan,1857,363.32
Japan,1858,363.32
Japan,1859,363.32
Japan,1860,363.32
Japan,1861,363.32
Japan,1862,363.32
Japan,1863,363.32
Japan,1864,363.32
Japan,1865,363.32
Japan,1866,362.15
Japan,1867,362.15
Japan,1868,362.15
Japan,1869,360.97
Japan,1870,360.97
Japan,1871,360.97
Japan,1872,359.8
Japan,1873,359.8
Japan,1874,358.63
Japan,1875,358.63
Japan,1876,358.63
Japan,1877,357.45
Japan,1878,357.45
Japan,1879,356.28
Japan,1880,356.28
Japan,1881,355.13
Japan,1882,353.98
Japan,1883,353.98
Japan,1884,352.82
Japan,1885,352.82
Japan,1886,351.67
Japan,1887,350.52
Japan,1888,350.52
Japan,1889,349.37
Japan,1890,348.22
Japan,1891,347.07
Japan,1892,347.07
Japan,1893,345.92
Japan,1894,344.76
Japan,1895,343.6
Japan,1896,342.42
Japan,1897,341.2
Japan,1898,339.94
Japan,1899,338.62
Japan,1900,337.26
Japan,1901,335.84
Japan,1902,334.37
Japan,1903,331.73
Japan,1904,330.19
Japan,1905,328.6
Japan,1906,325.86
Japan,1907,324.17
Japan,1908,321.35
Japan,1909,319.58
Japan,1910,316.69
Japan,1920,270.05
Japan,1921,286.02
Japan,1922,270.05
Japan,1923,265.2
Japan,1924,253.24
Japan,1925,227.77
Japan,1926,218.46
Japan,1927,227.77
Japan,1928,220.33
Japan,1929,227.77
Japan,1930,195.97
Japan,1931,209.1
Japan,1932,182.81
Japan,1933,190.33
Japan,1934,195.97
Japan,1935,162.22
Japan,1936,180.93
Japan,1937,160.37
Japan,1938,177.18
Japan,1939,162.22
Japan,1940,131.19
Japan,1941,120.64
Japan,1942,124.13
Japan,1943,125.89
Japan,1947,147.61
Japan,1948,99.21
Japan,1949,100.45
Japan,1950,91.4
Japan,1951,82.6
Japan,1952,74.9
Japan,1953,68.3
Japan,1954,62.7
Japan,1955,58
Japan,1956,54
Japan,1957,50.3
Japan,1958,46.8
Japan,1959,43.3
Japan,1960,39.7
Japan,1961,36.2
Japan,1962,32.9
Japan,1963,29.7
Japan,1964,27
Japan,1965,24.6
Japan,1966,22.6
Japan,1967,21
Japan,1968,19.6
Japan,1969,18.5
Japan,1970,17.5
Japan,1971,16.5
Japan,1972,15.7
Japan,1973,14.9
Japan,1974,14.1
Japan,1975,13.3
Japan,1976,12.5
Japan,1977,11.8
Japan,1978,11.1
Japan,1979,10.5
Japan,1980,9.9
Japan,1981,9.3
Japan,1982,8.8
Japan,1983,8.3
Japan,1984,7.9
Japan,1985,7.5
Japan,1986,7.1
Japan,1987,6.8
Japan,1988,6.6
Japan,1989,6.4
Japan,1990,6.3
Japan,1991,6.2
Japan,1992,6.1
Japan,1993,6
Japan,1994,5.9
Japan,1995,5.7
Japan,1996,5.5
Japan,1997,5.2
Japan,1998,5
Japan,1999,4.7
Japan,2000,4.5
Japan,2001,4.3
Japan,2002,4.1
Japan,2003,4
Japan,2004,3.9
Japan,2005,3.7
Japan,2006,3.6
Japan,2007,3.5
Japan,2008,3.4
Japan,2009,3.3
Japan,2010,3.2
Japan,2011,3.4
Japan,2012,3
Japan,2013,2.9
Jordan,1800,421.34
Jordan,1801,421.34
Jordan,1802,421.34
Jordan,1803,421.34
Jordan,1804,421.34
Jordan,1805,421.34
Jordan,1806,421.34
Jordan,1807,421.34
Jordan,1808,421.34
Jordan,1809,421.34
Jordan,1810,421.34
Jordan,1811,421.34
Jordan,1812,421.34
Jordan,1813,421.34
Jordan,1814,421.34
Jordan,1815,421.34
Jordan,1816,421.34
Jordan,1817,421.34
Jordan,1818,421.34
Jordan,1819,421.34
Jordan,1820,421.34
Jordan,1821,421.34
Jordan,1822,421.34
Jordan,1823,421.34
Jordan,1824,421.34
Jordan,1825,421.34
Jordan,1826,421.34
Jordan,1827,421.34
Jordan,1828,421.34
Jordan,1829,421.34
Jordan,1830,421.34
Jordan,1831,421.34
Jordan,1832,421.34
Jordan,1833,421.34
Jordan,1834,421.34
Jordan,1835,421.34
Jordan,1836,421.34
Jordan,1837,421.34
Jordan,1838,421.34
Jordan,1839,421.34
Jordan,1840,421.34
Jordan,1841,421.34
Jordan,1842,421.34
Jordan,1843,421.34
Jordan,1844,421.34
Jordan,1845,421.34
Jordan,1846,421.34
Jordan,1847,421.34
Jordan,1848,421.34
Jordan,1849,421.34
Jordan,1850,421.34
Jordan,1851,421.34
Jordan,1852,421.34
Jordan,1853,421.34
Jordan,1854,421.34
Jordan,1855,421.34
Jordan,1856,421.34
Jordan,1857,421.34
Jordan,1858,421.34
Jordan,1859,421.34
Jordan,1860,421.34
Jordan,1861,421.34
Jordan,1862,421.34
Jordan,1863,421.34
Jordan,1864,421.34
Jordan,1865,421.34
Jordan,1866,421.34
Jordan,1867,421.34
Jordan,1868,421.34
Jordan,1869,421.34
Jordan,1870,421.34
Jordan,1871,421.34
Jordan,1872,421.34
Jordan,1873,421.34
Jordan,1874,421.34
Jordan,1875,421.34
Jordan,1876,421.34
Jordan,1877,421.34
Jordan,1878,421.34
Jordan,1879,421.34
Jordan,1880,421.34
Jordan,1881,421.34
Jordan,1882,421.34
Jordan,1883,421.34
Jordan,1884,421.34
Jordan,1885,421.34
Jordan,1886,421.34
Jordan,1887,421.34
Jordan,1888,421.34
Jordan,1889,421.34
Jordan,1890,421.34
Jordan,1891,421.34
Jordan,1892,421.34
Jordan,1893,421.34
Jordan,1894,421.33
Jordan,1895,421.3
Jordan,1896,421.23
Jordan,1897,421.12
Jordan,1898,420.96
Jordan,1899,420.73
Jordan,1900,420.43
Jordan,1901,420.07
Jordan,1902,419.64
Jordan,1903,419.15
Jordan,1904,418.59
Jordan,1905,417.96
Jordan,1906,417.27
Jordan,1907,416.51
Jordan,1908,415.69
Jordan,1909,414.81
Jordan,1910,413.88
Jordan,1911,412.93
Jordan,1912,411.95
Jordan,1913,410.96
Jordan,1914,409.97
Jordan,1915,408.98
Jordan,1916,408
Jordan,1917,407.01
Jordan,1918,406.02
Jordan,1919,405.03
Jordan,1920,404.04
Jordan,1921,403.05
Jordan,1922,402.06
Jordan,1923,401.07
Jordan,1924,400.09
Jordan,1925,399.1
Jordan,1926,398.11
Jordan,1927,397.12
Jordan,1928,396.13
Jordan,1929,395.14
Jordan,1930,394.15
Jordan,1931,393.16
Jordan,1932,392.18
Jordan,1933,391.19
Jordan,1934,390.2
Jordan,1935,389.21
Jordan,1936,377.57
Jordan,1937,367.34
Jordan,1938,356.18
Jordan,1939,345.26
Jordan,1940,334.56
Jordan,1950,276.6
Jordan,1951,262.3
Jordan,1952,248.6
Jordan,1953,235.4
Jordan,1954,222.7
Jordan,1955,210.6
Jordan,1956,198.8
Jordan,1957,187.7
Jordan,1958,177
Jordan,1959,166.7
Jordan,1960,157.1
Jordan,1961,148
Jordan,1962,139.5
Jordan,1963,131.5
Jordan,1964,124.1
Jordan,1965,117.3
Jordan,1966,110.9
Jordan,1967,105
Jordan,1968,99.6
Jordan,1969,94.4
Jordan,1970,89.7
Jordan,1971,85.3
Jordan,1972,81.1
Jordan,1973,77.2
Jordan,1974,73.5
Jordan,1975,70.1
Jordan,1976,66.8
Jordan,1977,63.7
Jordan,1978,60.8
Jordan,1979,58.1
Jordan,1980,55.5
Jordan,1981,53
Jordan,1982,50.7
Jordan,1983,48.5
Jordan,1984,46.4
Jordan,1985,44.4
Jordan,1986,42.6
Jordan,1987,40.9
Jordan,1988,39.3
Jordan,1989,37.9
Jordan,1990,36.7
Jordan,1991,35.5
Jordan,1992,34.5
Jordan,1993,33.5
Jordan,1994,32.6
Jordan,1995,31.8
Jordan,1996,30.9
Jordan,1997,30.1
Jordan,1998,29.4
Jordan,1999,28.6
Jordan,2000,27.8
Jordan,2001,27
Jordan,2002,26.2
Jordan,2003,25.4
Jordan,2004,24.6
Jordan,2005,23.9
Jordan,2006,23.1
Jordan,2007,22.4
Jordan,2008,21.8
Jordan,2009,21.1
Jordan,2010,20.5
Jordan,2011,19.9
Jordan,2012,19.3
Jordan,2013,18.7
Kazakhstan,1800,497.41
Kazakhstan,1801,497.41
Kazakhstan,1802,497.41
Kazakhstan,1803,497.41
Kazakhstan,1804,497.41
Kazakhstan,1805,497.41
Kazakhstan,1806,497.41
Kazakhstan,1807,497.41
Kazakhstan,1808,497.41
Kazakhstan,1809,497.41
Kazakhstan,1810,497.41
Kazakhstan,1811,497.41
Kazakhstan,1812,497.41
Kazakhstan,1813,497.41
Kazakhstan,1814,497.41
Kazakhstan,1815,497.41
Kazakhstan,1816,497.41
Kazakhstan,1817,497.41
Kazakhstan,1818,497.41
Kazakhstan,1819,497.41
Kazakhstan,1820,497.41
Kazakhstan,1821,497.41
Kazakhstan,1822,497.41
Kazakhstan,1823,497.41
Kazakhstan,1824,497.41
Kazakhstan,1825,497.41
Kazakhstan,1826,497.41
Kazakhstan,1827,497.41
Kazakhstan,1828,497.41
Kazakhstan,1829,497.41
Kazakhstan,1830,497.41
Kazakhstan,1831,497.41
Kazakhstan,1832,497.41
Kazakhstan,1833,497.41
Kazakhstan,1834,497.41
Kazakhstan,1835,497.41
Kazakhstan,1836,497.41
Kazakhstan,1837,497.41
Kazakhstan,1838,497.41
Kazakhstan,1839,497.41
Kazakhstan,1840,497.41
Kazakhstan,1841,497.41
Kazakhstan,1842,497.41
Kazakhstan,1843,497.41
Kazakhstan,1844,497.41
Kazakhstan,1845,497.41
Kazakhstan,1846,497.41
Kazakhstan,1847,497.41
Kazakhstan,1848,497.41
Kazakhstan,1849,497.41
Kazakhstan,1850,497.41
Kazakhstan,1851,497.41
Kazakhstan,1852,497.41
Kazakhstan,1853,497.41
Kazakhstan,1854,497.41
Kazakhstan,1855,497.41
Kazakhstan,1856,497.41
Kazakhstan,1857,497.41
Kazakhstan,1858,497.41
Kazakhstan,1859,497.41
Kazakhstan,1860,497.41
Kazakhstan,1861,497.41
Kazakhstan,1862,497.41
Kazakhstan,1863,497.41
Kazakhstan,1864,504.87
Kazakhstan,1865,512.4
Kazakhstan,1866,521.6
Kazakhstan,1867,529.34
Kazakhstan,1868,537.25
Kazakhstan,1869,537.25
Kazakhstan,1870,535.66
Kazakhstan,1871,535.66
Kazakhstan,1872,534.07
Kazakhstan,1873,534.07
Kazakhstan,1874,530.88
Kazakhstan,1875,527.79
Kazakhstan,1876,524.7
Kazakhstan,1877,521.6
Kazakhstan,1878,518.51
Kazakhstan,1879,515.42
Kazakhstan,1880,512.4
Kazakhstan,1881,509.39
Kazakhstan,1882,506.38
Kazakhstan,1883,503.36
Kazakhstan,1884,500.35
Kazakhstan,1885,497.41
Kazakhstan,1886,494.48
Kazakhstan,1887,491.55
Kazakhstan,1888,488.61
Kazakhstan,1889,485.68
Kazakhstan,1890,482.82
Kazakhstan,1891,479.96
Kazakhstan,1892,477.1
Kazakhstan,1893,474.24
Kazakhstan,1894,471.36
Kazakhstan,1895,468.53
Kazakhstan,1896,465.67
Kazakhstan,1897,462.76
Kazakhstan,1898,465.37
Kazakhstan,1899,466.5
Kazakhstan,1900,468.96
Kazakhstan,1901,464.38
Kazakhstan,1902,461.13
Kazakhstan,1903,456.42
Kazakhstan,1904,453.07
Kazakhstan,1905,448.33
Kazakhstan,1906,444.89
Kazakhstan,1907,440.05
Kazakhstan,1908,436.52
Kazakhstan,1909,431.66
Kazakhstan,1910,428.08
Kazakhstan,1911,421.86
Kazakhstan,1912,415.77
Kazakhstan,1913,409.69
Kazakhstan,1914,403.69
Kazakhstan,1915,397.77
Kazakhstan,1916,391.87
Kazakhstan,1917,387.3
Kazakhstan,1918,381.55
Kazakhstan,1919,375.85
Kazakhstan,1920,370.25
Kazakhstan,1921,364.67
Kazakhstan,1922,359.18
Kazakhstan,1923,353.73
Kazakhstan,1924,348.33
Kazakhstan,1925,343.03
Kazakhstan,1926,337.74
Kazakhstan,1927,330.37
Kazakhstan,1928,324.14
Kazakhstan,1929,316.97
Kazakhstan,1930,309.88
Kazakhstan,1931,302.9
Kazakhstan,1932,296.03
Kazakhstan,1933,289.22
Kazakhstan,1934,283.55
Kazakhstan,1935,276.93
Kazakhstan,1936,270.43
Kazakhstan,1937,264.02
Kazakhstan,1938,257.68
Kazakhstan,1939,251.46
Kazakhstan,1940,242.58
Kazakhstan,1941,234.76
Kazakhstan,1942,226.2
Kazakhstan,1943,217.81
Kazakhstan,1944,209.59
Kazakhstan,1945,201.53
Kazakhstan,1946,194.46
Kazakhstan,1947,186.7
Kazakhstan,1948,179.09
Kazakhstan,1949,171.6
Kazakhstan,1950,164.29
Kazakhstan,1951,162.36
Kazakhstan,1952,158.19
Kazakhstan,1953,154.63
Kazakhstan,1954,150.18
Kazakhstan,1955,146.32
Kazakhstan,1956,141.64
Kazakhstan,1957,137.54
Kazakhstan,1958,133.35
Kazakhstan,1959,128.54
Kazakhstan,1960,124.52
Kazakhstan,1961,119.91
Kazakhstan,1971,84.4
Kazakhstan,1972,82.7
Kazakhstan,1973,80.9
Kazakhstan,1974,79.2
Kazakhstan,1975,77.7
Kazakhstan,1976,76.3
